schema	entry-v2-invalid-cache-deletion-manifest-v1
generated_at_utc	2026-08-16T14:07:34Z
status	NOT_EXECUTED_APPROVAL_REQUIRED
action	DELETE_EXACT_TREE
delete_root	/workspace/artifacts/cache/port/entry_v2
preserve_outside	/workspace/provenance/entry_v2
expected_directory_count	10
expected_file_count	4056
expected_total_file_bytes	63244943663
entry_type	size_bytes	sha256	absolute_path
F	65234812	d0f4a035dd6f241eb6999bb0f1a32b9e752af43d5dac5808b0a0a981c35149d2	/workspace/artifacts/cache/port/entry_v2/events/HG/20210218.qre2
F	79573048	d74b9a44c879821052c83846b8c7d97468df7e4f70e572c0896ea36f3979d75f	/workspace/artifacts/cache/port/entry_v2/events/HG/20210219.qre2
F	136	2ec69804ec43b14440635c6b7654d2551f0274c7558f6ac36f834c2d1fdfa4a9	/workspace/artifacts/cache/port/entry_v2/events/HG/20210221.qre2
F	62359352	555c0be063adbbcfc66d45fa6f143b3a7aebb1fe231835829976bd819b22b900	/workspace/artifacts/cache/port/entry_v2/events/HG/20210222.qre2
F	71544484	dc2845703fb5e701116dc33afbe19a6da2c9de0e03bc8fab4721576474365d65	/workspace/artifacts/cache/port/entry_v2/events/HG/20210223.qre2
F	25873424	732def6af7f96a7cc778be8bce20fe169513b97c0091ee12f1f191f83c344a4c	/workspace/artifacts/cache/port/entry_v2/events/HG/20210224.qre2
F	18539576	3d87a817e14d55c1645751e2a3694c9117d616d919efe9a334f55cc58a539d73	/workspace/artifacts/cache/port/entry_v2/events/HG/20210225.qre2
F	3936	8125219ec56ec44442ca29bc54136f6ee7e54112b947afae640c218b000a31ae	/workspace/artifacts/cache/port/entry_v2/events/HG/20210226.qre2
F	136	da2ef810049b0f39f2a4da0ae3ff397367e35af8987b27ec7f5fef59e0abbbde	/workspace/artifacts/cache/port/entry_v2/events/HG/20210228.qre2
F	51590912	f62f439806062c9bab24ce25cdd754c5400b482cdbb50c0e2898f0333f6fbd68	/workspace/artifacts/cache/port/entry_v2/events/HG/20210301.qre2
F	56817888	b78aaa5081009622f54004106cb575f2dfc8113419ce2ea7caaf48bce539a520	/workspace/artifacts/cache/port/entry_v2/events/HG/20210302.qre2
F	58732404	1b334e1dda3fe13645a8bc158b29b0a8cb0c51e4cc9150af5b26fb4b6c680a7f	/workspace/artifacts/cache/port/entry_v2/events/HG/20210303.qre2
F	63413624	a538a602a08c137f7e9886a75cfdaac6cc5c729729c13923296c57785635bea8	/workspace/artifacts/cache/port/entry_v2/events/HG/20210304.qre2
F	77114068	d3f0a1018517273380d24ad027746145dce4a8e828e0852a8cbf7073377a6a03	/workspace/artifacts/cache/port/entry_v2/events/HG/20210305.qre2
F	136	c05ee06adfd4e4e5544ce357273efacaf67b2e8d509707b1ddbf4b9e9bb4e6e0	/workspace/artifacts/cache/port/entry_v2/events/HG/20210307.qre2
F	74058488	ba61781e2b854dbf6c2d123d9aa13468fc527d166563a7ecab6a64c992edafa2	/workspace/artifacts/cache/port/entry_v2/events/HG/20210308.qre2
F	59563464	054337fd1ed539960528f8a593dc0757b4e30505fd6353639630b5ca5401d656	/workspace/artifacts/cache/port/entry_v2/events/HG/20210309.qre2
F	48368892	6bd8495f1b76b404adfa7a7677d89bb9eab6d73c6d5bc49b01d66b39c88ec9a7	/workspace/artifacts/cache/port/entry_v2/events/HG/20210310.qre2
F	48727536	662ce0acf3ab6a8d6aa17ddc859c96c50a8cde5b2948e20cc15a902fe642111c	/workspace/artifacts/cache/port/entry_v2/events/HG/20210311.qre2
F	41290860	40d305e849d439df8bc70b6755ac6eb73c9e85036125685b6bb2230530e30e85	/workspace/artifacts/cache/port/entry_v2/events/HG/20210312.qre2
F	136	d89c17236b353830117d99ffe156f998d70bf0f75bd825580f4e81fc17b3337b	/workspace/artifacts/cache/port/entry_v2/events/HG/20210314.qre2
F	32499104	a3ef2a9daf22f6ea517cf52ebe4d46f98036591e50b1ac16b8b2288ceea27799	/workspace/artifacts/cache/port/entry_v2/events/HG/20210315.qre2
F	34170648	758f3d297fb4c931d9cba8a4212f0d1619bee09c44305d1f09228fd99c4e030a	/workspace/artifacts/cache/port/entry_v2/events/HG/20210316.qre2
F	31760384	32a47b28c4ad3c1d9da8f031efd444e5770825c544ae112b6c9fd4d42daf883c	/workspace/artifacts/cache/port/entry_v2/events/HG/20210317.qre2
F	39812280	715d4e786383669dcb53ae79b250d80e8fdf030701f32d70d6c2de8060ba9984	/workspace/artifacts/cache/port/entry_v2/events/HG/20210318.qre2
F	40948100	43f0cd369f3da5ac3ab118e7e46cf21ad3bd6e1c2c62108e2c7c3f831d7388df	/workspace/artifacts/cache/port/entry_v2/events/HG/20210319.qre2
F	136	8de2c6a47a12e67b22bbfba89182eabb1c39a5869eea24b2700d2ed1df3bfb9f	/workspace/artifacts/cache/port/entry_v2/events/HG/20210321.qre2
F	33201648	7e8a3e1e7d31ec41dd7c67d9cf97087e5f7384ca39128694627f15edd6e5fc32	/workspace/artifacts/cache/port/entry_v2/events/HG/20210322.qre2
F	42105352	58b6520c5653f7907e01354e0f09b563e06db40284015dc813f571f5255b7db4	/workspace/artifacts/cache/port/entry_v2/events/HG/20210323.qre2
F	41782200	484634a7f4fa228a610b351a5cea95c7737acc4f00392649d1596d390e74e5a4	/workspace/artifacts/cache/port/entry_v2/events/HG/20210324.qre2
F	53513028	eb2ebac996119aaf692aa7012bd1cbb9bfd7c4685a9931b61b8b7da738227fa8	/workspace/artifacts/cache/port/entry_v2/events/HG/20210325.qre2
F	33544028	9af3d62a3309f50363e1af8abd5ce105af8f25fc49e96899169333294c7d3bf6	/workspace/artifacts/cache/port/entry_v2/events/HG/20210326.qre2
F	136	59d36ace3def828056719108ab41069d450474bc9a8f213317a2b0df943a7ad1	/workspace/artifacts/cache/port/entry_v2/events/HG/20210328.qre2
F	43637588	4714f50be63b2ff41a9206ba317ae627f93618eba6b4571d58c9db73764da206	/workspace/artifacts/cache/port/entry_v2/events/HG/20210329.qre2
F	40860244	3a0e771f9dd8edfb75bb7b826c2b5e27e16ccf158d3dace7172eae6e41ae1866	/workspace/artifacts/cache/port/entry_v2/events/HG/20210330.qre2
F	35885436	740457b8adc06a1305dfdef742dee67d28d8be0bf7f322e69a4a573b85357755	/workspace/artifacts/cache/port/entry_v2/events/HG/20210331.qre2
F	40296248	2b07f8bf2f955e5b6ce179fbbcac32c9419e4e24b331c028727c838e3e2d73fe	/workspace/artifacts/cache/port/entry_v2/events/HG/20210401.qre2
F	136	299e1ad20a12f9afac2abf16cc2c2eb3c8dae8191b3b2c03641de023052ec5b7	/workspace/artifacts/cache/port/entry_v2/events/HG/20210404.qre2
F	17999748	af47b9804923a00bc061d304b41188a75e562d50dab08dd91169a9f7d0fa9ac7	/workspace/artifacts/cache/port/entry_v2/events/HG/20210405.qre2
F	39692428	b5b9f67d02bce840a168b91a45275b7ed0c827e23b39e3ef8219d72bf646285d	/workspace/artifacts/cache/port/entry_v2/events/HG/20210406.qre2
F	36733748	a6d1d8f176acdd9c10ee0a4d7b847ab9afbaa161108ae4de1a3baa013ab99fc5	/workspace/artifacts/cache/port/entry_v2/events/HG/20210407.qre2
F	34491368	9de08a395e9b02fedff91896372a21f9aa48bfc4729c202e875816b76ea66f55	/workspace/artifacts/cache/port/entry_v2/events/HG/20210408.qre2
F	31966876	87e542d12732cd2a2b1e574a5751cc5ac8177f682ad07f1275989914528af167	/workspace/artifacts/cache/port/entry_v2/events/HG/20210409.qre2
F	136	666891da03c95a6c348fe9c55caea3924a98fd31ec1125fc91a1becff55a9bc6	/workspace/artifacts/cache/port/entry_v2/events/HG/20210411.qre2
F	35700148	b1bfb7803ae4940475127dfa84b2d495b49a97880cc494dda6032e493f41440a	/workspace/artifacts/cache/port/entry_v2/events/HG/20210412.qre2
F	35982944	7223f16adb10b19207a41cb8ee4d8219575c77d84f5385fcec137d78a30be238	/workspace/artifacts/cache/port/entry_v2/events/HG/20210413.qre2
F	38015564	19678b3a759bd4f900ed78d75dd16e84115f5ba7238fa88cfdc9077341fe5033	/workspace/artifacts/cache/port/entry_v2/events/HG/20210414.qre2
F	48113836	806a48ffaec464e669ff19bdbe59bf75273efc02970201b0130bb9f93085bb9a	/workspace/artifacts/cache/port/entry_v2/events/HG/20210415.qre2
F	44444404	b532adfbc806de42255675b2a49f5379ab54352ffbb251679d186926ea6b4f4a	/workspace/artifacts/cache/port/entry_v2/events/HG/20210416.qre2
F	136	12577de618d186d592170eb53015a6df1b917d04a76a07cca98c6765727e34ce	/workspace/artifacts/cache/port/entry_v2/events/HG/20210418.qre2
F	46383848	6d56f574c6b3eb62f78232ca909ff5348683d68d3bd460ce48127852e39d2b08	/workspace/artifacts/cache/port/entry_v2/events/HG/20210419.qre2
F	43663580	ea230f91a52412a67304a64ddf6eeb906c0a49456b5233a87a313cb7a9d079a2	/workspace/artifacts/cache/port/entry_v2/events/HG/20210420.qre2
F	38566260	a80426c1ea645844456a7f0fc8655b10e33b58ae1147b067196ae80477474593	/workspace/artifacts/cache/port/entry_v2/events/HG/20210421.qre2
F	41441720	9336b8ee2b4a9bfe6e3f73f3c140c4eaa95bf9b1f785221693e90f83139c992e	/workspace/artifacts/cache/port/entry_v2/events/HG/20210422.qre2
F	40479332	2ac86dae27b645ec7ed6cb6a9de62276d0dd8b40646ae5967e9fc14490807a4e	/workspace/artifacts/cache/port/entry_v2/events/HG/20210423.qre2
F	136	a7fc9239efd8926b633775be2738df12d2c5f11f0e547666e210a244f19a4e96	/workspace/artifacts/cache/port/entry_v2/events/HG/20210425.qre2
F	35716108	900c4d473e07b00dd78e4cf60bed2217225ff4aa842ee63457ba8f9c2a56a078	/workspace/artifacts/cache/port/entry_v2/events/HG/20210426.qre2
F	36683968	ae7f8789ca8df1f5271d6e947157f11a181535d38d0b2802f7d5ca635465de24	/workspace/artifacts/cache/port/entry_v2/events/HG/20210427.qre2
F	20018308	80177588081ba373d8c3c754c469badb099b707cd7f2e5663a68e22346cea86d	/workspace/artifacts/cache/port/entry_v2/events/HG/20210428.qre2
F	14973580	6d5c95992ac259c3f849e9ffe7848a1a0afe1f1394b5135cd47bede8eec20547	/workspace/artifacts/cache/port/entry_v2/events/HG/20210429.qre2
F	11156	a1b5177ba04bc7697f0806d2e1bcac0619865a8a8849c630b5e42bc60ba4e8e9	/workspace/artifacts/cache/port/entry_v2/events/HG/20210430.qre2
F	136	4ad5d959f6c2023f3b6b5302eabff3a7e9e460c9d381233a1a9527d558e54f3e	/workspace/artifacts/cache/port/entry_v2/events/HG/20210502.qre2
F	18980452	555b8ffe9e116b014e4ecc55032c96e2e96377f07b55b0f81b7caf963b587f08	/workspace/artifacts/cache/port/entry_v2/events/HG/20210503.qre2
F	39860844	e283042f3f860a72081568dd2fb978dbc5cb3d990f0ebd1aedd20f63d10cde57	/workspace/artifacts/cache/port/entry_v2/events/HG/20210504.qre2
F	32890884	08aeab1bb0a3f5000b4872184d92baa412c732758a95b29f5893295cf50034af	/workspace/artifacts/cache/port/entry_v2/events/HG/20210505.qre2
F	48721988	8af5dfe326dd13376d45570f1465dd0cb0d96d327394827133a9793360b40ceb	/workspace/artifacts/cache/port/entry_v2/events/HG/20210506.qre2
F	55880276	baebb94090bbc34f565727a28b29c32260308b52a6ba63796dcfee21dfc1a05d	/workspace/artifacts/cache/port/entry_v2/events/HG/20210507.qre2
F	136	24f38a23be5f2057beaf10354c169f48a99a375d5ee7293a3ca287e6bf0d3181	/workspace/artifacts/cache/port/entry_v2/events/HG/20210509.qre2
F	65397300	9b8251f518eefeca82785bc0303c490b12311177ab5a22885c78468ed12c0a27	/workspace/artifacts/cache/port/entry_v2/events/HG/20210510.qre2
F	59060116	a29661c02c8833ffbb1dce917d2dc910cb7b5236119a24c7613722b337b7d9ca	/workspace/artifacts/cache/port/entry_v2/events/HG/20210511.qre2
F	67295476	2840c7f608325592b507a890ba83c6d8cb424a6a88e560a115df3661307d632b	/workspace/artifacts/cache/port/entry_v2/events/HG/20210512.qre2
F	69179212	dc64e437369a71fe4ea0c95deec384c16f14da438345a14eeeb3db3b8e82e189	/workspace/artifacts/cache/port/entry_v2/events/HG/20210513.qre2
F	58292592	27f4c266ff539e57476c5f22530b21ba12314387330419fb3200e09f5f151017	/workspace/artifacts/cache/port/entry_v2/events/HG/20210514.qre2
F	136	665b52d8d086f179159f4250c0001dee0a689457335da2611dac2ddcd4c16aea	/workspace/artifacts/cache/port/entry_v2/events/HG/20210516.qre2
F	48880296	6da119338c9059c37d7ad42875ced16ac31051f9263306f915fa19254b2de708	/workspace/artifacts/cache/port/entry_v2/events/HG/20210517.qre2
F	47488204	ef0a77a73605ad2cb77e87acb279c929e114a82206d07b0d8a99c84f1e782bfd	/workspace/artifacts/cache/port/entry_v2/events/HG/20210518.qre2
F	74673784	8889d385dab345fadf7d2b591be2c0bd56578bd30670fa6f77fbe32daf2dfc81	/workspace/artifacts/cache/port/entry_v2/events/HG/20210519.qre2
F	60444000	ea1bf4bb882e147200d847bb4067413af46cda1b39414533745d13538672011a	/workspace/artifacts/cache/port/entry_v2/events/HG/20210520.qre2
F	57227756	7357089d82639c059a925dbabe7c6e37af7678d9d1dbd6381e1539727e2dec60	/workspace/artifacts/cache/port/entry_v2/events/HG/20210521.qre2
F	136	1b7c584d69959fa6fc02733f86764ce931eb930cb3ff347ff3351fa545754694	/workspace/artifacts/cache/port/entry_v2/events/HG/20210523.qre2
F	44088192	6c801548c2a3bec5bd33e82fc6c2e5651648d2fa5fa4a5c8ffc3227a7b47b6fa	/workspace/artifacts/cache/port/entry_v2/events/HG/20210524.qre2
F	48259984	fda4ea22753d660f8cf454ab6c3002532a8bf097fb27face8a7a6ccc5cb8d279	/workspace/artifacts/cache/port/entry_v2/events/HG/20210525.qre2
F	41128980	1edbb1754d131c1bfea5921b3ccc4997389ad0f2de8fe40546afe3391da887d9	/workspace/artifacts/cache/port/entry_v2/events/HG/20210526.qre2
F	45949812	3391a0b4f2e938823c8bcec0bd3ed69d62093ec470e369cfe8d00fb0432aacd3	/workspace/artifacts/cache/port/entry_v2/events/HG/20210527.qre2
F	52403960	b7d90711ad375b295a37fa0aded9cb5f183f931dcd591e7776dc47e3bd3361af	/workspace/artifacts/cache/port/entry_v2/events/HG/20210528.qre2
F	136	bac20935190ed71984c6b44eb9c07e9df7c676814d7658944ee9a9345830527a	/workspace/artifacts/cache/port/entry_v2/events/HG/20210530.qre2
F	19687480	fa171a045fb16b8b168819080ce1d5b79bb99a8c1dca75632fdf20372201bffa	/workspace/artifacts/cache/port/entry_v2/events/HG/20210531.qre2
F	49403860	ea01eee7bf63c9c05fba9c400ec3d5ca1a82d39968901c392cd8ccc623392b1c	/workspace/artifacts/cache/port/entry_v2/events/HG/20210601.qre2
F	39983584	fd76651ed789a0e2045b80117a14000ab4fd32d8a0068bdfa0b365ca547619ee	/workspace/artifacts/cache/port/entry_v2/events/HG/20210602.qre2
F	59083068	3809f5ccb8760bde2e87df433991f8216a0f7de6c3b428df789984322e808ac8	/workspace/artifacts/cache/port/entry_v2/events/HG/20210603.qre2
F	47267196	66b0326474e1ea195002ab9710972037fad917b1093c73d65fa933424b16e4c7	/workspace/artifacts/cache/port/entry_v2/events/HG/20210604.qre2
F	136	5537b5e521e4b66523646f3cea623cfaac34c765f2fb4084094e2b5eda2a6872	/workspace/artifacts/cache/port/entry_v2/events/HG/20210606.qre2
F	30964816	b27a58386fcd2dbe7fa396734fc2ed7ecd1693f6d9a15757cb78d198cc2853d1	/workspace/artifacts/cache/port/entry_v2/events/HG/20210607.qre2
F	43840052	a07b566578b58d3f9cc88b6f8e70431f15e07000c3a70618ade85a9e7d06f328	/workspace/artifacts/cache/port/entry_v2/events/HG/20210608.qre2
F	37376480	aaf7b36e942700606935ece9836aefd7d51436cfc41c1a76f8331ae57a180fd8	/workspace/artifacts/cache/port/entry_v2/events/HG/20210609.qre2
F	46269392	9db1da85c6c68a7bd5475c53c9922d879828787b5dd68755cc65a8d7cb4216eb	/workspace/artifacts/cache/port/entry_v2/events/HG/20210610.qre2
F	39189916	a904e128a3f537b4d01c4e943a85ca8b44250c9cb9b5cda2235e2f3cfba6582f	/workspace/artifacts/cache/port/entry_v2/events/HG/20210611.qre2
F	136	eb9bada1478d678dc8a7bc16460bafcc23548ee7b8618273bff42ba2286ea53f	/workspace/artifacts/cache/port/entry_v2/events/HG/20210613.qre2
F	24853276	e2675556ee46e4e3822eebf570da3a9cddbe30764d59b266f5f6babd228116c7	/workspace/artifacts/cache/port/entry_v2/events/HG/20210614.qre2
F	56438876	05a14756be15f8cc78f2067faee3b3c981342bb1fd2ffebd46d28e0ee42866e3	/workspace/artifacts/cache/port/entry_v2/events/HG/20210615.qre2
F	44914312	353360aeda7e7bd38a8ffe85cb7f8b0e1309528ab8ce8a04972aa1d8a6e82ca4	/workspace/artifacts/cache/port/entry_v2/events/HG/20210616.qre2
F	57448764	31569f3c7a573984c4c5ed3a3a231ecaffa50fc3c7e092b3fb331675e0115cd4	/workspace/artifacts/cache/port/entry_v2/events/HG/20210617.qre2
F	47708984	3429d9d3a1f3e9ba45c8288c21d60c16f1dc88ffd84597f43ad57f32a09e8477	/workspace/artifacts/cache/port/entry_v2/events/HG/20210618.qre2
F	136	507df33b021397fd9f52f6172ebbd66dded4cb742f8733cd5a612bdee5ea0c63	/workspace/artifacts/cache/port/entry_v2/events/HG/20210620.qre2
F	47685196	9fac2f9b145feae999c3a4d25d2c41e1ffe4873870b05280885c32fe37a6a3ac	/workspace/artifacts/cache/port/entry_v2/events/HG/20210621.qre2
F	37709968	d380eb9ea9984a3c00593cc76f2e1511ff7c4fd7213cf29f2eb736a684a5e978	/workspace/artifacts/cache/port/entry_v2/events/HG/20210622.qre2
F	36281396	b0afa6f911ac1bf181edb0be310b7332cdefe90e5abde43342039e8411c07850	/workspace/artifacts/cache/port/entry_v2/events/HG/20210623.qre2
F	30044760	44482a22e831ba856ab2b3e6f02fef7fe7a67d81e5c672dcdcd0cf82b5be709a	/workspace/artifacts/cache/port/entry_v2/events/HG/20210624.qre2
F	29756188	7d3a6aa0ad5da2c04e98bce4b2ff47a7a24f51f77e2d3755e217c9c4de688a28	/workspace/artifacts/cache/port/entry_v2/events/HG/20210625.qre2
F	136	0c66df34417f74b9f6570a11da7b58e06f3d995e9bac2acb3c303a2e27904199	/workspace/artifacts/cache/port/entry_v2/events/HG/20210627.qre2
F	15312844	173b2a59d3a35269f5b278762c5139daea21f72904f1e45bcd25fff2068ade37	/workspace/artifacts/cache/port/entry_v2/events/HG/20210628.qre2
F	8133276	d48808ef4ca622331ef9a8200af50f1fc6cfeb9a4ea8c2766b9cfa9e6f8544d4	/workspace/artifacts/cache/port/entry_v2/events/HG/20210629.qre2
F	32540296	3ffbb60c85f2c144393df3aafa6400919dcb5896ab02e93e887df0dbbaa41792	/workspace/artifacts/cache/port/entry_v2/events/HG/20210701.qre2
F	28230184	7a9ce37cabfe236118d7ebf624aba7ca5fb722b6461185fde51a50cf2d59f1df	/workspace/artifacts/cache/port/entry_v2/events/HG/20210702.qre2
F	136	3979e2cfbd1952ef5c628eb05ef69bcfef8d030d4724c224a4ad5e580b1b77d7	/workspace/artifacts/cache/port/entry_v2/events/HG/20210704.qre2
F	21212800	0433757ad9ac521e5d912562872bbd1c6011ecd86ef5b58499486924f07bb7a0	/workspace/artifacts/cache/port/entry_v2/events/HG/20210705.qre2
F	42905328	8ee0d5b7feaf7c78ebf895561c386655c24d9acd24fa8affc8c0472afbb34f9b	/workspace/artifacts/cache/port/entry_v2/events/HG/20210706.qre2
F	36188600	d7bd646199945838ca7ef1fb61c962beb27148ac66cb0d2e978fa367d469ac25	/workspace/artifacts/cache/port/entry_v2/events/HG/20210707.qre2
F	38656092	4a1a74b8b63f3b0c2948df21500514104772fc5ffcf99fd19c9f8be34643a144	/workspace/artifacts/cache/port/entry_v2/events/HG/20210708.qre2
F	37381800	e4cf0330029fe51f98d11ed5fcde102ef0b5dae20954c3a854e9ec8a50fa3aa9	/workspace/artifacts/cache/port/entry_v2/events/HG/20210709.qre2
