# PORT_M2_SHEETS_SPEC.md DISCRETIONARY_METHOD §4.2 name->count census — batch 3 (CC-M2-12.4) (spec_sha16=18d12ab86a4ee6b0)
# params_hash=4a425ed1c08530a32b70ca198ac70719f94dcc3a706dee8eb1caeaaad81b811b
# CC-M2-12.4 census batch 3 — P025/P023/P024/P007-as-entry, strictly causal detectors over the frozen v3 roster
# BOTH CC-M1-8 certificate readings are reported on every row
# Holm-Bonferroni is applied over the WHOLE batch, not per pattern
# S7 c2f / S7 erosion / S8 through-book side are NOT censusable at era scale (MBP-1 event cache covers 488 of 3,734 sessions)
reading	asset	era	metric	n	n_clusters	n_fires	beta_usd	se_naive	se_cr0	se_cr1	z_cr1	p_cr1	icc_rho	deff	n_eff	verdict	holm_rank	holm_threshold	holm_verdict
P025_NY_RAW_B_observed	HG	FIT	winner	417265	1021	228103	0.668084	0.016245	0.074301	0.074337	8.987194	0.000000	0.050205	21.465417	19438.942298	SIGNIFICANT_p<0.05	80	0.000171	HOLM_SIGNIFICANT
P025_NY_ADJ_B_observed	HG	FIT	winner	417265	1021	228103	-0.223746	0.020390	0.090647	0.090691	-2.467112	0.013621	0.050205	21.465417	19438.942298	SIGNIFICANT_p<0.05	167	0.000243	HOLM_NOT_SIGNIFICANT
P025_RW_RAW_B_observed	HG	FIT	winner	417265	1021	417265	0.246115	0.003185	0.013025	0.013031	18.886317	0.000000	0.050205	21.465417	19438.942298	SIGNIFICANT_p<0.05	33	0.000147	HOLM_SIGNIFICANT
P025_RW_ADJ_B_observed	HG	FIT	winner	417265	1021	417265	0.271649	0.003959	0.015305	0.015313	17.739753	0.000000	0.050205	21.465417	19438.942298	SIGNIFICANT_p<0.05	37	0.000149	HOLM_SIGNIFICANT
P025_NY_RAW_B_observed	HG	GATE_2025	cert_close	112227	258	62680	20.866902	5.669041	22.492827	22.536645	0.925910	0.354493	0.021178	10.179323	11024.996891	NOT_SIGNIFICANT	259	0.000439	HOLM_NOT_SIGNIFICANT
P025_NY_ADJ_B_observed	HG	GATE_2025	cert_close	112227	258	62680	23.857321	6.707463	22.777322	22.821796	1.045374	0.295850	0.021178	10.179323	11024.996891	NOT_SIGNIFICANT	249	0.000403	HOLM_NOT_SIGNIFICANT
P025_RW_RAW_B_observed	HG	GATE_2025	cert_close	112227	258	112227	1.328463	1.052471	4.093593	4.101568	0.323892	0.746020	0.021178	10.179323	11024.996891	NOT_SIGNIFICANT	333	0.001250	HOLM_NOT_SIGNIFICANT
P025_RW_ADJ_B_observed	HG	GATE_2025	cert_close	112227	258	112227	-1.038684	1.245191	4.117605	4.125645	-0.251763	0.801224	0.021178	10.179323	11024.996891	NOT_SIGNIFICANT	341	0.001563	HOLM_NOT_SIGNIFICANT
P025_NY_RAW_B_observed	HG	GATE_2025	cert_peak	112227	258	62680	-409.008467	7.508420	41.861103	41.942652	-9.751612	0.000000	0.088590	39.398789	2848.488553	SIGNIFICANT_p<0.05	72	0.000166	HOLM_SIGNIFICANT
P025_NY_ADJ_B_observed	HG	GATE_2025	cert_peak	112227	258	62680	-584.189816	8.829753	54.319294	54.425356	-10.733780	0.000000	0.088590	39.398789	2848.488553	SIGNIFICANT_p<0.05	61	0.000160	HOLM_SIGNIFICANT
P025_RW_RAW_B_observed	HG	GATE_2025	cert_peak	112227	258	112227	2.883135	1.412164	5.330222	5.340606	0.539852	0.589299	0.088590	39.398789	2848.488553	NOT_SIGNIFICANT	298	0.000667	HOLM_NOT_SIGNIFICANT
P025_RW_ADJ_B_observed	HG	GATE_2025	cert_peak	112227	258	112227	60.847033	1.639178	6.923507	6.937026	8.771343	0.000000	0.088590	39.398789	2848.488553	SIGNIFICANT_p<0.05	82	0.000172	HOLM_SIGNIFICANT
P025_NY_RAW_B_observed	HG	GATE_2025	winner	112227	258	62680	0.812636	0.028285	0.123413	0.123653	6.571892	0.000000	0.030717	14.314158	7840.279529	SIGNIFICANT_p<0.05	107	0.000188	HOLM_SIGNIFICANT
P025_NY_ADJ_B_observed	HG	GATE_2025	winner	112227	258	62680	0.289723	0.032587	0.143518	0.143799	2.014781	0.043928	0.030717	14.314158	7840.279529	SIGNIFICANT_p<0.05	182	0.000262	HOLM_NOT_SIGNIFICANT
P025_RW_RAW_B_observed	HG	GATE_2025	winner	112227	258	112227	0.214910	0.005243	0.022697	0.022741	9.450326	0.000000	0.030717	14.314158	7840.279529	SIGNIFICANT_p<0.05	73	0.000167	HOLM_SIGNIFICANT
P025_RW_ADJ_B_observed	HG	GATE_2025	winner	112227	258	112227	0.187768	0.006040	0.025431	0.025481	7.368938	0.000000	0.030717	14.314158	7840.279529	SIGNIFICANT_p<0.05	97	0.000181	HOLM_SIGNIFICANT
P025_NY_RAW_B_observed	NKD	FIT	cert_close	399526	1023	167402	-3.476417	2.700722	9.133011	9.137490	-0.380456	0.703607	0.014414	6.613262	60412.847326	NOT_SIGNIFICANT	324	0.001020	HOLM_NOT_SIGNIFICANT
P025_NY_ADJ_B_observed	NKD	FIT	cert_close	399526	1023	167402	-5.070305	2.854369	9.859877	9.864724	-0.513983	0.607264	0.014414	6.613262	60412.847326	NOT_SIGNIFICANT	303	0.000714	HOLM_NOT_SIGNIFICANT
P025_RW_RAW_B_observed	NKD	FIT	cert_close	399526	1023	399526	0.674126	0.554522	1.767035	1.767902	0.381314	0.702970	0.014414	6.613262	60412.847326	NOT_SIGNIFICANT	322	0.000980	HOLM_NOT_SIGNIFICANT
P025_RW_ADJ_B_observed	NKD	FIT	cert_close	399526	1023	399526	1.011088	0.586069	1.913048	1.913989	0.528262	0.597317	0.014414	6.613262	60412.847326	NOT_SIGNIFICANT	300	0.000685	HOLM_NOT_SIGNIFICANT
P025_NY_RAW_B_observed	NKD	FIT	cert_peak	399526	1023	167402	-427.688326	3.315807	12.637132	12.643329	-33.827192	0.000000	0.103320	41.236956	9688.542561	SIGNIFICANT_p<0.05	14	0.000139	HOLM_SIGNIFICANT
P025_NY_ADJ_B_observed	NKD	FIT	cert_peak	399526	1023	167402	-510.889294	3.480784	14.725045	14.732284	-34.678214	0.000000	0.103320	41.236956	9688.542561	SIGNIFICANT_p<0.05	12	0.000139	HOLM_SIGNIFICANT
P025_RW_RAW_B_observed	NKD	FIT	cert_peak	399526	1023	399526	18.826221	0.694205	1.857959	1.858870	10.127775	0.000000	0.103320	41.236956	9688.542561	SIGNIFICANT_p<0.05	68	0.000164	HOLM_SIGNIFICANT
P025_RW_ADJ_B_observed	NKD	FIT	cert_peak	399526	1023	399526	52.778794	0.714687	2.061099	2.062113	25.594525	0.000000	0.103320	41.236956	9688.542561	SIGNIFICANT_p<0.05	23	0.000143	HOLM_SIGNIFICANT
P025_NY_RAW_B_observed	NKD	FIT	winner	399526	1023	167402	0.231259	0.013856	0.062723	0.062754	3.685155	0.000229	0.039109	16.230803	24615.294112	SIGNIFICANT_p<0.05	145	0.000219	HOLM_NOT_SIGNIFICANT
P025_NY_ADJ_B_observed	NKD	FIT	winner	399526	1023	167402	-0.195218	0.015421	0.074614	0.074650	-2.615094	0.008920	0.039109	16.230803	24615.294112	SIGNIFICANT_p<0.05	161	0.000236	HOLM_NOT_SIGNIFICANT
P025_RW_RAW_B_observed	NKD	FIT	winner	399526	1023	399526	0.223492	0.003060	0.011947	0.011952	18.698486	0.000000	0.039109	16.230803	24615.294112	SIGNIFICANT_p<0.05	35	0.000148	HOLM_SIGNIFICANT
P025_RW_ADJ_B_observed	NKD	FIT	winner	399526	1023	399526	0.241561	0.003420	0.014396	0.014403	16.771871	0.000000	0.039109	16.230803	24615.294112	SIGNIFICANT_p<0.05	42	0.000151	HOLM_SIGNIFICANT
P025_NY_RAW_B_observed	NKD	GATE_2025	cert_close	112168	258	51210	12.179563	7.552781	55.049874	55.157117	0.220816	0.825236	0.034497	15.931347	7040.710458	NOT_SIGNIFICANT	346	0.001852	HOLM_NOT_SIGNIFICANT
P025_NY_ADJ_B_observed	NKD	GATE_2025	cert_close	112168	258	51210	25.655591	7.772317	54.307139	54.413178	0.471496	0.637287	0.034497	15.931347	7040.710458	NOT_SIGNIFICANT	312	0.000820	HOLM_NOT_SIGNIFICANT
P025_RW_RAW_B_observed	NKD	GATE_2025	cert_close	112168	258	112168	-10.006045	1.487415	5.777442	5.788698	-1.728549	0.083890	0.034497	15.931347	7040.710458	NOT_SIGNIFICANT	199	0.000287	HOLM_NOT_SIGNIFICANT
P025_RW_ADJ_B_observed	NKD	GATE_2025	cert_close	112168	258	112168	-11.203368	1.530941	5.136306	5.146335	-2.176960	0.029484	0.034497	15.931347	7040.710458	SIGNIFICANT_p<0.05	176	0.000254	HOLM_NOT_SIGNIFICANT
P025_NY_RAW_B_observed	NKD	GATE_2025	cert_peak	112168	258	51210	-413.454571	9.766607	55.391588	55.499496	-7.449699	0.000000	0.090904	40.346507	2780.116721	SIGNIFICANT_p<0.05	96	0.000181	HOLM_SIGNIFICANT
P025_NY_ADJ_B_observed	NKD	GATE_2025	cert_peak	112168	258	51210	-478.235360	10.019687	60.468407	60.586475	-7.893434	0.000000	0.090904	40.346507	2780.116721	SIGNIFICANT_p<0.05	92	0.000178	HOLM_SIGNIFICANT
P025_RW_RAW_B_observed	NKD	GATE_2025	cert_peak	112168	258	112168	31.537050	1.936783	5.638452	5.649436	5.582336	0.000000	0.090904	40.346507	2780.116721	SIGNIFICANT_p<0.05	123	0.000200	HOLM_SIGNIFICANT
P025_RW_ADJ_B_observed	NKD	GATE_2025	cert_peak	112168	258	112168	53.855856	1.973614	6.242892	6.255082	8.609937	0.000000	0.090904	40.346507	2780.116721	SIGNIFICANT_p<0.05	86	0.000174	HOLM_SIGNIFICANT
P025_NY_RAW_B_observed	NKD	GATE_2025	winner	112168	258	51210	0.119798	0.024064	0.096569	0.096757	1.238136	0.215666	0.026072	12.284763	9130.660298	NOT_SIGNIFICANT	229	0.000347	HOLM_NOT_SIGNIFICANT
P025_NY_ADJ_B_observed	NKD	GATE_2025	winner	112168	258	51210	-0.050370	0.024993	0.108747	0.108960	-0.462283	0.643878	0.026072	12.284763	9130.660298	NOT_SIGNIFICANT	316	0.000877	HOLM_NOT_SIGNIFICANT
P025_RW_RAW_B_observed	NKD	GATE_2025	winner	112168	258	112168	0.136032	0.005010	0.020284	0.020323	6.693400	0.000000	0.026072	12.284763	9130.660298	SIGNIFICANT_p<0.05	104	0.000186	HOLM_SIGNIFICANT
P025_RW_ADJ_B_observed	NKD	GATE_2025	winner	112168	258	112168	0.138729	0.005194	0.022270	0.022314	6.217159	0.000000	0.026072	12.284763	9130.660298	SIGNIFICANT_p<0.05	113	0.000192	HOLM_SIGNIFICANT
P025_NY_IN_b0_lt15m_B_observed	ALL	FIT	cert_close	16846	2857	2069	-7.229548	3.887916	4.014775	4.015597	-1.800367	0.071803	-0.073065	0.642342	26225.921096	NOT_SIGNIFICANT	195	0.000281	HOLM_NOT_SIGNIFICANT
P025_NY_IN_b0_lt15m_B_observed	ALL	FIT	winner	16846	2857	2069	-16.573238	4009.534533	0.768086	0.768243	-21.572899	0.000000	-0.093751	0.541085	31133.765199	SIGNIFICANT_p<0.05	29	0.000145	HOLM_SIGNIFICANT
P025_NY_IN_b1_15-30m_B_observed	ALL	FIT	cert_close	21257	2894	1933	-3.158945	6.933657	6.017829	6.019011	-0.524828	0.599703	0.062887	1.398937	15195.109958	NOT_SIGNIFICANT	301	0.000694	HOLM_NOT_SIGNIFICANT
P025_NY_IN_b1_15-30m_B_observed	ALL	FIT	winner	21257	2894	1933	-1.099959	1.016810	1.043570	1.043775	-1.053828	0.291962	0.104535	1.663137	12781.270630	NOT_SIGNIFICANT	246	0.000394	HOLM_NOT_SIGNIFICANT
P025_NY_IN_b2_30-60m_B_observed	ALL	FIT	cert_close	43857	2950	7927	-2.223887	4.388669	5.697135	5.698165	-0.390281	0.696329	0.010267	1.142335	38392.407813	NOT_SIGNIFICANT	319	0.000926	HOLM_NOT_SIGNIFICANT
P025_NY_IN_b2_30-60m_B_observed	ALL	FIT	winner	43857	2950	7927	-0.641377	0.184367	0.593473	0.593580	-1.080524	0.279909	0.174473	3.418883	12827.872363	NOT_SIGNIFICANT	241	0.000379	HOLM_NOT_SIGNIFICANT
P025_NY_IN_b3_1-2h_B_observed	ALL	FIT	cert_close	104049	2960	30793	-12.611538	3.395353	6.979427	6.980639	-1.806645	0.070818	0.015446	1.527418	68120.820865	NOT_SIGNIFICANT	191	0.000275	HOLM_NOT_SIGNIFICANT
P025_NY_IN_b3_1-2h_B_observed	ALL	FIT	winner	104049	2960	30793	0.371821	0.051190	0.190804	0.190838	1.948366	0.051371	0.135671	5.632627	18472.552279	NOT_SIGNIFICANT	188	0.000270	HOLM_NOT_SIGNIFICANT
P025_NY_IN_b4_2-3h_B_observed	ALL	FIT	cert_close	134449	2960	38378	7.377620	3.925785	11.930438	11.932499	0.618280	0.536391	0.021325	1.947102	69050.837874	NOT_SIGNIFICANT	286	0.000575	HOLM_NOT_SIGNIFICANT
P025_NY_IN_b4_2-3h_B_observed	ALL	FIT	winner	134449	2960	38378	0.754962	0.031993	0.121805	0.121826	6.197067	0.000000	0.133532	6.930575	19399.401397	SIGNIFICANT_p<0.05	117	0.000195	HOLM_SIGNIFICANT
P025_NY_IN_b5_3-4h_B_observed	ALL	FIT	cert_close	128378	2960	35133	-1.881561	4.192637	7.232740	7.233990	-0.260100	0.794787	0.016691	1.707119	75201.557859	NOT_SIGNIFICANT	338	0.001429	HOLM_NOT_SIGNIFICANT
P025_NY_IN_b5_3-4h_B_observed	ALL	FIT	winner	128378	2960	35133	0.008463	0.033988	0.104274	0.104292	0.081151	0.935322	0.123643	6.238154	20579.486350	NOT_SIGNIFICANT	359	0.003571	HOLM_NOT_SIGNIFICANT
P025_NY_IN_b6_4-6h_B_observed	ALL	FIT	cert_close	260491	2960	114902	10.334273	3.117160	8.084888	8.086269	1.278003	0.201249	0.034435	3.995734	65192.270039	NOT_SIGNIFICANT	224	0.000336	HOLM_NOT_SIGNIFICANT
P025_NY_IN_b6_4-6h_B_observed	ALL	FIT	winner	260491	2960	114902	-0.208809	0.017372	0.062567	0.062578	-3.336779	0.000848	0.105925	10.215013	25500.798938	SIGNIFICANT_p<0.05	150	0.000224	HOLM_NOT_SIGNIFICANT
P025_NY_IN_b7_6-8h_B_observed	ALL	FIT	cert_close	353060	2960	287165	2.778866	4.249997	13.914410	13.916781	0.199677	0.841733	0.062754	8.421870	41921.808424	NOT_SIGNIFICANT	349	0.002083	HOLM_NOT_SIGNIFICANT
P025_NY_IN_b7_6-8h_B_observed	ALL	FIT	winner	353060	2960	287165	0.047122	0.015920	0.054468	0.054478	0.864975	0.387052	0.119904	15.180895	23256.863105	NOT_SIGNIFICANT	264	0.000459	HOLM_NOT_SIGNIFICANT
P025_NY_IN_b8_ge8h_B_observed	ALL	FIT	cert_close	159881	2954	151679	14.946131	13.106463	30.705557	30.710852	0.486673	0.626490	0.133304	8.080309	19786.494880	NOT_SIGNIFICANT	309	0.000781	HOLM_NOT_SIGNIFICANT
P025_NY_IN_b8_ge8h_B_observed	ALL	FIT	winner	159881	2954	151679	0.176287	0.041080	0.122448	0.122469	1.439440	0.150026	0.193590	11.282333	14170.916971	NOT_SIGNIFICANT	208	0.000303	HOLM_NOT_SIGNIFICANT
