# PORT_M2_SHEETS_SPEC.md CC-M2-13.3 SESSION-SIDE STATE probe (ceiling census + causal day-side estimators, mirror-law tested) (spec_sha16=19fedc9231ba9f0e)
# params_hash=cd234e93d01ac530b9a0c5f752af2cb19fee3411ae5058c67315dface142bedc
# CC-M2-13.3 session-side state probe
# capture = realised / one-position DP ceiling over every candidate of the session
# the ORACLE arms are HINDSIGHT by construction — they are the concept's ceiling, never a rule
asset	d8	era	n_candidates	n_winners	n_win_long	n_win_short	oracle_side	release_day	dp_ceiling_usd	core_realised	core_oracle_realised	core_oracle_mirror_realised	e1_side	e2_side	e3_side
SI	20230502	FIT	575	64	64	0	1	0	5272.500000	-3775.000000	-930.000000	-2845.000000	-1	-1	-1
SI	20230503	FIT	740	75	75	0	1	1	3247.500000	2327.500000	1920.000000	-1452.500000	-1	-1	0
SI	20230504	FIT	751	64	64	0	1	0	4460.000000	-2857.500000	1910.000000	-1927.500000	-1	1	1
SI	20230505	FIT	458	39	28	11	1	1	3460.000000	-770.000000	-770.000000	0.000000	-1	-1	-1
SI	20230508	FIT	279	0	0	0	0	0	1947.500000	345.000000			1	-1	1
SI	20230509	FIT	269	7	7	0	1	0	2772.500000	710.000000	710.000000	0.000000	1	1	-1
SI	20230510	FIT	534	82	0	82	-1	1	3810.000000	-685.000000	1227.500000	-685.000000	-1	-1	-1
SI	20230511	FIT	581	98	0	98	-1	0	7360.000000	2035.000000	3895.000000	-6377.500000	-1	-1	-1
SI	20230512	FIT	325	2	0	2	-1	0	2722.500000	1235.000000	-470.000000	-290.000000	-1	-1	-1
SI	20230515	FIT	284	0	0	0	0	0	2297.500000	-920.000000			1	1	-1
SI	20230516	FIT	435	21	0	21	-1	0	2835.000000	327.500000	672.500000	-322.500000	-1	-1	-1
SI	20230517	FIT	378	1	1	0	1	0	1422.500000	632.500000	632.500000	-810.000000	1	-1	-1
SI	20230518	FIT	394	0	0	0	0	0	1872.500000	157.500000			-1	-1	0
SI	20230519	FIT	423	19	19	0	1	0	2985.000000	1715.000000	1715.000000	-760.000000	1	1	0
SI	20230522	FIT	387	6	0	6	-1	0	2772.500000	680.000000	1840.000000	-357.500000	-1	-1	0
SI	20230523	FIT	417	38	22	16	1	0	3947.500000	-527.500000	-527.500000	-822.500000	-1	-1	1
SI	20230524	FIT	392	44	0	44	-1	0	3072.500000	1890.000000	1890.000000	-1560.000000	-1	-1	1
SI	20230525	FIT	465	48	0	48	-1	0	2622.500000	2052.500000	1620.000000	-890.000000	-1	-1	1
SI	20230526	FIT	407	28	28	0	1	0	3560.000000	-2702.500000	1007.500000	-2702.500000	1	1	-1
SI	20230529	FIT	198	0	0	0	0	0	1397.500000	447.500000			-1	-1	-1
SI	20230530	FIT	518	21	21	0	1	0	3160.000000	1465.000000	1427.500000	257.500000	-1	1	-1
SI	20230531	FIT	597	34	33	1	1	0	3022.500000	-2790.000000	815.000000	-2790.000000	-1	1	1
SI	20230601	FIT	576	83	83	0	1	0	4060.000000	977.500000	977.500000	-2115.000000	-1	-1	1
SI	20230602	FIT	474	24	0	24	-1	1	2510.000000	1595.000000	1595.000000	-1472.500000	1	1	-1
SI	20230605	FIT	417	22	22	0	1	0	2122.500000	1040.000000	895.000000	-815.000000	-1	-1	-1
SI	20230606	FIT	324	13	13	0	1	0	2622.500000	90.000000	90.000000	-180.000000	1	1	-1
SI	20230607	FIT	356	47	0	47	-1	0	4085.000000	-610.000000	527.500000	-610.000000	-1	1	-1
SI	20230608	FIT	351	56	56	0	1	0	3972.500000	-1310.000000	0.000000	-1310.000000	1	1	1
SI	20230609	FIT	349	0	0	0	0	0	1810.000000	365.000000			-1	1	-1
SI	20230612	FIT	433	1	0	1	-1	0	2372.500000	-2125.000000	827.500000	-1907.500000	-1	-1	-1
SI	20230613	FIT	580	115	0	115	-1	1	4560.000000	425.000000	1365.000000	-2700.000000	1	1	-1
SI	20230614	FIT	492	0	0	0	0	1	1860.000000	-930.000000			1	1	-1
SI	20230615	FIT	497	63	53	10	1	0	6572.500000	-3817.500000	1692.500000	-2320.000000	-1	-1	-1
SI	20230616	FIT	406	13	13	0	1	0	2647.500000	-195.000000	27.500000	-222.500000	-1	1	1
SI	20230619	FIT	238	0	0	0	0	0	1385.000000	-147.500000			-1	-1	-1
SI	20230620	FIT	445	39	0	39	-1	0	4860.000000	-2582.500000	2457.500000	-2582.500000	-1	-1	1
SI	20230621	FIT	558	32	0	32	-1	0	2560.000000	2022.500000	2045.000000	-332.500000	-1	-1	-1
SI	20230622	FIT	386	47	0	47	-1	0	3122.500000	-1860.000000	0.000000	-1860.000000	-1	-1	-1
SI	20230623	FIT	377	7	0	7	-1	0	2085.000000	-85.000000	-85.000000	-167.500000	-1	1	0
SI	20230626	FIT	305	6	6	0	1	0	3072.500000	170.000000	170.000000	-230.000000	1	1	1
SI	20230627	FIT	296	4	0	4	-1	0	2410.000000	-60.000000	-60.000000	95.000000	1	1	1
SI	20230628	FIT	314	9	0	9	-1	0	2310.000000	120.000000	120.000000	657.500000	1	-1	1
SI	20230629	FIT	448	25	5	20	-1	0	2697.500000	1457.500000	1457.500000	-1445.000000	1	1	1
SI	20230630	FIT	389	47	47	0	1	0	3347.500000	3085.000000	1997.500000	-590.000000	1	-1	-1
SI	20230703	FIT	349	0	0	0	0	0	2085.000000	115.000000			1	1	1
SI	20230704	FIT	156	0	0	0	0	0	1160.000000	0.000000			1	1	1
SI	20230705	FIT	454	39	39	0	1	0	2610.000000	1840.000000	1840.000000	-710.000000	-1	-1	-1
SI	20230706	FIT	547	21	0	21	-1	0	3322.500000	72.500000	1002.500000	-1140.000000	-1	1	-1
SI	20230707	FIT	372	22	22	0	1	1	2410.000000	290.000000	1220.000000	-2790.000000	-1	-1	-1
SI	20230710	FIT	307	23	23	0	1	0	2522.500000	1295.000000	1295.000000	0.000000	-1	-1	1
SI	20230711	FIT	295	4	0	4	-1	0	1810.000000	822.500000	1065.000000	-242.500000	1	1	1
SI	20230712	FIT	504	117	117	0	1	1	5922.500000	-3720.000000	0.000000	-3720.000000	1	1	1
SI	20230713	FIT	460	88	88	0	1	0	4372.500000	3597.500000	3577.500000	-1340.000000	1	1	-1
SI	20230714	FIT	480	0	0	0	0	0	1572.500000	665.000000			-1	-1	0
SI	20230717	FIT	371	0	0	0	0	0	1610.000000	285.000000			-1	-1	-1
SI	20230718	FIT	694	25	25	0	1	0	2097.500000	-382.500000	1235.000000	-832.500000	1	1	-1
SI	20230719	FIT	416	0	0	0	0	0	1460.000000	622.500000			-1	-1	1
SI	20230720	FIT	554	67	0	67	-1	0	3272.500000	-1932.500000	-72.500000	-1590.000000	1	1	-1
SI	20230721	FIT	360	20	0	20	-1	0	2085.000000	-1110.000000	1027.500000	-1110.000000	1	-1	1
SI	20230724	FIT	504	16	0	16	-1	0	2747.500000	-95.000000	465.000000	-452.500000	-1	1	0
SI	20230725	FIT	474	0	0	0	0	0	2160.000000	645.000000			1	1	1
SI	20230726	FIT	572	12	12	0	1	1	2760.000000	-1170.000000	1252.500000	-990.000000	-1	-1	1
SI	20230727	FIT	608	110	0	110	-1	0	6210.000000	-3942.500000	4752.500000	-3787.500000	1	1	-1
SI	20230728	FIT	339	0	0	0	0	0	1410.000000	-285.000000			1	1	-1
SI	20230731	FIT	380	42	42	0	1	0	3510.000000	1835.000000	1835.000000	-1740.000000	-1	1	-1
SI	20230801	FIT	371	3	0	3	-1	0	2010.000000	-585.000000	0.000000	-585.000000	-1	-1	-1
SI	20230802	FIT	406	84	0	84	-1	0	4947.500000	3477.500000	3807.500000	-3775.000000	-1	1	1
SI	20230803	FIT	475	0	0	0	0	0	2510.000000	-1395.000000			-1	-1	1
SI	20230804	FIT	453	12	12	0	1	1	2435.000000	-1532.500000	302.500000	-1615.000000	-1	-1	1
SI	20230807	FIT	206	17	0	17	-1	0	3285.000000	1652.500000	1652.500000	-1135.000000	-1	-1	-1
SI	20230808	FIT	334	7	0	7	-1	0	2322.500000	-622.500000	745.000000	-622.500000	1	-1	-1
SI	20230809	FIT	271	0	0	0	0	0	2622.500000	-915.000000			1	-1	-1
SI	20230810	FIT	474	10	0	10	-1	1	2272.500000	-455.000000	982.500000	-455.000000	-1	1	-1
SI	20230811	FIT	339	0	0	0	0	0	1460.000000	95.000000			-1	-1	1
SI	20230814	FIT	381	5	5	0	1	0	2185.000000	565.000000	-202.500000	570.000000	-1	1	-1
SI	20230815	FIT	644	29	12	17	-1	0	3260.000000	-1657.500000	-1440.000000	-120.000000	1	-1	-1
SI	20230816	FIT	399	50	0	50	-1	0	2135.000000	-930.000000	0.000000	-930.000000	1	1	-1
SI	20230817	FIT	497	16	4	12	-1	0	3435.000000	-255.000000	290.000000	-255.000000	1	1	1
SI	20230818	FIT	383	0	0	0	0	0	1335.000000	-427.500000			1	1	1
SI	20230821	FIT	420	25	25	0	1	0	3560.000000	-1657.500000	2910.000000	-2265.000000	1	1	-1
SI	20230822	FIT	413	0	0	0	0	0	1947.500000	1110.000000			-1	1	1
SI	20230823	FIT	403	49	49	0	1	0	4285.000000	-615.000000	720.000000	-1335.000000	1	1	1
SI	20230824	FIT	355	0	0	0	0	0	1622.500000	-147.500000			-1	-1	1
SI	20230825	FIT	526	29	29	0	1	0	2885.000000	215.000000	215.000000	407.500000	-1	1	1
SI	20230828	FIT	305	0	0	0	0	0	1597.500000	-335.000000			-1	-1	-1
SI	20230829	FIT	421	56	56	0	1	0	3822.500000	2682.500000	2682.500000	-930.000000	1	1	-1
SI	20230830	FIT	492	38	0	38	-1	0	2797.500000	-477.500000	-1860.000000	-477.500000	-1	-1	1
SI	20230831	FIT	383	0	0	0	0	0	1660.000000	-860.000000			-1	-1	0
SI	20230901	FIT	622	81	0	81	-1	1	4735.000000	-2987.500000	2610.000000	-2402.500000	1	1	-1
SI	20230904	FIT	224	4	0	4	-1	0	2272.500000	590.000000	282.500000	590.000000	1	-1	1
SI	20230905	FIT	541	73	0	73	-1	0	3797.500000	1435.000000	1435.000000	-267.500000	-1	-1	1
SI	20230906	FIT	436	13	0	13	-1	0	2285.000000	-1507.500000	0.000000	-1507.500000	1	-1	1
SI	20230907	FIT	400	0	0	0	0	0	1310.000000	-2307.500000			-1	-1	1
SI	20230908	FIT	414	12	0	12	-1	0	2122.500000	1177.500000	1177.500000	-17.500000	1	1	1
SI	20230911	FIT	377	0	0	0	0	0	1672.500000	-110.000000			1	1	0
SI	20230912	FIT	330	4	3	1	1	0	2585.000000	877.500000	1132.500000	-1185.000000	1	-1	1
SI	20230913	FIT	564	0	0	0	0	1	1997.500000	-110.000000			-1	-1	-1
SI	20230914	FIT	665	16	16	0	1	0	3535.000000	-520.000000	5.000000	315.000000	-1	-1	-1
SI	20230915	FIT	642	28	16	12	1	0	3385.000000	-1027.500000	-280.000000	-102.500000	1	1	-1
SI	20230918	FIT	411	23	23	0	1	0	2285.000000	872.500000	802.500000	-165.000000	1	1	1
SI	20230919	FIT	320	4	0	4	-1	0	2435.000000	1915.000000	970.000000	235.000000	-1	1	1
SI	20230920	FIT	597	40	1	39	-1	1	3322.500000	-532.500000	-290.000000	-310.000000	-1	1	1
SI	20230921	FIT	623	110	110	0	1	0	3922.500000	1897.500000	1897.500000	0.000000	-1	1	-1
SI	20230922	FIT	388	0	0	0	0	0	2122.500000	-1535.000000			1	1	-1
SI	20230925	FIT	442	58	0	58	-1	0	3485.000000	-737.500000	877.500000	-1615.000000	-1	1	-1
SI	20230926	FIT	385	4	0	4	-1	0	2422.500000	1352.500000	845.000000	52.500000	-1	-1	1
SI	20230927	FIT	515	27	0	27	-1	0	2510.000000	1372.500000	1145.000000	-132.500000	-1	-1	-1
SI	20230928	FIT	627	0	0	0	0	0	1747.500000	-115.000000			-1	-1	-1
SI	20230929	FIT	606	124	0	124	-1	0	9185.000000	-3930.000000	4822.500000	-3930.000000	1	1	1
SI	20231002	FIT	717	156	0	156	-1	0	6860.000000	1822.500000	2752.500000	-3720.000000	-1	-1	-1
SI	20231003	FIT	829	11	9	2	1	0	3260.000000	1597.500000	1597.500000	-285.000000	-1	-1	1
SI	20231004	FIT	576	25	4	21	-1	0	2847.500000	75.000000	1832.500000	75.000000	-1	-1	1
SI	20231005	FIT	413	7	7	0	1	0	2810.000000	-1860.000000	-1860.000000	845.000000	1	1	-1
SI	20231006	FIT	713	106	106	0	1	1	5135.000000	-2465.000000	3757.500000	-2465.000000	-1	1	-1
SI	20231009	FIT	590	48	47	1	1	0	3110.000000	1197.500000	397.500000	-472.500000	-1	-1	1
SI	20231010	FIT	391	3	3	0	1	0	2260.000000	1935.000000	1077.500000	-265.000000	-1	-1	1
SI	20231011	FIT	435	2	2	0	1	0	1735.000000	-5.000000	-5.000000	-55.000000	1	1	1
SI	20231012	FIT	418	47	0	47	-1	1	2647.500000	-1740.000000	1670.000000	-1740.000000	1	1	1
SI	20231013	FIT	547	67	67	0	1	0	4297.500000	3070.000000	3070.000000	-2670.000000	1	1	1
SI	20231016	FIT	448	0	0	0	0	0	1335.000000	547.500000			1	-1	-1
SI	20231017	FIT	422	1	1	0	1	0	2547.500000	845.000000	845.000000	0.000000	-1	1	1
SI	20231018	FIT	472	43	10	33	-1	0	4535.000000	-2257.500000	2257.500000	-2257.500000	1	1	1
SI	20231019	FIT	569	29	29	0	1	0	2872.500000	452.500000	452.500000	-930.000000	1	1	1
SI	20231020	FIT	578	84	64	20	1	0	4222.500000	267.500000	490.000000	392.500000	-1	1	-1
SI	20231023	FIT	527	29	5	24	-1	0	2910.000000	-340.000000	-930.000000	-340.000000	1	1	-1
SI	20231024	FIT	481	23	5	18	-1	0	3960.000000	615.000000	-915.000000	870.000000	1	-1	-1
SI	20231025	FIT	436	0	0	0	0	0	1935.000000	-297.500000			-1	-1	0
SI	20231026	FIT	500	15	14	1	1	0	3072.500000	-1762.500000	-465.000000	-277.500000	1	1	-1
SI	20231027	FIT	398	22	22	0	1	0	3497.500000	2902.500000	1365.000000	-97.500000	1	-1	1
SI	20231030	FIT	477	12	0	12	-1	0	2110.000000	-127.500000	-410.000000	1065.000000	-1	1	-1
SI	20231031	FIT	433	49	0	49	-1	0	3835.000000	-1020.000000	0.000000	-1020.000000	-1	-1	1
SI	20231101	FIT	565	53	53	0	1	0	3272.500000	1345.000000	1345.000000	-1310.000000	-1	-1	-1
SI	20231102	FIT	401	39	0	39	-1	0	2372.500000	-1860.000000	1182.500000	-1860.000000	1	1	0
SI	20231103	FIT	543	34	34	0	1	1	3310.000000	-5042.500000	-1860.000000	-3182.500000	-1	-1	1
SI	20231106	FIT	326	3	0	3	-1	0	1922.500000	-755.000000	0.000000	-755.000000	-1	-1	-1
SI	20231107	FIT	426	2	0	2	-1	0	2610.000000	245.000000	-505.000000	245.000000	-1	-1	-1
SI	20231108	FIT	296	13	0	13	-1	0	3260.000000	-492.500000	0.000000	-492.500000	-1	-1	1
SI	20231109	FIT	401	24	0	24	-1	0	3447.500000	-930.000000	-930.000000	-17.500000	-1	-1	-1
SI	20231110	FIT	403	21	0	21	-1	0	2572.500000	-1140.000000	977.500000	-1140.000000	1	-1	1
SI	20231113	FIT	280	39	32	7	1	0	3747.500000	-1172.500000	0.000000	-1172.500000	-1	-1	1
SI	20231114	FIT	369	41	41	0	1	1	4285.000000	-910.000000	20.000000	-930.000000	1	1	1
SI	20231115	FIT	416	2	2	0	1	0	2722.500000	227.500000	227.500000	-305.000000	1	1	1
SI	20231116	FIT	388	37	4	33	-1	0	3360.000000	220.000000	340.000000	220.000000	-1	1	-1
SI	20231117	FIT	310	43	5	38	-1	0	4180.000000	1870.000000	1870.000000	-1210.000000	1	1	1
SI	20231120	FIT	399	1	0	1	-1	0	2485.000000	422.500000	595.000000	422.500000	1	-1	-1
SI	20231121	FIT	448	24	9	15	-1	0	3810.000000	2047.500000	-385.000000	2047.500000	1	1	-1
SI	20231122	FIT	429	20	0	20	-1	0	2122.500000	-677.500000	0.000000	-677.500000	1	1	-1
SI	20231123	FIT	163	0	0	0	0	0	947.500000	0.000000			1	1	-1
SI	20231124	FIT	244	44	44	0	1	0	4147.500000	-1090.000000	770.000000	-1860.000000	1	1	1
SI	20231127	FIT	512	10	10	0	1	0	3560.000000	-977.500000	577.500000	-930.000000	1	1	-1
SI	20231128	FIT	470	54	54	0	1	0	3022.500000	-1577.500000	2477.500000	-1890.000000	-1	-1	1
SI	20231129	FIT	537	2	0	2	-1	0	2397.500000	315.000000	-930.000000	315.000000	-1	-1	1
SI	20231130	FIT	480	42	42	0	1	0	2222.500000	-747.500000	0.000000	-747.500000	1	-1	-1
SI	20231201	FIT	546	47	47	0	1	0	3160.000000	2372.500000	1570.000000	-127.500000	-1	-1	1
SI	20231204	FIT	1322	173	0	173	-1	0	8310.000000	2262.500000	3192.500000	-3967.500000	1	-1	1
SI	20231205	FIT	559	44	0	44	-1	0	3672.500000	-2570.000000	2480.000000	-2790.000000	1	-1	1
SI	20231206	FIT	390	52	0	52	-1	0	2972.500000	1977.500000	1977.500000	-930.000000	1	-1	1
SI	20231207	FIT	417	0	0	0	0	0	2335.000000	560.000000			-1	1	-1
SI	20231208	FIT	514	58	0	58	-1	1	4835.000000	4132.500000	4132.500000	-1860.000000	1	-1	1
SI	20231211	FIT	331	0	0	0	0	0	1985.000000	-1060.000000			-1	-1	1
SI	20231212	FIT	372	37	0	37	-1	1	2585.000000	1332.500000	1332.500000	-860.000000	1	1	-1
SI	20231213	FIT	538	124	124	0	1	1	7330.000000	-985.000000	6282.500000	-985.000000	-1	-1	1
SI	20231214	FIT	547	0	0	0	0	0	2197.500000	-1870.000000			1	1	-1
SI	20231215	FIT	412	27	0	27	-1	0	3455.000000	-1032.500000	0.000000	-1032.500000	-1	1	1
SI	20231218	FIT	264	1	0	1	-1	0	2747.500000	1452.500000	0.000000	1452.500000	1	-1	-1
SI	20231219	FIT	242	0	0	0	0	0	1322.500000	-110.000000			-1	1	-1
SI	20231220	FIT	350	12	0	12	-1	0	2130.000000	-1860.000000	-1860.000000	0.000000	1	-1	1
SI	20231221	FIT	365	3	3	0	1	0	2160.000000	720.000000	720.000000	-585.000000	1	1	-1
SI	20231222	FIT	444	36	0	36	-1	0	3142.500000	-1272.500000	2007.500000	-1272.500000	-1	1	1
SI	20231226	FIT	183	0	0	0	0	0	1810.000000	-930.000000			1	1	0
SI	20231227	FIT	341	14	14	0	1	0	2435.000000	-572.500000	670.000000	-572.500000	1	-1	1
SI	20231228	FIT	281	47	0	47	-1	0	3005.000000	-930.000000	1707.500000	-930.000000	1	1	0
SI	20231229	FIT	310	17	12	5	1	0	3072.500000	-930.000000	1220.000000	-930.000000	-1	-1	-1
SI	20240102	FIT	524	61	6	55	-1	0	3710.000000	-2352.500000	-930.000000	-1422.500000	1	1	1
SI	20240103	FIT	621	28	0	28	-1	0	3435.000000	2127.500000	2127.500000	-1627.500000	-1	-1	-1
SI	20240104	FIT	266	21	21	0	1	0	1885.000000	-155.000000	427.500000	-155.000000	-1	1	-1
SI	20240105	FIT	596	67	45	22	1	1	3042.500000	-1227.500000	1557.500000	-1227.500000	-1	-1	0
SI	20240108	FIT	414	18	18	0	1	0	2372.500000	765.000000	765.000000	-1047.500000	-1	-1	-1
SI	20240109	FIT	395	22	0	22	-1	0	2817.500000	845.000000	845.000000	-930.000000	-1	-1	1
SI	20240110	FIT	287	0	0	0	0	0	2022.500000	482.500000			-1	1	1
SI	20240111	FIT	678	64	23	41	-1	1	3072.500000	1720.000000	1720.000000	-1860.000000	1	1	-1
SI	20240112	FIT	380	15	0	15	-1	0	3042.500000	507.500000	-590.000000	507.500000	1	1	1
SI	20240115	FIT	182	0	0	0	0	0	1122.500000	0.000000			1	1	0
SI	20240116	FIT	516	1	0	1	-1	0	2272.500000	-280.000000	807.500000	-280.000000	-1	-1	-1
SI	20240117	FIT	503	37	0	37	-1	0	3372.500000	-592.500000	0.000000	-592.500000	-1	-1	1
SI	20240118	FIT	368	47	47	0	1	0	2510.000000	-717.500000	1470.000000	-717.500000	1	1	1
SI	20240119	FIT	373	9	0	9	-1	0	1880.000000	1277.500000	1277.500000	-930.000000	-1	1	-1
SI	20240122	FIT	432	26	0	26	-1	0	3742.500000	2822.500000	2972.500000	165.000000	-1	-1	-1
SI	20240123	FIT	340	15	15	0	1	0	3247.500000	102.500000	-317.500000	102.500000	1	1	-1
SI	20240124	FIT	512	27	3	24	-1	0	3035.000000	215.000000	215.000000	-380.000000	1	1	-1
SI	20240125	FIT	532	0	0	0	0	0	2135.000000	457.500000			1	1	1
SI	20240126	FIT	354	0	0	0	0	0	1597.500000	490.000000			-1	1	-1
SI	20240129	FIT	302	35	35	0	1	0	2897.500000	-702.500000	2165.000000	-702.500000	-1	1	1
SI	20240130	FIT	334	2	2	0	1	0	1847.500000	-1120.000000	-235.000000	-440.000000	-1	-1	-1
SI	20240131	FIT	771	70	0	70	-1	1	3292.500000	715.000000	715.000000	0.000000	-1	-1	1
SI	20240201	FIT	542	75	75	0	1	0	4910.000000	2802.500000	2570.000000	-1627.500000	-1	-1	-1
SI	20240202	FIT	545	19	6	13	-1	1	3172.500000	-2015.000000	0.000000	-2015.000000	-1	1	1
SI	20240205	FIT	427	0	0	0	0	0	1985.000000	1090.000000			-1	-1	1
SI	20240206	FIT	269	0	0	0	0	0	1572.500000	-930.000000			1	-1	-1
SI	20240207	FIT	316	13	0	13	-1	0	2260.000000	-510.000000	420.000000	-930.000000	-1	-1	-1
SI	20240208	FIT	314	32	32	0	1	0	3460.000000	1770.000000	1770.000000	-505.000000	1	1	-1
SI	20240209	FIT	350	15	15	0	1	0	2035.000000	-2790.000000	-47.500000	-267.500000	1	1	-1
SI	20240212	FIT	295	15	0	15	-1	0	3260.000000	615.000000	615.000000	-930.000000	1	1	-1
SI	20240213	FIT	458	55	0	55	-1	1	4710.000000	-840.000000	2970.000000	-1860.000000	1	1	-1
SI	20240214	FIT	377	63	63	0	1	0	2505.000000	-1427.500000	0.000000	-1427.500000	-1	-1	1
SI	20240215	FIT	489	20	20	0	1	0	2622.500000	1635.000000	2040.000000	-1140.000000	1	1	-1
SI	20240216	FIT	358	59	59	0	1	0	3472.500000	2152.500000	2152.500000	-972.500000	-1	1	1
SI	20240219	FIT	192	7	0	7	-1	0	2472.500000	1740.000000	1740.000000	-455.000000	-1	-1	-1
SI	20240220	FIT	192	0	0	0	0	0	1785.000000	-330.000000			-1	1	1
SI	20240221	FIT	275	10	0	10	-1	0	2385.000000	-1765.000000	-530.000000	-1235.000000	1	1	-1
SI	20240222	FIT	275	19	0	19	-1	0	2347.500000	-530.000000	0.000000	-530.000000	1	1	1
SI	20240223	FIT	266	15	15	0	1	0	2897.500000	-1465.000000	1490.000000	-1465.000000	-1	-1	1
SI	20240226	FIT	290	7	0	7	-1	0	2185.000000	-355.000000	-80.000000	-355.000000	-1	-1	-1
SI	20240227	FIT	227	11	0	11	-1	0	1585.000000	1140.000000	1057.500000	-915.000000	1	1	-1
SI	20240228	FIT	217	0	0	0	0	0	1222.500000	815.000000			-1	-1	1
SI	20240229	FIT	299	16	16	0	1	0	2935.000000	1620.000000	1620.000000	-1665.000000	1	-1	1
SI	20240301	FIT	323	44	44	0	1	0	3922.500000	2220.000000	2220.000000	-1085.000000	1	1	-1
SI	20240304	FIT	372	72	72	0	1	0	4597.500000	4277.500000	3740.000000	-647.500000	-1	-1	1
SI	20240305	FIT	606	71	0	71	-1	0	3760.000000	-1770.000000	-930.000000	-840.000000	-1	1	1
SI	20240306	FIT	523	50	50	0	1	0	2992.500000	-1432.500000	495.000000	-1927.500000	1	1	0
SI	20240307	FIT	465	0	0	0	0	0	2347.500000	-165.000000			1	1	-1
SI	20240308	FIT	602	14	0	14	-1	1	2535.000000	-2150.000000	610.000000	-1515.000000	1	1	-1
SI	20240311	FIT	409	0	0	0	0	0	1310.000000	-385.000000			-1	-1	1
SI	20240312	FIT	789	43	0	43	-1	1	3422.500000	-1122.500000	1227.500000	-1122.500000	-1	-1	0
SI	20240313	FIT	444	74	74	0	1	0	4572.500000	3420.000000	3420.000000	-3545.000000	1	1	-1
SI	20240314	FIT	457	17	0	17	-1	0	2735.000000	795.000000	795.000000	-785.000000	-1	1	0
SI	20240315	FIT	528	12	5	7	-1	0	3410.000000	-665.000000	-665.000000	-130.000000	1	1	0
SI	20240318	FIT	314	23	0	23	-1	0	2547.500000	-1757.500000	-930.000000	-827.500000	-1	-1	-1
SI	20240319	FIT	368	2	0	2	-1	0	2447.500000	245.000000	0.000000	245.000000	-1	-1	1
SI	20240320	FIT	694	68	68	0	1	1	4710.000000	3595.000000	3595.000000	-1860.000000	-1	-1	-1
SI	20240321	FIT	636	95	0	95	-1	0	5610.000000	-2685.000000	4535.000000	-3705.000000	1	-1	1
SI	20240322	FIT	347	20	1	19	-1	0	3797.500000	-150.000000	-615.000000	922.500000	-1	-1	1
SI	20240325	FIT	322	9	0	9	-1	0	2572.500000	47.500000	47.500000	0.000000	1	1	1
SI	20240326	FIT	427	44	4	40	-1	0	3597.500000	1627.500000	1627.500000	-1702.500000	-1	1	1
SI	20240327	FIT	300	0	0	0	0	0	2385.000000	570.000000			1	1	-1
SI	20240328	FIT	546	62	62	0	1	0	3910.000000	-1110.000000	0.000000	-1110.000000	1	1	-1
SI	20240401	FIT	727	38	15	23	-1	0	3335.000000	-2350.000000	-1027.500000	685.000000	1	1	1
SI	20240402	FIT	701	113	113	0	1	0	6435.000000	2755.000000	3685.000000	-3720.000000	1	1	1
SI	20240403	FIT	908	110	110	0	1	0	6535.000000	3105.000000	4497.500000	-5110.000000	1	1	1
SI	20240404	FIT	622	36	0	36	-1	0	3610.000000	-1915.000000	-985.000000	-1865.000000	1	-1	-1
SI	20240405	FIT	958	125	125	0	1	1	7522.500000	2945.000000	3420.000000	-4505.000000	-1	-1	1
SI	20240408	FIT	1070	96	85	11	1	0	7972.500000	-1642.500000	3977.500000	-2292.500000	1	1	-1
SI	20240409	FIT	816	32	32	0	1	0	4910.000000	70.000000	1337.500000	-1275.000000	1	1	1
SI	20240410	FIT	999	57	19	38	-1	1	4260.000000	-700.000000	505.000000	-920.000000	-1	-1	-1
SI	20240411	FIT	583	40	40	0	1	0	4822.500000	1905.000000	2435.000000	-1460.000000	-1	1	-1
SI	20240412	FIT	1173	109	0	109	-1	0	13547.500000	-6477.500000	3310.000000	-2880.000000	1	1	-1
SI	20240415	FIT	1096	94	94	0	1	0	8347.500000	-4650.000000	4100.000000	-3720.000000	1	1	1
SI	20240416	FIT	800	68	0	68	-1	0	5872.500000	3830.000000	3830.000000	-1715.000000	-1	-1	-1
SI	20240417	FIT	463	28	7	21	-1	0	5247.500000	-1915.000000	1677.500000	-1915.000000	1	1	0
SI	20240418	FIT	438	35	12	23	-1	0	4072.500000	-1795.000000	585.000000	-1060.000000	1	1	-1
SI	20240419	FIT	676	80	54	26	1	0	5897.500000	-1422.500000	1552.500000	-1422.500000	1	1	-1
SI	20240422	FIT	555	77	0	77	-1	0	7772.500000	-4692.500000	6015.000000	-4692.500000	-1	-1	1
SI	20240423	FIT	415	29	23	6	1	0	5535.000000	-237.500000	-2790.000000	-237.500000	-1	-1	-1
SI	20240424	FIT	291	0	0	0	0	0	2510.000000	652.500000			1	-1	-1
SI	20240425	FIT	438	40	40	0	1	0	3422.500000	1365.000000	1397.500000	-42.500000	-1	1	-1
SI	20240426	FIT	342	32	0	32	-1	0	4272.500000	-1952.500000	0.000000	-1952.500000	1	1	1
SI	20240429	FIT	374	15	0	15	-1	0	3097.500000	-1020.000000	-1060.000000	-90.000000	-1	1	1
SI	20240430	FIT	461	51	0	51	-1	0	3960.000000	1035.000000	1965.000000	-1965.000000	-1	-1	1
SI	20240501	FIT	618	31	19	12	1	0	2547.500000	1057.500000	1057.500000	-930.000000	1	1	-1
