date,open,high,low,close,volume
2016-11-09,17345.0,17465.0,16140.0,17240.0,54170
2016-11-10,17255.0,17580.0,17145.0,17520.0,23515
2016-11-14,17440.0,17760.0,17435.0,17720.0,14105
2016-11-15,17710.0,17930.0,17630.0,17920.0,10211
2016-11-16,17910.0,17965.0,17795.0,17800.0,9274
2016-11-17,17810.0,18135.0,17765.0,18125.0,9550
2016-11-18,18125.0,18150.0,17935.0,18040.0,11997
2016-11-21,18045.0,18180.0,18010.0,18050.0,10378
2016-11-22,18070.0,18260.0,18050.0,18225.0,8937
2016-11-23,18215.0,18455.0,18165.0,18440.0,8327
2016-11-25,18435.0,18495.0,18285.0,18400.0,15009
2016-11-28,18370.0,18385.0,18220.0,18295.0,9780
2016-11-29,18265.0,18460.0,18245.0,18365.0,9043
2016-11-30,18360.0,18665.0,18295.0,18620.0,13703
2016-12-01,18615.0,18755.0,18400.0,18450.0,13802
2016-12-02,18465.0,18480.0,18255.0,18375.0,11965
2016-12-05,18250.0,18570.0,18235.0,18400.0,36997
2016-12-06,18420.0,18495.0,18320.0,18455.0,15945
2016-12-07,18470.0,18665.0,18415.0,18625.0,17730
2016-12-08,18650.0,18915.0,18615.0,18855.0,19838
2016-12-09,18890.0,19260.0,18825.0,19255.0,13858
2016-12-12,19275.0,19335.0,19085.0,19135.0,12825
2016-12-13,19135.0,19370.0,19075.0,19340.0,9816
2016-12-14,19340.0,19480.0,19185.0,19410.0,13755
2016-12-15,19400.0,19570.0,19185.0,19500.0,17537
2016-12-16,19495.0,19515.0,19305.0,19365.0,9010
2016-12-19,19350.0,19480.0,19315.0,19445.0,7943
2016-12-20,19435.0,19680.0,19390.0,19595.0,10034
2016-12-21,19610.0,19615.0,19395.0,19470.0,8234
2016-12-22,19450.0,19475.0,19340.0,19445.0,5424
2016-12-23,19440.0,19500.0,19410.0,19460.0,2849
2016-12-27,19420.0,19505.0,19385.0,19450.0,2958
2016-12-28,19480.0,19535.0,19360.0,19390.0,3913
2016-12-29,19395.0,19395.0,18990.0,19090.0,12532
2016-12-30,19085.0,19235.0,19035.0,19110.0,6806
2017-01-03,19175.0,19485.0,19165.0,19380.0,10413
2017-01-04,19365.0,19720.0,19325.0,19685.0,12273
2017-01-05,19675.0,19705.0,19420.0,19480.0,14330
2017-01-06,19480.0,19675.0,19375.0,19635.0,9318
2017-01-09,19645.0,19745.0,19450.0,19475.0,7717
2017-01-10,19470.0,19525.0,19285.0,19370.0,11431
2017-01-11,19390.0,19555.0,19165.0,19395.0,16674
2017-01-12,19425.0,19430.0,19000.0,19225.0,18063
2017-01-13,19225.0,19420.0,19195.0,19345.0,13448
2017-01-17,19325.0,19330.0,18710.0,18775.0,26786
2017-01-18,18785.0,19075.0,18680.0,19060.0,12951
2017-01-19,19060.0,19220.0,19015.0,19105.0,12904
2017-01-20,19120.0,19320.0,19075.0,19185.0,11619
2017-01-23,19160.0,19175.0,18835.0,18940.0,15785
2017-01-24,18875.0,19120.0,18810.0,19080.0,12104
2017-01-25,19080.0,19325.0,19015.0,19250.0,15698
2017-01-26,19255.0,19600.0,19245.0,19540.0,14072
2017-01-27,19520.0,19585.0,19435.0,19505.0,11803
2017-01-30,19455.0,19470.0,19095.0,19210.0,16137
2017-01-31,19200.0,19220.0,18850.0,19020.0,20913
2017-02-01,19020.0,19315.0,18945.0,19195.0,17587
2017-02-02,19200.0,19215.0,18885.0,19075.0,15177
2017-02-03,19090.0,19135.0,18845.0,19080.0,17563
2017-02-06,19065.0,19135.0,18825.0,18875.0,11566
2017-02-07,18875.0,19000.0,18825.0,18970.0,9928
2017-02-08,18960.0,19070.0,18885.0,18960.0,11255
2017-02-09,18950.0,19235.0,18895.0,19185.0,14282
2017-02-10,19195.0,19485.0,19190.0,19360.0,17538
2017-02-13,19390.0,19555.0,19390.0,19540.0,11601
2017-02-14,19535.0,19545.0,19250.0,19500.0,14060
2017-02-15,19495.0,19520.0,19365.0,19440.0,11892
2017-02-16,19460.0,19540.0,19190.0,19290.0,15769
2017-02-17,19275.0,19295.0,19045.0,19150.0,13267
2017-02-21,19140.0,19495.0,19125.0,19460.0,14703
2017-02-22,19465.0,19475.0,19290.0,19350.0,12581
2017-02-23,19370.0,19400.0,19235.0,19295.0,9948
2017-02-24,19285.0,19430.0,19095.0,19170.0,12123
2017-02-27,19170.0,19235.0,19005.0,19205.0,12503
2017-02-28,19200.0,19280.0,19035.0,19195.0,11723
2017-03-01,19200.0,19635.0,19175.0,19575.0,22680
2017-03-02,19605.0,19685.0,19550.0,19565.0,11550
2017-03-03,19570.0,19600.0,19405.0,19470.0,12124
2017-03-06,19450.0,19515.0,19305.0,19375.0,35854
2017-03-07,19350.0,19395.0,19315.0,19340.0,17086
2017-03-08,19325.0,19415.0,19195.0,19320.0,12307
2017-03-09,19290.0,19435.0,19265.0,19410.0,10083
2017-03-10,19370.0,19600.0,19370.0,19520.0,13274
2017-03-13,19520.0,19630.0,19465.0,19610.0,6112
2017-03-14,19620.0,19665.0,19460.0,19505.0,5940
2017-03-15,19510.0,19545.0,19410.0,19440.0,7749
2017-03-16,19450.0,19595.0,19375.0,19405.0,12549
2017-03-17,19415.0,19475.0,19330.0,19360.0,9692
2017-03-20,19400.0,19460.0,19285.0,19335.0,5707
2017-03-21,19320.0,19415.0,19015.0,19030.0,15574
2017-03-22,19040.0,19100.0,18835.0,18970.0,16782
2017-03-23,18995.0,19060.0,18875.0,18970.0,13408
2017-03-24,18995.0,19230.0,18960.0,19155.0,15075
2017-03-27,19145.0,19145.0,18800.0,19055.0,13346
2017-03-28,19070.0,19280.0,19005.0,19255.0,13286
2017-03-29,19255.0,19315.0,19165.0,19220.0,10500
2017-03-30,19220.0,19285.0,19085.0,19250.0,9431
2017-03-31,19290.0,19300.0,18950.0,19015.0,15301
2017-04-03,19005.0,19125.0,18960.0,19045.0,11981
2017-04-04,19035.0,19060.0,18755.0,18965.0,14591
2017-04-05,18995.0,19080.0,18830.0,18845.0,14796
2017-04-06,18820.0,18845.0,18585.0,18790.0,17935
2017-04-07,18815.0,18905.0,18565.0,18840.0,21992
2017-04-10,18840.0,18910.0,18750.0,18810.0,7222
2017-04-11,18760.0,18820.0,18605.0,18695.0,14693
2017-04-12,18690.0,18695.0,18495.0,18520.0,14200
2017-04-13,18515.0,18520.0,18355.0,18405.0,14105
2017-04-17,18350.0,18535.0,18255.0,18525.0,9043
2017-04-18,18535.0,18590.0,18315.0,18380.0,10461
2017-04-19,18345.0,18555.0,18345.0,18435.0,8542
2017-04-20,18410.0,18660.0,18400.0,18620.0,9955
2017-04-21,18625.0,18705.0,18585.0,18650.0,9478
2017-04-24,18930.0,19070.0,18880.0,18900.0,19333
2017-04-25,18910.0,19270.0,18885.0,19225.0,14992
2017-04-26,19215.0,19355.0,19185.0,19200.0,12115
2017-04-27,19210.0,19325.0,19210.0,19255.0,8953
2017-04-28,19255.0,19285.0,19170.0,19235.0,8146
2017-05-01,19225.0,19385.0,19185.0,19365.0,5783
2017-05-02,19370.0,19530.0,19345.0,19480.0,7148
2017-05-03,19475.0,19655.0,19390.0,19620.0,7007
2017-05-04,19580.0,19690.0,19520.0,19585.0,6158
2017-05-05,19620.0,19755.0,19475.0,19725.0,5361
2017-05-08,19775.0,19945.0,19730.0,19925.0,13671
2017-05-09,19930.0,20040.0,19860.0,19960.0,10293
2017-05-10,19950.0,19985.0,19875.0,19965.0,9315
2017-05-11,19955.0,20005.0,19805.0,19875.0,11797
2017-05-12,19885.0,19955.0,19795.0,19820.0,9204
2017-05-15,19795.0,19995.0,19765.0,19950.0,8576
2017-05-16,19960.0,20005.0,19815.0,19860.0,9380
2017-05-17,19830.0,19850.0,19445.0,19460.0,21545
2017-05-18,19445.0,19660.0,19295.0,19610.0,22065
2017-05-19,19625.0,19755.0,19505.0,19695.0,10915
2017-05-22,19695.0,19730.0,19620.0,19695.0,6466
2017-05-23,19705.0,19785.0,19590.0,19780.0,9464
2017-05-24,19790.0,19800.0,19695.0,19735.0,7701
2017-05-25,19735.0,19860.0,19715.0,19815.0,10890
2017-05-26,19825.0,19825.0,19595.0,19715.0,10992
2017-05-30,19705.0,19745.0,19570.0,19620.0,10685
2017-05-31,19655.0,19720.0,19595.0,19675.0,9699
2017-06-01,19700.0,19950.0,19665.0,19935.0,13032
2017-06-02,19950.0,20250.0,19925.0,20160.0,18838
2017-06-05,20125.0,20225.0,20090.0,20150.0,24029
2017-06-06,20140.0,20155.0,19895.0,19945.0,26963
2017-06-07,19940.0,20025.0,19905.0,19990.0,12683
2017-06-08,20015.0,20075.0,19900.0,20030.0,16054
2017-06-09,20015.0,20120.0,19870.0,19960.0,14302
2017-06-12,19960.0,19975.0,19800.0,19850.0,10601
2017-06-13,19865.0,20075.0,19850.0,19960.0,7587
2017-06-14,19990.0,20020.0,19765.0,19900.0,11336
2017-06-15,19885.0,19980.0,19750.0,19920.0,12282
2017-06-16,19920.0,20020.0,19900.0,19975.0,9674
2017-06-19,19990.0,20185.0,19950.0,20165.0,7974
2017-06-20,20170.0,20320.0,20165.0,20205.0,8795
2017-06-21,20190.0,20215.0,20075.0,20135.0,8459
2017-06-22,20135.0,20195.0,20075.0,20135.0,6516
2017-06-23,20145.0,20165.0,20080.0,20130.0,4717
2017-06-26,20110.0,20235.0,19950.0,20225.0,7557
2017-06-27,20215.0,20250.0,20135.0,20180.0,8875
2017-06-28,20180.0,20255.0,20060.0,20245.0,12948
2017-06-29,20255.0,20315.0,19890.0,20010.0,13618
2017-06-30,20025.0,20130.0,19965.0,20105.0,10346
2017-07-03,20080.0,20225.0,20055.0,20180.0,8407
2017-07-05,20200.0,20230.0,19915.0,20100.0,17835
2017-07-06,20130.0,20140.0,19895.0,19930.0,15076
2017-07-07,19905.0,20085.0,19870.0,20060.0,9533
2017-07-10,20065.0,20155.0,20025.0,20085.0,10048
2017-07-11,20075.0,20215.0,20075.0,20150.0,7601
2017-07-12,20165.0,20190.0,20060.0,20165.0,9100
2017-07-13,20175.0,20205.0,20075.0,20140.0,6157
2017-07-14,20160.0,20170.0,20040.0,20065.0,6223
2017-07-17,20035.0,20140.0,19995.0,20060.0,3241
2017-07-18,20070.0,20105.0,19915.0,20000.0,9021
2017-07-19,20000.0,20060.0,19960.0,20035.0,5689
2017-07-20,20050.0,20160.0,20035.0,20110.0,8288
2017-07-21,20105.0,20130.0,19970.0,20005.0,8626
2017-07-24,20005.0,20005.0,19875.0,19975.0,7035
2017-07-25,19965.0,20105.0,19935.0,20080.0,7421
2017-07-26,20095.0,20125.0,20005.0,20020.0,6163
2017-07-27,20025.0,20180.0,19970.0,20045.0,10789
2017-07-28,20060.0,20080.0,19925.0,19970.0,8201
2017-07-31,19965.0,20020.0,19915.0,19940.0,6448
2017-08-01,19905.0,20060.0,19905.0,20015.0,6577
2017-08-02,20060.0,20105.0,20010.0,20075.0,7533
2017-08-03,20080.0,20080.0,19960.0,19970.0,6540
2017-08-04,19980.0,20065.0,19935.0,20045.0,6484
2017-08-07,20050.0,20095.0,20030.0,20055.0,3265
2017-08-08,20065.0,20065.0,19935.0,19945.0,7706
2017-08-09,19940.0,19940.0,19650.0,19765.0,15911
2017-08-10,19775.0,19820.0,19365.0,19365.0,13356
2017-08-11,19365.0,19495.0,19300.0,19410.0,9786
2017-08-14,19440.0,19615.0,19405.0,19600.0,10728
2017-08-15,19605.0,19825.0,19585.0,19730.0,10359
2017-08-16,19730.0,19805.0,19690.0,19715.0,7989
2017-08-17,19705.0,19725.0,19465.0,19485.0,10425
2017-08-18,19465.0,19550.0,19320.0,19455.0,10304
2017-08-21,19470.0,19540.0,19265.0,19330.0,8117
2017-08-22,19355.0,19500.0,19340.0,19485.0,10383
2017-08-23,19500.0,19615.0,19345.0,19355.0,7665
2017-08-24,19340.0,19435.0,19315.0,19415.0,7275
2017-08-25,19415.0,19540.0,19375.0,19450.0,7555
2017-08-28,19450.0,19525.0,19395.0,19470.0,4702
2017-08-29,19285.0,19505.0,19060.0,19475.0,17275
2017-08-30,19480.0,19590.0,19435.0,19565.0,10222
2017-08-31,19550.0,19735.0,19550.0,19675.0,13291
2017-09-01,19690.0,19750.0,19620.0,19695.0,10558
2017-09-05,19510.0,19620.0,19270.0,19355.0,42221
2017-09-06,19355.0,19490.0,19260.0,19470.0,18541
2017-09-07,19445.0,19485.0,19355.0,19415.0,12284
2017-09-08,19320.0,19330.0,19140.0,19200.0,8306
2017-09-11,19250.0,19610.0,19250.0,19595.0,8873
2017-09-12,19615.0,19815.0,19565.0,19765.0,9809
2017-09-13,19800.0,19815.0,19710.0,19790.0,6357
2017-09-14,19770.0,19820.0,19695.0,19765.0,9129
2017-09-15,19760.0,19930.0,19665.0,19880.0,10002
2017-09-18,19895.0,20030.0,19890.0,20015.0,4685
2017-09-19,20020.0,20210.0,20000.0,20180.0,10702
2017-09-20,20160.0,20320.0,20150.0,20315.0,10012
2017-09-21,20300.0,20400.0,20210.0,20295.0,10009
2017-09-22,20270.0,20315.0,20155.0,20235.0,9936
2017-09-25,20245.0,20345.0,20205.0,20205.0,8944
2017-09-26,20235.0,20295.0,20180.0,20270.0,7508
2017-09-27,20270.0,20460.0,20240.0,20425.0,13521
2017-09-28,20410.0,20435.0,20325.0,20360.0,7823
2017-09-29,20355.0,20405.0,20305.0,20385.0,7215
2017-10-02,20365.0,20510.0,20365.0,20500.0,11164
2017-10-03,20520.0,20705.0,20475.0,20705.0,8022
2017-10-04,20700.0,20720.0,20625.0,20700.0,7606
2017-10-05,20685.0,20740.0,20630.0,20730.0,7135
2017-10-06,20735.0,20790.0,20670.0,20695.0,8389
2017-10-09,20650.0,20780.0,20605.0,20720.0,2562
2017-10-10,20735.0,20875.0,20695.0,20855.0,10543
2017-10-11,20855.0,21005.0,20820.0,20975.0,9835
2017-10-12,21005.0,21065.0,20955.0,21015.0,7591
2017-10-13,21030.0,21300.0,20960.0,21265.0,14078
2017-10-16,21250.0,21390.0,21230.0,21370.0,10931
2017-10-17,21375.0,21430.0,21265.0,21400.0,11388
2017-10-18,21390.0,21475.0,21350.0,21470.0,10488
2017-10-19,21470.0,21535.0,21240.0,21370.0,20324
2017-10-20,21375.0,21595.0,21340.0,21580.0,10849
2017-10-23,21640.0,21865.0,21625.0,21675.0,14705
2017-10-24,21665.0,21955.0,21655.0,21930.0,12931
2017-10-25,21945.0,21955.0,21615.0,21735.0,18461
2017-10-26,21765.0,21890.0,21720.0,21875.0,10447
2017-10-27,21890.0,22140.0,21840.0,22075.0,14495
2017-10-30,22105.0,22125.0,21865.0,21910.0,9626
2017-10-31,21930.0,22245.0,21855.0,22225.0,13734
2017-11-01,22230.0,22615.0,22180.0,22550.0,18777
2017-11-02,22540.0,22670.0,22390.0,22580.0,14046
2017-11-03,22610.0,22660.0,22520.0,22625.0,5956
2017-11-06,22625.0,22675.0,22450.0,22595.0,12995
2017-11-07,22595.0,23010.0,22540.0,22880.0,17946
2017-11-08,22865.0,22990.0,22770.0,22960.0,12546
2017-11-09,22970.0,23445.0,22335.0,22660.0,60643
2017-11-10,22660.0,22750.0,22355.0,22485.0,27660
2017-11-13,22525.0,22645.0,22130.0,22375.0,22380
2017-11-14,22370.0,22555.0,22275.0,22315.0,19898
2017-11-15,22315.0,22340.0,21845.0,22120.0,34870
2017-11-16,22080.0,22630.0,21995.0,22595.0,24358
2017-11-17,22595.0,22780.0,22290.0,22345.0,26858
2017-11-20,22250.0,22515.0,22185.0,22465.0,16515
2017-11-21,22470.0,22680.0,22420.0,22670.0,12663
2017-11-22,22670.0,22700.0,22350.0,22410.0,14139
2017-11-24,22390.0,22670.0,22325.0,22655.0,14139
2017-11-27,22675.0,22710.0,22425.0,22480.0,13268
2017-11-28,22490.0,22650.0,22375.0,22635.0,13515
2017-11-29,22600.0,22805.0,22525.0,22655.0,16951
2017-11-30,22680.0,22970.0,22520.0,22880.0,20768
2017-12-01,22895.0,23005.0,22375.0,22655.0,44420
2017-12-04,22810.0,22940.0,22480.0,22485.0,41301
2017-12-05,22505.0,22690.0,22455.0,22475.0,28192
2017-12-06,22485.0,22540.0,22060.0,22240.0,24164
2017-12-07,22265.0,22640.0,22260.0,22555.0,16324
2017-12-08,22665.0,22915.0,22570.0,22900.0,12752
2017-12-11,22935.0,23070.0,22805.0,22960.0,7989
2017-12-12,22955.0,23010.0,22835.0,22900.0,9395
2017-12-13,22925.0,22940.0,22695.0,22705.0,10953
2017-12-14,22730.0,22800.0,22550.0,22605.0,10169
2017-12-15,22605.0,22760.0,22480.0,22730.0,11492
2017-12-18,22735.0,23020.0,22725.0,23000.0,10886
2017-12-19,23010.0,23045.0,22805.0,22810.0,9412
2017-12-20,22810.0,22940.0,22810.0,22855.0,8841
2017-12-21,22835.0,22950.0,22725.0,22835.0,7522
2017-12-22,22830.0,22915.0,22810.0,22875.0,2374
2017-12-26,22905.0,22965.0,22880.0,22910.0,2374
2017-12-27,22920.0,22990.0,22895.0,22945.0,5383
2017-12-28,22955.0,22985.0,22760.0,22825.0,6329
2017-12-29,22820.0,22915.0,22605.0,22740.0,6363
2018-01-02,22750.0,22935.0,22655.0,22855.0,5047
2018-01-03,22825.0,23245.0,22795.0,23200.0,8252
2018-01-04,23215.0,23700.0,23115.0,23670.0,16435
2018-01-05,23680.0,23850.0,23545.0,23810.0,11577
2018-01-08,23840.0,23990.0,23825.0,23980.0,15332
2018-01-09,23975.0,24025.0,23790.0,23865.0,13811
2018-01-10,23830.0,23880.0,23580.0,23640.0,17008
2018-01-11,23640.0,23835.0,23620.0,23810.0,12529
2018-01-12,23800.0,23870.0,23595.0,23855.0,14093
2018-01-16,23845.0,24015.0,23660.0,23750.0,26762
2018-01-17,23780.0,24145.0,23695.0,24090.0,14661
2018-01-18,24070.0,24140.0,23710.0,23850.0,17354
2018-01-19,23830.0,23915.0,23735.0,23860.0,16124
2018-01-22,23830.0,23980.0,23695.0,23970.0,10080
2018-01-23,23965.0,24200.0,23930.0,24035.0,16023
2018-01-24,24020.0,24075.0,23620.0,23765.0,20304
2018-01-25,23765.0,23840.0,23465.0,23630.0,22163
2018-01-26,23690.0,23800.0,23555.0,23745.0,15884
2018-01-29,23765.0,23800.0,23490.0,23555.0,17138
2018-01-30,23570.0,23610.0,23115.0,23215.0,26302
2018-01-31,23205.0,23380.0,23095.0,23285.0,21205
2018-02-01,23300.0,23510.0,23240.0,23305.0,21090
2018-02-02,23385.0,23390.0,22950.0,22980.0,25495
2018-02-05,22960.0,22995.0,21365.0,21410.0,45045
2018-02-06,21620.0,22315.0,21065.0,22270.0,85607
2018-02-07,22245.0,22370.0,21475.0,21855.0,48325
2018-02-08,21780.0,22020.0,21100.0,21190.0,47100
2018-02-09,21185.0,21580.0,20565.0,21295.0,36148
2018-02-12,21320.0,21735.0,21280.0,21660.0,14913
2018-02-13,21635.0,21730.0,20930.0,21235.0,27407
2018-02-14,21280.0,21530.0,20945.0,21525.0,32303
2018-02-15,21505.0,21630.0,21310.0,21500.0,21993
2018-02-16,21510.0,21925.0,21505.0,21900.0,18930
2018-02-20,21865.0,22160.0,21810.0,21870.0,24460
2018-02-21,21860.0,22195.0,21810.0,21865.0,19391
2018-02-22,21865.0,21885.0,21550.0,21715.0,20319
2018-02-23,21735.0,22045.0,21695.0,22035.0,0
2018-02-26,22075.0,22430.0,22050.0,22425.0,14875
2018-02-27,22415.0,22510.0,22175.0,22180.0,14965
2018-02-28,22200.0,22380.0,21880.0,21920.0,17941
2018-03-01,21910.0,21970.0,21035.0,21120.0,36633
2018-03-02,21135.0,21270.0,20690.0,21125.0,29828
2018-03-05,21115.0,21465.0,20845.0,21415.0,39359
2018-03-06,21430.0,21805.0,21390.0,21635.0,33468
2018-03-07,21495.0,21495.0,21190.0,21450.0,38365
2018-03-08,21465.0,21680.0,21300.0,21660.0,15082
2018-03-09,21525.0,21780.0,21245.0,21760.0,17496
2018-03-12,21800.0,21865.0,21565.0,21625.0,10264
2018-03-13,21625.0,21980.0,21585.0,21650.0,15579
2018-03-14,21620.0,21790.0,21475.0,21615.0,13719
2018-03-15,21615.0,21755.0,21420.0,21705.0,14634
2018-03-16,21700.0,21730.0,21385.0,21470.0,11611
2018-03-19,21475.0,21530.0,20955.0,21175.0,16871
2018-03-20,21170.0,21365.0,21085.0,21345.0,9945
2018-03-21,21355.0,21415.0,21175.0,21180.0,7117
2018-03-22,21205.0,21445.0,20760.0,20900.0,21851
2018-03-23,20830.0,20850.0,20170.0,20215.0,25294
2018-03-26,20190.0,20745.0,20180.0,20725.0,19764
2018-03-27,20740.0,21220.0,20655.0,20740.0,19385
2018-03-28,20730.0,21365.0,20710.0,21270.0,31683
2018-03-29,21300.0,21665.0,21030.0,21510.0,0
2018-04-02,21475.0,21630.0,20955.0,21075.0,14674
2018-04-03,21095.0,21560.0,21070.0,21525.0,13118
2018-04-04,21515.0,21605.0,21060.0,21600.0,15948
2018-04-05,21565.0,21950.0,21485.0,21905.0,12458
2018-04-06,21900.0,21920.0,21340.0,21460.0,19887
2018-04-09,21485.0,21835.0,21485.0,21625.0,14587
2018-04-10,21655.0,21990.0,21560.0,21865.0,17404
2018-04-11,21900.0,21900.0,21595.0,21680.0,9914
2018-04-12,21695.0,21875.0,21620.0,21840.0,9451
2018-04-13,21875.0,21945.0,21720.0,21795.0,13867
2018-04-16,21880.0,22025.0,21785.0,21835.0,7353
2018-04-17,21845.0,21975.0,21800.0,21905.0,9331
2018-04-18,21905.0,22220.0,21905.0,22175.0,9521
2018-04-19,22180.0,22375.0,22070.0,22160.0,8835
2018-04-20,22155.0,22280.0,22065.0,22100.0,10490
2018-04-23,22220.0,22230.0,22040.0,22210.0,8976
2018-04-24,22230.0,22365.0,21985.0,22095.0,13028
2018-04-25,22110.0,22330.0,22085.0,22305.0,12442
2018-04-26,22335.0,22465.0,22285.0,22450.0,8179
2018-04-27,22455.0,22565.0,22370.0,22465.0,7915
2018-04-30,22485.0,22655.0,22435.0,22450.0,5524
2018-05-01,22445.0,22610.0,22430.0,22560.0,5569
2018-05-02,22595.0,22605.0,22410.0,22435.0,7540
2018-05-03,22425.0,22425.0,22105.0,22360.0,8209
2018-05-04,22365.0,22520.0,22175.0,22480.0,5583
2018-05-07,22510.0,22555.0,22360.0,22475.0,7227
2018-05-08,22480.0,22575.0,22415.0,22505.0,9213
2018-05-09,22500.0,22505.0,22370.0,22500.0,7942
2018-05-10,22505.0,22555.0,22435.0,22520.0,6834
2018-05-11,22535.0,22785.0,22515.0,22715.0,8340
2018-05-14,22745.0,22900.0,22730.0,22890.0,5734
2018-05-15,22895.0,22915.0,22725.0,22755.0,9170
2018-05-16,22750.0,22835.0,22695.0,22820.0,5460
2018-05-17,22845.0,22960.0,22795.0,22900.0,6995
2018-05-18,22905.0,22960.0,22810.0,22850.0,6219
2018-05-21,22915.0,23060.0,22900.0,23030.0,6989
2018-05-22,23025.0,23030.0,22915.0,22940.0,5239
2018-05-23,22915.0,22950.0,22475.0,22620.0,20803
2018-05-24,22610.0,22640.0,22075.0,22320.0,17158
2018-05-25,22300.0,22515.0,22260.0,22360.0,11310
2018-05-29,22420.0,22455.0,21920.0,22040.0,19804
2018-05-30,22040.0,22275.0,21925.0,22255.0,10657
2018-05-31,22245.0,22270.0,22015.0,22100.0,9965
2018-06-01,22070.0,22380.0,22070.0,22370.0,8740
2018-06-04,22345.0,22575.0,22290.0,22560.0,22751
2018-06-05,22560.0,22605.0,22445.0,22515.0,15282
2018-06-06,22555.0,22755.0,22505.0,22750.0,11358
2018-06-07,22775.0,22880.0,22650.0,22725.0,14100
2018-06-08,22695.0,22860.0,22500.0,22670.0,8316
2018-06-11,22640.0,22985.0,22600.0,22960.0,7294
2018-06-12,22955.0,23005.0,22780.0,22835.0,8402
2018-06-13,22855.0,22970.0,22820.0,22820.0,4655
2018-06-14,22820.0,22905.0,22700.0,22875.0,6933
2018-06-15,22855.0,22900.0,22670.0,22800.0,12395
2018-06-18,22800.0,22855.0,22570.0,22695.0,6344
2018-06-19,22695.0,22710.0,22105.0,22255.0,13339
2018-06-20,22260.0,22585.0,22155.0,22520.0,10003
2018-06-21,22480.0,22765.0,22395.0,22425.0,10832
