# census 4 — the complete economics table: every entry x stop x exit cell, per era (all G1/G2 confirmed extremes, winners AND losers) (PORT-M2-GOALPATH-V1)
era	asset	cell	n_trades	win_rate	usd_per_trade	median_usd	risk_usd_mean	risk_usd_median	risk_usd_p90	r_mult_mean	r_mult_median	r_mult_p90	mae_usd_mean	mae_usd_p90	frac_ge_600	frac_ge_1000	trades_per_session
E3	ALL	TREND_1800|EXT|TRAIL_1.5R	70858	0.3833	-13.64	-130	466.12	393.75	800	-0.0597	-0.3364	1.464	276.2	575	0.1121	0.0542	181.687
E3	ALL	TREND_1800|RECLAIM|PHASE	70858	0.2746	-15.39	-142.5	295.77	225	600	-0.16	-1.0923	1.988	216.63	462.5	0.1022	0.055	181.687
E3	ALL	TREND_1800|RECLAIM|TRAIL_1.0R	70858	0.3252	-18.23	-73.75	295.77	225	600	-0.1713	-0.456	1.189	145.44	337.5	0.0515	0.0221	181.687
E3	ALL	TREND_1800|RECLAIM|TRAIL_1.5R	70858	0.3339	-17.44	-92.5	295.77	225	600	-0.1666	-0.6357	1.594	184.32	425	0.0718	0.0335	181.687
E3	ALL	TREND_1800|SWING|PHASE	68499	0.1606	-19.14	-105	126.09	87.5	250	-0.3084	-1.3	2.107	113.31	225	0.0612	0.034	175.638
E3	ALL	TREND_1800|SWING|TRAIL_1.0R	68499	0.2679	-27.46	-55	126.09	87.5	250	-0.3659	-0.68	1.12	66.33	150	0.0129	0.0041	175.638
E3	ALL	TREND_1800|SWING|TRAIL_1.5R	68499	0.2791	-24.96	-73.75	126.09	87.5	250	-0.346	-0.975	1.66	85.62	187.5	0.024	0.009	175.638
E3	ALL	TREND_3600|EXT|PHASE	71367	0.3968	-9.06	-130	563.61	462.5	1012.5	-0.0452	-0.2556	1.417	322.33	662.5	0.1297	0.0656	182.992
E3	ALL	TREND_3600|EXT|TRAIL_1.0R	71367	0.3849	-15.02	-92.5	563.61	462.5	1012.5	-0.0617	-0.2167	1.05	252.24	550	0.0932	0.0433	182.992
E3	ALL	TREND_3600|EXT|TRAIL_1.5R	71367	0.4018	-9.62	-98.75	563.61	462.5	1012.5	-0.0489	-0.2125	1.271	299.22	637.5	0.115	0.0558	182.992
E3	ALL	TREND_3600|RECLAIM|PHASE	71367	0.3202	-11.8	-130	392.82	287.5	825	-0.1121	-1.0431	1.701	248.26	543.75	0.1093	0.0563	182.992
E3	ALL	TREND_3600|RECLAIM|TRAIL_1.0R	71367	0.3473	-14.19	-80	392.82	287.5	825	-0.1354	-0.366	1.152	183.32	437.5	0.0674	0.0302	182.992
E3	ALL	TREND_3600|RECLAIM|TRAIL_1.5R	71367	0.3621	-13.65	-92.5	392.82	287.5	825	-0.1287	-0.44	1.458	222.4	512.5	0.0851	0.0406	182.992
E3	ALL	TREND_3600|SWING|PHASE	69513	0.1939	-20.4	-105	156.32	112.5	325	-0.2659	-1.24	1.987	130.13	275	0.0661	0.0333	178.238
E3	ALL	TREND_3600|SWING|TRAIL_1.0R	69513	0.2792	-29.65	-55	156.32	112.5	325	-0.3274	-0.6174	1.1	80.42	187.5	0.0179	0.0062	178.238
E3	ALL	TREND_3600|SWING|TRAIL_1.5R	69513	0.2871	-27.56	-80	156.32	112.5	325	-0.3149	-0.8867	1.603	103.42	237.5	0.03	0.0117	178.238
E4	ALL	HOLD_60|EXT|PHASE	91076	0.2717	-26.8	-186.25	229.81	206.25	350	-0.1384	-1.1043	2.236	189.14	325	0.0839	0.0387	236.561
E4	ALL	HOLD_60|EXT|TRAIL_1.0R	91076	0.3259	-29.3	-80	229.81	206.25	350	-0.1398	-0.4353	1.186	118.82	237.5	0.0254	0.0065	236.561
E4	ALL	HOLD_60|EXT|TRAIL_1.5R	91076	0.3332	-25.78	-117.5	229.81	206.25	350	-0.1277	-0.6235	1.656	152.97	300	0.0489	0.0164	236.561
E4	ALL	HOLD_60|RECLAIM|PHASE	64768	0.1191	-28.77	-98.75	87.35	75	150	-0.4108	-1.4	1.415	85.39	150	0.0439	0.021	168.229
E4	ALL	HOLD_60|RECLAIM|TRAIL_1.0R	64768	0.2572	-28.95	-55	87.35	75	150	-0.4099	-0.7333	1.1	47.87	100	0.0034	0.0006	168.229
E4	ALL	HOLD_60|RECLAIM|TRAIL_1.5R	64768	0.2661	-28.89	-67.5	87.35	75	150	-0.4036	-1.0667	1.62	61.47	125	0.0084	0.0018	168.229
E4	ALL	HOLD_60|SWING|PHASE	87366	0.0905	-28.08	-80	55.66	50	75	-0.5436	-1.6	-1.175	58.02	87.5	0.0295	0.014	226.925
E4	ALL	HOLD_60|SWING|TRAIL_1.0R	87366	0.2298	-28.06	-42.5	55.66	50	75	-0.5455	-0.8909	1.05	31.57	62.5	0.0005	0	226.925
E4	ALL	HOLD_60|SWING|TRAIL_1.5R	87366	0.2469	-27.55	-55	55.66	50	75	-0.5363	-1.2	1.6	39.96	75	0.0017	0.0001	226.925
E4	ALL	HOLD_180|EXT|PHASE	62161	0.3012	-26.84	-192.5	264.52	237.5	425	-0.13	-1.08	2.043	207.65	375	0.087	0.0394	161.457
E4	ALL	HOLD_180|EXT|TRAIL_1.0R	62161	0.3331	-28.52	-92.5	264.52	237.5	425	-0.1284	-0.4069	1.175	134.57	275	0.033	0.0095	161.457
E4	ALL	HOLD_180|EXT|TRAIL_1.5R	62161	0.344	-25.55	-123.75	264.52	237.5	425	-0.1191	-0.5581	1.592	172.58	337.5	0.0568	0.0205	161.457
E4	ALL	HOLD_180|RECLAIM|PHASE	50526	0.1637	-27.38	-105	123.46	100	225	-0.3209	-1.2667	2.27	113.11	212.5	0.0547	0.0267	131.236
E4	ALL	HOLD_180|RECLAIM|TRAIL_1.0R	50526	0.2746	-29.03	-55	123.46	100	225	-0.3277	-0.64	1.133	65.78	150	0.0091	0.0018	131.236
E4	ALL	HOLD_180|RECLAIM|TRAIL_1.5R	50526	0.2804	-27.95	-80	123.46	100	225	-0.3166	-0.94	1.66	84.82	175	0.0199	0.0062	131.236
E4	ALL	HOLD_180|SWING|PHASE	60388	0.1067	-26.22	-80	63.56	56.25	100	-0.4828	-1.48	0.52	64.12	100	0.0323	0.0153	156.852
E4	ALL	HOLD_180|SWING|TRAIL_1.0R	60388	0.2367	-28.22	-48.75	63.56	56.25	100	-0.4994	-0.85	1.075	35.32	75	0.0008	0.0001	156.852
E4	ALL	HOLD_180|SWING|TRAIL_1.5R	60388	0.2533	-27.36	-55	63.56	56.25	100	-0.4879	-1.1444	1.62	44.92	87.5	0.0032	0.0004	156.852
E4	ALL	HOLD_300|EXT|PHASE	50461	0.3172	-25.75	-192.5	290.02	256.25	468.75	-0.123	-1.0667	1.914	219.96	400	0.0896	0.0403	131.068
E4	ALL	HOLD_300|EXT|TRAIL_1.0R	50461	0.3393	-27.12	-92.5	290.02	256.25	468.75	-0.12	-0.3852	1.145	145.51	300	0.0392	0.0122	131.068
E4	ALL	HOLD_300|EXT|TRAIL_1.5R	50461	0.3506	-23.42	-117.5	290.02	256.25	468.75	-0.1103	-0.5205	1.567	186.31	375	0.0634	0.0235	131.068
E4	ALL	HOLD_300|RECLAIM|PHASE	43197	0.1913	-25.98	-117.5	149	118.75	275	-0.2886	-1.2087	2.305	130.73	250	0.0615	0.0295	112.2
E4	ALL	HOLD_300|RECLAIM|TRAIL_1.0R	43197	0.2854	-27.95	-55	149	118.75	275	-0.2853	-0.6	1.16	77.92	175	0.0147	0.0041	112.2
E4	ALL	HOLD_300|RECLAIM|TRAIL_1.5R	43197	0.2908	-27.22	-80	149	118.75	275	-0.281	-0.8778	1.65	100.86	218.75	0.0263	0.0091	112.2
E4	ALL	HOLD_300|SWING|PHASE	49138	0.1156	-26.47	-86.25	68.94	62.5	112.5	-0.4676	-1.48	1.075	68.56	112.5	0.034	0.0158	127.631
E4	ALL	HOLD_300|SWING|TRAIL_1.0R	49138	0.2405	-28.75	-48.75	68.94	62.5	112.5	-0.4806	-0.8286	1.075	38.11	75	0.0011	0.0001	127.631
E4	ALL	HOLD_300|SWING|TRAIL_1.5R	49138	0.2584	-27.26	-58.12	68.94	62.5	112.5	-0.4657	-1.1	1.6	48.38	100	0.0043	0.0008	127.631
E4	ALL	HOLD_600|EXT|PHASE	37164	0.3434	-25.59	-180	339.83	300	562.5	-0.1065	-1.0322	1.73	241.61	462.5	0.0931	0.0429	96.53
E4	ALL	HOLD_600|EXT|TRAIL_1.0R	37164	0.3547	-25.61	-92.5	339.83	300	562.5	-0.1009	-0.3289	1.108	166.37	350	0.0483	0.0177	96.53
E4	ALL	HOLD_600|EXT|TRAIL_1.5R	37164	0.3657	-21.22	-111.25	339.83	300	562.5	-0.0897	-0.3963	1.482	209.76	425	0.0734	0.0299	96.53
E4	ALL	HOLD_600|RECLAIM|PHASE	33680	0.2348	-24.51	-130	196.68	150	381.25	-0.2208	-1.1455	2.212	160.38	325	0.0707	0.0343	87.481
E4	ALL	HOLD_600|RECLAIM|TRAIL_1.0R	33680	0.3039	-27.53	-67.5	196.68	150	381.25	-0.232	-0.5297	1.15	100.45	225	0.0224	0.008	87.481
E4	ALL	HOLD_600|RECLAIM|TRAIL_1.5R	33680	0.3112	-26.62	-80	196.68	150	381.25	-0.2293	-0.7545	1.593	128.98	287.5	0.0386	0.0152	87.481
E4	ALL	HOLD_600|SWING|PHASE	36411	0.1325	-24	-92.5	78.71	62.5	125	-0.3936	-1.4	1.72	75.98	125	0.0378	0.0175	94.574
E4	ALL	HOLD_600|SWING|TRAIL_1.0R	36411	0.2522	-28.18	-48.75	78.71	62.5	125	-0.4333	-0.7556	1.1	42.64	87.5	0.0016	0.0002	94.574
E4	ALL	HOLD_600|SWING|TRAIL_1.5R	36411	0.2664	-28.03	-61.25	78.71	62.5	125	-0.4226	-1.0667	1.62	54.59	112.5	0.0046	0.0009	94.574
E4	ALL	LEG_0.5|EXT|PHASE	5325	0.4285	-27.84	-67.5	1108.24	1056.25	1412.5	-0.0408	-0.0681	0.763	475.8	1050	0.1465	0.0794	13.831
E4	ALL	LEG_0.5|EXT|TRAIL_1.0R	5325	0.41	-32.13	-92.5	1108.24	1056.25	1412.5	-0.0457	-0.0821	0.72	424.59	912.5	0.136	0.0715	13.831
E4	ALL	LEG_0.5|EXT|TRAIL_1.5R	5325	0.4284	-22.89	-67.5	1108.24	1056.25	1412.5	-0.0369	-0.0677	0.761	467.17	1025	0.1469	0.0779	13.831
E4	ALL	LEG_0.5|RECLAIM|PHASE	5320	0.4226	-20.28	-80	929.76	900	1237.5	-0.0489	-0.0875	0.9	444.08	950	0.1451	0.0789	13.818
E4	ALL	LEG_0.5|RECLAIM|TRAIL_1.0R	5320	0.4088	-18.46	-92.5	929.76	900	1237.5	-0.0404	-0.1088	0.835	380.23	800	0.1318	0.0692	13.818
E4	ALL	LEG_0.5|RECLAIM|TRAIL_1.5R	5320	0.4182	-17.96	-80	929.76	900	1237.5	-0.0438	-0.0948	0.898	431.83	925	0.1442	0.0776	13.818
E4	ALL	LEG_0.5|SWING|PHASE	5325	0.0663	-34.62	-80	51.38	50	50	-0.7066	-1.6	-1.233	55.78	75	0.0223	0.0131	13.831
E4	ALL	LEG_0.5|SWING|TRAIL_1.0R	5325	0.2227	-29.3	-55	51.38	50	50	-0.6242	-1.1	1.15	33.25	62.5	0.0008	0.0004	13.831
E4	ALL	LEG_0.5|SWING|TRAIL_1.5R	5325	0.2254	-28.9	-55	51.38	50	50	-0.5995	-1.35	1.65	40.08	62.5	0.0015	0.0008	13.831
E4	ALL	LEG_0.75|EXT|PHASE	1941	0.4652	17.68	-42.5	1671.54	1625	2125	-0.0036	-0.0238	0.549	538.34	1275	0.1829	0.1041	5.042
E4	ALL	LEG_0.75|EXT|TRAIL_1.0R	1941	0.4642	28.87	-36.25	1671.54	1625	2125	0.0023	-0.0227	0.531	505.39	1150	0.1777	0.101	5.042
E4	ALL	LEG_0.75|EXT|TRAIL_1.5R	1941	0.4632	21.01	-42.5	1671.54	1625	2125	-0.0019	-0.0241	0.549	533.05	1250	0.1829	0.1041	5.042
E4	ALL	LEG_0.75|RECLAIM|PHASE	1941	0.4642	20.84	-42.5	1493.81	1450	1950	-0.0044	-0.0269	0.633	526.52	1243.75	0.1829	0.1041	5.042
E4	ALL	LEG_0.75|RECLAIM|TRAIL_1.0R	1941	0.4632	32.39	-42.5	1493.81	1450	1950	0.0041	-0.0272	0.631	488.65	1112.5	0.1793	0.101	5.042
E4	ALL	LEG_0.75|RECLAIM|TRAIL_1.5R	1941	0.4652	26.82	-42.5	1493.81	1450	1950	0.0002	-0.0264	0.633	519.63	1187.5	0.1829	0.1041	5.042
E4	ALL	LEG_0.75|SWING|PHASE	1941	0.0623	-45.1	-80	50.81	50	50	-0.8881	-1.6	-1.28	55.64	75	0.0237	0.0118	5.042
E4	ALL	LEG_0.75|SWING|TRAIL_1.0R	1941	0.2277	-28.82	-48.75	50.81	50	50	-0.5785	-1.1	1.15	32.85	62.5	0.0015	0	5.042
E4	ALL	LEG_0.75|SWING|TRAIL_1.5R	1941	0.2514	-26.56	-55	50.81	50	50	-0.5282	-1.35	1.65	38.92	75	0.0021	0	5.042
E4	ALL	LEG_1|EXT|PHASE	769	0.4928	41.9	-5	2300.75	2350	3050	0.006	-0.002	0.486	574.15	1375	0.1899	0.1196	1.997
E4	ALL	LEG_1|EXT|TRAIL_1.0R	769	0.4928	64.38	-5	2300.75	2350	3050	0.0154	-0.002	0.486	546.65	1300	0.1899	0.1196	1.997
E4	ALL	LEG_1|EXT|TRAIL_1.5R	769	0.4928	42.47	-5	2300.75	2350	3050	0.0063	-0.002	0.486	573.69	1375	0.1899	0.1196	1.997
E4	ALL	LEG_1|RECLAIM|PHASE	769	0.4928	50.84	-5	2112.98	2125	2750	0.0086	-0.0023	0.528	564.85	1365	0.1899	0.1196	1.997
E4	ALL	LEG_1|RECLAIM|TRAIL_1.0R	769	0.4928	75.64	-5	2112.98	2125	2750	0.0207	-0.0023	0.528	533.37	1235	0.1899	0.1196	1.997
E4	ALL	LEG_1|RECLAIM|TRAIL_1.5R	769	0.4928	52.47	-5	2112.98	2125	2750	0.0094	-0.0023	0.528	563.21	1365	0.1899	0.1196	1.997
E4	ALL	LEG_1|SWING|PHASE	769	0.0728	-10	-80	49	50	50	-0.2831	-1.6	-1.255	55.77	75	0.0325	0.0234	1.997
E4	ALL	LEG_1|SWING|TRAIL_1.0R	769	0.2861	-20.39	-42.5	49	50	50	-0.4371	-1.1	1.4	31.75	62.5	0.0039	0	1.997
E4	ALL	LEG_1|SWING|TRAIL_1.5R	769	0.277	-22.59	-55	49	50	50	-0.4971	-1.35	1.58	37.39	75	0.0039	0	1.997
E4	ALL	DELAY_0|EXT|PHASE	137561	0.2448	-24.2	-167.5	211.93	187.5	350	-0.1563	-1.12	2.233	177.62	325	0.081	0.0394	357.301
E4	ALL	DELAY_0|EXT|TRAIL_1.0R	137561	0.3228	-26.91	-73.75	211.93	187.5	350	-0.159	-0.4588	1.219	109.46	225	0.0231	0.0062	357.301
E4	ALL	DELAY_0|EXT|TRAIL_1.5R	137561	0.3245	-24.82	-98.75	211.93	187.5	350	-0.1498	-0.6714	1.692	141.35	287.5	0.0442	0.0146	357.301
E4	ALL	DELAY_0|RECLAIM|PHASE	72812	0.1332	-27.77	-105	104.57	87.5	187.5	-0.3627	-1.3111	1.782	99.81	187.5	0.0506	0.0254	189.122
E4	ALL	DELAY_0|RECLAIM|TRAIL_1.0R	72812	0.2701	-28.46	-55	104.57	87.5	187.5	-0.361	-0.68	1.133	56.76	125	0.0059	0.0012	189.122
E4	ALL	DELAY_0|RECLAIM|TRAIL_1.5R	72812	0.2764	-28.3	-67.5	104.57	87.5	187.5	-0.3542	-0.9889	1.645	72.88	150	0.0137	0.0038	189.122
E4	ALL	DELAY_0|SWING|PHASE	138578	0.0965	-24.63	-80	66.72	56.25	100	-0.449	-1.48	-0.4	68.63	112.5	0.0363	0.0192	359.943
E4	ALL	DELAY_0|SWING|TRAIL_1.0R	138578	0.2483	-26.29	-42.5	66.72	56.25	100	-0.4696	-0.8476	1.12	37.39	75	0.0015	0.0003	359.943
E4	ALL	DELAY_0|SWING|TRAIL_1.5R	138578	0.2593	-25.69	-55	66.72	56.25	100	-0.4598	-1.1	1.65	47.53	100	0.0044	0.0009	359.943
E4	ALL	DELAY_30|EXT|PHASE	135461	0.2478	-23.72	-161.25	215.67	193.75	362.5	-0.155	-1.1167	2.21	179.54	325	0.0814	0.0396	351.847
E4	ALL	DELAY_30|EXT|TRAIL_1.0R	135461	0.3227	-26.51	-73.75	215.67	193.75	362.5	-0.1595	-0.4571	1.207	110.88	237.5	0.0248	0.0066	351.847
E4	ALL	DELAY_30|EXT|TRAIL_1.5R	135461	0.3274	-24.09	-98.75	215.67	193.75	362.5	-0.1485	-0.67	1.678	143.21	300	0.0451	0.0159	351.847
E4	ALL	DELAY_30|RECLAIM|PHASE	72331	0.1415	-26.98	-105	112.37	87.5	212.5	-0.3373	-1.3	1.975	105.9	200	0.0534	0.027	187.873
E4	ALL	DELAY_30|RECLAIM|TRAIL_1.0R	72331	0.2743	-28.15	-55	112.37	87.5	212.5	-0.3403	-0.6727	1.15	60.52	137.5	0.0077	0.0016	187.873
E4	ALL	DELAY_30|RECLAIM|TRAIL_1.5R	72331	0.2796	-27.42	-67.5	112.37	87.5	212.5	-0.3301	-0.975	1.671	77.82	162.5	0.0167	0.0049	187.873
E4	ALL	DELAY_30|SWING|PHASE	138839	0.1007	-23.55	-80	69.83	62.5	112.5	-0.4334	-1.48	0.1	71.26	125	0.0376	0.0202	360.621
E4	ALL	DELAY_30|SWING|TRAIL_1.0R	138839	0.2523	-25.78	-42.5	69.83	62.5	112.5	-0.4502	-0.8	1.145	38.67	75	0.0019	0.0003	360.621
E4	ALL	DELAY_30|SWING|TRAIL_1.5R	138839	0.2645	-24.61	-55	69.83	62.5	112.5	-0.4329	-1.1	1.7	49.32	100	0.0054	0.0012	360.621
E4	ALL	DELAY_60|EXT|PHASE	133634	0.2507	-24.19	-161.25	220.1	200	375	-0.1571	-1.1143	2.186	182.17	337.5	0.0819	0.0397	347.101
E4	ALL	DELAY_60|EXT|TRAIL_1.0R	133634	0.322	-26.76	-73.75	220.1	200	375	-0.162	-0.4571	1.2	113.37	243.75	0.0259	0.0072	347.101
E4	ALL	DELAY_60|EXT|TRAIL_1.5R	133634	0.3277	-24.49	-98.75	220.1	200	375	-0.1514	-0.6714	1.664	146.2	300	0.0466	0.0165	347.101
E4	ALL	DELAY_60|RECLAIM|PHASE	72334	0.1494	-26.63	-105	119.81	100	225	-0.3186	-1.275	2.086	111.63	212.5	0.0561	0.0285	187.881
E4	ALL	DELAY_60|RECLAIM|TRAIL_1.0R	72334	0.275	-28.19	-55	119.81	100	225	-0.3324	-0.65	1.15	64.37	143.75	0.0092	0.002	187.881
E4	ALL	DELAY_60|RECLAIM|TRAIL_1.5R	72334	0.2787	-27.4	-73.75	119.81	100	225	-0.3224	-0.9667	1.678	82.92	175	0.0195	0.0062	187.881
E4	ALL	DELAY_60|SWING|PHASE	139169	0.1046	-23.94	-86.25	73	62.5	125	-0.4268	-1.4667	0.45	73.94	125	0.0387	0.0207	361.478
E4	ALL	DELAY_60|SWING|TRAIL_1.0R	139169	0.2528	-26.31	-42.5	73	62.5	125	-0.4444	-0.8	1.15	40.64	87.5	0.0022	0.0005	361.478
E4	ALL	DELAY_60|SWING|TRAIL_1.5R	139169	0.2636	-25.19	-55	73	62.5	125	-0.4294	-1.1	1.7	51.7	100	0.0062	0.0014	361.478
E4	ALL	DELAY_120|EXT|PHASE	130417	0.2552	-23.68	-155	227.38	200	400	-0.1533	-1.1091	2.127	186.04	350	0.0831	0.0402	338.745
E4	ALL	DELAY_120|EXT|TRAIL_1.0R	130417	0.3217	-26.32	-73.75	227.38	200	400	-0.1618	-0.4556	1.2	116.52	250	0.0274	0.0082	338.745
E4	ALL	DELAY_120|EXT|TRAIL_1.5R	130417	0.327	-24.24	-98.75	227.38	200	400	-0.1523	-0.6652	1.662	150.43	312.5	0.049	0.0178	338.745
E4	ALL	DELAY_120|RECLAIM|PHASE	71960	0.1609	-25.58	-111.25	132.11	100	250	-0.3138	-1.24	2.2	120.7	237.5	0.0603	0.0305	186.909
E4	ALL	DELAY_120|RECLAIM|TRAIL_1.0R	71960	0.2829	-27.44	-55	132.11	100	250	-0.3065	-0.62	1.15	70.32	150	0.0122	0.0032	186.909
E4	ALL	DELAY_120|RECLAIM|TRAIL_1.5R	71960	0.2859	-26.59	-73.75	132.11	100	250	-0.2968	-0.9154	1.7	90.77	200	0.0231	0.0076	186.909
E4	ALL	DELAY_120|SWING|PHASE	139360	0.1099	-24.76	-92.5	77.83	62.5	131.25	-0.4171	-1.4	0.8	78.16	137.5	0.0404	0.0211	361.974
E4	ALL	DELAY_120|SWING|TRAIL_1.0R	139360	0.258	-26.18	-48.75	77.83	62.5	131.25	-0.4257	-0.76	1.15	43.15	87.5	0.0026	0.0006	361.974
E4	ALL	DELAY_120|SWING|TRAIL_1.5R	139360	0.2677	-25.13	-55	77.83	62.5	131.25	-0.4111	-1.0875	1.7	54.98	112.5	0.0074	0.0018	361.974
E4	ALL	DELAY_180|EXT|PHASE	127750	0.2603	-23.59	-155	234.34	200	412.5	-0.149	-1.1043	2.108	189.67	362.5	0.0841	0.0405	331.818
E4	ALL	DELAY_180|EXT|TRAIL_1.0R	127750	0.3227	-26.65	-73.75	234.34	200	412.5	-0.1621	-0.4556	1.186	119.87	262.5	0.0292	0.0091	331.818
E4	ALL	DELAY_180|EXT|TRAIL_1.5R	127750	0.3306	-23.68	-98.75	234.34	200	412.5	-0.1484	-0.6556	1.65	154.59	325	0.0504	0.0189	331.818
E4	ALL	DELAY_180|RECLAIM|PHASE	71917	0.1713	-23.76	-117.5	142.83	112.5	275	-0.2667	-1.2333	2.234	128.38	250	0.0643	0.0327	186.797
E4	ALL	DELAY_180|RECLAIM|TRAIL_1.0R	71917	0.2875	-27.13	-55	142.83	112.5	275	-0.2906	-0.6	1.178	75.53	168.75	0.014	0.004	186.797
E4	ALL	DELAY_180|RECLAIM|TRAIL_1.5R	71917	0.2891	-27.03	-76.88	142.83	112.5	275	-0.2865	-0.9	1.673	97.61	212.5	0.0252	0.0087	186.797
E4	ALL	DELAY_180|SWING|PHASE	139434	0.1158	-23.54	-92.5	82.22	62.5	143.75	-0.3897	-1.4	1.147	81.68	150	0.0425	0.0223	362.166
E4	ALL	DELAY_180|SWING|TRAIL_1.0R	139434	0.2599	-26.46	-48.75	82.22	62.5	143.75	-0.4136	-0.7333	1.15	45.27	100	0.0031	0.0006	362.166
E4	ALL	DELAY_180|SWING|TRAIL_1.5R	139434	0.2702	-24.83	-58.12	82.22	62.5	143.75	-0.3966	-1.0667	1.663	57.83	125	0.0088	0.0024	362.166
E4	ALL	DELAY_300|EXT|PHASE	123522	0.2687	-23.41	-155	247.01	212.5	450	-0.1526	-1.096	2.052	196.09	387.5	0.0856	0.0415	320.836
E4	ALL	DELAY_300|EXT|TRAIL_1.0R	123522	0.3269	-26.92	-73.75	247.01	212.5	450	-0.1615	-0.445	1.163	125.63	275	0.0321	0.0106	320.836
E4	ALL	DELAY_300|EXT|TRAIL_1.5R	123522	0.3337	-23.76	-92.5	247.01	212.5	450	-0.1527	-0.6333	1.614	161.3	350	0.0535	0.0214	320.836
E4	ALL	DELAY_300|RECLAIM|PHASE	71478	0.1888	-22.93	-117.5	161.75	125	325	-0.2475	-1.2	2.293	141.52	287.5	0.0694	0.0358	185.657
E4	ALL	DELAY_300|RECLAIM|TRAIL_1.0R	71478	0.2946	-26.75	-55	161.75	125	325	-0.2626	-0.5818	1.2	84.99	193.75	0.0173	0.0061	185.657
E4	ALL	DELAY_300|RECLAIM|TRAIL_1.5R	71478	0.3	-25.07	-80	161.75	125	325	-0.2515	-0.85	1.7	109.64	237.5	0.0315	0.0119	185.657
E4	ALL	DELAY_300|SWING|PHASE	139720	0.1256	-23	-92.5	89.79	75	162.5	-0.3637	-1.4	1.52	87.76	162.5	0.0457	0.024	362.909
E4	ALL	DELAY_300|SWING|TRAIL_1.0R	139720	0.2641	-26.31	-48.75	89.79	75	162.5	-0.3902	-0.725	1.15	48.84	100	0.0047	0.001	362.909
E4	ALL	DELAY_300|SWING|TRAIL_1.5R	139720	0.2722	-25.29	-61.25	89.79	75	162.5	-0.3804	-1.0333	1.66	62.83	125	0.0108	0.0031	362.909
E4	ALL	DELAY_600|EXT|PHASE	116178	0.2841	-21.96	-148.75	274.23	225	512.5	-0.1467	-1.0824	1.95	208.35	425	0.0885	0.0434	301.761
E4	ALL	DELAY_600|EXT|TRAIL_1.0R	116178	0.3334	-24.91	-67.5	274.23	225	512.5	-0.1526	-0.4207	1.155	137.18	312.5	0.0384	0.014	301.761
E4	ALL	DELAY_600|EXT|TRAIL_1.5R	116178	0.3412	-23.14	-92.5	274.23	225	512.5	-0.1463	-0.5778	1.564	174.93	387.5	0.0584	0.0245	301.761
E4	ALL	DELAY_600|RECLAIM|PHASE	71154	0.2191	-20.21	-130	197.7	150	400	-0.2074	-1.1556	2.24	163.56	337.5	0.0778	0.0398	184.816
E4	ALL	DELAY_600|RECLAIM|TRAIL_1.0R	71154	0.3053	-25.37	-61.25	197.7	150	400	-0.2302	-0.5333	1.185	101.13	237.5	0.0248	0.0093	184.816
E4	ALL	DELAY_600|RECLAIM|TRAIL_1.5R	71154	0.3113	-22.86	-80	197.7	150	400	-0.2242	-0.7923	1.677	130.39	300	0.0425	0.0173	184.816
E4	ALL	DELAY_600|SWING|PHASE	139801	0.1418	-24.02	-98.75	104.74	75	200	-0.3461	-1.3429	1.862	99.4	187.5	0.0502	0.0255	363.119
E4	ALL	DELAY_600|SWING|TRAIL_1.0R	139801	0.2739	-26.27	-48.75	104.74	75	200	-0.3557	-0.68	1.15	56.41	125	0.0065	0.0017	363.119
E4	ALL	DELAY_600|SWING|TRAIL_1.5R	139801	0.2801	-25.33	-61.25	104.74	75	200	-0.3437	-0.975	1.7	72.62	150	0.0145	0.0044	363.119
E4	ALL	TREND_900|EXT|PHASE	68350	0.3491	-17.42	-205	387.37	331.25	650	-0.0722	-1.0338	1.821	276.01	525	0.1135	0.057	177.532
E4	ALL	TREND_900|EXT|TRAIL_1.0R	68350	0.362	-20.8	-98.75	387.37	331.25	650	-0.0783	-0.3241	1.163	190.41	400	0.0628	0.0251	177.532
E4	ALL	TREND_900|EXT|TRAIL_1.5R	68350	0.3696	-19.64	-130	387.37	331.25	650	-0.0749	-0.4133	1.504	240.56	487.5	0.0888	0.0398	177.532
E4	ALL	TREND_900|RECLAIM|PHASE	68350	0.2379	-19.86	-130	224.82	168.75	450	-0.1845	-1.1333	2.18	180.53	375	0.0829	0.0423	177.532
E4	ALL	TREND_900|RECLAIM|TRAIL_1.0R	68350	0.3159	-24.82	-67.5	224.82	168.75	450	-0.1983	-0.4909	1.178	114.23	262.5	0.029	0.0111	177.532
E4	ALL	TREND_900|RECLAIM|TRAIL_1.5R	68350	0.3223	-21.54	-86.25	224.82	168.75	450	-0.1911	-0.725	1.647	146.39	325	0.048	0.0205	177.532
E4	ALL	TREND_900|SWING|PHASE	66839	0.1382	-21.53	-92.5	101.49	75	200	-0.3563	-1.3429	1.78	95.84	187.5	0.0493	0.025	173.608
E4	ALL	TREND_900|SWING|TRAIL_1.0R	66839	0.2675	-26.05	-48.75	101.49	75	200	-0.382	-0.7	1.145	54.55	125	0.0066	0.0018	173.608
E4	ALL	TREND_900|SWING|TRAIL_1.5R	66839	0.2745	-24.92	-61.25	101.49	75	200	-0.3701	-1.0231	1.678	70.19	150	0.014	0.0046	173.608
