# ROUND-2 SEALED BLIND LEDGER 20240429 (E6R2X-BLIND-D1) — hand channel ONLY (R2-9: the rubric never seats)
# every TAKE carries a decision_journal entry written BEFORE the call and a RIBBON_ACCESS row for the window it read
ep	asset	sec	side	call	p	src	compl	why
HG-20240429-S-E10	HG	03:05	S	SKIP	0.000	-	-	-
SI-20240429-S-E09	SI	03:05	S	SKIP	0.000	-	-	-
HG-20240429-L-E09	HG	03:07	L	SKIP	0.000	-	-	-
HG-20240429-S-E11	HG	03:09	S	SKIP	0.000	-	-	-
SI-20240429-S-E10	SI	03:11	S	SKIP	0.000	-	-	-
HG-20240429-L-E10	HG	03:13	L	SKIP	0.000	-	-	-
HG-20240429-S-E12	HG	03:14	S	SKIP	0.000	-	-	-
NKD-20240429-S-E12	NKD	03:15	S	SKIP	0.000	-	-	-
SI-20240429-S-E11	SI	03:16	S	SKIP	0.000	-	-	-
NKD-20240429-L-E13	NKD	03:17	L	SKIP	0.000	-	-	-
SI-20240429-L-E11	SI	03:18	L	SKIP	0.000	-	-	-
HG-20240429-L-E11	HG	03:19	L	SKIP	0.000	-	-	-
SI-20240429-S-E12	SI	03:21	S	SKIP	0.000	-	-	-
HG-20240429-S-E13	HG	03:23	S	SKIP	0.000	-	-	-
NKD-20240429-S-E13	NKD	03:23	S	SKIP	0.000	-	-	-
HG-20240429-L-E12	HG	03:25	L	SKIP	0.000	-	-	-
HG-20240429-S-E14	HG	03:27	S	SKIP	0.000	-	-	-
NKD-20240429-S-E14	NKD	03:27	S	SKIP	0.000	-	-	-
HG-20240429-L-E13	HG	03:28	L	SKIP	0.000	-	-	-
NKD-20240429-L-E14	NKD	03:32	L	SKIP	0.000	-	-	-
SI-20240429-S-E13	SI	03:33	S	SKIP	0.000	-	-	-
HG-20240429-S-E15	HG	03:33	S	SKIP	0.000	-	-	-
HG-20240429-L-E14	HG	03:34	L	SKIP	0.000	-	-	-
SI-20240429-L-E12	SI	03:37	L	SKIP	0.000	-	-	-
SI-20240429-S-E14	SI	03:37	S	SKIP	0.000	-	-	-
HG-20240429-S-E16	HG	03:37	S	SKIP	0.000	-	-	-
NKD-20240429-S-E15	NKD	03:37	S	SKIP	0.000	-	-	-
HG-20240429-L-E15	HG	03:37	L	SKIP	0.000	-	-	-
NKD-20240429-L-E15	NKD	03:37	L	SKIP	0.000	-	-	-
SI-20240429-L-E13	SI	03:41	L	SKIP	0.000	-	-	-
HG-20240429-S-E17	HG	03:42	S	SKIP	0.000	-	-	-
SI-20240429-S-E15	SI	03:42	S	SKIP	0.000	-	-	-
NKD-20240429-L-E16	NKD	03:46	L	SKIP	0.000	-	-	-
HG-20240429-L-E16	HG	03:46	L	SKIP	0.000	-	-	-
SI-20240429-L-E14	SI	03:46	L	SKIP	0.000	-	-	-
HG-20240429-S-E18	HG	03:48	S	SKIP	0.000	-	-	-
NKD-20240429-S-E16	NKD	03:48	S	SKIP	0.000	-	-	-
SI-20240429-S-E16	SI	03:49	S	SKIP	0.000	-	-	-
HG-20240429-S-E19	HG	03:51	S	SKIP	0.000	-	-	-
HG-20240429-L-E17	HG	03:52	L	SKIP	0.000	-	-	-
SI-20240429-S-E17	SI	03:54	S	SKIP	0.000	-	-	-
NKD-20240429-S-E17	NKD	03:56	S	SKIP	0.000	-	-	-
HG-20240429-L-E18	HG	03:57	L	SKIP	0.000	-	-	-
SI-20240429-L-E15	SI	03:57	L	SKIP	0.000	-	-	-
HG-20240429-L-E19	HG	03:59	L	SKIP	0.000	-	-	-
NKD-20240429-S-E18	NKD	04:02	S	SKIP	0.000	-	-	-
SI-20240429-S-E18	SI	04:02	S	SKIP	0.000	-	-	-
HG-20240429-S-E20	HG	04:04	S	SKIP	0.000	-	-	-
HG-20240429-L-E20	HG	04:06	L	SKIP	0.000	-	-	-
HG-20240429-L-E21	HG	04:08	L	SKIP	0.000	-	-	-
SI-20240429-L-E16	SI	04:08	L	SKIP	0.000	-	-	-
NKD-20240429-L-E17	NKD	04:10	L	SKIP	0.000	-	-	-
SI-20240429-L-E17	SI	04:11	L	SKIP	0.000	-	-	-
SI-20240429-S-E19	SI	04:15	S	SKIP	0.000	-	-	-
NKD-20240429-L-E18	NKD	04:19	L	SKIP	0.000	-	-	-
NKD-20240429-L-E19	NKD	04:24	L	SKIP	0.000	-	-	-
SI-20240429-S-E20	SI	04:29	S	SKIP	0.000	-	-	-
SI-20240429-L-E18	SI	04:32	L	SKIP	0.000	-	-	-
HG-20240429-S-E21	HG	04:33	S	SKIP	0.000	-	-	-
SI-20240429-S-E21	SI	04:34	S	SKIP	0.000	-	-	-
HG-20240429-L-E22	HG	04:37	L	SKIP	0.000	-	-	-
NKD-20240429-S-E19	NKD	04:37	S	SKIP	0.000	-	-	-
HG-20240429-S-E22	HG	04:39	S	SKIP	0.000	-	-	-
SI-20240429-S-E22	SI	04:42	S	SKIP	0.000	-	-	-
NKD-20240429-S-E20	NKD	04:42	S	SKIP	0.000	-	-	-
NKD-20240429-L-E20	NKD	04:45	L	SKIP	0.000	-	-	-
SI-20240429-L-E19	SI	04:47	L	SKIP	0.000	-	-	-
HG-20240429-S-E23	HG	04:50	S	SKIP	0.000	-	-	-
SI-20240429-S-E23	SI	04:50	S	SKIP	0.000	-	-	-
HG-20240429-S-E24	HG	04:53	S	SKIP	0.000	-	-	-
HG-20240429-L-E23	HG	04:54	L	SKIP	0.000	-	-	-
SI-20240429-L-E20	SI	04:55	L	SKIP	0.000	-	-	-
HG-20240429-L-E24	HG	04:59	L	SKIP	0.000	-	-	-
HG-20240429-S-E25	HG	05:02	S	SKIP	0.000	-	-	-
SI-20240429-S-E24	SI	05:02	S	SKIP	0.000	-	-	-
NKD-20240429-S-E21	NKD	05:05	S	SKIP	0.000	-	-	-
HG-20240429-L-E25	HG	05:05	L	SKIP	0.000	-	-	-
SI-20240429-L-E21	SI	05:06	L	SKIP	0.000	-	-	-
SI-20240429-S-E25	SI	05:09	S	SKIP	0.000	-	-	-
HG-20240429-S-E26	HG	05:09	S	SKIP	0.000	-	-	-
NKD-20240429-S-E22	NKD	05:10	S	SKIP	0.000	-	-	-
NKD-20240429-L-E21	NKD	05:12	L	SKIP	0.000	-	-	-
SI-20240429-L-E22	SI	05:14	L	SKIP	0.000	-	-	-
HG-20240429-L-E26	HG	05:15	L	SKIP	0.000	-	-	-
NKD-20240429-L-E22	NKD	05:15	L	SKIP	0.000	-	-	-
SI-20240429-L-E23	SI	05:20	L	SKIP	0.000	-	-	-
HG-20240429-L-E27	HG	05:23	L	SKIP	0.000	-	-	-
HG-20240429-S-E27	HG	05:24	S	SKIP	0.000	-	-	-
NKD-20240429-S-E23	NKD	05:26	S	SKIP	0.000	-	-	-
NKD-20240429-S-E24	NKD	05:31	S	SKIP	0.000	-	-	-
SI-20240429-L-E24	SI	05:33	L	SKIP	0.000	-	-	-
HG-20240429-L-E28	HG	05:37	L	SKIP	0.000	-	-	-
HG-20240429-L-E29	HG	05:40	L	SKIP	0.000	-	-	-
NKD-20240429-L-E23	NKD	05:40	L	SKIP	0.000	-	-	-
HG-20240429-S-E28	HG	05:43	S	SKIP	0.000	-	-	-
SI-20240429-S-E26	SI	05:48	S	SKIP	0.000	-	-	-
HG-20240429-S-E29	HG	05:50	S	SKIP	0.000	-	-	-
NKD-20240429-L-E24	NKD	05:51	L	SKIP	0.000	-	-	-
NKD-20240429-L-E25	NKD	05:55	L	SKIP	0.000	-	-	-
SI-20240429-L-E25	SI	05:57	L	SKIP	0.000	-	-	-
NKD-20240429-S-E25	NKD	05:59	S	SKIP	0.000	-	-	-
HG-20240429-L-E30	HG	06:00	L	SKIP	0.000	-	-	-
NKD-20240429-L-E26	NKD	06:01	L	SKIP	0.000	-	-	-
SI-20240429-S-E27	SI	06:04	S	SKIP	0.000	-	-	-
HG-20240429-S-E30	HG	06:06	S	SKIP	0.000	-	-	-
NKD-20240429-S-E26	NKD	06:07	S	SKIP	0.000	-	-	-
NKD-20240429-L-E27	NKD	06:08	L	SKIP	0.000	-	-	-
HG-20240429-L-E31	HG	06:09	L	SKIP	0.000	-	-	-
SI-20240429-L-E26	SI	06:09	L	SKIP	0.000	-	-	-
HG-20240429-L-E32	HG	06:14	L	SKIP	0.000	-	-	-
HG-20240429-L-E33	HG	06:17	L	SKIP	0.000	-	-	-
NKD-20240429-S-E27	NKD	06:17	S	SKIP	0.000	-	-	-
NKD-20240429-L-E28	NKD	06:18	L	SKIP	0.000	-	-	-
SI-20240429-S-E28	SI	06:24	S	SKIP	0.000	-	-	-
HG-20240429-S-E31	HG	06:25	S	SKIP	0.000	-	-	-
NKD-20240429-S-E28	NKD	06:26	S	SKIP	0.000	-	-	-
HG-20240429-S-E32	HG	06:27	S	SKIP	0.000	-	-	-
NKD-20240429-L-E29	NKD	06:27	L	SKIP	0.000	-	-	-
SI-20240429-S-E29	SI	06:29	S	SKIP	0.000	-	-	-
NKD-20240429-S-E29	NKD	06:31	S	SKIP	0.000	-	-	-
SI-20240429-S-E30	SI	06:32	S	SKIP	0.000	-	-	-
HG-20240429-L-E34	HG	06:35	L	SKIP	0.000	-	-	-
NKD-20240429-L-E30	NKD	06:38	L	SKIP	0.000	-	-	-
HG-20240429-L-E35	HG	06:38	L	SKIP	0.000	-	-	-
SI-20240429-L-E27	SI	06:40	L	SKIP	0.000	-	-	-
NKD-20240429-S-E30	NKD	06:41	S	SKIP	0.000	-	-	-
HG-20240429-L-E36	HG	06:42	L	SKIP	0.000	-	-	-
NKD-20240429-L-E31	NKD	06:43	L	SKIP	0.000	-	-	-
NKD-20240429-L-E32	NKD	06:46	L	SKIP	0.000	-	-	-
NKD-20240429-S-E31	NKD	06:47	S	SKIP	0.000	-	-	-
NKD-20240429-S-E32	NKD	06:49	S	SKIP	0.000	-	-	-
NKD-20240429-L-E33	NKD	06:56	L	SKIP	0.000	-	-	-
NKD-20240429-S-E33	NKD	06:56	S	SKIP	0.000	-	-	-
NKD-20240429-S-E34	NKD	07:02	S	SKIP	0.000	-	-	-
NKD-20240429-L-E34	NKD	07:03	L	SKIP	0.000	-	-	-
HG-20240429-S-E33	HG	07:04	S	SKIP	0.000	-	-	-
NKD-20240429-S-E35	NKD	07:04	S	SKIP	0.000	-	-	-
SI-20240429-L-E28	SI	07:05	L	SKIP	0.000	-	-	-
NKD-20240429-L-E35	NKD	07:05	L	SKIP	0.000	-	-	-
NKD-20240429-L-E36	NKD	07:08	L	SKIP	0.000	-	-	-
NKD-20240429-S-E36	NKD	07:10	S	SKIP	0.000	-	-	-
HG-20240429-S-E34	HG	07:10	S	SKIP	0.000	-	-	-
HG-20240429-L-E37	HG	07:13	L	SKIP	0.000	-	-	-
HG-20240429-S-E35	HG	07:16	S	SKIP	0.000	-	-	-
NKD-20240429-S-E37	NKD	07:16	S	SKIP	0.000	-	-	-
NKD-20240429-L-E37	NKD	07:17	L	SKIP	0.000	-	-	-
SI-20240429-S-E31	SI	07:20	S	SKIP	0.000	-	-	-
HG-20240429-S-E36	HG	07:20	S	SKIP	0.000	-	-	-
NKD-20240429-S-E38	NKD	07:22	S	SKIP	0.000	-	-	-
NKD-20240429-L-E38	NKD	07:24	L	SKIP	0.000	-	-	-
SI-20240429-S-E32	SI	07:25	S	SKIP	0.000	-	-	-
NKD-20240429-L-E39	NKD	07:27	L	SKIP	0.000	-	-	-
NKD-20240429-S-E39	NKD	07:30	S	SKIP	0.000	-	-	-
HG-20240429-L-E38	HG	07:32	L	SKIP	0.000	-	-	-
SI-20240429-L-E29	SI	07:32	L	SKIP	0.000	-	-	-
NKD-20240429-S-E40	NKD	07:33	S	SKIP	0.000	-	-	-
NKD-20240429-L-E40	NKD	07:34	L	SKIP	0.000	-	-	-
SI-20240429-S-E33	SI	07:35	S	SKIP	0.000	-	-	-
HG-20240429-S-E37	HG	07:35	S	SKIP	0.000	-	-	-
HG-20240429-L-E39	HG	07:38	L	SKIP	0.000	-	-	-
HG-20240429-S-E38	HG	07:39	S	SKIP	0.000	-	-	-
SI-20240429-L-E30	SI	07:41	L	SKIP	0.000	-	-	-
NKD-20240429-L-E41	NKD	07:42	L	SKIP	0.000	-	-	-
HG-20240429-S-E39	HG	07:43	S	SKIP	0.000	-	-	-
SI-20240429-S-E34	SI	07:46	S	SKIP	0.000	-	-	-
HG-20240429-L-E40	HG	07:46	L	SKIP	0.000	-	-	-
SI-20240429-L-E31	SI	07:50	L	SKIP	0.000	-	-	-
HG-20240429-S-E40	HG	07:50	S	SKIP	0.000	-	-	-
SI-20240429-S-E35	SI	07:53	S	SKIP	0.000	-	-	-
NKD-20240429-S-E41	NKD	07:53	S	SKIP	0.000	-	-	-
HG-20240429-L-E41	HG	07:56	L	SKIP	0.000	-	-	-
NKD-20240429-S-E42	NKD	07:56	S	SKIP	0.000	-	-	-
NKD-20240429-L-E42	NKD	07:57	L	SKIP	0.000	-	-	-
SI-20240429-L-E32	SI	07:57	L	SKIP	0.000	-	-	-
NKD-20240429-S-E43	NKD	08:02	S	SKIP	0.000	-	-	-
NKD-20240429-L-E43	NKD	08:06	L	SKIP	0.000	-	-	-
HG-20240429-S-E41	HG	08:07	S	SKIP	0.000	-	-	-
NKD-20240429-S-E44	NKD	08:08	S	SKIP	0.000	-	-	-
HG-20240429-L-E42	HG	08:09	L	SKIP	0.000	-	-	-
SI-20240429-L-E33	SI	08:12	L	SKIP	0.000	-	-	-
NKD-20240429-S-E45	NKD	08:13	S	SKIP	0.000	-	-	-
SI-20240429-S-E36	SI	08:15	S	SKIP	0.000	-	-	-
HG-20240429-S-E42	HG	08:18	S	SKIP	0.000	-	-	-
NKD-20240429-L-E44	NKD	08:22	L	SKIP	0.000	-	-	-
SI-20240429-S-E37	SI	08:23	S	SKIP	0.000	-	-	-
HG-20240429-S-E43	HG	08:24	S	SKIP	0.000	-	-	-
NKD-20240429-L-E45	NKD	08:28	L	SKIP	0.000	-	-	-
HG-20240429-L-E43	HG	08:28	L	SKIP	0.000	-	-	-
HG-20240429-S-E44	HG	08:30	S	SKIP	0.000	-	-	-
NKD-20240429-L-E46	NKD	08:31	L	SKIP	0.000	-	-	-
SI-20240429-S-E38	SI	08:32	S	SKIP	0.000	-	-	-
HG-20240429-L-E44	HG	08:33	L	SKIP	0.000	-	-	-
NKD-20240429-S-E46	NKD	08:34	S	SKIP	0.000	-	-	-
HG-20240429-S-E45	HG	08:35	S	SKIP	0.000	-	-	-
SI-20240429-L-E34	SI	08:36	L	SKIP	0.000	-	-	-
HG-20240429-L-E45	HG	08:36	L	SKIP	0.000	-	-	-
HG-20240429-S-E46	HG	08:38	S	SKIP	0.000	-	-	-
SI-20240429-S-E39	SI	08:38	S	SKIP	0.000	-	-	-
NKD-20240429-L-E47	NKD	08:40	L	SKIP	0.000	-	-	-
NKD-20240429-L-E48	NKD	08:47	L	SKIP	0.000	-	-	-
HG-20240429-L-E46	HG	08:51	L	SKIP	0.000	-	-	-
SI-20240429-L-E35	SI	08:52	L	SKIP	0.000	-	-	-
SI-20240429-S-E40	SI	08:53	S	SKIP	0.000	-	-	-
HG-20240429-S-E47	HG	08:54	S	SKIP	0.000	-	-	-
NKD-20240429-S-E47	NKD	08:55	S	SKIP	0.000	-	-	-
SI-20240429-L-E36	SI	08:58	L	SKIP	0.000	-	-	-
HG-20240429-L-E47	HG	08:58	L	SKIP	0.000	-	-	-
HG-20240429-L-E48	HG	09:01	L	SKIP	0.000	-	-	-
SI-20240429-L-E37	SI	09:02	L	SKIP	0.000	-	-	-
HG-20240429-S-E48	HG	09:02	S	SKIP	0.000	-	-	-
HG-20240429-L-E49	HG	09:07	L	SKIP	0.000	-	-	-
SI-20240429-S-E41	SI	09:07	S	SKIP	0.000	-	-	-
NKD-20240429-S-E48	NKD	09:08	S	SKIP	0.000	-	-	-
NKD-20240429-L-E49	NKD	09:11	L	SKIP	0.000	-	-	-
HG-20240429-L-E50	HG	09:11	L	SKIP	0.000	-	-	-
NKD-20240429-S-E49	NKD	09:11	S	SKIP	0.000	-	-	-
SI-20240429-L-E38	SI	09:11	L	SKIP	0.000	-	-	-
HG-20240429-S-E49	HG	09:12	S	SKIP	0.000	-	-	-
HG-20240429-L-E51	HG	09:14	L	SKIP	0.000	-	-	-
HG-20240429-S-E50	HG	09:16	S	SKIP	0.000	-	-	-
NKD-20240429-L-E50	NKD	09:18	L	SKIP	0.000	-	-	-
NKD-20240429-S-E50	NKD	09:18	S	SKIP	0.000	-	-	-
HG-20240429-S-E51	HG	09:20	S	SKIP	0.000	-	-	-
NKD-20240429-L-E51	NKD	09:23	L	SKIP	0.000	-	-	-
HG-20240429-L-E52	HG	09:25	L	SKIP	0.000	-	-	-
SI-20240429-L-E39	SI	09:26	L	SKIP	0.000	-	-	-
SI-20240429-S-E42	SI	09:27	S	SKIP	0.000	-	-	-
HG-20240429-S-E52	HG	09:28	S	SKIP	0.000	-	-	-
HG-20240429-L-E53	HG	09:30	L	SKIP	0.000	-	-	-
SI-20240429-S-E43	SI	09:31	S	SKIP	0.000	-	-	-
NKD-20240429-L-E52	NKD	09:32	L	SKIP	0.000	-	-	-
NKD-20240429-S-E51	NKD	09:32	S	SKIP	0.000	-	-	-
SI-20240429-L-E40	SI	09:32	L	SKIP	0.000	-	-	-
HG-20240429-S-E53	HG	09:37	S	SKIP	0.000	-	-	-
HG-20240429-L-E54	HG	09:39	L	SKIP	0.000	-	-	-
NKD-20240429-L-E53	NKD	09:42	L	SKIP	0.000	-	-	-
NKD-20240429-S-E52	NKD	09:44	S	SKIP	0.000	-	-	-
HG-20240429-S-E54	HG	09:45	S	SKIP	0.000	-	-	-
NKD-20240429-L-E54	NKD	09:45	L	SKIP	0.000	-	-	-
SI-20240429-S-E44	SI	09:48	S	SKIP	0.000	-	-	-
NKD-20240429-S-E53	NKD	09:49	S	SKIP	0.000	-	-	-
NKD-20240429-L-E55	NKD	09:51	L	SKIP	0.000	-	-	-
HG-20240429-L-E55	HG	09:52	L	SKIP	0.000	-	-	-
SI-20240429-L-E41	SI	09:57	L	SKIP	0.000	-	-	-
HG-20240429-S-E55	HG	09:59	S	SKIP	0.000	-	-	-
NKD-20240429-S-E54	NKD	10:03	S	SKIP	0.000	-	-	-
HG-20240429-L-E56	HG	10:04	L	SKIP	0.000	-	-	-
NKD-20240429-L-E56	NKD	10:09	L	SKIP	0.000	-	-	-
HG-20240429-S-E56	HG	10:10	S	SKIP	0.000	-	-	-
NKD-20240429-S-E55	NKD	10:12	S	SKIP	0.000	-	-	-
SI-20240429-S-E45	SI	10:14	S	SKIP	0.000	-	-	-
NKD-20240429-L-E57	NKD	10:14	L	SKIP	0.000	-	-	-
HG-20240429-L-E57	HG	10:16	L	SKIP	0.000	-	-	-
HG-20240429-S-E57	HG	10:19	S	SKIP	0.000	-	-	-
SI-20240429-S-E46	SI	10:20	S	SKIP	0.000	-	-	-
HG-20240429-L-E58	HG	10:22	L	SKIP	0.000	-	-	-
HG-20240429-S-E58	HG	10:25	S	SKIP	0.000	-	-	-
SI-20240429-L-E42	SI	10:26	L	SKIP	0.000	-	-	-
NKD-20240429-S-E56	NKD	10:30	S	SKIP	0.000	-	-	-
SI-20240429-L-E43	SI	10:31	L	SKIP	0.000	-	-	-
HG-20240429-L-E59	HG	10:33	L	SKIP	0.000	-	-	-
NKD-20240429-L-E58	NKD	10:34	L	SKIP	0.000	-	-	-
NKD-20240429-L-E59	NKD	10:41	L	SKIP	0.000	-	-	-
NKD-20240429-S-E57	NKD	10:46	S	SKIP	0.000	-	-	-
HG-20240429-L-E60	HG	10:46	L	SKIP	0.000	-	-	-
SI-20240429-S-E47	SI	10:49	S	SKIP	0.000	-	-	-
NKD-20240429-S-E58	NKD	10:56	S	SKIP	0.000	-	-	-
HG-20240429-S-E59	HG	10:57	S	SKIP	0.000	-	-	-
HG-20240429-L-E61	HG	11:00	L	SKIP	0.000	-	-	-
NKD-20240429-L-E60	NKD	11:02	L	SKIP	0.000	-	-	-
HG-20240429-S-E60	HG	11:02	S	SKIP	0.000	-	-	-
NKD-20240429-S-E59	NKD	11:03	S	SKIP	0.000	-	-	-
HG-20240429-S-E61	HG	11:07	S	SKIP	0.000	-	-	-
NKD-20240429-S-E60	NKD	11:08	S	SKIP	0.000	-	-	-
NKD-20240429-L-E61	NKD	11:08	L	SKIP	0.000	-	-	-
HG-20240429-L-E62	HG	11:10	L	SKIP	0.000	-	-	-
NKD-20240429-L-E62	NKD	11:11	L	SKIP	0.000	-	-	-
SI-20240429-L-E44	SI	11:11	L	SKIP	0.000	-	-	-
SI-20240429-S-E48	SI	11:15	S	SKIP	0.000	-	-	-
HG-20240429-S-E62	HG	11:15	S	SKIP	0.000	-	-	-
SI-20240429-S-E49	SI	11:18	S	SKIP	0.000	-	-	-
NKD-20240429-S-E61	NKD	11:20	S	SKIP	0.000	-	-	-
NKD-20240429-L-E63	NKD	11:21	L	SKIP	0.000	-	-	-
HG-20240429-L-E63	HG	11:22	L	SKIP	0.000	-	-	-
NKD-20240429-S-E62	NKD	11:23	S	SKIP	0.000	-	-	-
NKD-20240429-L-E64	NKD	11:25	L	SKIP	0.000	-	-	-
HG-20240429-L-E64	HG	11:31	L	SKIP	0.000	-	-	-
HG-20240429-L-E65	HG	11:37	L	SKIP	0.000	-	-	-
SI-20240429-L-E45	SI	11:38	L	SKIP	0.000	-	-	-
NKD-20240429-S-E63	NKD	11:44	S	SKIP	0.000	-	-	-
HG-20240429-S-E63	HG	11:45	S	SKIP	0.000	-	-	-
SI-20240429-L-E46	SI	11:47	L	SKIP	0.000	-	-	-
HG-20240429-L-E66	HG	11:53	L	SKIP	0.000	-	-	-
NKD-20240429-S-E64	NKD	11:53	S	SKIP	0.000	-	-	-
HG-20240429-S-E64	HG	11:55	S	SKIP	0.000	-	-	-
NKD-20240429-S-E65	NKD	11:59	S	SKIP	0.000	-	-	-
SI-20240429-S-E50	SI	11:59	S	SKIP	0.000	-	-	-
HG-20240429-L-E67	HG	12:02	L	SKIP	0.000	-	-	-
NKD-20240429-L-E65	NKD	12:06	L	SKIP	0.000	-	-	-
NKD-20240429-L-E66	NKD	12:14	L	SKIP	0.000	-	-	-
HG-20240429-L-E68	HG	12:18	L	SKIP	0.000	-	-	-
NKD-20240429-S-E66	NKD	12:20	S	SKIP	0.000	-	-	-
NKD-20240429-L-E67	NKD	12:20	L	SKIP	0.000	-	-	-
HG-20240429-S-E65	HG	12:24	S	SKIP	0.000	-	-	-
HG-20240429-S-E66	HG	12:28	S	SKIP	0.000	-	-	-
NKD-20240429-S-E67	NKD	12:28	S	SKIP	0.000	-	-	-
SI-20240429-L-E47	SI	12:32	L	SKIP	0.000	-	-	-
HG-20240429-L-E69	HG	12:35	L	SKIP	0.000	-	-	-
NKD-20240429-L-E68	NKD	12:38	L	SKIP	0.000	-	-	-
SI-20240429-S-E51	SI	12:40	S	SKIP	0.000	-	-	-
SI-20240429-S-E52	SI	12:46	S	SKIP	0.000	-	-	-
SI-20240429-L-E48	SI	12:51	L	SKIP	0.000	-	-	-
NKD-20240429-L-E69	NKD	12:52	L	SKIP	0.000	-	-	-
SI-20240429-S-E53	SI	12:52	S	SKIP	0.000	-	-	-
NKD-20240429-S-E68	NKD	13:02	S	SKIP	0.000	-	-	-
HG-20240429-L-E70	HG	13:02	L	SKIP	0.000	-	-	-
