# PORT M2 THE PRECISION FRONTIER (threshold x day-abstention x agreement) (PORT-M2-PRECISION-FRONTIER-V1)
# three INDEPENDENT readers of the same second: the full model (with teacher features), the teacher-evidence block alone, and the raw event-stream cue block alone
# 2of3 / 3of3 = the candidate is inside the tier for at least two / all three scores; alone_* is the same tier for one score by itself
era	rule	tier	n_candidates	n_seated	n_forfeited	precision	precision_lo	precision_hi	usd_per_trade	usd_per_trade_lo	usd_per_trade_hi	takes_per_day	takes_per_week	usd_per_day	usd_per_day_lo	usd_per_day_hi	usd_per_traded_day	usd_per_week	usd_per_week_lo	usd_week_p10	usd_week_median	frac_losing_weeks	frac_days_traded	n_days_traded	usd_per_session_all	usd_per_session_traded	mean_mae_usd	walled_rate	frac_ge_600	usd_total
E8_GATE_2025H1	2of3	top_10%	11725	340	11385	0.0676	0.0387	0.0966	18.2721	-186.9549	223.4990	2.6772	12.5926	48.9173	-497.8252	595.6598	56.9954	230.0926	-1722.1904	-6573.0000	22.5000	0.4815	0.8583	109	16.3058	34.5139	747.0956	0.6324	0.2529	6212.5000
E8_GATE_2025H1	3of3	top_10%	2306	113	2193	0.1239	0.0677	0.1801	226.1394	-167.0282	619.3069	0.8898	4.1852	201.2106	-151.8273	554.2485	412.1573	946.4352	-289.8262	-1747.5000	375.0000	0.4074	0.4882	62	67.0702	350.0514	813.2190	0.6195	0.2566	25553.7500
E8_GATE_2025H1	alone_FULL_TF	top_10%	17236	317	16919	0.0915	0.0595	0.1234	-41.4945	-212.2844	129.2954	2.4961	11.7407	-103.5728	-535.8917	328.7461	-141.4382	-487.1759	-2245.0043	-4048.2500	-482.5000	0.6296	0.7323	93	-34.5243	-76.0332	751.0844	0.6215	0.2429	-13153.7500
E8_GATE_2025H1	alone_TEACHER	top_10%	17237	372	16865	0.0860	0.0573	0.1147	-26.6902	-181.7239	128.3435	2.9291	13.7778	-78.1791	-532.4148	376.0565	-85.5927	-367.7315	-2115.2977	-5321.5000	-1485.0000	0.5556	0.9134	116	-26.0597	-50.9167	854.4523	0.6774	0.2554	-9928.7500
E8_GATE_2025H1	alone_SEQ	top_10%	17233	688	16545	0.1017	0.0807	0.1228	-40.9466	-142.9598	61.0666	5.4173	25.4815	-221.8209	-783.8866	340.2449	-225.3700	-1043.3796	-3462.5548	-7896.5000	366.2500	0.4815	0.9843	125	-73.9403	-92.0629	649.2642	0.5828	0.2471	-28171.2500
E8_GATE_2025H1	1of3_any	top_20%	65055	1228	63827	0.0831	0.0673	0.0989	-101.0759	-159.9024	-42.2495	9.6693	45.4815	-977.3327	-1588.2749	-366.3905	-977.3327	-4597.0833	-7795.9177	-15590.5000	-2287.5000	0.6667	1.0000	127	-325.7776	-330.1097	658.5658	0.6254	0.2272	-124121.2500
E8_GATE_2025H1	2of3	top_20%	29842	663	29179	0.0920	0.0700	0.1140	-102.6244	-186.3818	-18.8670	5.2205	24.5556	-535.7480	-1003.6129	-67.8832	-553.1707	-2520.0000	-5341.7445	-7243.5000	-2613.7500	0.6667	0.9685	123	-178.5827	-232.2184	741.3367	0.6290	0.2443	-68040.0000
E8_GATE_2025H1	3of3	top_20%	8517	307	8210	0.0977	0.0637	0.1318	-103.4121	-246.8543	40.0302	2.4173	11.3704	-249.9803	-610.7148	110.7541	-293.9583	-1175.8333	-2344.2316	-4132.5000	-1887.5000	0.7407	0.8504	108	-83.3268	-182.4569	813.8844	0.6645	0.2182	-31747.5000
E8_GATE_2025H1	alone_FULL_TF	top_20%	34474	591	33883	0.1015	0.0789	0.1241	-37.7094	-143.8570	68.4383	4.6535	21.8889	-175.4823	-675.0718	324.1072	-195.4934	-825.4167	-3274.8649	-5401.2500	-967.5000	0.5556	0.8976	114	-58.4941	-80.7473	691.0639	0.6142	0.2657	-22286.2500
E8_GATE_2025H1	alone_TEACHER	top_20%	34475	703	33772	0.0868	0.0642	0.1093	-112.5658	-198.5326	-26.5989	5.5354	26.0370	-623.1004	-1129.0321	-117.1687	-623.1004	-2930.8796	-5475.8913	-8999.5000	-2302.5000	0.7037	1.0000	127	-207.7001	-259.4549	716.6963	0.6700	0.2404	-79133.7500
E8_GATE_2025H1	alone_SEQ	top_20%	34465	1063	33402	0.0847	0.0671	0.1022	-115.1658	-176.8853	-53.4464	8.3701	39.3704	-963.9469	-1538.1403	-389.7534	-971.5972	-4534.1204	-7797.9305	-13271.7500	-4027.5000	0.7407	0.9921	126	-321.3156	-336.3221	661.4711	0.6058	0.2051	-122421.2500
