# ROUND-2 SEALED BLIND LEDGER 20240503 (E6R2X-BLIND-D5) — hand channel ONLY (R2-9: the rubric never seats)
# every TAKE carries a decision_journal entry written BEFORE the call and a RIBBON_ACCESS row for the window it read
ep	asset	sec	side	call	p	src	compl	why
SI-20240503-S-E58	SI	16:27	S	SKIP	0.000	-	-	-
SI-20240503-L-E50	SI	16:28	L	SKIP	0.000	-	-	-
NKD-20240503-L-E62	NKD	16:29	L	SKIP	0.000	-	-	-
HG-20240503-L-E71	HG	16:30	L	SKIP	0.000	-	-	-
SI-20240503-S-E59	SI	16:31	S	SKIP	0.000	-	-	-
HG-20240503-S-E72	HG	16:34	S	SKIP	0.000	-	-	-
NKD-20240503-S-E58	NKD	16:34	S	SKIP	0.050	HAND	-	largest capacity left (uns777.8) but 37 events / ONE trade in 3s, gaps to 1.3 seconds, and price ticking UP against the short
HG-20240503-L-E72	HG	16:35	L	SKIP	0.070	HAND	-	same instrument 12 min later with ext0 and the same capacity - but its two trades run opposite ways (sell first, clearing the 4.5185 bid) and the window ends with the bid withdrawing on both levels
SI-20240503-L-E51	SI	16:37	L	SKIP	0.000	-	-	-
NKD-20240503-L-E63	NKD	16:38	L	SKIP	0.000	-	-	-
HG-20240503-L-E73	HG	16:38	L	SKIP	0.000	-	-	-
NKD-20240503-S-E59	NKD	16:40	S	SKIP	0.000	-	-	-
SI-20240503-S-E60	SI	16:40	S	SKIP	0.000	-	-	-
HG-20240503-L-E74	HG	16:40	L	SKIP	0.000	-	-	-
NKD-20240503-L-E64	NKD	16:41	L	SKIP	0.000	-	-	-
SI-20240503-S-E61	SI	16:42	S	SKIP	0.000	-	-	-
NKD-20240503-S-E60	NKD	16:44	S	SKIP	0.000	-	-	-
HG-20240503-S-E73	HG	16:44	S	SKIP	0.000	-	-	-
HG-20240503-L-E75	HG	16:45	L	SKIP	0.000	-	-	-
NKD-20240503-L-E65	NKD	16:45	L	SKIP	0.000	-	-	-
SI-20240503-L-E52	SI	16:45	L	SKIP	0.000	-	-	-
SI-20240503-S-E62	SI	16:47	S	SKIP	0.000	-	-	-
HG-20240503-S-E74	HG	16:48	S	SKIP	0.000	-	-	-
NKD-20240503-S-E61	NKD	16:50	S	SKIP	0.000	-	-	-
SI-20240503-S-E63	SI	16:52	S	SKIP	0.000	-	-	-
HG-20240503-S-E75	HG	16:52	S	SKIP	0.000	-	-	-
HG-20240503-L-E76	HG	16:57	L	SKIP	0.000	-	-	-
NKD-20240503-L-E66	NKD	16:57	L	SKIP	0.000	-	-	-
SI-20240503-S-E64	SI	16:58	S	SKIP	0.000	-	-	-
NKD-20240503-S-E62	NKD	17:01	S	SKIP	0.000	-	-	-
HG-20240503-S-E76	HG	17:01	S	SKIP	0.000	-	-	-
SI-20240503-L-E53	SI	17:02	L	SKIP	0.000	-	-	-
SI-20240503-S-E65	SI	17:04	S	SKIP	0.000	-	-	-
HG-20240503-L-E77	HG	17:05	L	SKIP	0.000	-	-	-
NKD-20240503-L-E67	NKD	17:07	L	SKIP	0.000	-	-	-
SI-20240503-S-E66	SI	17:08	S	SKIP	0.000	-	-	-
HG-20240503-S-E77	HG	17:08	S	SKIP	0.000	-	-	-
HG-20240503-S-E78	HG	17:11	S	SKIP	0.000	-	-	-
NKD-20240503-S-E63	NKD	17:11	S	SKIP	0.000	-	-	-
NKD-20240503-L-E68	NKD	17:13	L	SKIP	0.000	-	-	-
SI-20240503-L-E54	SI	17:13	L	SKIP	0.000	-	-	-
HG-20240503-L-E78	HG	17:13	L	SKIP	0.000	-	-	-
HG-20240503-S-E79	HG	17:14	S	SKIP	0.000	-	-	-
HG-20240503-L-E79	HG	17:16	L	SKIP	0.000	-	-	-
HG-20240503-L-E80	HG	17:18	L	SKIP	0.000	-	-	-
SI-20240503-L-E55	SI	17:19	L	SKIP	0.000	-	-	-
NKD-20240503-S-E64	NKD	17:20	S	SKIP	0.000	-	-	-
HG-20240503-S-E80	HG	17:21	S	SKIP	0.000	-	-	-
SI-20240503-S-E67	SI	17:21	S	SKIP	0.000	-	-	-
NKD-20240503-L-E69	NKD	17:24	L	SKIP	0.000	-	-	-
HG-20240503-L-E81	HG	17:24	L	SKIP	0.000	-	-	-
SI-20240503-S-E68	SI	17:26	S	SKIP	0.000	-	-	-
SI-20240503-S-E69	SI	17:29	S	SKIP	0.000	-	-	-
HG-20240503-S-E81	HG	17:30	S	SKIP	0.000	-	-	-
NKD-20240503-L-E70	NKD	17:31	L	SKIP	0.000	-	-	-
HG-20240503-L-E82	HG	17:32	L	SKIP	0.000	-	-	-
SI-20240503-L-E56	SI	17:33	L	SKIP	0.000	-	-	-
SI-20240503-S-E70	SI	17:35	S	SKIP	0.000	-	-	-
HG-20240503-L-E83	HG	17:35	L	SKIP	0.000	-	-	-
SI-20240503-L-E57	SI	17:37	L	SKIP	0.000	-	-	-
HG-20240503-S-E82	HG	17:42	S	SKIP	0.000	-	-	-
HG-20240503-L-E84	HG	17:46	L	SKIP	0.000	-	-	-
NKD-20240503-S-E65	NKD	17:49	S	SKIP	0.000	-	-	-
HG-20240503-S-E83	HG	17:49	S	SKIP	0.000	-	-	-
SI-20240503-S-E71	SI	17:50	S	SKIP	0.000	-	-	-
NKD-20240503-L-E71	NKD	17:53	L	SKIP	0.000	-	-	-
HG-20240503-L-E85	HG	17:53	L	SKIP	0.000	-	-	-
SI-20240503-L-E58	SI	17:55	L	SKIP	0.000	-	-	-
SI-20240503-S-E72	SI	17:57	S	SKIP	0.000	-	-	-
SI-20240503-L-E59	SI	18:00	L	SKIP	0.000	-	-	-
SI-20240503-S-E73	SI	18:02	S	SKIP	0.000	-	-	-
SI-20240503-L-E60	SI	18:04	L	SKIP	0.000	-	-	-
HG-20240503-S-E84	HG	18:06	S	SKIP	0.000	-	-	-
SI-20240503-L-E61	SI	18:08	L	SKIP	0.000	-	-	-
SI-20240503-L-E62	SI	18:15	L	SKIP	0.000	-	-	-
HG-20240503-L-E86	HG	18:17	L	SKIP	0.000	-	-	-
SI-20240503-S-E74	SI	18:18	S	SKIP	0.000	-	-	-
SI-20240503-L-E63	SI	18:23	L	SKIP	0.000	-	-	-
NKD-20240503-S-E66	NKD	18:30	S	SKIP	0.000	-	-	-
HG-20240503-S-E85	HG	18:42	S	SKIP	0.000	-	-	-
SI-20240503-S-E75	SI	18:42	S	SKIP	0.000	-	-	-
NKD-20240503-L-E72	NKD	18:43	L	SKIP	0.000	-	-	-
SI-20240503-S-E76	SI	18:46	S	SKIP	0.000	-	-	-
SI-20240503-S-E77	SI	18:50	S	SKIP	0.000	-	-	-
SI-20240503-L-E64	SI	18:51	L	SKIP	0.000	-	-	-
HG-20240503-L-E87	HG	18:57	L	SKIP	0.000	-	-	-
NKD-20240503-S-E67	NKD	18:59	S	SKIP	0.000	-	-	-
SI-20240503-S-E78	SI	19:03	S	SKIP	0.000	-	-	-
HG-20240503-S-E86	HG	19:03	S	SKIP	0.000	-	-	-
NKD-20240503-L-E73	NKD	19:14	L	SKIP	0.000	-	-	-
SI-20240503-S-E79	SI	19:15	S	SKIP	0.000	-	-	-
SI-20240503-L-E65	SI	19:18	L	SKIP	0.000	-	-	-
SI-20240503-S-E80	SI	19:21	S	SKIP	0.000	-	-	-
SI-20240503-L-E66	SI	19:26	L	SKIP	0.000	-	-	-
SI-20240503-L-E67	SI	19:30	L	SKIP	0.000	-	-	-
NKD-20240503-S-E68	NKD	19:34	S	SKIP	0.000	-	-	-
NKD-20240503-L-E74	NKD	19:36	L	SKIP	0.000	-	-	-
SI-20240503-S-E81	SI	19:37	S	SKIP	0.000	-	-	-
HG-20240503-L-E88	HG	19:42	L	SKIP	0.000	-	-	-
NKD-20240503-S-E69	NKD	19:45	S	SKIP	0.000	-	-	-
SI-20240503-L-E68	SI	19:47	L	SKIP	0.000	-	-	-
NKD-20240503-L-E75	NKD	20:04	L	SKIP	0.000	-	-	-
SI-20240503-S-E82	SI	20:07	S	SKIP	0.000	-	-	-
SI-20240503-S-E83	SI	20:18	S	SKIP	0.000	-	-	-
SI-20240503-S-E84	SI	20:30	S	SKIP	0.000	-	-	-
HG-20240503-S-E87	HG	20:36	S	SKIP	0.000	-	-	-
NKD-20240503-S-E70	NKD	20:42	S	SKIP	0.000	-	-	-
NKD-20240503-L-E76	NKD	20:44	L	SKIP	0.000	-	-	-
SI-20240503-L-E69	SI	20:49	L	SKIP	0.000	-	-	-
NKD-20240503-S-E71	NKD	20:57	S	SKIP	0.000	-	-	-
SI-20240503-S-E85	SI	21:03	S	SKIP	0.000	-	-	-
NKD-20240503-L-E77	NKD	21:04	L	SKIP	0.000	-	-	-
SI-20240503-L-E70	SI	21:19	L	SKIP	0.000	-	-	-
NKD-20240503-S-E72	NKD	21:20	S	SKIP	0.000	-	-	-
HG-20240503-L-E89	HG	21:20	L	SKIP	0.000	-	-	-
NKD-20240503-S-E73	NKD	21:35	S	SKIP	0.000	-	-	-
NKD-20240503-L-E78	NKD	21:39	L	SKIP	0.000	-	-	-
SI-20240503-L-E71	SI	21:42	L	SKIP	0.000	-	-	-
NKD-20240503-L-E79	NKD	21:50	L	SKIP	0.000	-	-	-
NKD-20240503-S-E74	NKD	21:57	S	SKIP	0.000	-	-	-
NKD-20240503-L-E80	NKD	22:02	L	SKIP	0.000	-	-	-
NKD-20240503-S-E75	NKD	22:46	S	SKIP	0.000	-	-	-
