# PORT M2 M2.SEQ raw-event sequence model at candidate grain (lane=port-m2-seqtest; seed=20260813; device=NVIDIA RTX PRO 6000 Blackwell Workstation Edition)
# ALL TEN (unit x N) cells for every arm, pooled E3-E8, so the selection-unit choice can never again do invisible work in this lane.
arm	unit	topn	n_takes	n_seated	forfeit_pct	usd_per_session	capture_oracle	co_lo	co_hi
LMART_M3FEATURES	session	5	11600	3360	71.0	-54.01	-0.0183	-0.0363	-0.0002
LMART_M3FEATURES	session	8	18560	3800	79.5	-73.23	-0.0248	-0.0445	-0.005
PROBE_NEXTONLY_FUSED	cell	1	6960	6959	0.0	137.9	0.0466	0.0295	0.0637
PROBE_NEXTONLY_FUSED	cell	2	13920	7206	48.2	65.46	0.0221	0.0037	0.0405
PROBE_NEXTONLY_FUSED	cell	3	20880	7432	64.4	20.81	0.007	-0.0114	0.0255
PROBE_NEXTONLY_FUSED	cell	5	34799	7780	77.6	-53.31	-0.018	-0.0371	0.0011
PROBE_NEXTONLY_FUSED	cell	8	55667	8203	85.3	-125.28	-0.0423	-0.0633	-0.0214
PROBE_NEXTONLY_FUSED	session	1	2320	2320	0.0	119.28	0.0403	0.0303	0.0503
PROBE_NEXTONLY_FUSED	session	2	4640	2450	47.2	88.99	0.0301	0.0195	0.0407
PROBE_NEXTONLY_FUSED	session	3	6960	2561	63.2	57.67	0.0195	0.0086	0.0304
PROBE_NEXTONLY_FUSED	session	5	11600	2718	76.6	20.27	0.0069	-0.0049	0.0186
PROBE_NEXTONLY_FUSED	session	8	18560	2932	84.2	-37.68	-0.0127	-0.0248	-0.0006
PROBE_PRE_V_shared_MULTI_CTX	cell	1	6960	6957	0.0	162.79	0.055	0.0388	0.0712
PROBE_PRE_V_shared_MULTI_CTX	cell	2	13920	7219	48.1	79.96	0.027	0.01	0.044
PROBE_PRE_V_shared_MULTI_CTX	cell	3	20880	7393	64.6	39.39	0.0133	-0.004	0.0306
PROBE_PRE_V_shared_MULTI_CTX	cell	5	34799	7706	77.9	-15.68	-0.0053	-0.0237	0.0131
PROBE_PRE_V_shared_MULTI_CTX	cell	8	55667	8080	85.5	-88.74	-0.03	-0.0499	-0.0101
PROBE_PRE_V_shared_MULTI_CTX	session	1	2320	2320	0.0	106.27	0.0359	0.0267	0.0451
PROBE_PRE_V_shared_MULTI_CTX	session	2	4640	2441	47.4	81.89	0.0277	0.0173	0.038
PROBE_PRE_V_shared_MULTI_CTX	session	3	6960	2531	63.6	69.35	0.0234	0.0128	0.0341
PROBE_PRE_V_shared_MULTI_CTX	session	5	11600	2674	76.9	49.9	0.0169	0.0051	0.0286
PROBE_PRE_V_shared_MULTI_CTX	session	8	18560	2838	84.7	22.64	0.0077	-0.005	0.0203
PROBE_PRE_V_shared_MULTI_FUSED	cell	1	6960	6959	0.0	142.03	0.048	0.0309	0.0651
PROBE_PRE_V_shared_MULTI_FUSED	cell	2	13920	7202	48.3	60.67	0.0205	0.0022	0.0388
PROBE_PRE_V_shared_MULTI_FUSED	cell	3	20880	7432	64.4	7.6	0.0026	-0.0163	0.0214
PROBE_PRE_V_shared_MULTI_FUSED	cell	5	34799	7776	77.7	-69.08	-0.0234	-0.0434	-0.0033
PROBE_PRE_V_shared_MULTI_FUSED	cell	8	55667	8180	85.3	-126.2	-0.0427	-0.0644	-0.0209
PROBE_PRE_V_shared_MULTI_FUSED	session	1	2320	2320	0.0	108.25	0.0366	0.0262	0.0469
PROBE_PRE_V_shared_MULTI_FUSED	session	2	4640	2447	47.3	77.79	0.0263	0.0155	0.0371
PROBE_PRE_V_shared_MULTI_FUSED	session	3	6960	2555	63.3	56.35	0.019	0.0078	0.0303
PROBE_PRE_V_shared_MULTI_FUSED	session	5	11600	2731	76.5	16.55	0.0056	-0.0063	0.0175
PROBE_PRE_V_shared_MULTI_FUSED	session	8	18560	2943	84.1	-19.15	-0.0065	-0.0191	0.0062
PROBE_PRE_V_shared_MULTI_SEQ	cell	1	6960	6960	0.0	-113.38	-0.0383	-0.0556	-0.0211
PROBE_PRE_V_shared_MULTI_SEQ	cell	2	13920	7413	46.7	-101.05	-0.0342	-0.054	-0.0143
PROBE_PRE_V_shared_MULTI_SEQ	cell	3	20880	7749	62.9	-105.01	-0.0355	-0.0568	-0.0142
PROBE_PRE_V_shared_MULTI_SEQ	cell	5	34799	8188	76.5	-114.08	-0.0386	-0.0606	-0.0165
PROBE_PRE_V_shared_MULTI_SEQ	cell	8	55667	8616	84.5	-98.6	-0.0333	-0.0581	-0.0086
PROBE_PRE_V_shared_MULTI_SEQ	session	1	2320	2320	0.0	-40.31	-0.0136	-0.0258	-0.0014
PROBE_PRE_V_shared_MULTI_SEQ	session	2	4640	2664	42.6	-25.94	-0.0088	-0.023	0.0055
PROBE_PRE_V_shared_MULTI_SEQ	session	3	6960	2942	57.7	4.39	0.0015	-0.0142	0.0171
PROBE_PRE_V_shared_MULTI_SEQ	session	5	11600	3329	71.3	-14.98	-0.0051	-0.0218	0.0116
PROBE_PRE_V_shared_MULTI_SEQ	session	8	18560	3743	79.8	-17.83	-0.006	-0.0252	0.0132
PROBE_RANDOM_FUSED	cell	1	6960	6958	0.0	129.34	0.0437	0.0274	0.0601
PROBE_RANDOM_FUSED	cell	2	13920	7236	48.0	43.76	0.0148	-0.0034	0.033
PROBE_RANDOM_FUSED	cell	3	20880	7429	64.4	7.69	0.0026	-0.0168	0.022
PROBE_RANDOM_FUSED	cell	5	34799	7774	77.7	-45.21	-0.0153	-0.0355	0.005
PROBE_RANDOM_FUSED	cell	8	55667	8181	85.3	-109.41	-0.037	-0.0591	-0.0148
PROBE_RANDOM_FUSED	session	1	2320	2320	0.0	109.47	0.037	0.0273	0.0467
PROBE_RANDOM_FUSED	session	2	4640	2459	47.0	69.38	0.0235	0.0129	0.034
PROBE_RANDOM_FUSED	session	3	6960	2542	63.5	50.63	0.0171	0.006	0.0283
PROBE_RANDOM_FUSED	session	5	11600	2720	76.6	22.21	0.0075	-0.0043	0.0194
PROBE_RANDOM_FUSED	session	8	18560	2911	84.3	-23.75	-0.008	-0.0207	0.0047
PROBE_SHARED_FUSED_HG	cell	1	2319	2318	0.0	63.35	0.0346	-0.008	0.0771
PROBE_SHARED_FUSED_HG	cell	2	4638	2370	48.9	67.07	0.0366	-0.0104	0.0836
PROBE_SHARED_FUSED_HG	cell	3	6957	2409	65.4	20.26	0.0111	-0.0385	0.0606
PROBE_SHARED_FUSED_HG	cell	5	11595	2481	78.6	-11.2	-0.0061	-0.0553	0.0431
PROBE_SHARED_FUSED_HG	cell	8	18549	2566	86.2	-46.95	-0.0256	-0.0773	0.026
PROBE_SHARED_FUSED_HG	session	1	773	773	0.0	47.94	0.0262	-0.0011	0.0534
PROBE_SHARED_FUSED_HG	session	2	1546	824	46.7	33.82	0.0184	-0.0105	0.0474
PROBE_SHARED_FUSED_HG	session	3	2319	850	63.3	23.47	0.0128	-0.0171	0.0427
PROBE_SHARED_FUSED_HG	session	5	3865	899	76.7	-2.12	-0.0012	-0.0323	0.03
PROBE_SHARED_FUSED_HG	session	8	6184	949	84.7	-3.62	-0.002	-0.0342	0.0302
PROBE_SHARED_FUSED_NKD	cell	1	2322	2322	0.0	-9.82	-0.0032	-0.0356	0.0292
PROBE_SHARED_FUSED_NKD	cell	2	4644	2432	47.6	-73.75	-0.0241	-0.0576	0.0093
PROBE_SHARED_FUSED_NKD	cell	3	6966	2525	63.8	-133.69	-0.0438	-0.0788	-0.0088
PROBE_SHARED_FUSED_NKD	cell	5	11609	2679	76.9	-213.33	-0.0699	-0.1062	-0.0335
PROBE_SHARED_FUSED_NKD	cell	8	18567	2844	84.7	-284.15	-0.093	-0.1312	-0.0549
PROBE_SHARED_FUSED_NKD	session	1	774	774	0.0	39.27	0.0129	-0.0055	0.0312
PROBE_SHARED_FUSED_NKD	session	2	1548	842	45.6	22.77	0.0075	-0.012	0.0269
PROBE_SHARED_FUSED_NKD	session	3	2322	896	61.4	4.43	0.0015	-0.0192	0.0221
PROBE_SHARED_FUSED_NKD	session	5	3870	994	74.3	-83.83	-0.0274	-0.0499	-0.005
PROBE_SHARED_FUSED_NKD	session	8	6192	1086	82.5	-96.94	-0.0317	-0.056	-0.0075
PROBE_SHARED_FUSED_SI	cell	1	2319	2319	0.0	93.91	0.0235	0.0003	0.0468
PROBE_SHARED_FUSED_SI	cell	2	4638	2447	47.2	41.24	0.0103	-0.0146	0.0353
PROBE_SHARED_FUSED_SI	cell	3	6957	2570	63.1	-38.76	-0.0097	-0.0355	0.0161
PROBE_SHARED_FUSED_SI	cell	5	11595	2716	76.6	-31.6	-0.0079	-0.0359	0.02
PROBE_SHARED_FUSED_SI	cell	8	18551	2888	84.4	-101.02	-0.0253	-0.0556	0.0049
PROBE_SHARED_FUSED_SI	session	1	773	773	0.0	59.65	0.015	0.0004	0.0296
PROBE_SHARED_FUSED_SI	session	2	1546	830	46.3	34.61	0.0087	-0.0065	0.0238
PROBE_SHARED_FUSED_SI	session	3	2319	874	62.3	18.41	0.0046	-0.0118	0.021
PROBE_SHARED_FUSED_SI	session	5	3865	945	75.5	-2.91	-0.0007	-0.0184	0.017
PROBE_SHARED_FUSED_SI	session	8	6184	1025	83.4	-74.98	-0.0188	-0.0378	0.0002
PROBE_SIONLY_FUSED_SI	cell	1	2319	2319	0.0	95.58	0.024	0.0011	0.0468
PROBE_SIONLY_FUSED_SI	cell	2	4638	2444	47.3	75.96	0.019	-0.0061	0.0442
PROBE_SIONLY_FUSED_SI	cell	3	6957	2546	63.4	-6.35	-0.0016	-0.0277	0.0245
PROBE_SIONLY_FUSED_SI	cell	5	11595	2683	76.9	-78.42	-0.0197	-0.0469	0.0076
PROBE_SIONLY_FUSED_SI	cell	8	18551	2859	84.6	-109.37	-0.0274	-0.0559	0.001
PROBE_SIONLY_FUSED_SI	session	1	773	773	0.0	95.18	0.0239	0.0094	0.0384
PROBE_SIONLY_FUSED_SI	session	2	1546	839	45.7	77.04	0.0193	0.0037	0.0349
PROBE_SIONLY_FUSED_SI	session	3	2319	886	61.8	39.63	0.0099	-0.0062	0.0261
PROBE_SIONLY_FUSED_SI	session	5	3865	960	75.2	6.9	0.0017	-0.0156	0.0191
PROBE_SIONLY_FUSED_SI	session	8	6184	1048	83.1	-31.7	-0.0079	-0.0265	0.0106
RANK_CELL_CTX	cell	1	6960	6959	0.0	137.59	0.0465	0.0256	0.0674
RANK_CELL_CTX	cell	2	13920	7067	49.2	99.57	0.0337	0.0133	0.054
RANK_CELL_CTX	cell	3	20880	7151	65.8	95.49	0.0323	0.0114	0.0532
RANK_CELL_CTX	cell	5	34799	7274	79.1	60.55	0.0205	-0.0021	0.0431
RANK_CELL_CTX	cell	8	55667	7470	86.6	11.3	0.0038	-0.019	0.0266
RANK_CELL_CTX	session	1	2320	2320	0.0	16.63	0.0056	-0.0091	0.0203
RANK_CELL_CTX	session	2	4640	2651	42.9	8.25	0.0028	-0.012	0.0176
RANK_CELL_CTX	session	3	6960	2848	59.1	24.89	0.0084	-0.0071	0.024
RANK_CELL_CTX	session	5	11600	3164	72.7	10.72	0.0036	-0.0133	0.0206
RANK_CELL_CTX	session	8	18560	3573	80.7	-23.75	-0.008	-0.0255	0.0095
RANK_CELL_FUSED	cell	1	6960	6960	0.0	103.73	0.0351	0.0131	0.057
RANK_CELL_FUSED	cell	2	13920	7039	49.4	73.51	0.0248	0.0031	0.0466
RANK_CELL_FUSED	cell	3	20880	7115	65.9	46.68	0.0158	-0.0057	0.0372
RANK_CELL_FUSED	cell	5	34799	7264	79.1	13.57	0.0046	-0.0181	0.0273
RANK_CELL_FUSED	cell	8	55667	7453	86.6	-37.2	-0.0126	-0.0365	0.0113
RANK_CELL_FUSED	session	1	2320	2320	0.0	25.64	0.0087	-0.0069	0.0242
RANK_CELL_FUSED	session	2	4640	2733	41.1	71.15	0.0241	0.0075	0.0406
RANK_CELL_FUSED	session	3	6960	2966	57.4	50.09	0.0169	0.0004	0.0334
RANK_CELL_FUSED	session	5	11600	3351	71.1	36.39	0.0123	-0.0049	0.0295
RANK_CELL_FUSED	session	8	18560	3825	79.4	-3.09	-0.001	-0.0197	0.0176
RANK_CTXONLY	cell	1	6960	6960	0.0	104.29	0.0353	0.0107	0.0598
RANK_CTXONLY	cell	2	13920	7104	49.0	80.7	0.0273	0.0036	0.051
RANK_CTXONLY	cell	3	20880	7236	65.3	74.48	0.0252	0.0008	0.0496
RANK_CTXONLY	cell	5	34799	7460	78.6	12.13	0.0041	-0.0206	0.0288
RANK_CTXONLY	cell	8	55667	7736	86.1	-14.18	-0.0048	-0.0301	0.0205
RANK_CTXONLY	session	1	2320	2320	0.0	65.99	0.0223	0.0066	0.038
RANK_CTXONLY	session	2	4640	2620	43.5	81.64	0.0276	0.0106	0.0446
RANK_CTXONLY	session	3	6960	2828	59.4	78.09	0.0264	0.0095	0.0433
RANK_CTXONLY	session	5	11600	3151	72.8	25.86	0.0087	-0.0092	0.0267
RANK_CTXONLY	session	8	18560	3514	81.1	13.04	0.0044	-0.014	0.0228
RANK_FUSED_MULTI	cell	1	6960	6960	0.0	24.35	0.0082	-0.0142	0.0307
RANK_FUSED_MULTI	cell	2	13920	7115	48.9	14.72	0.005	-0.0177	0.0277
RANK_FUSED_MULTI	cell	3	20880	7243	65.3	23.47	0.0079	-0.0161	0.032
RANK_FUSED_MULTI	cell	5	34799	7459	78.6	-18.15	-0.0061	-0.0313	0.019
RANK_FUSED_MULTI	cell	8	55667	7709	86.2	-52.92	-0.0179	-0.0427	0.0069
RANK_FUSED_MULTI	session	1	2320	2320	0.0	43.07	0.0146	-0.0015	0.0307
RANK_FUSED_MULTI	session	2	4640	2635	43.2	28.85	0.0098	-0.0072	0.0267
RANK_FUSED_MULTI	session	3	6960	2838	59.2	33.34	0.0113	-0.0065	0.029
RANK_FUSED_MULTI	session	5	11600	3134	73.0	37.84	0.0128	-0.0062	0.0318
RANK_FUSED_MULTI	session	8	18560	3492	81.2	10.09	0.0034	-0.0164	0.0232
RANK_FUSED_NEXT	cell	1	6960	6960	0.0	30.1	0.0102	-0.0131	0.0335
RANK_FUSED_NEXT	cell	2	13920	7103	49.0	64.07	0.0217	-0.0013	0.0446
RANK_FUSED_NEXT	cell	3	20880	7218	65.4	79.83	0.027	0.0041	0.0499
RANK_FUSED_NEXT	cell	5	34799	7430	78.6	17.52	0.0059	-0.0182	0.03
RANK_FUSED_NEXT	cell	8	55667	7693	86.2	-52.44	-0.0177	-0.043	0.0076
RANK_FUSED_NEXT	session	1	2320	2320	0.0	46.14	0.0156	-0.0003	0.0315
RANK_FUSED_NEXT	session	2	4640	2615	43.6	58.83	0.0199	0.0028	0.0369
RANK_FUSED_NEXT	session	3	6960	2834	59.3	52.51	0.0178	0.0011	0.0344
RANK_FUSED_NEXT	session	5	11600	3166	72.7	25.73	0.0087	-0.0089	0.0263
RANK_FUSED_NEXT	session	8	18560	3552	80.9	9.16	0.0031	-0.016	0.0221
RANK_SEQONLY	cell	1	6960	6960	0.0	-81.91	-0.0277	-0.0465	-0.0089
RANK_SEQONLY	cell	2	13920	7403	46.8	-70.1	-0.0237	-0.0451	-0.0023
RANK_SEQONLY	cell	3	20880	7720	63.0	-92.09	-0.0311	-0.0534	-0.0088
RANK_SEQONLY	cell	5	34799	8113	76.7	-108.66	-0.0367	-0.0605	-0.0129
RANK_SEQONLY	cell	8	55667	8502	84.7	-133.8	-0.0452	-0.0696	-0.0208
RANK_SEQONLY	session	1	2320	2320	0.0	-17.14	-0.0058	-0.02	0.0084
RANK_SEQONLY	session	2	4640	2972	35.9	-0.42	-0.0001	-0.016	0.0157
RANK_SEQONLY	session	3	6960	3340	52.0	15.15	0.0051	-0.0129	0.0231
RANK_SEQONLY	session	5	11600	3894	66.4	-18.57	-0.0063	-0.0247	0.0121
RANK_SEQONLY	session	8	18560	4481	75.9	-49.36	-0.0167	-0.0368	0.0035
REF_EARLIEST	cell	1	6960	6944	0.2	-126.77	-0.0429	-0.066	-0.0197
REF_EARLIEST	cell	2	13920	6962	50.0	-127.94	-0.0432	-0.0664	-0.0201
REF_EARLIEST	cell	3	20880	6992	66.5	-125.7	-0.0425	-0.0658	-0.0192
REF_EARLIEST	cell	5	34799	7032	79.8	-120.02	-0.0406	-0.0644	-0.0167
REF_EARLIEST	cell	8	55667	7146	87.2	-121.96	-0.0412	-0.0656	-0.0169
REF_EARLIEST	session	1	2320	2320	0.0	-38.88	-0.0131	-0.0258	-0.0005
REF_EARLIEST	session	2	4640	2320	50.0	-38.88	-0.0131	-0.0258	-0.0005
REF_EARLIEST	session	3	6960	2331	66.5	-33.37	-0.0113	-0.024	0.0015
REF_EARLIEST	session	5	11600	2342	79.8	-26.0	-0.0088	-0.0221	0.0045
REF_EARLIEST	session	8	18560	2370	87.2	-28.57	-0.0097	-0.0232	0.0039
REF_FORESIGHT	cell	1	6960	6960	0.0	3344.38	1.1304	1.108	1.1529
REF_FORESIGHT	cell	2	13920	6961	50.0	3298.32	1.1149	1.0926	1.1371
REF_FORESIGHT	cell	3	20880	6961	66.7	3258.6	1.1014	1.0794	1.1235
REF_FORESIGHT	cell	5	34799	6961	80.0	3185.71	1.0768	1.055	1.0986
REF_FORESIGHT	cell	8	55667	6963	87.5	3088.13	1.0438	1.0225	1.0651
REF_FORESIGHT	session	1	2320	2320	0.0	1803.43	0.6096	0.5956	0.6235
REF_FORESIGHT	session	2	4640	2436	47.5	1841.85	0.6226	0.6081	0.637
REF_FORESIGHT	session	3	6960	2536	63.6	1868.34	0.6315	0.6169	0.6462
REF_FORESIGHT	session	5	11600	2678	76.9	1908.25	0.645	0.63	0.66
REF_FORESIGHT	session	8	18560	2867	84.6	1956.71	0.6614	0.6461	0.6767
REF_RANDOM	cell	1	6960	6960	0.0	-101.0	-0.0341	-0.0508	-0.0175
REF_RANDOM	cell	2	13920	7827	43.8	-113.92	-0.0385	-0.0579	-0.0191
REF_RANDOM	cell	3	20880	8380	59.9	-105.81	-0.0358	-0.0581	-0.0134
REF_RANDOM	cell	5	34799	8985	74.2	-103.28	-0.0349	-0.0598	-0.01
REF_RANDOM	cell	8	55667	9470	83.0	-163.76	-0.0554	-0.0808	-0.03
REF_RANDOM	session	1	2320	2320	0.0	-52.51	-0.0178	-0.0282	-0.0073
REF_RANDOM	session	2	4640	3801	18.1	-55.02	-0.0186	-0.0325	-0.0047
REF_RANDOM	session	3	6960	4849	30.3	-71.37	-0.0241	-0.0404	-0.0079
REF_RANDOM	session	5	11600	6247	46.1	-82.97	-0.028	-0.0474	-0.0087
REF_RANDOM	session	8	18560	7422	60.0	-91.08	-0.0308	-0.0528	-0.0088
SHUFFLED_cnn_1M_L256	cell	1	6960	6960	0.0	-135.56	-0.0458	-0.0633	-0.0283
SHUFFLED_cnn_1M_L256	cell	2	13920	7591	45.5	-148.03	-0.05	-0.0698	-0.0303
SHUFFLED_cnn_1M_L256	cell	3	20880	8015	61.6	-151.06	-0.0511	-0.0723	-0.0298
SHUFFLED_cnn_1M_L256	cell	5	34799	8454	75.7	-101.67	-0.0344	-0.0576	-0.0112
SHUFFLED_cnn_1M_L256	cell	8	55667	8888	84.0	-92.99	-0.0314	-0.0554	-0.0075
SHUFFLED_cnn_1M_L256	session	1	2320	2320	0.0	-52.78	-0.0178	-0.0289	-0.0067
SHUFFLED_cnn_1M_L256	session	2	4640	3156	32.0	-81.86	-0.0277	-0.0408	-0.0145
SHUFFLED_cnn_1M_L256	session	3	6960	3743	46.2	-110.56	-0.0374	-0.0522	-0.0225
SHUFFLED_cnn_1M_L256	session	5	11600	4512	61.1	-104.45	-0.0353	-0.0519	-0.0187
SHUFFLED_cnn_1M_L256	session	8	18560	5268	71.6	-110.07	-0.0372	-0.0559	-0.0185
