# census 4 verdict — the stacked configurations (cell x filter x selection), one-position-per-asset replay, day-clustered CIs (PORT-M2-GOALPATH-V1)
era	cell	filter	selection	n_sessions	n_seats	seats_per_session	usd_per_session	ci_lo	ci_hi	usd_per_trade	risk_usd_median	win_rate	mdd_mean	vs_D048_bar
E4	TREND_1800|SWING|TRAIL_1.0R	GATE_TOP10+VETO_K	MODEL_TOP3	354	731	2.065	-46.57	-86.25	-4.13	-22.55	181.25	0.3283	190.42	-0.023
E4	TREND_1800|SWING|TRAIL_1.0R	GATE_TOP10+DAYSIDE	ALL	346	1549	4.477	-9.56	-82.8	67.7	-2.14	181.25	0.3415	349.96	-0.005
E4	TREND_1800|SWING|TRAIL_1.0R	GATE_TOP10+DAYSIDE	MODEL_TOP3	346	652	1.884	11.15	-28.48	56.87	5.92	193.75	0.3742	154.39	0.006
E4	TREND_1800|SWING|TRAIL_1.0R	SHUFFLED_GATE_TOP10	ALL	385	5438	14.125	-341.55	-418.25	-259.88	-24.18	87.5	0.2757	690.16	-0.171
E4	TREND_1800|SWING|TRAIL_1.0R	SHUFFLED_GATE_TOP10	MODEL_TOP3	385	1065	2.766	-68.12	-92.41	-41.53	-24.62	75	0.2516	160.4	-0.034
E4	TREND_1800|SWING|TRAIL_1.0R	GATE_TOP30	ALL	380	8360	22	-348.03	-450.5	-238.69	-15.82	100	0.306	943.48	-0.174
E4	TREND_1800|SWING|TRAIL_1.0R	GATE_TOP30	MODEL_TOP3	380	872	2.295	-62.07	-91.73	-32.49	-27.05	106.25	0.2901	161.77	-0.031
E4	TREND_1800|SWING|TRAIL_1.0R	GATE_TOP30+VETO_K	ALL	376	4835	12.859	-248.02	-315.13	-177.25	-19.29	100	0.2984	594.16	-0.124
E4	TREND_1800|SWING|TRAIL_1.0R	GATE_TOP30+VETO_K	MODEL_TOP3	376	881	2.343	-68.95	-89.45	-48.36	-29.43	106.25	0.3019	157.27	-0.034
E4	TREND_1800|SWING|TRAIL_1.0R	GATE_TOP30+DAYSIDE	ALL	374	4406	11.781	-174.68	-259.49	-89.94	-14.83	100	0.3123	581.53	-0.087
E4	TREND_1800|SWING|TRAIL_1.0R	GATE_TOP30+DAYSIDE	MODEL_TOP3	374	816	2.182	-19.73	-48.27	8.5	-9.04	103.12	0.3321	139.53	-0.01
E4	TREND_1800|SWING|TRAIL_1.0R	SHUFFLED_GATE_TOP30	ALL	385	12061	31.327	-742.82	-864.78	-615.27	-23.71	81.25	0.2804	1273.54	-0.371
E4	TREND_1800|SWING|TRAIL_1.0R	SHUFFLED_GATE_TOP30	MODEL_TOP3	385	978	2.54	-76.63	-98.01	-53.84	-30.17	75	0.2515	152.66	-0.038
E4	TREND_3600|EXT|TRAIL_1.0R	NONE	ALL	385	4721	12.262	-310.74	-483.9	-135.75	-25.34	368.75	0.3662	1414.16	-0.155
E4	TREND_3600|EXT|TRAIL_1.0R	NONE	MODEL_TOP3	385	652	1.694	-10.74	-48.8	25.24	-6.34	325	0.4126	185.83	-0.005
E4	TREND_3600|EXT|TRAIL_1.0R	VETO_K	ALL	385	4081	10.6	-273.63	-428.48	-114.64	-25.81	381.25	0.368	1266.99	-0.137
E4	TREND_3600|EXT|TRAIL_1.0R	VETO_K	MODEL_TOP3	385	690	1.792	-6.46	-51.81	34.96	-3.61	325	0.3957	202.57	-0.003
E4	TREND_3600|EXT|TRAIL_1.0R	VETO_2K	ALL	385	3415	8.87	-220.37	-356.57	-84.25	-24.84	387.5	0.3757	1087.82	-0.11
E4	TREND_3600|EXT|TRAIL_1.0R	VETO_2K	MODEL_TOP3	385	722	1.875	-26.99	-68.15	13.86	-14.39	325	0.4169	206.54	-0.013
E4	TREND_3600|EXT|TRAIL_1.0R	DAYSIDE	ALL	385	3589	9.322	-189.91	-301.22	-76.93	-20.37	300	0.3658	977.37	-0.095
E4	TREND_3600|EXT|TRAIL_1.0R	DAYSIDE	MODEL_TOP3	385	614	1.595	70.08	18.23	120.35	43.94	362.5	0.4609	174.24	0.035
E4	TREND_3600|EXT|TRAIL_1.0R	VETO_K+DAYSIDE	ALL	385	2918	7.579	-139.54	-245.64	-31.48	-18.41	325	0.3729	840.03	-0.07
E4	TREND_3600|EXT|TRAIL_1.0R	VETO_K+DAYSIDE	MODEL_TOP3	385	646	1.678	39.14	-7.22	85.84	23.33	350	0.4381	194.69	0.02
E4	TREND_3600|EXT|TRAIL_1.0R	SHUFFLED_VETO	ALL	385	3598	9.345	-211.18	-350.74	-55.63	-22.6	412.5	0.3813	1214.19	-0.106
E4	TREND_3600|EXT|TRAIL_1.0R	SHUFFLED_VETO	MODEL_TOP3	385	770	2	-16.83	-66.67	30.67	-8.42	340.62	0.4052	255.04	-0.008
E4	TREND_3600|EXT|TRAIL_1.0R	SHUFFLED_DAYSIDE	ALL	385	3570	9.273	-293.81	-407.6	-173.42	-31.69	300	0.3577	1017.86	-0.147
E4	TREND_3600|EXT|TRAIL_1.0R	SHUFFLED_DAYSIDE	MODEL_TOP3	385	623	1.618	16.96	-27.62	64.18	10.48	337.5	0.4173	192.56	0.008
E4	TREND_3600|EXT|TRAIL_1.0R	GATE_TOP5	ALL	192	332	1.729	14.08	-155.25	176.55	8.14	803.12	0.4187	481.05	0.007
E4	TREND_3600|EXT|TRAIL_1.0R	GATE_TOP5	MODEL_TOP3	192	230	1.198	131.38	8.88	262.59	109.67	825	0.4478	272.12	0.066
E4	TREND_3600|EXT|TRAIL_1.0R	GATE_TOP5+VETO_K	ALL	132	175	1.326	-4.21	-205.43	179.86	-3.18	850	0.3943	408.47	-0.002
E4	TREND_3600|EXT|TRAIL_1.0R	GATE_TOP5+VETO_K	MODEL_TOP3	132	156	1.182	50.34	-113.51	212.7	42.6	846.88	0.4167	328.35	0.025
E4	TREND_3600|EXT|TRAIL_1.0R	GATE_TOP5+DAYSIDE	ALL	134	190	1.418	6.25	-141.51	165.9	4.41	756.25	0.3947	365.19	0.003
E4	TREND_3600|EXT|TRAIL_1.0R	GATE_TOP5+DAYSIDE	MODEL_TOP3	134	152	1.134	45.35	-99.66	188.76	39.98	768.75	0.4145	284.15	0.023
E4	TREND_3600|EXT|TRAIL_1.0R	SHUFFLED_GATE_TOP5	ALL	384	1732	4.51	-94.38	-214.33	22.55	-20.92	450	0.388	738.58	-0.047
E4	TREND_3600|EXT|TRAIL_1.0R	SHUFFLED_GATE_TOP5	MODEL_TOP3	384	894	2.328	21.51	-53.43	105.33	9.24	409.38	0.4027	352.55	0.011
E4	TREND_3600|EXT|TRAIL_1.0R	GATE_TOP10	ALL	294	764	2.599	-38.08	-168.41	102.35	-14.65	643.75	0.3861	613.77	-0.019
E4	TREND_3600|EXT|TRAIL_1.0R	GATE_TOP10	MODEL_TOP3	294	413	1.405	1.25	-79.5	84.41	0.89	650	0.3971	318.86	0.001
E4	TREND_3600|EXT|TRAIL_1.0R	GATE_TOP10+VETO_K	ALL	250	492	1.968	-55.24	-172.87	62.71	-28.07	650	0.3943	470.47	-0.028
E4	TREND_3600|EXT|TRAIL_1.0R	GATE_TOP10+VETO_K	MODEL_TOP3	250	337	1.348	1.71	-80.76	90.97	1.27	687.5	0.4421	310.06	0.001
E4	TREND_3600|EXT|TRAIL_1.0R	GATE_TOP10+DAYSIDE	ALL	246	438	1.78	-35.35	-130.96	60.84	-19.85	618.75	0.3881	411.68	-0.018
E4	TREND_3600|EXT|TRAIL_1.0R	GATE_TOP10+DAYSIDE	MODEL_TOP3	246	303	1.232	-12.13	-99.07	77.33	-9.85	650	0.3927	288.01	-0.006
E4	TREND_3600|EXT|TRAIL_1.0R	SHUFFLED_GATE_TOP10	ALL	385	2436	6.327	-142.76	-277.77	-5.04	-22.56	446.88	0.3867	957.6	-0.071
E4	TREND_3600|EXT|TRAIL_1.0R	SHUFFLED_GATE_TOP10	MODEL_TOP3	385	871	2.262	-10.14	-81.64	65.44	-4.48	400	0.3835	342.7	-0.005
E4	TREND_3600|EXT|TRAIL_1.0R	GATE_TOP30	ALL	381	2248	5.9	-129.67	-265.44	7.79	-21.98	475	0.3781	906.25	-0.065
E4	TREND_3600|EXT|TRAIL_1.0R	GATE_TOP30	MODEL_TOP3	381	614	1.612	-41.64	-93.82	10.17	-25.84	450	0.4055	253.48	-0.021
E4	TREND_3600|EXT|TRAIL_1.0R	GATE_TOP30+VETO_K	ALL	379	1821	4.805	-122.7	-228.22	-12.29	-25.54	475	0.3855	742.48	-0.061
E4	TREND_3600|EXT|TRAIL_1.0R	GATE_TOP30+VETO_K	MODEL_TOP3	379	659	1.739	-33.31	-81.93	19.38	-19.16	437.5	0.4097	263.63	-0.017
E4	TREND_3600|EXT|TRAIL_1.0R	GATE_TOP30+DAYSIDE	ALL	369	1472	3.989	-73.49	-161.34	17.06	-18.42	412.5	0.3777	583.61	-0.037
E4	TREND_3600|EXT|TRAIL_1.0R	GATE_TOP30+DAYSIDE	MODEL_TOP3	369	547	1.482	17.93	-37.16	77.26	12.09	462.5	0.4004	236.68	0.009
E4	TREND_3600|EXT|TRAIL_1.0R	SHUFFLED_GATE_TOP30	ALL	385	3530	9.169	-279.37	-428.42	-108.57	-30.47	412.5	0.3765	1241.77	-0.14
E4	TREND_3600|EXT|TRAIL_1.0R	SHUFFLED_GATE_TOP30	MODEL_TOP3	385	785	2.039	-36.17	-80.83	9.16	-17.74	350	0.4038	271.53	-0.018
E4	TREND_3600|RECLAIM|TRAIL_1.0R	NONE	ALL	385	7870	20.442	-515.08	-675.03	-354.58	-25.2	200	0.3273	1511.78	-0.258
E4	TREND_3600|RECLAIM|TRAIL_1.0R	NONE	MODEL_TOP3	385	720	1.87	-49.03	-80.49	-18.04	-26.22	187.5	0.3458	175.29	-0.025
E4	TREND_3600|RECLAIM|TRAIL_1.0R	VETO_K	ALL	385	6385	16.584	-446.38	-584.25	-306.38	-26.92	212.5	0.3233	1319.3	-0.223
E4	TREND_3600|RECLAIM|TRAIL_1.0R	VETO_K	MODEL_TOP3	385	759	1.971	-47.26	-81.27	-15.19	-23.97	193.75	0.3294	184.73	-0.024
E4	TREND_3600|RECLAIM|TRAIL_1.0R	VETO_2K	ALL	385	5024	13.049	-352.44	-470.35	-235.37	-27.01	212.5	0.3328	1056.22	-0.176
E4	TREND_3600|RECLAIM|TRAIL_1.0R	VETO_2K	MODEL_TOP3	385	776	2.016	-57.58	-91.79	-23.98	-28.57	187.5	0.3376	189.49	-0.029
E4	TREND_3600|RECLAIM|TRAIL_1.0R	DAYSIDE	ALL	385	5255	13.649	-303.04	-401.88	-202.82	-22.2	175	0.3197	991.78	-0.152
E4	TREND_3600|RECLAIM|TRAIL_1.0R	DAYSIDE	MODEL_TOP3	385	679	1.764	10.89	-28.53	50.23	6.17	225	0.3918	166.42	0.005
E4	TREND_3600|RECLAIM|TRAIL_1.0R	VETO_K+DAYSIDE	ALL	385	4014	10.426	-250.26	-345.75	-155.53	-24	187.5	0.3199	840.33	-0.125
E4	TREND_3600|RECLAIM|TRAIL_1.0R	VETO_K+DAYSIDE	MODEL_TOP3	385	712	1.849	-3.78	-39.63	33.61	-2.04	218.75	0.3848	172.17	-0.002
E4	TREND_3600|RECLAIM|TRAIL_1.0R	SHUFFLED_VETO	ALL	385	5498	14.281	-368.2	-500.56	-230.71	-25.78	225	0.3321	1244.94	-0.184
E4	TREND_3600|RECLAIM|TRAIL_1.0R	SHUFFLED_VETO	MODEL_TOP3	385	857	2.226	-45.43	-83.55	-6.2	-20.41	200	0.3302	217.84	-0.023
E4	TREND_3600|RECLAIM|TRAIL_1.0R	SHUFFLED_DAYSIDE	ALL	385	5216	13.548	-394.33	-499.82	-288.32	-29.11	168.75	0.314	1023.05	-0.197
E4	TREND_3600|RECLAIM|TRAIL_1.0R	SHUFFLED_DAYSIDE	MODEL_TOP3	385	696	1.808	-18.41	-55.96	20.28	-10.18	200	0.375	175.39	-0.009
E4	TREND_3600|RECLAIM|TRAIL_1.0R	GATE_TOP5	ALL	204	384	1.882	-47	-225.44	124.92	-24.97	675	0.3672	500.95	-0.024
E4	TREND_3600|RECLAIM|TRAIL_1.0R	GATE_TOP5	MODEL_TOP3	204	256	1.255	50.83	-64.89	170.34	40.51	675	0.4023	301.67	0.025
E4	TREND_3600|RECLAIM|TRAIL_1.0R	GATE_TOP5+VETO_K	ALL	142	191	1.345	25.01	-138.39	196.13	18.59	718.75	0.4188	371.33	0.013
E4	TREND_3600|RECLAIM|TRAIL_1.0R	GATE_TOP5+VETO_K	MODEL_TOP3	142	169	1.19	56.68	-84.81	214.71	47.63	712.5	0.432	311.17	0.028
E4	TREND_3600|RECLAIM|TRAIL_1.0R	GATE_TOP5+DAYSIDE	ALL	140	203	1.45	-44.79	-193.04	112.47	-30.89	656.25	0.3793	383.49	-0.022
E4	TREND_3600|RECLAIM|TRAIL_1.0R	GATE_TOP5+DAYSIDE	MODEL_TOP3	140	163	1.164	-43.28	-180.92	97.14	-37.17	693.75	0.3988	329.62	-0.022
E4	TREND_3600|RECLAIM|TRAIL_1.0R	SHUFFLED_GATE_TOP5	ALL	384	2091	5.445	-158.26	-261.78	-51.61	-29.06	275	0.3453	662.04	-0.079
E4	TREND_3600|RECLAIM|TRAIL_1.0R	SHUFFLED_GATE_TOP5	MODEL_TOP3	384	959	2.497	-18.54	-78.68	41.12	-7.42	250	0.3566	287.54	-0.009
E4	TREND_3600|RECLAIM|TRAIL_1.0R	GATE_TOP10	ALL	283	822	2.905	-8.23	-145.39	128.38	-2.83	543.75	0.3929	572.1	-0.004
E4	TREND_3600|RECLAIM|TRAIL_1.0R	GATE_TOP10	MODEL_TOP3	283	407	1.438	96.52	10.28	185.95	67.11	562.5	0.4275	249.56	0.048
E4	TREND_3600|RECLAIM|TRAIL_1.0R	GATE_TOP10+VETO_K	ALL	234	503	2.15	-19.46	-134.68	105.15	-9.05	543.75	0.4056	433.86	-0.01
E4	TREND_3600|RECLAIM|TRAIL_1.0R	GATE_TOP10+VETO_K	MODEL_TOP3	234	334	1.427	63.67	-30.97	165.51	44.61	562.5	0.4461	274.38	0.032
E4	TREND_3600|RECLAIM|TRAIL_1.0R	GATE_TOP10+DAYSIDE	ALL	248	455	1.835	-14.92	-105.43	78.96	-8.13	531.25	0.3978	368.21	-0.007
E4	TREND_3600|RECLAIM|TRAIL_1.0R	GATE_TOP10+DAYSIDE	MODEL_TOP3	248	314	1.266	13.93	-67.42	95.59	11	562.5	0.4108	257.01	0.007
E4	TREND_3600|RECLAIM|TRAIL_1.0R	SHUFFLED_GATE_TOP10	ALL	385	3190	8.286	-222.19	-341.93	-101.96	-26.82	262.5	0.3445	892.23	-0.111
E4	TREND_3600|RECLAIM|TRAIL_1.0R	SHUFFLED_GATE_TOP10	MODEL_TOP3	385	938	2.436	-28.77	-88.12	35.88	-11.81	237.5	0.3529	277.31	-0.014
E4	TREND_3600|RECLAIM|TRAIL_1.0R	GATE_TOP30	ALL	371	2885	7.776	-164.17	-291.78	-39.97	-21.11	318.75	0.3584	877.04	-0.082
E4	TREND_3600|RECLAIM|TRAIL_1.0R	GATE_TOP30	MODEL_TOP3	371	636	1.714	-61.17	-108.94	-12.18	-35.68	337.5	0.3443	244.45	-0.031
E4	TREND_3600|RECLAIM|TRAIL_1.0R	GATE_TOP30+VETO_K	ALL	367	2239	6.101	-140.02	-237.7	-47.15	-22.95	312.5	0.3586	693.9	-0.07
E4	TREND_3600|RECLAIM|TRAIL_1.0R	GATE_TOP30+VETO_K	MODEL_TOP3	367	663	1.807	-57.09	-110.16	-3.47	-31.6	325	0.3288	252.88	-0.029
E4	TREND_3600|RECLAIM|TRAIL_1.0R	GATE_TOP30+DAYSIDE	ALL	354	1778	5.023	-106.8	-187.65	-22.75	-21.26	275	0.3549	588.47	-0.053
E4	TREND_3600|RECLAIM|TRAIL_1.0R	GATE_TOP30+DAYSIDE	MODEL_TOP3	354	578	1.633	8.13	-49.51	64.87	4.98	359.38	0.3806	224.55	0.004
E4	TREND_3600|RECLAIM|TRAIL_1.0R	SHUFFLED_GATE_TOP30	ALL	385	5308	13.787	-390.15	-537.28	-238.37	-28.3	225	0.3348	1247.06	-0.195
E4	TREND_3600|RECLAIM|TRAIL_1.0R	SHUFFLED_GATE_TOP30	MODEL_TOP3	385	851	2.21	-47.56	-85.13	-7.09	-21.52	206.25	0.3467	218.32	-0.024
E4	TREND_3600|SWING|TRAIL_1.0R	NONE	ALL	385	18834	48.919	-1305.67	-1445.32	-1174.64	-26.69	87.5	0.2798	1906.39	-0.653
E4	TREND_3600|SWING|TRAIL_1.0R	NONE	MODEL_TOP3	385	818	2.125	-40.96	-64.3	-18.98	-19.28	90.62	0.2885	126.23	-0.02
E4	TREND_3600|SWING|TRAIL_1.0R	VETO_K	ALL	385	13591	35.301	-966.18	-1066.11	-865.83	-27.37	87.5	0.2742	1441.33	-0.483
E4	TREND_3600|SWING|TRAIL_1.0R	VETO_K	MODEL_TOP3	385	833	2.164	-33.68	-55.83	-9.99	-15.56	87.5	0.2929	125.62	-0.017
E4	TREND_3600|SWING|TRAIL_1.0R	VETO_2K	ALL	385	9188	23.865	-629.18	-707.85	-549.92	-26.36	87.5	0.2755	1011.13	-0.315
E4	TREND_3600|SWING|TRAIL_1.0R	VETO_2K	MODEL_TOP3	385	849	2.205	-45.31	-66.87	-21.67	-20.55	87.5	0.2815	127.61	-0.023
E4	TREND_3600|SWING|TRAIL_1.0R	DAYSIDE	ALL	385	9833	25.54	-633.03	-719.15	-539.55	-24.79	93.75	0.2855	1083.54	-0.317
E4	TREND_3600|SWING|TRAIL_1.0R	DAYSIDE	MODEL_TOP3	385	766	1.99	-19.8	-47.38	8.81	-9.95	100	0.3042	119.15	-0.01
E4	TREND_3600|SWING|TRAIL_1.0R	VETO_K+DAYSIDE	ALL	385	7063	18.345	-472.56	-547.88	-391.61	-25.76	87.5	0.2805	839.41	-0.236
E4	TREND_3600|SWING|TRAIL_1.0R	VETO_K+DAYSIDE	MODEL_TOP3	385	804	2.088	-34.91	-57.18	-12.1	-16.71	87.5	0.291	118.43	-0.017
E4	TREND_3600|SWING|TRAIL_1.0R	SHUFFLED_VETO	ALL	385	11057	28.719	-786.13	-892.89	-681.85	-27.37	100	0.2782	1336.06	-0.393
E4	TREND_3600|SWING|TRAIL_1.0R	SHUFFLED_VETO	MODEL_TOP3	385	927	2.408	-59.81	-85.72	-33.85	-24.84	93.75	0.2934	157.13	-0.03
E4	TREND_3600|SWING|TRAIL_1.0R	SHUFFLED_DAYSIDE	ALL	385	9791	25.431	-721.75	-812.05	-634.41	-28.38	93.75	0.2811	1135.75	-0.361
E4	TREND_3600|SWING|TRAIL_1.0R	SHUFFLED_DAYSIDE	MODEL_TOP3	385	786	2.042	-26.21	-49.07	-2.82	-12.84	87.5	0.2964	118.12	-0.013
E4	TREND_3600|SWING|TRAIL_1.0R	GATE_TOP5	ALL	270	1172	4.341	-143.65	-216.43	-68.44	-33.09	200	0.3106	454.12	-0.072
E4	TREND_3600|SWING|TRAIL_1.0R	GATE_TOP5	MODEL_TOP3	270	475	1.759	-55.95	-103.27	-9.17	-31.8	237.5	0.3179	214.41	-0.028
E4	TREND_3600|SWING|TRAIL_1.0R	GATE_TOP5+VETO_K	ALL	210	380	1.81	-60.68	-113.91	-4.8	-33.54	240.62	0.3158	216.38	-0.03
E4	TREND_3600|SWING|TRAIL_1.0R	GATE_TOP5+VETO_K	MODEL_TOP3	210	317	1.51	-28.59	-78.64	25.74	-18.94	237.5	0.3438	174.24	-0.014
E4	TREND_3600|SWING|TRAIL_1.0R	GATE_TOP5+DAYSIDE	ALL	234	689	2.944	-73.62	-140.9	-3.62	-25	200	0.3033	310.61	-0.037
E4	TREND_3600|SWING|TRAIL_1.0R	GATE_TOP5+DAYSIDE	MODEL_TOP3	234	377	1.611	-34.23	-82.34	13.32	-21.25	237.5	0.3183	183.68	-0.017
E4	TREND_3600|SWING|TRAIL_1.0R	SHUFFLED_GATE_TOP5	ALL	381	2848	7.475	-212.8	-266.5	-162.05	-28.47	100	0.2876	461.13	-0.106
E4	TREND_3600|SWING|TRAIL_1.0R	SHUFFLED_GATE_TOP5	MODEL_TOP3	381	1036	2.719	-72.01	-100.1	-43.72	-26.48	100	0.2905	188.08	-0.036
E4	TREND_3600|SWING|TRAIL_1.0R	GATE_TOP10	ALL	347	2447	7.052	-176.72	-244.66	-113.51	-25.06	156.25	0.3183	552	-0.088
E4	TREND_3600|SWING|TRAIL_1.0R	GATE_TOP10	MODEL_TOP3	347	677	1.951	-57.81	-94.22	-20.47	-29.63	175	0.2999	191.38	-0.029
E4	TREND_3600|SWING|TRAIL_1.0R	GATE_TOP10+VETO_K	ALL	323	1171	3.625	-85.31	-134.44	-36.85	-23.53	168.75	0.316	304.52	-0.043
E4	TREND_3600|SWING|TRAIL_1.0R	GATE_TOP10+VETO_K	MODEL_TOP3	323	615	1.904	-27.36	-60.17	7.66	-14.37	175	0.3415	164.98	-0.014
E4	TREND_3600|SWING|TRAIL_1.0R	GATE_TOP10+DAYSIDE	ALL	317	1418	4.473	-91.77	-155.9	-31.1	-20.51	162.5	0.311	371.59	-0.046
E4	TREND_3600|SWING|TRAIL_1.0R	GATE_TOP10+DAYSIDE	MODEL_TOP3	317	610	1.924	-32.63	-67.89	1.15	-16.96	175	0.3279	173.79	-0.016
E4	TREND_3600|SWING|TRAIL_1.0R	SHUFFLED_GATE_TOP10	ALL	385	4873	12.657	-342.64	-413.2	-273.51	-27.07	100	0.2834	719.22	-0.171
E4	TREND_3600|SWING|TRAIL_1.0R	SHUFFLED_GATE_TOP10	MODEL_TOP3	385	1032	2.681	-66.58	-98.88	-32.49	-24.84	100	0.2655	189.03	-0.033
E4	TREND_3600|SWING|TRAIL_1.0R	GATE_TOP30	ALL	376	7490	19.92	-501.65	-584.38	-423.6	-25.18	93.75	0.2864	941.71	-0.251
E4	TREND_3600|SWING|TRAIL_1.0R	GATE_TOP30	MODEL_TOP3	376	775	2.061	-38.85	-67.57	-10.47	-18.85	112.5	0.3123	151.36	-0.019
E4	TREND_3600|SWING|TRAIL_1.0R	GATE_TOP30+VETO_K	ALL	365	4835	13.247	-324.71	-388.88	-266.42	-24.51	93.75	0.2817	651.15	-0.162
E4	TREND_3600|SWING|TRAIL_1.0R	GATE_TOP30+VETO_K	MODEL_TOP3	365	770	2.11	-56.4	-81.99	-29.61	-26.74	112.5	0.2857	152.83	-0.028
E4	TREND_3600|SWING|TRAIL_1.0R	GATE_TOP30+DAYSIDE	ALL	360	3993	11.092	-238.17	-300.09	-178.33	-21.47	100	0.293	578.84	-0.119
E4	TREND_3600|SWING|TRAIL_1.0R	GATE_TOP30+DAYSIDE	MODEL_TOP3	360	707	1.964	-12.72	-40.71	14.82	-6.48	112.5	0.3168	131.63	-0.006
E4	TREND_3600|SWING|TRAIL_1.0R	SHUFFLED_GATE_TOP30	ALL	385	10204	26.504	-726.07	-814.71	-637.75	-27.4	100	0.2857	1240.15	-0.363
E4	TREND_3600|SWING|TRAIL_1.0R	SHUFFLED_GATE_TOP30	MODEL_TOP3	385	937	2.434	-48.47	-80.95	-18.46	-19.91	100	0.2967	156.68	-0.024
E5	LEG_0.75|RECLAIM|TRAIL_1.0R	NONE	ALL	269	398	1.48	-23.43	-131.71	92.77	-15.84	1468.75	0.4296	394.5	-0.012
E5	LEG_0.75|RECLAIM|TRAIL_1.0R	NONE	MODEL_TOP3	269	329	1.223	49.04	-49.79	152.31	40.1	1475	0.4498	281.8	0.025
E5	LEG_0.75|RECLAIM|TRAIL_1.0R	VETO_K	ALL	225	298	1.324	74.32	-30.55	188.25	56.12	1368.75	0.4463	274.62	0.037
E5	LEG_0.75|RECLAIM|TRAIL_1.0R	VETO_K	MODEL_TOP3	225	273	1.213	87.43	-11.89	198.49	72.06	1350	0.4542	241.96	0.044
E5	LEG_0.75|RECLAIM|TRAIL_1.0R	VETO_2K	ALL	154	185	1.201	4.79	-99.68	115.39	3.99	1312.5	0.4378	241.65	0.002
E5	LEG_0.75|RECLAIM|TRAIL_1.0R	VETO_2K	MODEL_TOP3	154	172	1.117	26.92	-75.71	135.88	24.11	1281.25	0.4535	214.21	0.013
E5	LEG_0.75|RECLAIM|TRAIL_1.0R	DAYSIDE	ALL	168	191	1.137	-9.89	-154.37	138.31	-8.7	1475	0.4555	328.5	-0.005
E5	LEG_0.75|RECLAIM|TRAIL_1.0R	DAYSIDE	MODEL_TOP3	168	179	1.065	-2.28	-141.36	143.73	-2.14	1475	0.4637	302.45	-0.001
E5	LEG_0.75|RECLAIM|TRAIL_1.0R	VETO_K+DAYSIDE	ALL	128	142	1.109	109.64	-44.94	288.82	98.83	1362.5	0.4859	244.7	0.055
E5	LEG_0.75|RECLAIM|TRAIL_1.0R	VETO_K+DAYSIDE	MODEL_TOP3	128	137	1.07	93.62	-59.96	268.36	87.47	1350	0.4818	242.86	0.047
E5	LEG_0.75|RECLAIM|TRAIL_1.0R	SHUFFLED_VETO	ALL	231	319	1.381	-28.36	-146.65	87.49	-20.54	1450	0.442	390.74	-0.014
E5	LEG_0.75|RECLAIM|TRAIL_1.0R	SHUFFLED_VETO	MODEL_TOP3	231	302	1.307	6.83	-106.4	119.48	5.22	1443.75	0.4536	342.35	0.003
E5	LEG_0.75|RECLAIM|TRAIL_1.0R	SHUFFLED_DAYSIDE	ALL	161	185	1.149	32.18	-107.36	171.16	28.01	1450	0.4541	291.11	0.016
E5	LEG_0.75|RECLAIM|TRAIL_1.0R	SHUFFLED_DAYSIDE	MODEL_TOP3	161	175	1.087	43.59	-80.27	180.4	40.11	1450	0.4629	266.58	0.022
E5	LEG_0.75|EXT|TRAIL_1.0R	NONE	ALL	269	384	1.428	-28.33	-132.91	80.1	-19.84	1575	0.4375	381.78	-0.014
E5	LEG_0.75|EXT|TRAIL_1.0R	NONE	MODEL_TOP3	269	321	1.193	52.35	-46.8	155.04	43.87	1587.5	0.4548	273.12	0.026
E5	LEG_0.75|EXT|TRAIL_1.0R	VETO_K	ALL	225	293	1.302	79.04	-23.14	193.32	60.7	1525	0.4539	267.87	0.04
E5	LEG_0.75|EXT|TRAIL_1.0R	VETO_K	MODEL_TOP3	225	269	1.196	99.05	3.23	208.65	82.85	1525	0.4647	229.98	0.05
E5	LEG_0.75|EXT|TRAIL_1.0R	VETO_2K	ALL	154	183	1.188	19.22	-78.42	127.89	16.17	1475	0.4481	229.98	0.01
E5	LEG_0.75|EXT|TRAIL_1.0R	VETO_2K	MODEL_TOP3	154	171	1.11	42.05	-58.62	149.53	37.87	1450	0.462	201.85	0.021
E5	LEG_0.75|EXT|TRAIL_1.0R	DAYSIDE	ALL	168	191	1.137	-28.3	-176.07	123.13	-24.9	1600	0.4607	347.04	-0.014
E5	LEG_0.75|EXT|TRAIL_1.0R	DAYSIDE	MODEL_TOP3	168	178	1.06	-16.57	-157.57	129.82	-15.64	1600	0.4719	316.86	-0.008
E5	LEG_0.75|EXT|TRAIL_1.0R	VETO_K+DAYSIDE	ALL	128	142	1.109	116.23	-37.1	291.31	104.77	1525	0.493	238.26	0.058
E5	LEG_0.75|EXT|TRAIL_1.0R	VETO_K+DAYSIDE	MODEL_TOP3	128	137	1.07	107.39	-43.23	281.51	100.34	1525	0.4964	230.33	0.054
E5	LEG_0.75|EXT|TRAIL_1.0R	SHUFFLED_VETO	ALL	231	307	1.329	-38.11	-153.15	77.22	-28.68	1600	0.4495	384.08	-0.019
E5	LEG_0.75|EXT|TRAIL_1.0R	SHUFFLED_VETO	MODEL_TOP3	231	290	1.255	1.57	-104.37	114.2	1.25	1600	0.4586	332.59	0.001
E5	LEG_0.75|EXT|TRAIL_1.0R	SHUFFLED_DAYSIDE	ALL	161	185	1.149	13.43	-125.8	156.83	11.69	1575	0.4595	312.93	0.007
