# census 4 verdict — the stacked configurations (cell x filter x selection), one-position-per-asset replay, day-clustered CIs (PORT-M2-GOALPATH-V1)
era	cell	filter	selection	n_sessions	n_seats	seats_per_session	usd_per_session	ci_lo	ci_hi	usd_per_trade	risk_usd_median	win_rate	mdd_mean	vs_D048_bar
E3	TREND_3600|SWING|TRAIL_1.0R	GATE_TOP30+DAYSIDE	MODEL_TOP3	365	717	1.964	-24.45	-64.12	17.2	-12.44	137.5	0.318	164.32	-0.012
E3	TREND_3600|SWING|TRAIL_1.0R	SHUFFLED_GATE_TOP30	ALL	390	10781	27.644	-793.97	-899.37	-688.95	-28.72	100	0.2836	1370.49	-0.397
E3	TREND_3600|SWING|TRAIL_1.0R	SHUFFLED_GATE_TOP30	MODEL_TOP3	390	956	2.451	-66.79	-97.12	-34.1	-27.25	100	0.2814	175.9	-0.033
E4	LEG_0.75|RECLAIM|TRAIL_1.0R	NONE	ALL	245	343	1.4	23.41	-110.43	154.74	16.72	1437.5	0.4636	393.58	0.012
E4	LEG_0.75|RECLAIM|TRAIL_1.0R	NONE	MODEL_TOP3	245	295	1.204	94.36	-22.69	212.89	78.37	1418.75	0.4949	294.09	0.047
E4	LEG_0.75|RECLAIM|TRAIL_1.0R	VETO_K	ALL	207	259	1.251	28.65	-89.58	148.31	22.9	1368.75	0.4865	328.27	0.014
E4	LEG_0.75|RECLAIM|TRAIL_1.0R	VETO_K	MODEL_TOP3	207	237	1.145	28	-89.38	143.79	24.46	1375	0.4937	289.16	0.014
E4	LEG_0.75|RECLAIM|TRAIL_1.0R	VETO_2K	ALL	139	167	1.201	1.46	-134.37	140.25	1.21	1325	0.479	311.22	0.001
E4	LEG_0.75|RECLAIM|TRAIL_1.0R	VETO_2K	MODEL_TOP3	139	156	1.122	-4.8	-143.74	138.12	-4.28	1343.75	0.4744	297.01	-0.002
E4	LEG_0.75|RECLAIM|TRAIL_1.0R	DAYSIDE	ALL	160	183	1.144	-46.15	-173.29	92.8	-40.35	1406.25	0.4481	345.27	-0.023
E4	LEG_0.75|RECLAIM|TRAIL_1.0R	DAYSIDE	MODEL_TOP3	160	173	1.081	-38.61	-166.01	98.35	-35.71	1418.75	0.4566	319.23	-0.019
E4	LEG_0.75|RECLAIM|TRAIL_1.0R	VETO_K+DAYSIDE	ALL	126	140	1.111	-17.26	-141.3	110.62	-15.54	1368.75	0.5	293.55	-0.009
E4	LEG_0.75|RECLAIM|TRAIL_1.0R	VETO_K+DAYSIDE	MODEL_TOP3	126	133	1.056	-9.84	-134.59	118.65	-9.32	1387.5	0.5038	268.84	-0.005
E4	LEG_0.75|RECLAIM|TRAIL_1.0R	SHUFFLED_VETO	ALL	216	272	1.259	27.56	-88.87	149.22	21.88	1406.25	0.4485	351.71	0.014
E4	LEG_0.75|RECLAIM|TRAIL_1.0R	SHUFFLED_VETO	MODEL_TOP3	216	260	1.204	39.18	-77.19	164.81	32.55	1406.25	0.4538	327.96	0.02
E4	LEG_0.75|RECLAIM|TRAIL_1.0R	SHUFFLED_DAYSIDE	ALL	142	162	1.141	-33.65	-174.24	105.47	-29.5	1443.75	0.4568	358.92	-0.017
E4	LEG_0.75|RECLAIM|TRAIL_1.0R	SHUFFLED_DAYSIDE	MODEL_TOP3	142	153	1.077	-30.3	-178.44	112.49	-28.12	1450	0.4641	339.46	-0.015
E4	LEG_0.75|EXT|TRAIL_1.0R	NONE	ALL	245	335	1.367	1.02	-130.71	134.74	0.75	1550	0.4657	404.21	0.001
E4	LEG_0.75|EXT|TRAIL_1.0R	NONE	MODEL_TOP3	245	289	1.18	89.64	-23.81	205.65	75.99	1537.5	0.4983	290.54	0.045
E4	LEG_0.75|EXT|TRAIL_1.0R	VETO_K	ALL	207	255	1.232	23.31	-98.96	145.03	18.92	1518.75	0.4824	327.25	0.012
E4	LEG_0.75|EXT|TRAIL_1.0R	VETO_K	MODEL_TOP3	207	234	1.13	28.62	-90.21	144.51	25.32	1503.12	0.4915	283.49	0.014
E4	LEG_0.75|EXT|TRAIL_1.0R	VETO_2K	ALL	139	166	1.194	-7.19	-146.57	137.1	-6.02	1475	0.4759	317.47	-0.004
E4	LEG_0.75|EXT|TRAIL_1.0R	VETO_2K	MODEL_TOP3	139	155	1.115	-9.67	-152.91	135.71	-8.67	1475	0.471	299.49	-0.005
E4	LEG_0.75|EXT|TRAIL_1.0R	DAYSIDE	ALL	160	183	1.144	-61.23	-194.67	78.34	-53.53	1537.5	0.4426	357.26	-0.031
E4	LEG_0.75|EXT|TRAIL_1.0R	DAYSIDE	MODEL_TOP3	160	173	1.081	-55.99	-187.42	85.2	-51.78	1550	0.4509	333.52	-0.028
E4	LEG_0.75|EXT|TRAIL_1.0R	VETO_K+DAYSIDE	ALL	126	140	1.111	-30.21	-155.76	101.38	-27.19	1515.62	0.4929	302.57	-0.015
E4	LEG_0.75|EXT|TRAIL_1.0R	VETO_K+DAYSIDE	MODEL_TOP3	126	133	1.056	-21.89	-150.3	111.06	-20.74	1525	0.4962	276.96	-0.011
E4	LEG_0.75|EXT|TRAIL_1.0R	SHUFFLED_VETO	ALL	216	266	1.231	22.63	-95.57	146.83	18.38	1550	0.4474	352.05	0.011
E4	LEG_0.75|EXT|TRAIL_1.0R	SHUFFLED_VETO	MODEL_TOP3	216	255	1.181	41.12	-75.33	166.6	34.83	1550	0.4549	326.77	0.021
E4	LEG_0.75|EXT|TRAIL_1.0R	SHUFFLED_DAYSIDE	ALL	142	161	1.134	-43.83	-190.08	95.79	-38.66	1550	0.4534	371.64	-0.022
E4	LEG_0.75|EXT|TRAIL_1.0R	SHUFFLED_DAYSIDE	MODEL_TOP3	142	153	1.077	-37.61	-187.08	106.8	-34.9	1550	0.451	344.07	-0.019
E4	LEG_0.75|RECLAIM|TRAIL_1.5R	NONE	ALL	245	325	1.327	-2.04	-141.23	131.72	-1.54	1418.75	0.4615	396.07	-0.001
E4	LEG_0.75|RECLAIM|TRAIL_1.5R	NONE	MODEL_TOP3	245	282	1.151	71.74	-35.37	183.42	62.33	1409.38	0.4894	290.21	0.036
E4	LEG_0.75|RECLAIM|TRAIL_1.5R	VETO_K	ALL	207	253	1.222	17.77	-99.6	141.73	14.54	1368.75	0.4783	332.6	0.009
E4	LEG_0.75|RECLAIM|TRAIL_1.5R	VETO_K	MODEL_TOP3	207	235	1.135	23.64	-98.1	143.88	20.82	1375	0.4851	292.42	0.012
E4	LEG_0.75|RECLAIM|TRAIL_1.5R	VETO_2K	ALL	139	166	1.194	-15.86	-160.69	128.28	-13.28	1331.25	0.4699	324.66	-0.008
E4	LEG_0.75|RECLAIM|TRAIL_1.5R	VETO_2K	MODEL_TOP3	139	155	1.115	-17.4	-165.15	129.85	-15.6	1350	0.4645	305.73	-0.009
E4	LEG_0.75|RECLAIM|TRAIL_1.5R	DAYSIDE	ALL	160	183	1.144	-51.19	-189.46	91.83	-44.75	1406.25	0.4481	360.47	-0.026
E4	LEG_0.75|RECLAIM|TRAIL_1.5R	DAYSIDE	MODEL_TOP3	160	173	1.081	-46.34	-184.1	99.39	-42.86	1418.75	0.4566	337.12	-0.023
E4	LEG_0.75|RECLAIM|TRAIL_1.5R	VETO_K+DAYSIDE	ALL	126	140	1.111	-30.85	-161.03	97.78	-27.77	1368.75	0.4857	313.37	-0.015
E4	LEG_0.75|RECLAIM|TRAIL_1.5R	VETO_K+DAYSIDE	MODEL_TOP3	126	133	1.056	-23.43	-149.41	103.97	-22.2	1387.5	0.4887	288.66	-0.012
E4	LEG_0.75|RECLAIM|TRAIL_1.5R	SHUFFLED_VETO	ALL	216	262	1.213	6.46	-111.67	132.76	5.33	1400	0.4504	352.41	0.003
E4	LEG_0.75|RECLAIM|TRAIL_1.5R	SHUFFLED_VETO	MODEL_TOP3	216	253	1.171	24.24	-97.26	150.45	20.69	1400	0.4585	329.9	0.012
E4	LEG_0.75|RECLAIM|TRAIL_1.5R	SHUFFLED_DAYSIDE	ALL	142	161	1.134	-34.23	-182.23	106.27	-30.19	1437.5	0.4596	363.33	-0.017
E4	LEG_0.75|RECLAIM|TRAIL_1.5R	SHUFFLED_DAYSIDE	MODEL_TOP3	142	153	1.077	-44.65	-197.7	101.02	-41.44	1450	0.4575	352.39	-0.022
E4	LEG_0.75|RECLAIM|PHASE	NONE	ALL	245	324	1.322	-14.75	-153.58	117.51	-11.15	1421.88	0.463	402.71	-0.007
E4	LEG_0.75|RECLAIM|PHASE	NONE	MODEL_TOP3	245	282	1.151	64.88	-44.31	178.01	56.37	1409.38	0.4894	296.87	0.032
E4	LEG_0.75|RECLAIM|PHASE	VETO_K	ALL	207	253	1.222	16.11	-101.68	140.59	13.18	1368.75	0.4783	334.2	0.008
E4	LEG_0.75|RECLAIM|PHASE	VETO_K	MODEL_TOP3	207	235	1.135	22.01	-100.3	142.83	19.39	1375	0.4851	293.99	0.011
E4	LEG_0.75|RECLAIM|PHASE	VETO_2K	ALL	139	166	1.194	-18.25	-162.16	127.13	-15.28	1331.25	0.4699	327.04	-0.009
E4	LEG_0.75|RECLAIM|PHASE	VETO_2K	MODEL_TOP3	139	155	1.115	-19.74	-167.96	128.33	-17.7	1350	0.4645	308.07	-0.01
E4	LEG_0.75|RECLAIM|PHASE	DAYSIDE	ALL	160	183	1.144	-52.95	-191.5	90.17	-46.29	1406.25	0.4481	362.23	-0.026
E4	LEG_0.75|RECLAIM|PHASE	DAYSIDE	MODEL_TOP3	160	173	1.081	-48.1	-186.95	97.82	-44.49	1418.75	0.4566	338.88	-0.024
E4	LEG_0.75|RECLAIM|PHASE	VETO_K+DAYSIDE	ALL	126	140	1.111	-32.14	-164.47	96.81	-28.93	1368.75	0.4857	314.66	-0.016
E4	LEG_0.75|RECLAIM|PHASE	VETO_K+DAYSIDE	MODEL_TOP3	126	133	1.056	-24.72	-150.1	102.52	-23.42	1387.5	0.4887	289.95	-0.012
E4	LEG_0.75|RECLAIM|PHASE	SHUFFLED_VETO	ALL	216	260	1.204	-2	-121.2	124.1	-1.66	1400	0.4462	358.84	-0.001
E4	LEG_0.75|RECLAIM|PHASE	SHUFFLED_VETO	MODEL_TOP3	216	251	1.162	16.5	-106.93	143.2	14.2	1400	0.4582	336.33	0.008
E4	LEG_0.75|RECLAIM|PHASE	SHUFFLED_DAYSIDE	ALL	142	161	1.134	-43.3	-192.44	98.65	-38.19	1437.5	0.4596	372.31	-0.022
E4	LEG_0.75|RECLAIM|PHASE	SHUFFLED_DAYSIDE	MODEL_TOP3	142	153	1.077	-53.71	-209.15	93.79	-49.85	1450	0.4575	361.37	-0.027
E4	LEG_0.75|EXT|PHASE	NONE	ALL	245	320	1.306	-27.45	-154.17	97.51	-21.02	1550	0.4656	412.98	-0.014
E4	LEG_0.75|EXT|PHASE	NONE	MODEL_TOP3	245	280	1.143	62.47	-45.73	175.31	54.67	1543.75	0.4929	299.28	0.031
E4	LEG_0.75|EXT|PHASE	VETO_K	ALL	207	252	1.217	19.28	-98.41	141.76	15.83	1515.62	0.4802	331.03	0.01
E4	LEG_0.75|EXT|PHASE	VETO_K	MODEL_TOP3	207	233	1.126	31.66	-86.29	150.5	28.13	1506.25	0.4893	284.34	0.016
E4	LEG_0.75|EXT|PHASE	VETO_2K	ALL	139	166	1.194	-19.42	-167.61	127.71	-16.26	1475	0.4699	328.21	-0.01
E4	LEG_0.75|EXT|PHASE	VETO_2K	MODEL_TOP3	139	155	1.115	-17.13	-163.43	130.7	-15.36	1475	0.4645	305.46	-0.009
E4	LEG_0.75|EXT|PHASE	DAYSIDE	ALL	160	183	1.144	-57.12	-198.16	87.26	-49.95	1537.5	0.4481	366.41	-0.029
E4	LEG_0.75|EXT|PHASE	DAYSIDE	MODEL_TOP3	160	173	1.081	-51.27	-193.57	95.73	-47.41	1550	0.4566	342.04	-0.026
E4	LEG_0.75|EXT|PHASE	VETO_K+DAYSIDE	ALL	126	140	1.111	-26.74	-151.74	107.56	-24.06	1515.62	0.4857	309.26	-0.013
E4	LEG_0.75|EXT|PHASE	VETO_K+DAYSIDE	MODEL_TOP3	126	133	1.056	-18.42	-144.42	115.76	-17.45	1525	0.4887	283.65	-0.009
E4	LEG_0.75|EXT|PHASE	SHUFFLED_VETO	ALL	216	259	1.199	-6.49	-129.07	121.52	-5.41	1550	0.4479	365.82	-0.003
E4	LEG_0.75|EXT|PHASE	SHUFFLED_VETO	MODEL_TOP3	216	250	1.157	9.75	-115.5	139.73	8.43	1550	0.456	343.08	0.005
E4	LEG_0.75|EXT|PHASE	SHUFFLED_DAYSIDE	ALL	142	161	1.134	-67.55	-222.51	80.17	-59.58	1550	0.4596	396.56	-0.034
E4	LEG_0.75|EXT|PHASE	SHUFFLED_DAYSIDE	MODEL_TOP3	142	153	1.077	-63.35	-223.58	87.22	-58.8	1550	0.4575	371.01	-0.032
E4	LEG_0.75|EXT|TRAIL_1.5R	NONE	ALL	245	320	1.306	-22.87	-150.05	101.66	-17.51	1550	0.4625	408.19	-0.011
E4	LEG_0.75|EXT|TRAIL_1.5R	NONE	MODEL_TOP3	245	280	1.143	67.05	-41.72	177.03	58.67	1543.75	0.4893	294.49	0.034
E4	LEG_0.75|EXT|TRAIL_1.5R	VETO_K	ALL	207	252	1.217	19.05	-98.44	141.86	15.65	1515.62	0.4762	331.01	0.01
E4	LEG_0.75|EXT|TRAIL_1.5R	VETO_K	MODEL_TOP3	207	233	1.126	31.43	-85.52	150.25	27.93	1506.25	0.485	284.31	0.016
E4	LEG_0.75|EXT|TRAIL_1.5R	VETO_2K	ALL	139	166	1.194	-18.83	-167.9	127.52	-15.77	1475	0.4699	327.63	-0.009
E4	LEG_0.75|EXT|TRAIL_1.5R	VETO_2K	MODEL_TOP3	139	155	1.115	-16.55	-162.58	131.17	-14.84	1475	0.4645	304.87	-0.008
E4	LEG_0.75|EXT|TRAIL_1.5R	DAYSIDE	ALL	160	183	1.144	-56.97	-198.02	86.43	-49.81	1537.5	0.4481	366.25	-0.028
E4	LEG_0.75|EXT|TRAIL_1.5R	DAYSIDE	MODEL_TOP3	160	173	1.081	-51.11	-192.97	95.53	-47.27	1550	0.4566	341.88	-0.026
E4	LEG_0.75|EXT|TRAIL_1.5R	VETO_K+DAYSIDE	ALL	126	140	1.111	-27.28	-152.26	107.56	-24.55	1515.62	0.4857	309.8	-0.014
E4	LEG_0.75|EXT|TRAIL_1.5R	VETO_K+DAYSIDE	MODEL_TOP3	126	133	1.056	-18.97	-144.46	115.23	-17.97	1525	0.4887	284.2	-0.009
E4	LEG_0.75|EXT|TRAIL_1.5R	SHUFFLED_VETO	ALL	216	259	1.199	-2.6	-124.43	127.58	-2.16	1550	0.444	361.69	-0.001
E4	LEG_0.75|EXT|TRAIL_1.5R	SHUFFLED_VETO	MODEL_TOP3	216	250	1.157	13.64	-108.1	144.3	11.79	1550	0.452	338.95	0.007
E4	LEG_0.75|EXT|TRAIL_1.5R	SHUFFLED_DAYSIDE	ALL	142	161	1.134	-60.22	-212.58	84.63	-53.12	1550	0.4534	388.87	-0.03
E4	LEG_0.75|EXT|TRAIL_1.5R	SHUFFLED_DAYSIDE	MODEL_TOP3	142	153	1.077	-56.03	-211.65	92.97	-52	1550	0.451	363.32	-0.028
E4	LEG_0.5|RECLAIM|TRAIL_1.5R	NONE	ALL	364	789	2.168	-30.36	-156.4	96.53	-14.01	918.75	0.4297	597.18	-0.015
E4	LEG_0.5|RECLAIM|TRAIL_1.5R	NONE	MODEL_TOP3	364	509	1.398	62.38	-43.4	163.88	44.61	912.5	0.4578	337.57	0.031
E4	LEG_0.5|RECLAIM|TRAIL_1.5R	VETO_K	ALL	341	642	1.883	-3.37	-114.75	112.9	-1.79	893.75	0.4346	470.02	-0.002
E4	LEG_0.5|RECLAIM|TRAIL_1.5R	VETO_K	MODEL_TOP3	341	470	1.378	5.97	-91.79	106.08	4.33	900	0.4277	341.92	0.003
E4	LEG_0.5|RECLAIM|TRAIL_1.5R	VETO_2K	ALL	298	479	1.607	-50.87	-153.8	51.43	-31.65	868.75	0.4259	397.33	-0.025
E4	LEG_0.5|RECLAIM|TRAIL_1.5R	VETO_2K	MODEL_TOP3	298	394	1.322	-70.86	-166.82	25.05	-53.6	887.5	0.3985	343.27	-0.035
E4	LEG_0.5|RECLAIM|TRAIL_1.5R	DAYSIDE	ALL	292	466	1.596	-10.8	-102.99	83.15	-6.77	912.5	0.4571	413.18	-0.005
E4	LEG_0.5|RECLAIM|TRAIL_1.5R	DAYSIDE	MODEL_TOP3	292	373	1.277	4.99	-76.57	85.54	3.91	912.5	0.4584	321.51	0.002
E4	LEG_0.5|RECLAIM|TRAIL_1.5R	VETO_K+DAYSIDE	ALL	251	371	1.478	12.27	-82.23	102.87	8.3	887.5	0.4474	346.76	0.006
E4	LEG_0.5|RECLAIM|TRAIL_1.5R	VETO_K+DAYSIDE	MODEL_TOP3	251	309	1.231	26.73	-54.56	114.68	21.71	893.75	0.4531	282.36	0.013
E4	LEG_0.5|RECLAIM|TRAIL_1.5R	SHUFFLED_VETO	ALL	348	643	1.848	-19.79	-137.42	97.36	-10.71	900	0.4292	499.34	-0.01
E4	LEG_0.5|RECLAIM|TRAIL_1.5R	SHUFFLED_VETO	MODEL_TOP3	348	520	1.494	38.17	-65.59	141.88	25.55	906.25	0.4615	372.84	0.019
E4	LEG_0.5|RECLAIM|TRAIL_1.5R	SHUFFLED_DAYSIDE	ALL	293	443	1.512	-104.68	-221.07	7.19	-69.24	925	0.3883	469.87	-0.052
E4	LEG_0.5|RECLAIM|TRAIL_1.5R	SHUFFLED_DAYSIDE	MODEL_TOP3	293	361	1.232	-47.15	-154.72	60.31	-38.27	925	0.4044	369.36	-0.024
E4	LEG_0.5|EXT|TRAIL_1.5R	NONE	ALL	364	755	2.074	-42.62	-164.58	77.26	-20.55	1043.75	0.4331	601	-0.021
E4	LEG_0.5|EXT|TRAIL_1.5R	NONE	MODEL_TOP3	364	499	1.371	49.16	-55.59	152.92	35.86	1037.5	0.4569	348.67	0.025
E4	LEG_0.5|EXT|TRAIL_1.5R	VETO_K	ALL	341	624	1.83	-6.9	-115.42	108.09	-3.77	1025	0.4423	470.8	-0.003
E4	LEG_0.5|EXT|TRAIL_1.5R	VETO_K	MODEL_TOP3	341	466	1.367	-6.84	-108.28	93.82	-5.01	1025	0.427	353.46	-0.003
E4	LEG_0.5|EXT|TRAIL_1.5R	VETO_2K	ALL	298	466	1.564	-64.9	-169.34	35.74	-41.5	1006.25	0.4227	405.66	-0.032
E4	LEG_0.5|EXT|TRAIL_1.5R	VETO_2K	MODEL_TOP3	298	391	1.312	-79.79	-178.06	21.52	-60.81	1018.75	0.399	351.13	-0.04
E4	LEG_0.5|EXT|TRAIL_1.5R	DAYSIDE	ALL	292	457	1.565	-24.11	-121.33	72.39	-15.41	1043.75	0.4551	429.19	-0.012
E4	LEG_0.5|EXT|TRAIL_1.5R	DAYSIDE	MODEL_TOP3	292	372	1.274	-6.7	-91.06	75.07	-5.26	1050	0.457	338.95	-0.003
E4	LEG_0.5|EXT|TRAIL_1.5R	VETO_K+DAYSIDE	ALL	251	369	1.47	0.16	-93.6	97.64	0.11	1025	0.4499	361.79	0
E4	LEG_0.5|EXT|TRAIL_1.5R	VETO_K+DAYSIDE	MODEL_TOP3	251	308	1.227	21.72	-63.75	111.52	17.7	1037.5	0.4545	292	0.011
E4	LEG_0.5|EXT|TRAIL_1.5R	SHUFFLED_VETO	ALL	348	616	1.77	-17.85	-139.09	106.85	-10.08	1046.88	0.4464	492.32	-0.009
E4	LEG_0.5|EXT|TRAIL_1.5R	SHUFFLED_VETO	MODEL_TOP3	348	508	1.46	16.77	-93.25	124.5	11.49	1050	0.4646	383.39	0.008
E4	LEG_0.5|EXT|TRAIL_1.5R	SHUFFLED_DAYSIDE	ALL	293	434	1.481	-106.46	-226.42	7.62	-71.87	1050	0.3986	474.67	-0.053
E4	LEG_0.5|EXT|TRAIL_1.5R	SHUFFLED_DAYSIDE	MODEL_TOP3	293	360	1.229	-53.24	-163.71	56.17	-43.33	1050	0.4083	376.68	-0.027
E4	LEG_0.5|RECLAIM|PHASE	NONE	ALL	364	765	2.102	-48.4	-174.24	79.35	-23.03	912.5	0.4261	600.61	-0.024
E4	LEG_0.5|RECLAIM|PHASE	NONE	MODEL_TOP3	364	507	1.393	50.18	-56.64	154.3	36.03	912.5	0.4556	343.08	0.025
E4	LEG_0.5|RECLAIM|PHASE	VETO_K	ALL	341	632	1.853	6.92	-105.07	124	3.73	893.75	0.4399	465.8	0.003
E4	LEG_0.5|RECLAIM|PHASE	VETO_K	MODEL_TOP3	341	470	1.378	-0.84	-100.88	99.79	-0.61	900	0.4277	347.64	-0
E4	LEG_0.5|RECLAIM|PHASE	VETO_2K	ALL	298	475	1.594	-55.96	-163.41	47.92	-35.11	868.75	0.4274	400.89	-0.028
E4	LEG_0.5|RECLAIM|PHASE	VETO_2K	MODEL_TOP3	298	393	1.319	-73.62	-172.47	26.48	-55.83	887.5	0.4046	344.56	-0.037
E4	LEG_0.5|RECLAIM|PHASE	DAYSIDE	ALL	292	460	1.575	-17.87	-112.23	79.55	-11.35	912.5	0.45	423.12	-0.009
E4	LEG_0.5|RECLAIM|PHASE	DAYSIDE	MODEL_TOP3	292	373	1.277	-0.12	-85.27	82.35	-0.09	912.5	0.4558	328.86	-0
E4	LEG_0.5|RECLAIM|PHASE	VETO_K+DAYSIDE	ALL	251	370	1.474	6.72	-87.33	101.21	4.56	887.5	0.4432	351.9	0.003
E4	LEG_0.5|RECLAIM|PHASE	VETO_K+DAYSIDE	MODEL_TOP3	251	309	1.231	23.13	-58.95	109.69	18.79	893.75	0.4498	284.98	0.012
E4	LEG_0.5|RECLAIM|PHASE	SHUFFLED_VETO	ALL	348	621	1.784	-13.79	-133.52	109.21	-7.73	900	0.4316	486.5	-0.007
E4	LEG_0.5|RECLAIM|PHASE	SHUFFLED_VETO	MODEL_TOP3	348	513	1.474	29.97	-71.93	134.78	20.33	906.25	0.462	376.4	0.015
E4	LEG_0.5|RECLAIM|PHASE	SHUFFLED_DAYSIDE	ALL	293	441	1.505	-111.6	-228.38	0.52	-74.15	918.75	0.3878	478.07	-0.056
E4	LEG_0.5|RECLAIM|PHASE	SHUFFLED_DAYSIDE	MODEL_TOP3	293	361	1.232	-59.91	-166.42	49.62	-48.63	925	0.4017	377.98	-0.03
E4	LEG_0.5|RECLAIM|TRAIL_1.0R	NONE	ALL	364	935	2.569	-40.26	-159.09	79.69	-15.68	912.5	0.4225	617.44	-0.02
E4	LEG_0.5|RECLAIM|TRAIL_1.0R	NONE	MODEL_TOP3	364	552	1.516	58.73	-31.28	150.41	38.73	912.5	0.4438	344.4	0.029
E4	LEG_0.5|RECLAIM|TRAIL_1.0R	VETO_K	ALL	341	732	2.147	-26.57	-131.46	81.42	-12.38	887.5	0.4139	487.92	-0.013
E4	LEG_0.5|RECLAIM|TRAIL_1.0R	VETO_K	MODEL_TOP3	341	496	1.455	7.48	-77.52	94.46	5.14	900	0.4133	337.5	0.004
E4	LEG_0.5|RECLAIM|TRAIL_1.0R	VETO_2K	ALL	298	519	1.742	-96.8	-196.45	-8	-55.58	862.5	0.4046	409.61	-0.048
E4	LEG_0.5|RECLAIM|TRAIL_1.0R	VETO_2K	MODEL_TOP3	298	409	1.372	-97.72	-187.42	-14.39	-71.2	887.5	0.3863	341.56	-0.049
E4	LEG_0.5|RECLAIM|TRAIL_1.0R	DAYSIDE	ALL	292	479	1.64	15.15	-73.61	108.08	9.24	912.5	0.4447	382.59	0.008
E4	LEG_0.5|RECLAIM|TRAIL_1.0R	DAYSIDE	MODEL_TOP3	292	374	1.281	32.06	-45.29	107.45	25.03	912.5	0.4572	293.03	0.016
E4	LEG_0.5|RECLAIM|TRAIL_1.0R	VETO_K+DAYSIDE	ALL	251	376	1.498	26.65	-67.26	121.88	17.79	887.5	0.4309	322.42	0.013
E4	LEG_0.5|RECLAIM|TRAIL_1.0R	VETO_K+DAYSIDE	MODEL_TOP3	251	309	1.231	36.03	-45.51	121.27	29.26	893.75	0.4434	262.16	0.018
E4	LEG_0.5|RECLAIM|TRAIL_1.0R	SHUFFLED_VETO	ALL	348	744	2.138	-48.6	-164.48	65.93	-22.73	900	0.4167	529.95	-0.024
E4	LEG_0.5|RECLAIM|TRAIL_1.0R	SHUFFLED_VETO	MODEL_TOP3	348	569	1.635	31.28	-63.08	125.82	19.13	906.25	0.4499	382.84	0.016
E4	LEG_0.5|RECLAIM|TRAIL_1.0R	SHUFFLED_DAYSIDE	ALL	293	458	1.563	-86.91	-184.4	16.19	-55.6	925	0.3843	422.69	-0.043
E4	LEG_0.5|RECLAIM|TRAIL_1.0R	SHUFFLED_DAYSIDE	MODEL_TOP3	293	363	1.239	-35.55	-126.25	57.66	-28.69	925	0.4022	325.97	-0.018
E4	LEG_0.5|EXT|PHASE	NONE	ALL	364	743	2.041	-69.65	-189.11	49.63	-34.12	1043.75	0.4334	611.91	-0.035
E4	LEG_0.5|EXT|PHASE	NONE	MODEL_TOP3	364	498	1.368	42.83	-63.47	149.03	31.31	1037.5	0.4598	351.69	0.021
E4	LEG_0.5|EXT|PHASE	VETO_K	ALL	341	619	1.815	-7.5	-116.53	110.6	-4.13	1025	0.4459	471.35	-0.004
E4	LEG_0.5|EXT|PHASE	VETO_K	MODEL_TOP3	341	466	1.367	-10.33	-110.18	91.18	-7.56	1025	0.4292	354.52	-0.005
E4	LEG_0.5|EXT|PHASE	VETO_2K	ALL	298	464	1.557	-66.64	-172.6	34.92	-42.8	1006.25	0.4267	406.07	-0.033
E4	LEG_0.5|EXT|PHASE	VETO_2K	MODEL_TOP3	298	390	1.309	-80.18	-178.32	23.52	-61.27	1018.75	0.4026	349.38	-0.04
E4	LEG_0.5|EXT|PHASE	DAYSIDE	ALL	292	454	1.555	-25.03	-121.33	71.12	-16.1	1043.75	0.4581	431.41	-0.013
E4	LEG_0.5|EXT|PHASE	DAYSIDE	MODEL_TOP3	292	371	1.271	-10.4	-98.31	72.02	-8.18	1050	0.4582	340.21	-0.005
E4	LEG_0.5|EXT|PHASE	VETO_K+DAYSIDE	ALL	251	368	1.466	1.86	-90.87	97.05	1.27	1025	0.4511	359.62	0.001
E4	LEG_0.5|EXT|PHASE	VETO_K+DAYSIDE	MODEL_TOP3	251	308	1.227	23.1	-59.41	110.22	18.82	1037.5	0.4545	287.78	0.012
E4	LEG_0.5|EXT|PHASE	SHUFFLED_VETO	ALL	348	606	1.741	-20.09	-141.79	110.24	-11.54	1043.75	0.4455	492.41	-0.01
E4	LEG_0.5|EXT|PHASE	SHUFFLED_VETO	MODEL_TOP3	348	502	1.443	11.52	-97.89	120.49	7.99	1050	0.4661	388.62	0.006
E4	LEG_0.5|EXT|PHASE	SHUFFLED_DAYSIDE	ALL	293	433	1.478	-115.43	-234.61	-1.88	-78.11	1050	0.3972	484.46	-0.058
E4	LEG_0.5|EXT|PHASE	SHUFFLED_DAYSIDE	MODEL_TOP3	293	360	1.229	-65.85	-174.59	42.59	-53.59	1050	0.4056	387.16	-0.033
E4	TREND_1800|EXT|TRAIL_1.5R	NONE	ALL	385	3482	9.044	-114.23	-277.36	60.48	-12.63	350	0.3742	1317.87	-0.057
E4	TREND_1800|EXT|TRAIL_1.5R	NONE	MODEL_TOP3	385	647	1.681	-7.4	-51.2	32.92	-4.4	287.5	0.4281	202.84	-0.004
E4	TREND_1800|EXT|TRAIL_1.5R	VETO_K	ALL	385	3176	8.249	-147.46	-290.39	-3.26	-17.87	362.5	0.3734	1207.7	-0.074
E4	TREND_1800|EXT|TRAIL_1.5R	VETO_K	MODEL_TOP3	385	682	1.771	-17.01	-58.6	22.87	-9.61	275	0.4018	215.24	-0.009
