# PORT_M2_SHEETS_SPEC.md §CC-M2-15.4 corpus-wide MBP-1 event cache (spec_sha16=ec1abc890fa96b6d)
# params_hash=f3c5356e171ad901e2837336c82da2df0bce3b26aff51abeb5daed81e9530306
# one row per CACHED session-asset; sha256 of the npz and of its meta json (bulk stays in artifacts/cache/port/m2/events/, D-018)
# holdout date8 >= 20250701 is EXCLUDED by construction (CC-M2-15.3): 0 such rows
asset	date8	era	n_candidates	n_events	n_seen	n_reordered	cover_sec	session_sec	cover_frac	npz_bytes	npz_sha256	meta_sha256
SI	20220923	E3	562	856005	856005	1	67389	82800	0.813877	7362767	1e3de55acd457068fc7bc603f74471dd6bdb121f134e2a0bbd3829c4837e4c50	26c7b0320e7393c35bacc8b93daf851f8f6f124d1d489bd3d40df9db20593a00
SI	20220926	E3	740	966972	966972	0	79142	82800	0.955821	8349410	237d8b0c5aaef8f6f631f6c6ebc7c029da45d1d990518f7bc764b9983165534d	7fc83a60ec2dafe44663095c094f60885fb8f04b5eb152769643429ba3822b37
SI	20220927	E3	428	736946	736946	0	68175	82800	0.823370	6376648	8c4402c3818b63b281c9c8872b30ae96a9c6defb9d3373a849d492f54901ba06	d7ba1d3d5e7858128bce894ea7f3184a1061c4dd6274e50f03378a83197e5db2
SI	20220928	E3	688	958507	958507	1	73844	82800	0.891836	8263301	7c52b17d5aa3f7169a8aa996c4e51515c56f7ab8d6b6dcb9126fc664280d8f82	1e3858855de699a88b41977eff3bf05325e78f406b8b953f3ccc6cc957155393
SI	20220929	E3	480	832819	832819	0	63638	82800	0.768575	7142703	2fbe8ae0681f09eaaaed62f49870a02c7846fb686308fc593253610deb561839	622af3be96c54828c764ea138c114c52b87f8e63c24ee309a567bb79750a991f
SI	20220930	E3	556	841043	841043	0	72728	82800	0.878357	7236445	2118bbedf50acd9f3a976cff27f4e88c94bfa8f65a79ef65c3338bc1e3eb91c6	d024eb0b97f9201f826f8991c1872f99b57e312b47a31e013cf134db23683af5
SI	20221003	E3	626	859139	859139	0	69370	82800	0.837802	7321274	943cd6e23f7c672a9e36e2feb9ff9d1bdc0142ada94bae1b50bcf0392cc6f93a	cd107f3e59fc7a2ee47895d829aeec03f4542b9363a638aeffb2ef62ee772f21
SI	20221004	E3	587	763527	763527	1	77213	82800	0.932524	6569800	4a4642a5b652b8675b25555a7cd27cf72be0ec517fc9c5e1d8429e020c86bdd0	0bc793e0cae8ceb33506c818722563cae412721f3dbfa166dd87d47c5eb7a6a8
SI	20221005	E3	517	859579	859579	0	73086	82800	0.882681	7296154	6ca2ec63b70c53c9c55b25ce3c2c5bfc16b79a59a33101595693c18513fbe0cd	a9b28ec803c23b9dc0e55b59935976b957a6e0ce778c61f03a3bb4a71ae7f7fa
SI	20221006	E3	449	763959	763959	1	68443	82800	0.826606	6518229	f0fe07b475883fd42399b204679e1569d3138df1238ad7d5cf70db1e422158f6	3c5febeb4a7b586bb3578bf01a0992bf0fab85885d7b59a816b9e1beb3294fae
SI	20221007	E3	567	739365	739365	1	61603	82800	0.743998	6309786	e21d123d3e2d2540d4573d0e0d9a8d65f3200a7328d9651a107d84ee76ad1a5a	77a2b0cab81552663e94b59ed745507b1021dc2e924a2c55706e5d55801224d0
SI	20221010	E3	435	652234	652234	0	66922	82800	0.808237	5584196	5644ac1dce07d311aca3355d6220be92ba69893b03c8d6e68fbf7201ebe5c5f5	2c674140c8a662b79eb80d4e39d5d67fc9cd508846024387ac62b20484405d16
SI	20221011	E3	418	846044	846044	0	65656	82800	0.792947	7244254	034f6ce056a7a2ee00d1fae874ff9cf7fe0676e1fc009ff6571c19dd545c3b77	e4d048bbf36d2f8290adf1bf50a2718ef3fa1fc895bd972146f5ca9b30fe410a
SI	20221012	E3	425	831734	831734	0	67666	82800	0.817222	7147789	c6d25172ab4c6345ed6b0e3f22c38573a8ae6cb959fc2241a19117168462a469	ce21c5501339f34c6ef6c11e616af3290923bca73d841821478cebc003ce7c6b
SI	20221013	E3	629	999831	999831	0	63392	82800	0.765604	8469575	f10a5679f75d24376eb2cf8d429b19d56ff179cbd2c8863f9238d10156036afa	91df5a61818986e9c6dfe5f74a7e59a9f1a530da3958201ad094feac522644af
SI	20221014	E3	411	910411	910411	0	66663	82800	0.805109	7737944	5de0510e842cb671282bf8eab9102062ef4d1063c66149bb2727fcc8ea40ae19	52135134ee89a3543decc332bcf7b23ecd1a7fbc18465f6333929c6846ecb6ca
SI	20221017	E3	263	572039	572039	0	57004	82800	0.688454	4901436	bc997afcabe0ebe1b588caf7742661ef68d158041bd537362a49f516ca60730e	68f2f9d5f3eecbb0be4534eed1f288b3f9c35ec919490b4441a63311857b724b
SI	20221018	E3	258	638219	638219	1	59886	82800	0.723261	5444866	6ba4c69f90044bc54bfc6188519fae15fe7226420ee5eff7c7fcf5bf08238e2c	ddaca485f55fbf89a771adecce4695a0bc56458ae930cfc1cbd21c9b6151e358
SI	20221019	E3	249	551370	551370	0	53410	82800	0.645048	4727423	572dd57e2f7d9c89a6981c52a29b6156284136ac197ba1d1172e61d3c3602962	2cb56fdcafdf348823c2889f6254aab5431d01b085cb3657171f795a645a34ab
SI	20221020	E3	303	694617	694617	1	56814	82800	0.686159	5921782	f0526e9a044d6d0a307eb1e83cac11b74fd04c990bca14fcfa7ec8ba25b009df	b02ff47727e0940e238e19a8c9a9a38ab67d2e34b90a37b08c480f7a64bdcd12
SI	20221021	E3	521	1330274	1330274	0	58576	82800	0.707440	11163950	d319f66ded3ced8ceff30153ae3d917ced68843a772a397d42cd3b8c3acec773	6c3facb740e74924fdb88d1d16348c32646a3aeb8038563744cbf5a8ae4833d0
SI	20221024	E3	510	918751	918751	0	64982	82800	0.784807	7822178	3a6f8aef703e10ac2ff1e45af228d06c6b31bccce680e957e52c9f3714be5e0a	389a5e6121cdbaf4cb79a4c4cfb73958c0e260902cdf7826f324d0d94bf598c2
SI	20221025	E3	295	729201	729201	1	60522	82800	0.730942	6218756	17438456a9a7f6934eb16329395264d11d4df957fb6270d25eed9b2930569e85	dfaddd01f7f85ced09ec45985cf55d5e6305093bdb02e9b827c34f8b5f12a224
SI	20221026	E3	345	779353	779353	0	63612	82800	0.768261	6642034	5b78ead3107a531d160b1c5753a707480f5ee88207e885fe54038cfddbdf03bb	3b37c329f5111f9dfc4e142137627d39cb62c1f4e66a5a2f421d9e6949d07588
SI	20221027	E3	419	841235	841235	1	60172	82800	0.726715	7121556	0aa4834dfceea9c65ffb09429b71dae220eeee7281cdb74193318646601224bb	64de87606b6dae8c3a862204b987decfba38b7931857f37f06cd3d3fc69f8ad6
SI	20221028	E3	342	686769	686769	1	53766	82800	0.649348	5845992	04f245be3110ae5d2aa47edfa5bf9a6d6cc77b05be70c9502713dac3c8c731f0	df0db3d4fa2294b82279e029dbd85ff76cf2203f2908a01c88f89f7fa5aa4794
SI	20221031	E3	287	461378	461378	1	62618	82800	0.756256	3961503	0c63d405fc10c9a117f1adde49413c29cdaedbac5b4b3bdf54a490a5d6519c6e	7c3874c38792f5541da037ba4ea72ffcfcdceb372fb3978148bf5d40ee992a1e
SI	20221101	E3	500	832273	832273	0	58893	82800	0.711268	7054016	35f124aa1c62520a85f13544660ebd0c1c2cb3e2c7dabc5a44e4b8e8012f1745	88dd3eab06803ca5b80c27b15cac4ebf6307ce82686166a52623bfe6c94b3d80
SI	20221102	E3	495	675680	675680	0	57783	82800	0.697862	5784802	41e068ba459965791b7f5b2f8e3cf0b4ae9be2603c418b899ed40a5eb40905b9	cc47b5360eceda2e4ceda62539aad7ecb5968423208410b9d123922d758d8f03
SI	20221103	E3	429	765315	765315	1	62914	82800	0.759831	6575861	e1d4a89770e8c6de2e7b4bceb47ea52a890d4910b733d5a84763e89e6c488f82	4bcbc146550c6362a7e3c9ff7b3fc851b481d5d9e645433708863a8ebbec6e19
SI	20221104	E3	504	1165566	1165566	1	64147	82800	0.774722	9930598	152b0b06cffe32c8b90d75e435f765710673ca88aaf98933e0f015705a564a81	9e0a43d20a3b19b7f8a2a11eb4d2059fdf610acd5e7d7166c260995dde3b5243
SI	20221107	E3	460	749739	749739	0	67968	82800	0.820870	6477554	4a4357dc11a54fab4a7e2a2ca01a8aa32f459bf63fc03fa350af3662a6cc0dc1	79f83ae6ead4ac4c6f1df7772ec77281b2a1bfbdb0e8846212b8419d9bf631af
SI	20221108	E3	328	832635	832635	0	58484	82800	0.706329	7104107	020c2fe61462578213c6a5eb02a9bc8643b6617873b7701bc35ff598b2084f6d	2a3904c1ba00df0b2eb10f20868658e922e470cabf3fdf42b739a0c3140a5593
SI	20221109	E3	373	867661	867661	1	68560	82800	0.828019	7451277	bda899a9d1036c32a963b12e85a6f287be5969653a815c2afa75701da490df5f	60e982080a5478a92af24d543032f2b67eca7d27e1a81d6f7ff1593cd57fdeb3
SI	20221110	E3	502	1066778	1066778	0	66783	82800	0.806558	9129961	d2b546b9ba4095c55dee2b315e3f51f08fc6dce0a353e097ce0a210fa5438200	7de49aa74c7b8c133a16fe3b2cb861d4e958e9998485c7780762c9db3358de90
SI	20221111	E3	442	883719	883719	0	68406	82800	0.826159	7626296	6eb8f6605a7e64b568809eb243eb30c3b7432652b24d11ed71ea7ae579bd7d0b	15f4109eb2c480ef0dcac9fc8886e71020e3799b1375261d4087d637a1148981
SI	20221114	E3	392	587900	587900	0	66791	82800	0.806655	5123545	be740b6a5b9de90c878ef82f13f4a3abaf92e97f931ead4dfc496dd69f22c5da	1831d4ef18d110d20099ba8d2050a0fbe793035af51deee50e1e6a13597e5fc2
SI	20221115	E3	594	1165701	1165701	0	72858	82800	0.879928	9970521	1f2ff55a0bcda12b6cae2e97f10c6012680cb1bddea5a0f2590f5ecd8021dd3e	921f5997219ef57442c0567638c8e3f2a4cef431a34f50dc89030a2919e201f2
SI	20221116	E3	409	770465	770465	1	66959	82800	0.808684	6658645	e2e2c49a184c52b56c87628600e763106991f596265e9381578450e57abf810c	88d1a7eaaabeeaa8665742eb828db83d868a5741d400ac8a0fa048d3704d6c10
SI	20221117	E3	388	587459	587459	0	63905	82800	0.771800	5184630	bc31427475bcf795cab98fcb4d5e165bf43f59560d75f90dae0ecd20ee23c8f3	04a556196ee87fbf24083536ea2ef2d7cd5662c4ed0a30706e757440b39602b7
SI	20221118	E3	236	501261	501261	0	61813	82800	0.746534	4423942	a591ac53e05818f66abfd4e556dcc785f9021b4d6236d1862bfdd4fb5ad3bd93	502ed045803a36ab746ad833b81831ed7b82250b6dea2e48912fad0d8fa0fa53
SI	20221121	E3	293	547941	547941	0	59493	82800	0.718514	4750029	194608551f09da8a26169ff62929b8a3bcd41df03897ef974834129603c4b3c6	1a8304c1d79a20fe9ef00813737e3d0410824e93954fbc0e6deeffc3fd2c24d5
SI	20221122	E3	249	507711	507711	1	58884	82800	0.711159	4398745	cd7222795e180e38c273edd98ebab057080a2027f5211b3e6648ed8afef2763a	71452c62365d37f2a12a5d4575d3de982a431235fe641c2f4be80df10bc98e8d
SI	20221123	E3	353	606952	606952	0	56594	82800	0.683502	5233269	6bc48135ca35e068786cc340982b2aeb1e847dced46b160ee560ea2e68506208	c0e07e7e8433edb958738501159ee4e17ea7f7b74d6cebe8f406f2e1c1e4b3da
SI	20221124	E3	153	223421	223421	1	49761	82800	0.600978	1971952	1eb05c44849c084db1cb31ab2c0bb62b0db88b782124acb553bc68391cddf6c7	21ad073bd7117e19b372404b197d4c439321421a0fb4883d885abad3a109061e
SI	20221125	E3	222	356052	356052	0	52716	82800	0.636667	3106538	02d6db2ef1874992d5ecbc75fd7dced18245ad52a584a3d88d9df24c98d701a1	b2fdf282d6a932196f85eed33a93f7cccf492561573dfb51286be9c22b75074d
SI	20221128	E3	405	520213	520213	0	69559	82800	0.840085	4557640	d2608966aaf3d4f129941be6f12d060975f82f9e045fdc864f1842cd9e2e78d7	f03493109c188ecef4ccd8e799b616b0255bfb4218102adaf82b8a256713a38c
SI	20221129	E3	388	465962	465962	0	61617	82800	0.744167	4115468	d0cb82bfae3438725d01b7dabbb85babdc8880802e58938e90ddad261ed0f9e7	0ee2992ecc3d3f4b54d8c1bdeb9d9d900bf00f71fd0b2d2d8eb62228adf4f15a
SI	20221130	E3	515	644099	644099	0	65297	82800	0.788611	5634703	c97fb6308dceb8e9130811d24d8b2ffbb4f982a4acca336d68f52e174718c32e	ef9e4b7c6ef466bc2f1b7e8ac6c9be5e06b6983cb2e34066ac31bf8456fdcd65
SI	20221201	E3	528	678644	678644	0	69790	82800	0.842874	5958690	83252c1a52538bd5589e28c127f62cbdb302b9acc89a573f41302676adc65350	3744fe8a31bf97441f2592dc554a6757893dafa710a56a428757d7316422a5a7
SI	20221202	E3	589	779609	779609	0	63586	82800	0.767947	6795748	d0f194a0bd395cc68141ddc0f6667f1454b68d443dd67bb1382e06f5607612f8	0837aee71884c6e92dd66195af64ceef6018ed8f707ef66fab8d590d63a81b03
SI	20221205	E3	535	783506	783506	0	73423	82800	0.886751	6771300	31e6bdfffb4ce896777c323eca948bb9369e90ec131fa09ffba14f9e2582b326	f1b0a5a52ed0e5281bb0041614012c305f24465ca08b5049924542c2d7354f2b
SI	20221206	E3	310	567516	567516	0	64974	82800	0.784710	4955388	e5b2027b1ca29ae3fb18f45e34656d009b9be8dbbd9bf38b79894db0b23d6295	ee52cbdbab7a7f6b1010c298380b753f9acfe9fc68a5cd863627143494923604
SI	20221207	E3	398	792149	792149	1	66286	82800	0.800556	6833509	12aa0c9bf47e8bbc3e2779f4386668365e65c983cb7810863b6624c440d8e945	0aca80fb4d2b39306a6fe6ad6c3fee6ad60522963de123fc4a30d0b2c0c3a743
SI	20221208	E3	291	558298	558298	0	59841	82800	0.722717	4834262	372c0ecbc9a59c5b3500b2ebf0b64b7697bbf5ba8853ff4329bde92b214efc8d	93687df4f800dfe1cca159a7aa2134889bd7fff4653504fb9c0e8da5b2863758
SI	20221209	E3	407	659885	659885	0	58780	82800	0.709903	5701773	c6a0453b338f9f9ef7ce32f37709467f9cbf3e3a3154b83c4e0abc54343aeeda	dd69508c8b7f57a10fd14d251dd8f4682bf5986c09c6092d0cca63d7247d246a
SI	20221212	E3	350	515052	515052	0	63921	82800	0.771993	4465101	a5a63c84d3c2cfe279bea2ef92b72c35c68b13dac0eda23b19006b30dd640cf1	afc7bffffe9749b37944703f8cd55f2fb4e51b6f34e7028260b4c41476eaf33c
SI	20221213	E3	645	1046068	1046068	0	66869	82800	0.807597	8910159	e579729aa8b67fff1a2849746b6fafe20fd2b6a54035d01c01d933949292c2c7	df0ad82ac7eefab711c2c263b687acb5201904d0cc4b5da1346c2731afac6167
SI	20221214	E3	649	740336	740336	0	65864	82800	0.795459	6388085	558848ba0e1dd8cb778b7c791bd1a60c8a577a882b127a2ae611aaa630396859	af9f9a0ab18e29df0cd1d3e1c1b2e1ecb608af1d3e670d7ed9b493145f294185
SI	20221215	E3	532	810915	810915	1	70283	82800	0.848829	6982013	297516eb4d57c9fd7b6686c01108ee531a3387a338b60850afb14014c679548b	20519b8f98f97e08393b79fd68a3cc922200ac9d481fba81e6167e7da49a5c19
SI	20221216	E3	428	688372	688372	0	63998	82800	0.772923	5905648	a16784a3bf54991b1e9c54c728c87e3363b4d1f06b5daf0a86a098d04821907f	3b04c95fb5e0e5f282f664991a9e3fc07fda6bbcfacde17288c5ddbe2c1b6c7b
SI	20221219	E3	273	384754	384754	0	57308	82800	0.692126	3367320	f1125891348008a27787c749371ffc81b1aea34b200473cbbe10be5fe04c506c	cf5e5acb1c247d4eac921cc24d4395dc498ca5fe30bbb9812e881cbecc5e98a8
SI	20221220	E3	471	837073	837073	1	74145	82800	0.895471	7271466	f85a240825e20f649439ec60270965d70069ec6f46f1a152b55dc731e2883161	e6c08b311597cd4cc89d7de9ea03f7eea2554d3953bb36dfc03816204125825a
SI	20221221	E3	271	464019	464019	0	57531	82800	0.694819	4059547	3d9a01c6416d4eb84f9949693be82f1b06ee2f9b453eff9fdf4e3ba124185707	5cf414b2882b9a3ab0615e456a97be1cece9e8df8403496e78139b47d6a7918b
SI	20221222	E3	362	583451	583451	1	68085	82800	0.822283	5100973	451d442ddaab0bef286feb9a3158dfb56a59fb302f388140d024a9b61efa7165	d9b538f22637fa84c65ff961a9f55a8a38cba221a0eecb2f51af884915afd334
SI	20221223	E3	293	477723	477723	0	55163	82800	0.666220	4175203	26f2c8c6b61528a288b203b82b6e6c7c092170e9adb275878c1047a1335807f5	e626d650d37df4d9de85022e533947935c86261cfbeb01a84ba7c9026a77ae11
SI	20221227	E3	391	516030	516030	0	60080	82800	0.725604	4466733	99e3192574b5a4403f69c844af2c4956dc16c876b18a3be3a5df6ac5316f902a	7c46ec6f2fb683daf3053d717a39d94bf569e1e68ab167822959b83c089a5417
SI	20221228	E3	289	458565	458565	1	61153	82800	0.738563	4013721	5233eaf50afed44ef9eda07d695af064a811937b2b99934b284aba7a52630315	582b55175442d941c77921e7e29afa83875e0c0e03491346a14a571d41d0280d
SI	20221229	E3	275	416285	416285	0	56407	82800	0.681244	3642941	0b16cb9411b617eed630393551beacf75d2813631ae3fe4c39b8375175bb3921	c889bf338599b10a526a20ffc58d0cc87ba13b08f71842b31c26513d355f30b5
SI	20221230	E3	406	433653	433653	0	59576	82800	0.719517	3804152	c67e1fca4b281bca8cad9735c86024f6ec429781ff88c707daee1b857259f3c2	6ce59a59bf5e4b1b23d146c62840f1dbbfa4c0278d4e01a82ad16cd05fd1514f
SI	20230103	E4	528	776826	776826	0	70808	82800	0.855169	6784409	3149394975f556a8b91d02e17086a5de048d8d816ec81a88ee24b3baaaa70ef7	0c9663bf2225c7c1c3b7c803338e472bf9da900173e12c751e9527598375afc3
SI	20230104	E4	538	740228	740228	1	65631	82800	0.792645	6455331	e701a120ef6bf7f0613a1b78f5347441fe4dad235db6af61614fe60e1a164663	3117b59765192524db696f17ba50c0d95aa9b79b3f8078f439e7b875ca26b2be
SI	20230105	E4	487	702508	702508	0	66194	82800	0.799444	6099614	7d254a33bb37134cf701d4d524863852057419f2fc9f4a6dec440b7c623159b2	0ac6f42b647d3696eec7a3a8572d1a1e3e0fd9d4171071d53c3dcd9a8ca5599b
SI	20230106	E4	392	629582	629582	0	59417	82800	0.717597	5486822	df6d22950447b036edb928f7671817e13d4ee3185bf2a68c03427bd87913852f	6ee2099ede18717a270eb8d34cabe618d6f0e14aee570fd44cdf3d28b92e0b89
SI	20230109	E4	410	653746	653746	0	71159	82800	0.859408	5651127	dcbb9653ccb5c80679a90d9fb045a821b4004ab434636edfe0b08ee145955aaf	88ea3ee7fed040aa3ae0b992213a216dcb8aaae3ada22971ae8b2da643f132c9
SI	20230110	E4	395	516132	516132	0	67127	82800	0.810713	4510186	11cd74337b86510863d7c58944a78f3e5131e1fd3ea4ce3b46bd9926e01881b5	64a765b349e5c93c7f7ef4fb5abe33171616c38029fffcc51d51669fffbd07c8
SI	20230111	E4	393	493991	493991	0	63084	82800	0.761884	4321514	5a68e3f094507e4cf4b3549e30fc9ba46657c1ac68acd8a63a46fb14fe34b875	a03f8763a992df98c05a650bc8812e47a5fa73cfc5c6b927249fa9dbf3af1703
SI	20230112	E4	617	762404	762404	0	65602	82800	0.792295	6647631	1c2fffa0a2e9423158d273dbb95053d0bc90ed24d27f2d5ee85f3dc605dca84e	06a59b2454179b7913bd87469866431064392b0d6177a484ea40ede120dc31e0
SI	20230113	E4	391	502620	502620	1	61549	82800	0.743345	4414355	53b83a6823e92362c45a8c37d5ecd87f5d9498ca95e7078ef2c022948d6787b6	0af1e43df2a6c9b8a7512d4a127f6f8601819cfd71ec4186392dd4df75909d78
SI	20230116	E4	247	166470	166470	0	53433	82800	0.645326	1516395	878940e8ec0836633d91e5301481260bbb8031368379421ccef4655ff06dff78	3792d472f09671b5112e46c9763e56a624f9d27bf35810b6da3a7d99e3d7e57c
SI	20230117	E4	461	559525	559525	0	68592	82800	0.828406	4916828	64660a5454ae0417b26c3c3bd00a89e5b409d0b2b372625bcb4b67c75d3344ea	502ad921e374a9c2d5742ca43e89b310bfe20e88cf5373c8305ee8671c175bee
SI	20230118	E4	551	739436	739436	0	66787	82800	0.806606	6441455	b2a86faf5a3ed2d10469735523f68663d09643076df336526f09b169d4bf3a97	fa0fa15fa5209ba45568a9ceb3562f5f834974c3251fda506558cc4ac9263169
SI	20230119	E4	460	660395	660395	0	72974	82800	0.881329	5774100	bcb542798fbb20d966e2b7ac5534bb06f7806c022c7a8af89367a3a8d7e46c5e	a45a0f1d92baad9a3bb4c32fc7b43b88f28c556ea012f3b6f4d49efeca8e9c8f
SI	20230120	E4	374	460178	460178	0	61515	82800	0.742935	4035672	16b461a36387964bb5423e96d7f8c838425a4caff79882c4d4db4f14df920f0f	fba257403fa962e3bc7a48939cb1f719266f310d6c466f5a96ec2fb55f53e1c1
SI	20230123	E4	444	522018	522018	1	61860	82800	0.747101	4545709	0cc75aa8aa65d6660f1ac44d2a59f3d48d26942965b80672f5a8284b9c3f98b2	d47d794eeefc6496c712915be75e455f512269f07cd77c3b3ac770366491d180
SI	20230124	E4	321	439391	439391	0	58056	82800	0.701159	3835730	ca92bd327025dd36e042551635a485d020df5062a3fd8c3db5ccf6a5f3160624	2aa6ed00a1c9ff6ff0ab4ebbe1dd090e942459e64253e328c7a11a8783bc9267
SI	20230125	E4	333	436981	436981	0	64007	82800	0.773031	3832116	48cf19c5bc5f92f129aaf451114f7b72303573ad28ba0b4a7acf1bea14ce1b77	31c3c814036a486ae4c78675fe3f43b51cbe5d969fe58cf9a781ebf675a15728
SI	20230126	E4	447	560055	560055	0	57312	82800	0.692174	4852116	f0585c15c42b2065e5e00abc0d2d6e019b6d79eedb3e030d81762241b9e9e682	0099772603b1a314031a44ac1558669b8643304d25cec7605d8c3cd3f74620a3
SI	20230127	E4	325	406638	406638	0	56438	82800	0.681618	3550487	e0ea17db5ce16f4511ea43a657a5467d7ced2b6e7583f49d09aac19869598cc4	3c5fcc618e4b22bcc5b240987a7adcbee4d0757dbf527968a89f1b9e86accaa8
SI	20230130	E4	274	383524	383524	0	61049	82800	0.737307	3386593	a4324d93a49c0cf9a0eb3fc772a97f92b5a435a10ee251d447ad8764f24ac6fb	923399ac950eec8363d0aa52c1aaee859aae74fc8af2e21ae921ffccce2996ba
SI	20230131	E4	371	543268	543268	0	61898	82800	0.747560	4693961	970a6df8f7dbf8d12aad656c498b600c8a9724eabc18de670b1af2f05a9ac3b1	e9f80daf3a90cd7d4684efb4cc417bc7507a72031b3e77f9a0423b16ae251cd3
SI	20230201	E4	483	707965	707965	0	61799	82800	0.746365	6007598	085755b3df1e23d75eef4bd6acac06712b11eae3e57f1858e645ef8bd9267f9a	414bb5e085932f19218b9397f30d67e257d9981b61dd2041c3e3596fcecfe21c
SI	20230202	E4	483	921427	921427	0	70294	82800	0.848961	7848565	8b9201fa7aa1951a20bc2c1b04ac796858083ac8b60b86992693000e628ea294	900a0f528bcab0f09e757b006c64c33a09bfa9d769b8a4475b3b8680492187ad
SI	20230203	E4	550	970742	970742	0	68620	82800	0.828744	8285757	41501a5534b475897812b94b4c99406ae461daaf1b955c46f77d2ed1f216e8d6	ef7315ed7922e419d9234954125750e46feb4658200020c9a17f79ff9dcc0b43
SI	20230206	E4	354	607862	607862	0	62936	82800	0.760097	5224935	2c902554119a1eeae1889d443a2b6e730b97dda296b7398d3eafb5a36dca1ca2	14aa30c2d89acc3916f19d5867792ac21d17029df10fe831cd00ff85a6c2e959
SI	20230207	E4	401	722893	722893	0	61139	82800	0.738394	6148256	b77aeeb29879a5363ed6b6d2595e3ef84ac66965ae984de3f3c43412323889eb	a5f08ea60983f60d6e35d09697559dd591900c955480803f001f69d5cabfedd6
SI	20230208	E4	247	413450	413450	0	58574	82800	0.707415	3594590	7e39d9e2ea25f08053e12cc303febdc8e6281189093cc53994c5d484e50be968	f44e74ae1cbaaed5cdd0f464cf2436926c12ad20ef2997f62495076004904021
SI	20230209	E4	349	535951	535951	0	55770	82800	0.673551	4587835	fbc42ed4f2b73ca4486060cd84a6e83559290d9767397e4886ad4e882a2340f0	73c8ee9ac5517b60248ab633b63a0afc48acacb3be302437680c1d840773b77b
SI	20230210	E4	395	626306	626306	1	69024	82800	0.833623	5403619	63f29f1b3f1c5d3227bac20a0951c5e5a07bd2e85017dfab12b83c94ee5aabb4	a00e305309af2db32b05e65fd5898517747c9b0dbbae2658ccc950be74f04d5f
SI	20230213	E4	225	374850	374850	0	55678	82800	0.672440	3240757	3b375354f092c25e1e0a4fad64984ab03e287b630c173815e63bdfccf200003a	ca38a85b501c24ffdeadbb858e8425b10a20f5a3abe971258c3109f9dcb98471
SI	20230214	E4	518	912937	912937	0	56229	82800	0.679094	7769201	016c7a8550b7af4c994ee7c45e526cced197fdcaaf4ce28016c13f62ba803f09	50a26b90d6c78bcb0048a0aac1f89533195186408a4ccbda57359c05bb57567e
SI	20230215	E4	310	520715	520715	0	55735	82800	0.673128	4470864	a1b01aa39c15e618bb3248aa3b722aa67e2a161375d23d74486243e3ec36ed7e	e07c2575f0db711cb57606e000c808eac550e2e5176dc25593cf14a3e8b1389a
SI	20230216	E4	344	579043	579043	1	59140	82800	0.714251	4999281	f76b9a936eb78ef522e00b6358506b33ca0fae7acb61f12c01a5eb7c42f01222	de25c6a72c5f951c963c8d0d67f7a23bf953791d904809c78bf4f6e0a3546548
SI	20230217	E4	320	602460	602460	1	64745	82800	0.781944	5136013	0b08c78f0451afa49841b6abdfc6902274e4440c708aac3bf5acbd2a6d273b60	c799a7fece26f905153f1a9f17cf179ccdab60c452341b7e1ae1a0ac0c152891
SI	20230220	E4	207	179487	179487	0	51857	82800	0.626292	1583520	c67d0e78c8b417186c592b22c9ba35f443282bae3d68151083f19edfd61187fc	abef95b39657c9e7845829390f91e49dba8ddddd72578edce83210c8964d7c40
SI	20230221	E4	390	543882	543882	0	62975	82800	0.760568	4711541	a107dd0c13b6238f714ebe9d1773fabee37cf4a7f124554747f33b307fcbfa3f	b578dd163186273497194f4a53868c81554ed853db6ec241193f2d6abd4c0cd4
SI	20230222	E4	328	528559	528559	0	58541	82800	0.707017	4536022	2fba5171c63f7e3e5aa58fa23527a5a1083d1f108f9105d36dc4375372f6d791	fbee91263eed13953f4ef8be9cdd41cf415f2df3b02042f4d31b530e02b938de
SI	20230223	E4	349	491947	491947	0	59478	82800	0.718333	4240963	d1da7ee662daff75966d1114e2497c45e457a173fb91e470a7f91d42ad504bd7	546e0c51b6e9f8ccaaa116f287c6bc2c5ddb9aad6e39e8b943a7f007e4b1b38b
SI	20230224	E4	426	482690	482690	0	59082	82800	0.713551	4107349	34967df3ddfaccb68f6f17b06f9998b3a193528c0ddfb4270195c8325644a7ec	c8ce321ea01902c00b545037b7d24d929b40e5def507d00ef248ae95512c485c
SI	20230227	E4	393	449580	449580	0	66481	82800	0.802911	3868418	f874b0c142b288fdda999a6c91721391243c4779751ee2fcfd13824de3498244	c78958121c62555a0e64bb7e90c8a9beb32e1517946855c5c9a565d59420f7e5
SI	20230228	E4	361	451721	451721	0	57796	82800	0.698019	3889561	4e5261e454564e004ae752dc1691675ac42d2affffdd561a96891ef38c1b13b4	f44595c31b5023d6d7cdba551cf26fd208c338238cc16ab554a70adc5fa39a85
SI	20230301	E4	410	512204	512204	1	58021	82800	0.700737	4400560	9c3b3a6bcc63d15fb757d5843c310da0030aaf1d4c3ec2a84ea7d5d4afc52c4f	8042d65c9f39f9840b7d29973571bf48b72cefdeeb619ae57ea3f46c7572ecd1
SI	20230302	E4	401	472480	472480	0	65163	82800	0.786993	4061906	4ae7bdbc85e19f6abbf5d788e983083432a410cf6876f622af6302b749095493	812ae25029295f572ce879483923d82c1f6c5c457fae67a1648854689e3690d2
