# ROUND-2 SEALED BLIND LEDGER 20240430 (E6R2X-BLIND-D2) — hand channel ONLY (R2-9: the rubric never seats)
# every TAKE carries a decision_journal entry written BEFORE the call and a RIBBON_ACCESS row for the window it read
ep	asset	sec	side	call	p	src	compl	why
SI-20240430-S-E20	SI	05:05	S	SKIP	0.000	-	-	-
SI-20240430-S-E21	SI	05:08	S	SKIP	0.000	-	-	-
HG-20240430-S-E24	HG	05:08	S	SKIP	0.000	-	-	-
HG-20240430-S-E25	HG	05:12	S	SKIP	0.000	-	-	-
HG-20240430-L-E23	HG	05:23	L	SKIP	0.000	-	-	-
SI-20240430-L-E17	SI	05:23	L	SKIP	0.000	-	-	-
HG-20240430-S-E26	HG	05:25	S	SKIP	0.000	-	-	-
SI-20240430-S-E22	SI	05:27	S	SKIP	0.000	-	-	-
HG-20240430-L-E24	HG	05:31	L	SKIP	0.000	-	-	-
SI-20240430-L-E18	SI	05:32	L	SKIP	0.000	-	-	-
NKD-20240430-L-E24	NKD	05:33	L	SKIP	0.000	-	-	-
HG-20240430-L-E25	HG	05:34	L	SKIP	0.000	-	-	-
NKD-20240430-S-E25	NKD	05:44	S	SKIP	0.000	-	-	-
HG-20240430-S-E27	HG	05:45	S	SKIP	0.000	-	-	-
NKD-20240430-L-E25	NKD	05:48	L	SKIP	0.000	-	-	-
SI-20240430-S-E23	SI	05:50	S	SKIP	0.000	-	-	-
NKD-20240430-S-E26	NKD	05:50	S	SKIP	0.000	-	-	-
NKD-20240430-L-E26	NKD	05:54	L	SKIP	0.000	-	-	-
NKD-20240430-S-E27	NKD	05:55	S	SKIP	0.000	-	-	-
NKD-20240430-L-E27	NKD	05:57	L	SKIP	0.000	-	-	-
NKD-20240430-S-E28	NKD	06:00	S	SKIP	0.000	-	-	-
HG-20240430-S-E28	HG	06:00	S	SKIP	0.000	-	-	-
NKD-20240430-L-E28	NKD	06:02	L	SKIP	0.000	-	-	-
HG-20240430-L-E26	HG	06:07	L	SKIP	0.000	-	-	-
NKD-20240430-L-E29	NKD	06:08	L	SKIP	0.000	-	-	-
SI-20240430-S-E24	SI	06:08	S	SKIP	0.000	-	-	-
SI-20240430-S-E25	SI	06:13	S	SKIP	0.000	-	-	-
NKD-20240430-S-E29	NKD	06:13	S	SKIP	0.000	-	-	-
HG-20240430-S-E29	HG	06:17	S	SKIP	0.000	-	-	-
SI-20240430-S-E26	SI	06:17	S	SKIP	0.000	-	-	-
NKD-20240430-L-E30	NKD	06:23	L	SKIP	0.000	-	-	-
NKD-20240430-S-E30	NKD	06:25	S	SKIP	0.000	-	-	-
SI-20240430-L-E19	SI	06:35	L	SKIP	0.000	-	-	-
NKD-20240430-L-E31	NKD	06:38	L	SKIP	0.000	-	-	-
NKD-20240430-L-E32	NKD	06:45	L	SKIP	0.000	-	-	-
SI-20240430-S-E27	SI	06:46	S	SKIP	0.000	-	-	-
HG-20240430-S-E30	HG	06:53	S	SKIP	0.000	-	-	-
NKD-20240430-S-E31	NKD	06:57	S	SKIP	0.000	-	-	-
NKD-20240430-S-E32	NKD	07:02	S	SKIP	0.000	-	-	-
NKD-20240430-L-E33	NKD	07:03	L	SKIP	0.000	-	-	-
SI-20240430-S-E28	SI	07:06	S	SKIP	0.000	-	-	-
NKD-20240430-S-E33	NKD	07:06	S	SKIP	0.000	-	-	-
HG-20240430-L-E27	HG	07:09	L	SKIP	0.000	-	-	-
NKD-20240430-L-E34	NKD	07:13	L	SKIP	0.000	-	-	-
HG-20240430-S-E31	HG	07:15	S	SKIP	0.000	-	-	-
NKD-20240430-S-E34	NKD	07:17	S	SKIP	0.000	-	-	-
NKD-20240430-L-E35	NKD	07:27	L	SKIP	0.000	-	-	-
HG-20240430-L-E28	HG	07:32	L	SKIP	0.000	-	-	-
SI-20240430-L-E20	SI	07:35	L	SKIP	0.000	-	-	-
NKD-20240430-S-E35	NKD	07:36	S	SKIP	0.000	-	-	-
SI-20240430-S-E29	SI	07:38	S	SKIP	0.000	-	-	-
HG-20240430-S-E32	HG	07:38	S	SKIP	0.000	-	-	-
NKD-20240430-L-E36	NKD	07:47	L	SKIP	0.000	-	-	-
HG-20240430-L-E29	HG	07:47	L	SKIP	0.000	-	-	-
SI-20240430-L-E21	SI	07:49	L	SKIP	0.000	-	-	-
HG-20240430-L-E30	HG	07:52	L	SKIP	0.000	-	-	-
SI-20240430-L-E22	SI	07:55	L	SKIP	0.000	-	-	-
HG-20240430-S-E33	HG	07:55	S	SKIP	0.000	-	-	-
HG-20240430-L-E31	HG	07:57	L	SKIP	0.000	-	-	-
HG-20240430-L-E32	HG	08:01	L	SKIP	0.000	-	-	-
SI-20240430-S-E30	SI	08:03	S	SKIP	0.000	-	-	-
HG-20240430-S-E34	HG	08:06	S	SKIP	0.000	-	-	-
SI-20240430-L-E23	SI	08:06	L	SKIP	0.000	-	-	-
NKD-20240430-S-E36	NKD	08:07	S	SKIP	0.000	-	-	-
SI-20240430-S-E31	SI	08:08	S	SKIP	0.000	-	-	-
NKD-20240430-L-E37	NKD	08:09	L	SKIP	0.000	-	-	-
HG-20240430-S-E35	HG	08:09	S	SKIP	0.000	-	-	-
NKD-20240430-L-E38	NKD	08:12	L	SKIP	0.000	-	-	-
HG-20240430-S-E36	HG	08:14	S	SKIP	0.000	-	-	-
SI-20240430-L-E24	SI	08:16	L	SKIP	0.000	-	-	-
HG-20240430-L-E33	HG	08:17	L	SKIP	0.000	-	-	-
HG-20240430-L-E34	HG	08:19	L	SKIP	0.000	-	-	-
SI-20240430-S-E32	SI	08:22	S	SKIP	0.000	-	-	-
HG-20240430-S-E37	HG	08:24	S	SKIP	0.000	-	-	-
SI-20240430-L-E25	SI	08:24	L	SKIP	0.000	-	-	-
SI-20240430-S-E33	SI	08:26	S	SKIP	0.000	-	-	-
HG-20240430-S-E38	HG	08:33	S	SKIP	0.000	-	-	-
SI-20240430-S-E34	SI	08:33	S	SKIP	0.000	-	-	-
SI-20240430-L-E26	SI	08:34	L	SKIP	0.000	-	-	-
HG-20240430-L-E35	HG	08:37	L	SKIP	0.000	-	-	-
SI-20240430-S-E35	SI	08:37	S	SKIP	0.000	-	-	-
SI-20240430-L-E27	SI	08:40	L	SKIP	0.000	-	-	-
HG-20240430-L-E36	HG	08:41	L	SKIP	0.000	-	-	-
HG-20240430-L-E37	HG	08:46	L	SKIP	0.000	-	-	-
HG-20240430-S-E39	HG	08:53	S	SKIP	0.000	-	-	-
HG-20240430-L-E38	HG	08:55	L	SKIP	0.000	-	-	-
HG-20240430-S-E40	HG	08:57	S	SKIP	0.000	-	-	-
HG-20240430-L-E39	HG	08:59	L	SKIP	0.000	-	-	-
HG-20240430-S-E41	HG	09:00	S	SKIP	0.000	-	-	-
SI-20240430-S-E36	SI	09:00	S	SKIP	0.000	-	-	-
NKD-20240430-S-E37	NKD	09:02	S	SKIP	0.000	-	-	-
HG-20240430-L-E40	HG	09:03	L	SKIP	0.000	-	-	-
SI-20240430-S-E37	SI	09:07	S	SKIP	0.000	-	-	-
HG-20240430-L-E41	HG	09:07	L	SKIP	0.000	-	-	-
HG-20240430-S-E42	HG	09:09	S	SKIP	0.000	-	-	-
HG-20240430-L-E42	HG	09:11	L	SKIP	0.000	-	-	-
SI-20240430-L-E28	SI	09:12	L	SKIP	0.000	-	-	-
HG-20240430-S-E43	HG	09:13	S	SKIP	0.000	-	-	-
SI-20240430-S-E38	SI	09:19	S	SKIP	0.000	-	-	-
HG-20240430-S-E44	HG	09:20	S	SKIP	0.000	-	-	-
NKD-20240430-L-E39	NKD	09:22	L	SKIP	0.000	-	-	-
HG-20240430-L-E43	HG	09:24	L	SKIP	0.000	-	-	-
HG-20240430-S-E45	HG	09:26	S	SKIP	0.000	-	-	-
NKD-20240430-S-E38	NKD	09:29	S	SKIP	0.000	-	-	-
NKD-20240430-L-E40	NKD	09:30	L	SKIP	0.000	-	-	-
HG-20240430-L-E44	HG	09:32	L	SKIP	0.000	-	-	-
HG-20240430-S-E46	HG	09:35	S	SKIP	0.000	-	-	-
HG-20240430-S-E47	HG	09:39	S	SKIP	0.000	-	-	-
NKD-20240430-S-E39	NKD	09:39	S	SKIP	0.000	-	-	-
HG-20240430-L-E45	HG	09:40	L	SKIP	0.000	-	-	-
NKD-20240430-L-E41	NKD	09:43	L	SKIP	0.000	-	-	-
HG-20240430-S-E48	HG	09:45	S	SKIP	0.000	-	-	-
NKD-20240430-S-E40	NKD	09:46	S	SKIP	0.000	-	-	-
SI-20240430-L-E29	SI	09:46	L	SKIP	0.000	-	-	-
HG-20240430-S-E49	HG	09:47	S	SKIP	0.000	-	-	-
SI-20240430-S-E39	SI	09:48	S	SKIP	0.000	-	-	-
HG-20240430-L-E46	HG	09:50	L	SKIP	0.000	-	-	-
SI-20240430-L-E30	SI	09:52	L	SKIP	0.000	-	-	-
NKD-20240430-S-E41	NKD	09:54	S	SKIP	0.000	-	-	-
HG-20240430-S-E50	HG	09:55	S	SKIP	0.000	-	-	-
SI-20240430-S-E40	SI	09:56	S	SKIP	0.000	-	-	-
HG-20240430-L-E47	HG	09:59	L	SKIP	0.000	-	-	-
HG-20240430-S-E51	HG	10:02	S	SKIP	0.000	-	-	-
SI-20240430-S-E41	SI	10:03	S	SKIP	0.000	-	-	-
HG-20240430-L-E48	HG	10:03	L	SKIP	0.000	-	-	-
NKD-20240430-L-E42	NKD	10:03	L	SKIP	0.000	-	-	-
HG-20240430-L-E49	HG	10:06	L	SKIP	0.000	-	-	-
SI-20240430-L-E31	SI	10:06	L	SKIP	0.000	-	-	-
HG-20240430-L-E50	HG	10:08	L	SKIP	0.000	-	-	-
NKD-20240430-S-E42	NKD	10:09	S	SKIP	0.000	-	-	-
NKD-20240430-S-E43	NKD	10:12	S	SKIP	0.000	-	-	-
HG-20240430-L-E51	HG	10:17	L	SKIP	0.000	-	-	-
NKD-20240430-L-E43	NKD	10:18	L	SKIP	0.000	-	-	-
SI-20240430-S-E42	SI	10:20	S	SKIP	0.000	-	-	-
HG-20240430-S-E52	HG	10:20	S	SKIP	0.000	-	-	-
HG-20240430-L-E52	HG	10:22	L	SKIP	0.000	-	-	-
HG-20240430-S-E53	HG	10:22	S	SKIP	0.000	-	-	-
NKD-20240430-L-E44	NKD	10:31	L	SKIP	0.000	-	-	-
HG-20240430-L-E53	HG	10:32	L	SKIP	0.000	-	-	-
SI-20240430-L-E32	SI	10:32	L	SKIP	0.000	-	-	-
NKD-20240430-S-E44	NKD	10:36	S	SKIP	0.000	-	-	-
SI-20240430-S-E43	SI	10:37	S	SKIP	0.000	-	-	-
HG-20240430-S-E54	HG	10:39	S	SKIP	0.000	-	-	-
SI-20240430-S-E44	SI	10:40	S	SKIP	0.000	-	-	-
HG-20240430-S-E55	HG	10:42	S	SKIP	0.000	-	-	-
HG-20240430-L-E54	HG	10:49	L	SKIP	0.000	-	-	-
NKD-20240430-S-E45	NKD	10:53	S	SKIP	0.000	-	-	-
SI-20240430-L-E33	SI	11:00	L	SKIP	0.000	-	-	-
HG-20240430-L-E55	HG	11:02	L	SKIP	0.000	-	-	-
HG-20240430-S-E56	HG	11:07	S	SKIP	0.000	-	-	-
NKD-20240430-L-E45	NKD	11:07	L	SKIP	0.000	-	-	-
NKD-20240430-S-E46	NKD	11:10	S	SKIP	0.000	-	-	-
HG-20240430-L-E56	HG	11:12	L	SKIP	0.000	-	-	-
SI-20240430-L-E34	SI	11:12	L	SKIP	0.000	-	-	-
NKD-20240430-S-E47	NKD	11:16	S	SKIP	0.000	-	-	-
NKD-20240430-L-E46	NKD	11:18	L	SKIP	0.000	-	-	-
HG-20240430-S-E57	HG	11:18	S	SKIP	0.000	-	-	-
SI-20240430-S-E45	SI	11:20	S	SKIP	0.000	-	-	-
NKD-20240430-L-E47	NKD	11:21	L	SKIP	0.000	-	-	-
HG-20240430-L-E57	HG	11:31	L	SKIP	0.000	-	-	-
NKD-20240430-L-E48	NKD	11:34	L	SKIP	0.000	-	-	-
HG-20240430-S-E58	HG	11:38	S	SKIP	0.000	-	-	-
NKD-20240430-S-E48	NKD	11:38	S	SKIP	0.000	-	-	-
SI-20240430-L-E35	SI	11:41	L	SKIP	0.000	-	-	-
HG-20240430-L-E58	HG	11:42	L	SKIP	0.000	-	-	-
HG-20240430-S-E59	HG	11:44	S	SKIP	0.000	-	-	-
NKD-20240430-S-E49	NKD	11:54	S	SKIP	0.000	-	-	-
HG-20240430-S-E60	HG	11:58	S	SKIP	0.000	-	-	-
SI-20240430-S-E46	SI	12:03	S	SKIP	0.000	-	-	-
SI-20240430-L-E36	SI	12:07	L	SKIP	0.000	-	-	-
HG-20240430-L-E59	HG	12:19	L	SKIP	0.000	-	-	-
NKD-20240430-L-E49	NKD	12:22	L	SKIP	0.000	-	-	-
HG-20240430-S-E61	HG	12:27	S	SKIP	0.000	-	-	-
NKD-20240430-S-E50	NKD	12:28	S	SKIP	0.000	-	-	-
HG-20240430-L-E60	HG	12:31	L	SKIP	0.000	-	-	-
NKD-20240430-S-E51	NKD	12:37	S	SKIP	0.000	-	-	-
HG-20240430-S-E62	HG	12:37	S	SKIP	0.000	-	-	-
NKD-20240430-L-E50	NKD	12:40	L	SKIP	0.000	-	-	-
SI-20240430-S-E47	SI	12:41	S	SKIP	0.000	-	-	-
HG-20240430-S-E63	HG	12:41	S	SKIP	0.000	-	-	-
HG-20240430-S-E64	HG	12:43	S	SKIP	0.000	-	-	-
SI-20240430-S-E48	SI	12:45	S	SKIP	0.000	-	-	-
NKD-20240430-L-E51	NKD	12:48	L	SKIP	0.000	-	-	-
NKD-20240430-L-E52	NKD	12:53	L	SKIP	0.000	-	-	-
HG-20240430-S-E65	HG	12:54	S	SKIP	0.000	-	-	-
SI-20240430-S-E49	SI	13:00	S	SKIP	0.000	-	-	-
NKD-20240430-S-E52	NKD	13:01	S	SKIP	0.000	-	-	-
HG-20240430-L-E61	HG	13:07	L	SKIP	0.000	-	-	-
NKD-20240430-L-E53	NKD	13:14	L	SKIP	0.000	-	-	-
SI-20240430-L-E37	SI	13:14	L	SKIP	0.000	-	-	-
HG-20240430-S-E66	HG	13:18	S	SKIP	0.000	-	-	-
SI-20240430-L-E38	SI	13:19	L	SKIP	0.000	-	-	-
HG-20240430-L-E62	HG	13:22	L	SKIP	0.000	-	-	-
SI-20240430-S-E50	SI	13:24	S	SKIP	0.000	-	-	-
NKD-20240430-S-E53	NKD	13:24	S	SKIP	0.000	-	-	-
HG-20240430-L-E63	HG	13:25	L	SKIP	0.000	-	-	-
HG-20240430-L-E64	HG	13:28	L	SKIP	0.000	-	-	-
HG-20240430-L-E65	HG	13:31	L	SKIP	0.000	-	-	-
SI-20240430-S-E51	SI	13:32	S	SKIP	0.000	-	-	-
HG-20240430-S-E67	HG	13:33	S	SKIP	0.000	-	-	-
SI-20240430-L-E39	SI	13:43	L	SKIP	0.000	-	-	-
HG-20240430-L-E66	HG	13:45	L	SKIP	0.000	-	-	-
SI-20240430-S-E52	SI	13:47	S	SKIP	0.000	-	-	-
HG-20240430-S-E68	HG	13:48	S	SKIP	0.000	-	-	-
SI-20240430-L-E40	SI	13:52	L	SKIP	0.000	-	-	-
HG-20240430-L-E67	HG	13:52	L	SKIP	0.000	-	-	-
SI-20240430-S-E53	SI	13:54	S	SKIP	0.000	-	-	-
NKD-20240430-S-E54	NKD	13:54	S	SKIP	0.000	-	-	-
SI-20240430-L-E41	SI	13:58	L	SKIP	0.000	-	-	-
HG-20240430-L-E68	HG	14:02	L	SKIP	0.000	-	-	-
SI-20240430-S-E54	SI	14:03	S	SKIP	0.000	-	-	-
HG-20240430-S-E69	HG	14:04	S	SKIP	0.000	-	-	-
HG-20240430-S-E70	HG	14:08	S	SKIP	0.000	-	-	-
NKD-20240430-L-E54	NKD	14:09	L	SKIP	0.000	-	-	-
SI-20240430-L-E42	SI	14:10	L	SKIP	0.000	-	-	-
HG-20240430-L-E69	HG	14:11	L	SKIP	0.000	-	-	-
HG-20240430-S-E71	HG	14:13	S	SKIP	0.000	-	-	-
SI-20240430-S-E55	SI	14:14	S	SKIP	0.000	-	-	-
NKD-20240430-S-E55	NKD	14:15	S	SKIP	0.000	-	-	-
HG-20240430-L-E70	HG	14:16	L	SKIP	0.000	-	-	-
NKD-20240430-L-E55	NKD	14:16	L	SKIP	0.000	-	-	-
HG-20240430-S-E72	HG	14:19	S	SKIP	0.000	-	-	-
NKD-20240430-L-E56	NKD	14:22	L	SKIP	0.000	-	-	-
SI-20240430-L-E43	SI	14:22	L	SKIP	0.000	-	-	-
HG-20240430-L-E71	HG	14:25	L	SKIP	0.050	HAND	-	bid TRADED THROUGH by 8 consecutive T A prints at 4.601 in ~30ms; sells outprint buys 15-9; wrong side
NKD-20240430-L-E57	NKD	14:26	L	SKIP	0.000	-	-	-
SI-20240430-L-E44	SI	14:26	L	TAKE	0.170	HAND	-	10s of tape, 3 trades ALL BUYS zero sells; 26.77 offer consumed 3x, re-posts twice, then 11 cancels + two 5-lots parked 86 ticks up while the bid steps UP a tick; ext_needed 25, uns1305, 8.8h
HG-20240430-S-E73	HG	14:26	S	SKIP	0.000	-	-	-
HG-20240430-L-E72	HG	14:28	L	SKIP	0.000	-	-	-
HG-20240430-S-E74	HG	14:30	S	SKIP	0.000	-	-	-
NKD-20240430-S-E56	NKD	14:30	S	SKIP	0.000	-	-	-
SI-20240430-S-E56	SI	14:30	S	SKIP	0.000	-	-	-
SI-20240430-L-E45	SI	14:31	L	SKIP	0.000	-	-	-
SI-20240430-S-E57	SI	14:32	S	SKIP	0.000	-	-	-
NKD-20240430-L-E58	NKD	14:32	L	SKIP	0.000	-	-	-
NKD-20240430-S-E57	NKD	14:36	S	SKIP	0.000	-	-	-
HG-20240430-S-E75	HG	14:36	S	SKIP	0.000	-	-	-
HG-20240430-L-E73	HG	14:37	L	SKIP	0.000	-	-	-
SI-20240430-S-E58	SI	14:41	S	SKIP	0.000	-	-	-
SI-20240430-L-E46	SI	14:42	L	SKIP	0.000	-	-	-
HG-20240430-L-E74	HG	14:43	L	SKIP	0.000	-	-	-
NKD-20240430-L-E59	NKD	14:43	L	SKIP	0.000	-	-	-
SI-20240430-S-E59	SI	14:45	S	SKIP	0.000	-	-	-
