# ROUND-2 SEALED BLIND LEDGER 20240502 (E6R2X-BLIND-D4) — hand channel ONLY (R2-9: the rubric never seats)
# every TAKE carries a decision_journal entry written BEFORE the call and a RIBBON_ACCESS row for the window it read
ep	asset	sec	side	call	p	src	compl	why
NKD-20240502-S-E25	NKD	04:21	S	SKIP	0.000	-	-	-
NKD-20240502-L-E26	NKD	04:27	L	SKIP	0.000	-	-	-
SI-20240502-S-E15	SI	04:28	S	SKIP	0.000	-	-	-
HG-20240502-L-E13	HG	04:32	L	SKIP	0.000	-	-	-
HG-20240502-S-E15	HG	04:44	S	SKIP	0.000	-	-	-
SI-20240502-L-E14	SI	04:46	L	SKIP	0.000	-	-	-
SI-20240502-S-E16	SI	04:49	S	SKIP	0.000	-	-	-
NKD-20240502-S-E26	NKD	04:52	S	SKIP	0.000	-	-	-
HG-20240502-L-E14	HG	04:54	L	SKIP	0.000	-	-	-
SI-20240502-L-E15	SI	04:54	L	SKIP	0.000	-	-	-
HG-20240502-S-E16	HG	05:02	S	SKIP	0.000	-	-	-
SI-20240502-S-E17	SI	05:02	S	SKIP	0.000	-	-	-
SI-20240502-S-E18	SI	05:05	S	SKIP	0.000	-	-	-
HG-20240502-S-E17	HG	05:10	S	SKIP	0.000	-	-	-
SI-20240502-L-E16	SI	05:15	L	SKIP	0.000	-	-	-
NKD-20240502-L-E27	NKD	05:15	L	SKIP	0.000	-	-	-
SI-20240502-S-E19	SI	05:19	S	SKIP	0.000	-	-	-
HG-20240502-S-E18	HG	05:28	S	SKIP	0.000	-	-	-
HG-20240502-L-E15	HG	05:30	L	SKIP	0.000	-	-	-
NKD-20240502-S-E27	NKD	05:32	S	SKIP	0.000	-	-	-
HG-20240502-S-E19	HG	05:34	S	SKIP	0.000	-	-	-
SI-20240502-L-E17	SI	05:37	L	SKIP	0.000	-	-	-
SI-20240502-S-E20	SI	05:38	S	SKIP	0.000	-	-	-
NKD-20240502-L-E28	NKD	05:39	L	SKIP	0.000	-	-	-
NKD-20240502-S-E28	NKD	05:42	S	SKIP	0.000	-	-	-
NKD-20240502-L-E29	NKD	05:45	L	SKIP	0.000	-	-	-
NKD-20240502-L-E30	NKD	05:50	L	SKIP	0.000	-	-	-
HG-20240502-L-E16	HG	05:53	L	SKIP	0.000	-	-	-
NKD-20240502-L-E31	NKD	05:55	L	SKIP	0.000	-	-	-
SI-20240502-L-E18	SI	05:57	L	SKIP	0.000	-	-	-
NKD-20240502-S-E29	NKD	05:58	S	SKIP	0.000	-	-	-
NKD-20240502-S-E30	NKD	06:02	S	SKIP	0.000	-	-	-
NKD-20240502-L-E32	NKD	06:07	L	SKIP	0.000	-	-	-
SI-20240502-L-E19	SI	06:07	L	SKIP	0.000	-	-	-
NKD-20240502-S-E31	NKD	06:09	S	SKIP	0.000	-	-	-
HG-20240502-L-E17	HG	06:10	L	SKIP	0.000	-	-	-
NKD-20240502-L-E33	NKD	06:14	L	SKIP	0.000	-	-	-
HG-20240502-S-E20	HG	06:30	S	SKIP	0.000	-	-	-
NKD-20240502-S-E32	NKD	06:31	S	SKIP	0.000	-	-	-
HG-20240502-S-E21	HG	06:36	S	SKIP	0.000	-	-	-
SI-20240502-S-E21	SI	06:44	S	SKIP	0.000	-	-	-
NKD-20240502-L-E34	NKD	06:45	L	SKIP	0.000	-	-	-
NKD-20240502-S-E33	NKD	06:50	S	SKIP	0.000	-	-	-
SI-20240502-S-E22	SI	06:51	S	SKIP	0.000	-	-	-
NKD-20240502-L-E35	NKD	06:58	L	SKIP	0.000	-	-	-
NKD-20240502-L-E36	NKD	07:13	L	SKIP	0.000	-	-	-
NKD-20240502-S-E34	NKD	07:23	S	SKIP	0.000	-	-	-
HG-20240502-L-E18	HG	07:29	L	SKIP	0.000	-	-	-
SI-20240502-L-E20	SI	07:29	L	SKIP	0.000	-	-	-
NKD-20240502-S-E35	NKD	07:29	S	SKIP	0.000	-	-	-
SI-20240502-L-E21	SI	07:32	L	SKIP	0.000	-	-	-
NKD-20240502-S-E36	NKD	07:34	S	SKIP	0.000	-	-	-
SI-20240502-S-E23	SI	07:39	S	SKIP	0.000	-	-	-
NKD-20240502-L-E37	NKD	07:43	L	SKIP	0.000	-	-	-
HG-20240502-L-E19	HG	07:45	L	SKIP	0.000	-	-	-
SI-20240502-L-E22	SI	07:48	L	SKIP	0.000	-	-	-
NKD-20240502-S-E37	NKD	07:50	S	SKIP	0.000	-	-	-
SI-20240502-S-E24	SI	07:53	S	SKIP	0.000	-	-	-
SI-20240502-L-E23	SI	07:55	L	SKIP	0.000	-	-	-
NKD-20240502-L-E38	NKD	08:00	L	SKIP	0.000	-	-	-
NKD-20240502-S-E38	NKD	08:01	S	SKIP	0.000	-	-	-
SI-20240502-S-E25	SI	08:04	S	SKIP	0.000	-	-	-
HG-20240502-S-E22	HG	08:06	S	SKIP	0.000	-	-	-
SI-20240502-L-E24	SI	08:07	L	SKIP	0.000	-	-	-
NKD-20240502-L-E39	NKD	08:07	L	SKIP	0.000	-	-	-
HG-20240502-L-E20	HG	08:07	L	SKIP	0.000	-	-	-
SI-20240502-L-E25	SI	08:11	L	SKIP	0.000	-	-	-
NKD-20240502-S-E39	NKD	08:12	S	SKIP	0.000	-	-	-
SI-20240502-L-E26	SI	08:16	L	SKIP	0.000	-	-	-
HG-20240502-L-E21	HG	08:20	L	SKIP	0.000	-	-	-
NKD-20240502-L-E40	NKD	08:21	L	SKIP	0.000	-	-	-
NKD-20240502-L-E41	NKD	08:24	L	SKIP	0.000	-	-	-
HG-20240502-S-E23	HG	08:27	S	SKIP	0.000	-	-	-
HG-20240502-L-E22	HG	08:33	L	SKIP	0.000	-	-	-
HG-20240502-S-E24	HG	08:39	S	SKIP	0.000	-	-	-
HG-20240502-S-E25	HG	08:43	S	SKIP	0.000	-	-	-
SI-20240502-S-E26	SI	08:44	S	SKIP	0.000	-	-	-
NKD-20240502-S-E40	NKD	08:45	S	SKIP	0.000	-	-	-
HG-20240502-L-E23	HG	08:51	L	SKIP	0.000	-	-	-
SI-20240502-L-E27	SI	08:52	L	SKIP	0.000	-	-	-
HG-20240502-S-E26	HG	08:55	S	SKIP	0.000	-	-	-
SI-20240502-S-E27	SI	08:58	S	SKIP	0.000	-	-	-
HG-20240502-L-E24	HG	09:01	L	SKIP	0.000	-	-	-
NKD-20240502-S-E41	NKD	09:02	S	SKIP	0.000	-	-	-
SI-20240502-L-E28	SI	09:02	L	SKIP	0.000	-	-	-
HG-20240502-S-E27	HG	09:10	S	SKIP	0.000	-	-	-
SI-20240502-S-E28	SI	09:10	S	SKIP	0.000	-	-	-
HG-20240502-S-E28	HG	09:13	S	SKIP	0.000	-	-	-
HG-20240502-L-E25	HG	09:18	L	SKIP	0.000	-	-	-
HG-20240502-S-E29	HG	09:22	S	SKIP	0.000	-	-	-
SI-20240502-L-E29	SI	09:23	L	SKIP	0.000	-	-	-
SI-20240502-L-E30	SI	09:26	L	SKIP	0.000	-	-	-
HG-20240502-L-E26	HG	09:27	L	SKIP	0.000	-	-	-
HG-20240502-S-E30	HG	09:31	S	SKIP	0.000	-	-	-
NKD-20240502-L-E42	NKD	09:31	L	SKIP	0.000	-	-	-
HG-20240502-L-E27	HG	09:32	L	SKIP	0.000	-	-	-
HG-20240502-S-E31	HG	09:40	S	SKIP	0.000	-	-	-
HG-20240502-L-E28	HG	09:41	L	SKIP	0.000	-	-	-
SI-20240502-L-E31	SI	09:42	L	SKIP	0.000	-	-	-
HG-20240502-S-E32	HG	09:43	S	SKIP	0.000	-	-	-
SI-20240502-S-E29	SI	09:43	S	SKIP	0.000	-	-	-
NKD-20240502-L-E43	NKD	09:43	L	SKIP	0.000	-	-	-
HG-20240502-S-E33	HG	09:47	S	SKIP	0.000	-	-	-
NKD-20240502-L-E44	NKD	09:51	L	SKIP	0.000	-	-	-
SI-20240502-S-E30	SI	09:53	S	SKIP	0.000	-	-	-
NKD-20240502-S-E42	NKD	09:56	S	SKIP	0.000	-	-	-
HG-20240502-L-E29	HG	09:58	L	SKIP	0.000	-	-	-
HG-20240502-L-E30	HG	10:02	L	SKIP	0.000	-	-	-
HG-20240502-S-E34	HG	10:03	S	SKIP	0.000	-	-	-
SI-20240502-L-E32	SI	10:05	L	SKIP	0.000	-	-	-
NKD-20240502-L-E45	NKD	10:06	L	SKIP	0.000	-	-	-
HG-20240502-S-E35	HG	10:08	S	SKIP	0.000	-	-	-
HG-20240502-S-E36	HG	10:12	S	SKIP	0.000	-	-	-
SI-20240502-S-E31	SI	10:12	S	SKIP	0.000	-	-	-
HG-20240502-L-E31	HG	10:16	L	SKIP	0.000	-	-	-
SI-20240502-L-E33	SI	10:19	L	SKIP	0.000	-	-	-
NKD-20240502-S-E43	NKD	10:21	S	SKIP	0.000	-	-	-
HG-20240502-L-E32	HG	10:22	L	SKIP	0.000	-	-	-
HG-20240502-S-E37	HG	10:26	S	SKIP	0.000	-	-	-
SI-20240502-S-E32	SI	10:30	S	SKIP	0.000	-	-	-
HG-20240502-S-E38	HG	10:30	S	SKIP	0.000	-	-	-
NKD-20240502-S-E44	NKD	10:30	S	SKIP	0.000	-	-	-
HG-20240502-S-E39	HG	10:32	S	SKIP	0.000	-	-	-
SI-20240502-L-E34	SI	10:36	L	SKIP	0.000	-	-	-
SI-20240502-S-E33	SI	10:41	S	SKIP	0.000	-	-	-
HG-20240502-L-E33	HG	10:45	L	SKIP	0.000	-	-	-
NKD-20240502-S-E45	NKD	10:47	S	SKIP	0.000	-	-	-
SI-20240502-L-E35	SI	10:49	L	SKIP	0.000	-	-	-
HG-20240502-S-E40	HG	10:51	S	SKIP	0.000	-	-	-
SI-20240502-S-E34	SI	10:52	S	SKIP	0.000	-	-	-
NKD-20240502-L-E46	NKD	10:54	L	SKIP	0.000	-	-	-
NKD-20240502-S-E46	NKD	10:59	S	SKIP	0.000	-	-	-
HG-20240502-L-E34	HG	11:05	L	SKIP	0.000	-	-	-
SI-20240502-L-E36	SI	11:05	L	SKIP	0.000	-	-	-
HG-20240502-S-E41	HG	11:11	S	SKIP	0.000	-	-	-
NKD-20240502-L-E47	NKD	11:15	L	SKIP	0.000	-	-	-
HG-20240502-L-E35	HG	11:16	L	SKIP	0.000	-	-	-
HG-20240502-S-E42	HG	11:22	S	SKIP	0.000	-	-	-
SI-20240502-S-E35	SI	11:23	S	SKIP	0.000	-	-	-
HG-20240502-S-E43	HG	11:27	S	SKIP	0.000	-	-	-
NKD-20240502-L-E48	NKD	11:29	L	SKIP	0.000	-	-	-
HG-20240502-L-E36	HG	11:34	L	SKIP	0.000	-	-	-
HG-20240502-S-E44	HG	11:37	S	SKIP	0.000	-	-	-
NKD-20240502-L-E49	NKD	11:37	L	SKIP	0.000	-	-	-
HG-20240502-L-E37	HG	11:44	L	SKIP	0.000	-	-	-
SI-20240502-L-E37	SI	11:44	L	SKIP	0.000	-	-	-
SI-20240502-S-E36	SI	11:47	S	SKIP	0.000	-	-	-
HG-20240502-S-E45	HG	11:47	S	SKIP	0.000	-	-	-
NKD-20240502-S-E47	NKD	11:48	S	SKIP	0.000	-	-	-
NKD-20240502-L-E50	NKD	11:51	L	SKIP	0.000	-	-	-
SI-20240502-L-E38	SI	11:54	L	SKIP	0.000	-	-	-
HG-20240502-L-E38	HG	11:55	L	SKIP	0.000	-	-	-
HG-20240502-S-E46	HG	11:58	S	SKIP	0.000	-	-	-
SI-20240502-S-E37	SI	12:02	S	SKIP	0.000	-	-	-
HG-20240502-S-E47	HG	12:04	S	SKIP	0.000	-	-	-
HG-20240502-L-E39	HG	12:08	L	SKIP	0.000	-	-	-
SI-20240502-L-E39	SI	12:09	L	SKIP	0.000	-	-	-
NKD-20240502-L-E51	NKD	12:09	L	SKIP	0.000	-	-	-
HG-20240502-S-E48	HG	12:11	S	SKIP	0.000	-	-	-
SI-20240502-S-E38	SI	12:11	S	SKIP	0.000	-	-	-
HG-20240502-S-E49	HG	12:14	S	SKIP	0.000	-	-	-
NKD-20240502-S-E48	NKD	12:18	S	SKIP	0.000	-	-	-
SI-20240502-L-E40	SI	12:19	L	SKIP	0.000	-	-	-
HG-20240502-L-E40	HG	12:19	L	SKIP	0.000	-	-	-
HG-20240502-S-E50	HG	12:20	S	SKIP	0.000	-	-	-
HG-20240502-L-E41	HG	12:21	L	SKIP	0.000	-	-	-
SI-20240502-L-E41	SI	12:22	L	SKIP	0.000	-	-	-
HG-20240502-S-E51	HG	12:24	S	SKIP	0.000	-	-	-
SI-20240502-S-E39	SI	12:28	S	SKIP	0.000	-	-	-
HG-20240502-S-E52	HG	12:30	S	SKIP	0.000	-	-	-
NKD-20240502-L-E52	NKD	12:31	L	SKIP	0.000	-	-	-
SI-20240502-S-E40	SI	12:31	S	SKIP	0.000	-	-	-
HG-20240502-L-E42	HG	12:33	L	SKIP	0.000	-	-	-
SI-20240502-L-E42	SI	12:35	L	SKIP	0.000	-	-	-
HG-20240502-S-E53	HG	12:35	S	SKIP	0.000	-	-	-
HG-20240502-L-E43	HG	12:40	L	SKIP	0.000	-	-	-
SI-20240502-L-E43	SI	12:41	L	SKIP	0.000	-	-	-
SI-20240502-S-E41	SI	12:47	S	SKIP	0.000	-	-	-
SI-20240502-S-E42	SI	12:51	S	SKIP	0.000	-	-	-
HG-20240502-L-E44	HG	12:54	L	SKIP	0.000	-	-	-
SI-20240502-L-E44	SI	12:57	L	SKIP	0.000	-	-	-
SI-20240502-L-E45	SI	13:03	L	SKIP	0.000	-	HELD	-
HG-20240502-S-E54	HG	13:07	S	SKIP	0.000	-	HELD	-
HG-20240502-L-E45	HG	13:13	L	SKIP	0.000	-	HELD	-
HG-20240502-S-E55	HG	13:15	S	SKIP	0.000	-	HELD	-
NKD-20240502-S-E49	NKD	13:19	S	SKIP	0.000	-	HELD	-
SI-20240502-S-E43	SI	13:21	S	SKIP	0.000	-	HELD	-
HG-20240502-S-E56	HG	13:22	S	SKIP	0.000	-	HELD	-
SI-20240502-S-E44	SI	13:26	S	SKIP	0.000	-	HELD	-
HG-20240502-L-E46	HG	13:30	L	SKIP	0.000	-	HELD	-
SI-20240502-L-E46	SI	13:31	L	SKIP	0.000	-	HELD	-
NKD-20240502-S-E50	NKD	13:33	S	SKIP	0.000	-	HELD	-
HG-20240502-S-E57	HG	13:34	S	SKIP	0.000	-	HELD	-
SI-20240502-L-E47	SI	13:37	L	SKIP	0.000	-	HELD	-
HG-20240502-L-E47	HG	13:41	L	SKIP	0.000	-	HELD	-
SI-20240502-S-E45	SI	13:46	S	SKIP	0.000	-	HELD	-
HG-20240502-S-E58	HG	13:50	S	SKIP	0.000	-	HELD	-
SI-20240502-S-E46	SI	13:52	S	SKIP	0.000	-	HELD	-
HG-20240502-S-E59	HG	13:53	S	SKIP	0.000	-	HELD	-
SI-20240502-L-E48	SI	13:56	L	SKIP	0.000	-	HELD	-
HG-20240502-L-E48	HG	13:57	L	SKIP	0.000	-	HELD	-
NKD-20240502-S-E51	NKD	13:58	S	SKIP	0.000	-	HELD	-
SI-20240502-S-E47	SI	14:02	S	SKIP	0.000	-	HELD	-
NKD-20240502-L-E53	NKD	14:06	L	SKIP	0.000	-	HELD	-
NKD-20240502-L-E54	NKD	14:09	L	SKIP	0.000	-	HELD	-
HG-20240502-S-E60	HG	14:10	S	SKIP	0.000	-	HELD	-
HG-20240502-L-E49	HG	14:13	L	SKIP	0.000	-	HELD	-
SI-20240502-L-E49	SI	14:15	L	SKIP	0.000	-	HELD	-
SI-20240502-S-E48	SI	14:18	S	SKIP	0.000	-	HELD	-
NKD-20240502-S-E52	NKD	14:19	S	SKIP	0.000	-	HELD	-
HG-20240502-S-E61	HG	14:21	S	SKIP	0.000	-	VETO	-
SI-20240502-S-E49	SI	14:21	S	SKIP	0.000	-	VETO	-
HG-20240502-L-E50	HG	14:23	L	SKIP	0.000	-	VETO	-
SI-20240502-L-E50	SI	14:23	L	SKIP	0.000	-	VETO	-
HG-20240502-L-E51	HG	14:25	L	SKIP	0.000	-	VETO	-
SI-20240502-S-E50	SI	14:27	S	SKIP	0.000	-	VETO	-
HG-20240502-S-E62	HG	14:30	S	SKIP	0.000	-	VETO	-
SI-20240502-S-E51	SI	14:30	S	SKIP	0.000	-	VETO	-
HG-20240502-L-E52	HG	14:31	L	SKIP	0.000	-	VETO	-
NKD-20240502-L-E55	NKD	14:32	L	SKIP	0.000	-	VETO	-
SI-20240502-L-E51	SI	14:34	L	SKIP	0.000	-	VETO	-
HG-20240502-S-E63	HG	14:34	S	SKIP	0.000	-	VETO	-
HG-20240502-L-E53	HG	14:36	L	SKIP	0.000	-	VETO	-
NKD-20240502-L-E56	NKD	14:37	L	SKIP	0.000	-	VETO	-
SI-20240502-S-E52	SI	14:37	S	SKIP	0.000	-	VETO	-
NKD-20240502-S-E53	NKD	14:38	S	SKIP	0.000	-	VETO	-
HG-20240502-L-E54	HG	14:42	L	SKIP	0.000	-	-	-
SI-20240502-S-E53	SI	14:42	S	SKIP	0.000	-	-	-
HG-20240502-S-E64	HG	14:43	S	SKIP	0.000	-	-	-
NKD-20240502-L-E57	NKD	14:44	L	SKIP	0.000	-	-	-
HG-20240502-L-E55	HG	14:44	L	SKIP	0.000	-	-	-
SI-20240502-S-E54	SI	14:46	S	SKIP	0.000	-	-	-
HG-20240502-S-E65	HG	14:46	S	SKIP	0.000	-	-	-
SI-20240502-L-E52	SI	14:47	L	SKIP	0.000	-	-	-
HG-20240502-L-E56	HG	14:48	L	SKIP	0.000	-	-	-
NKD-20240502-S-E54	NKD	14:49	S	SKIP	0.000	-	-	-
HG-20240502-S-E66	HG	14:51	S	SKIP	0.000	-	-	-
HG-20240502-L-E57	HG	14:52	L	SKIP	0.000	-	-	-
SI-20240502-S-E55	SI	14:53	S	SKIP	0.000	-	-	-
NKD-20240502-S-E55	NKD	14:54	S	SKIP	0.000	-	-	-
HG-20240502-S-E67	HG	14:54	S	SKIP	0.000	-	-	-
SI-20240502-L-E53	SI	15:02	L	TAKE	0.190	HAND	-	13 lots bought in 8 prints vs 4 sold in 4; price walks 4 ticks; at each level the offer is consumed then the next stack (26/27/28 lots) is CANCELLED down before the next lift; a 4-lot ask repriced upward 8 times; ext0, uns1220, 7.96h, on a level tc1
SI-20240502-S-E56	SI	15:02	S	SKIP	0.000	-	-	-
HG-20240502-L-E58	HG	15:04	L	SKIP	0.000	-	-	-
SI-20240502-S-E57	SI	15:05	S	SKIP	0.000	-	-	-
HG-20240502-S-E68	HG	15:08	S	SKIP	0.000	-	-	-
SI-20240502-S-E58	SI	15:08	S	SKIP	0.000	-	-	-
HG-20240502-L-E59	HG	15:11	L	SKIP	0.000	-	-	-
SI-20240502-L-E54	SI	15:12	L	SKIP	0.000	-	-	-
SI-20240502-S-E59	SI	15:13	S	SKIP	0.000	-	-	-
HG-20240502-S-E69	HG	15:14	S	SKIP	0.000	-	-	-
HG-20240502-L-E60	HG	15:15	L	SKIP	0.000	-	-	-
SI-20240502-L-E55	SI	15:15	L	SKIP	0.000	-	-	-
SI-20240502-S-E60	SI	15:17	S	SKIP	0.000	-	-	-
NKD-20240502-L-E58	NKD	15:19	L	SKIP	0.000	-	-	-
HG-20240502-S-E70	HG	15:20	S	SKIP	0.000	-	-	-
SI-20240502-L-E56	SI	15:21	L	SKIP	0.000	-	-	-
HG-20240502-S-E71	HG	15:22	S	SKIP	0.000	-	-	-
SI-20240502-S-E61	SI	15:24	S	SKIP	0.000	-	-	-
HG-20240502-L-E61	HG	15:26	L	SKIP	0.000	-	-	-
HG-20240502-S-E72	HG	15:30	S	SKIP	0.000	-	-	-
NKD-20240502-L-E59	NKD	15:30	L	SKIP	0.000	-	-	-
HG-20240502-L-E62	HG	15:30	L	SKIP	0.000	-	-	-
NKD-20240502-S-E56	NKD	15:31	S	SKIP	0.000	-	-	-
SI-20240502-S-E62	SI	15:33	S	SKIP	0.050	HAND	-	same asset/phase/ext0 as the take, 31 min later - and its two trades are both BUYS lifting the offer with price ticking up; the digest cannot separate the pair, the sequence says one direction at both
