# PORT M2 THE PRECISION FRONTIER (threshold x day-abstention x agreement) (PORT-M2-PRECISION-FRONTIER-V1)
# THE DAY-ABSTENTION FRONTIER.  causal_top3_running: an (asset, day) qualifies the instant its RUNNING top-3 mean of arrived candidate scores crosses the gate — no day-end quantity is read anywhere
# preday_forecaster: the oracle-free variant — a walk-forward day-value model on the forecaster + overnight state as of the day's FIRST candidate second, no candidate score in it at all
era	gate	gate_pct	gate_value	n_sessions_qualified	tier	n_candidates	n_seated	n_forfeited	precision	precision_lo	precision_hi	usd_per_trade	usd_per_trade_lo	usd_per_trade_hi	takes_per_day	takes_per_week	usd_per_day	usd_per_day_lo	usd_per_day_hi	usd_per_traded_day	usd_per_week	usd_per_week_lo	usd_week_p10	usd_week_median	frac_losing_weeks	frac_days_traded	n_days_traded	usd_per_session_all	usd_per_session_traded	mean_mae_usd	walled_rate	frac_ge_600	usd_total
E8_GATE_2025H1	causal_top3_running	q95.0	0.0975	102	top_0.05%	16	1	15	0.0000	.	.	82.5000	.	.	0.0079	0.0370	0.6496	-0.6359	1.9352	82.5000	3.0556	-3.2252	0.0000	0.0000	0.0000	0.0079	1	0.2165	82.5000	387.5000	0.0000	0.0000	82.5000
E8_GATE_2025H1	causal_top3_running	q95.0	0.0975	102	top_0.1%	32	2	30	0.0000	.	.	-336.2500	.	.	0.0157	0.0741	-5.2953	-15.7745	5.1839	-672.5000	-24.9074	-76.1053	0.0000	0.0000	0.0370	0.0079	1	-1.7651	-672.5000	681.2500	0.5000	0.0000	-672.5000
E8_GATE_2025H1	causal_top3_running	q95.0	0.0975	102	top_0.2%	64	4	60	0.0000	0.0000	0.0000	-508.1250	-2692.0039	1675.7539	0.0315	0.1481	-16.0039	-39.5708	7.5629	-1016.2500	-75.2778	-189.0035	0.0000	0.0000	0.0741	0.0157	2	-5.3346	-1016.2500	471.8750	0.5000	0.0000	-2032.5000
E8_GATE_2025H1	causal_top3_running	q95.0	0.0975	102	top_0.5%	160	5	155	0.0000	0.0000	0.0000	147.5000	-589.9354	884.9354	0.0394	0.1852	5.8071	-9.1159	20.7300	184.3750	27.3148	-46.0417	0.0000	0.0000	0.0370	0.0315	4	1.9357	184.3750	116.2500	0.2000	0.2000	737.5000
E8_GATE_2025H1	causal_top3_running	q95.0	0.0975	102	top_1%	320	11	309	0.0000	0.0000	0.0000	-327.7273	-855.8687	200.4142	0.0866	0.4074	-28.3858	-73.1730	16.4013	-515.0000	-133.5185	-311.4954	-618.0000	0.0000	0.1481	0.0551	7	-9.4619	-400.5556	517.0455	0.4545	0.0909	-3605.0000
E8_GATE_2025H1	causal_top3_running	q95.0	0.0975	102	top_2%	640	22	618	0.0455	-0.0574	0.1483	-129.4318	-601.8375	342.9738	0.1732	0.8148	-22.4213	-92.5243	47.6818	-258.8636	-105.4630	-352.2261	-930.0000	0.0000	0.2222	0.0866	11	-7.4738	-189.8333	610.7955	0.5909	0.2273	-2847.5000
E8_GATE_2025H1	causal_top3_running	q95.0	0.0975	102	top_5%	1600	50	1550	0.1000	0.0205	0.1795	237.5000	-252.7539	727.7539	0.3937	1.8519	93.5039	-91.4731	278.4810	371.0937	439.8148	-404.0284	-1548.0000	0.0000	0.3704	0.2520	32	31.1680	312.5000	509.5000	0.5200	0.2800	11875.0000
E8_GATE_2025H1	causal_top3_running	q95.0	0.0975	102	top_100%	31999	280	31719	0.0679	0.0384	0.0973	-48.1920	-189.2957	92.9118	2.2047	10.3704	-106.2500	-413.0513	200.5513	-210.8398	-499.7685	-2321.8137	-6023.5000	-857.5000	0.5185	0.5039	64	-35.4167	-132.2917	516.4732	0.5250	0.2107	-13493.7500
E8_GATE_2025H1	causal_top3_running	q97.5	0.1002	69	top_0.05%	10	1	9	0.0000	.	.	201.2500	.	.	0.0079	0.0370	1.5846	-1.5513	4.7206	201.2500	7.4537	-7.8676	0.0000	0.0000	0.0000	0.0079	1	0.5282	201.2500	268.7500	0.0000	0.0000	201.2500
E8_GATE_2025H1	causal_top3_running	q97.5	0.1002	69	top_0.1%	21	2	19	0.0000	.	.	-336.2500	.	.	0.0157	0.0741	-5.2953	-15.7745	5.1839	-672.5000	-24.9074	-76.1053	0.0000	0.0000	0.0370	0.0079	1	-1.7651	-672.5000	681.2500	0.5000	0.0000	-672.5000
E8_GATE_2025H1	causal_top3_running	q97.5	0.1002	69	top_0.2%	42	2	40	0.0000	.	.	-336.2500	.	.	0.0157	0.0741	-5.2953	-15.7745	5.1839	-672.5000	-24.9074	-76.1053	0.0000	0.0000	0.0370	0.0079	1	-1.7651	-672.5000	681.2500	0.5000	0.0000	-672.5000
E8_GATE_2025H1	causal_top3_running	q97.5	0.1002	69	top_0.5%	104	4	100	0.0000	0.0000	0.0000	-173.7500	-1827.3772	1479.8772	0.0315	0.1481	-5.4724	-28.1685	17.2236	-231.6667	-25.7407	-137.9153	0.0000	0.0000	0.0370	0.0236	3	-1.8241	-231.6667	179.6875	0.2500	0.0000	-695.0000
E8_GATE_2025H1	causal_top3_running	q97.5	0.1002	69	top_1%	208	4	204	0.2500	-0.5456	1.0456	363.7500	-1227.3488	1954.8488	0.0315	0.1481	11.4567	-17.8615	40.7749	363.7500	53.8889	-90.2193	0.0000	0.0000	0.0370	0.0315	4	3.8189	363.7500	473.4375	0.2500	0.5000	1455.0000
E8_GATE_2025H1	causal_top3_running	q97.5	0.1002	69	top_2%	416	14	402	0.0000	0.0000	0.0000	-180.8929	-658.8506	297.0649	0.1102	0.5185	-19.9409	-64.8326	24.9507	-316.5625	-93.7963	-295.2075	-618.0000	0.0000	0.1852	0.0630	8	-6.6470	-211.0417	655.3571	0.5000	0.2143	-2532.5000
E8_GATE_2025H1	causal_top3_running	q97.5	0.1002	69	top_5%	1040	34	1006	0.0882	-0.0046	0.1811	233.9706	-368.8345	836.7757	0.2677	1.2593	62.6378	-87.8161	213.0917	378.8095	294.6296	-414.6218	-930.0000	0.0000	0.2963	0.1654	21	20.8793	305.9615	560.6618	0.5000	0.2941	7955.0000
E8_GATE_2025H1	causal_top3_running	q97.5	0.1002	69	top_100%	20792	214	20578	0.0607	0.0273	0.0942	-142.3832	-316.1609	31.3946	1.6850	7.9259	-239.9213	-551.3644	71.5219	-597.4510	-1128.5185	-2970.9165	-5661.0000	-697.5000	0.5926	0.4016	51	-79.9738	-441.5942	610.1636	0.5794	0.1822	-30470.0000
E8_GATE_2025H1	causal_top3_running	q99.0	0.1029	38	top_0.05%	5	1	4	0.0000	.	.	251.2500	.	.	0.0079	0.0370	1.9783	-1.9367	5.8934	251.2500	9.3056	-9.8223	0.0000	0.0000	0.0000	0.0079	1	0.6594	251.2500	131.2500	0.0000	0.0000	251.2500
E8_GATE_2025H1	causal_top3_running	q99.0	0.1029	38	top_0.1%	10	1	9	0.0000	.	.	201.2500	.	.	0.0079	0.0370	1.5846	-1.5513	4.7206	201.2500	7.4537	-7.8676	0.0000	0.0000	0.0000	0.0079	1	0.5282	201.2500	268.7500	0.0000	0.0000	201.2500
E8_GATE_2025H1	causal_top3_running	q99.0	0.1029	38	top_0.2%	20	2	18	0.0000	.	.	-336.2500	.	.	0.0157	0.0741	-5.2953	-15.7745	5.1839	-672.5000	-24.9074	-76.1053	0.0000	0.0000	0.0370	0.0079	1	-1.7651	-672.5000	681.2500	0.5000	0.0000	-672.5000
E8_GATE_2025H1	causal_top3_running	q99.0	0.1029	38	top_0.5%	51	3	48	0.0000	0.0000	0.0000	-534.1667	-3887.1929	2818.8596	0.0236	0.1111	-12.6181	-30.4342	5.1979	-801.2500	-59.3519	-145.1146	0.0000	0.0000	0.0741	0.0157	2	-4.2060	-801.2500	454.1667	0.6667	0.0000	-1602.5000
E8_GATE_2025H1	causal_top3_running	q99.0	0.1029	38	top_1%	102	4	98	0.0000	0.0000	0.0000	-173.7500	-1827.3772	1479.8772	0.0315	0.1481	-5.4724	-28.1685	17.2236	-231.6667	-25.7407	-137.9153	0.0000	0.0000	0.0370	0.0236	3	-1.8241	-231.6667	179.6875	0.2500	0.0000	-695.0000
E8_GATE_2025H1	causal_top3_running	q99.0	0.1029	38	top_2%	204	4	200	0.2500	-0.5456	1.0456	363.7500	-1227.3488	1954.8488	0.0315	0.1481	11.4567	-17.8615	40.7749	363.7500	53.8889	-90.2193	0.0000	0.0000	0.0370	0.0315	4	3.8189	363.7500	473.4375	0.2500	0.5000	1455.0000
E8_GATE_2025H1	causal_top3_running	q99.0	0.1029	38	top_5%	509	17	492	0.0000	0.0000	0.0000	9.7059	-643.7638	663.1755	0.1339	0.6296	1.2992	-67.4711	70.0695	20.6250	6.1111	-194.7832	-395.5000	0.0000	0.1481	0.0630	8	0.4331	13.7500	691.9118	0.5294	0.2941	165.0000
E8_GATE_2025H1	causal_top3_running	q99.0	0.1029	38	top_100%	10189	107	10082	0.0561	0.0154	0.0967	-130.1168	-371.0912	110.8576	0.8425	3.9630	-109.6260	-325.6227	106.3707	-435.0781	-515.6481	-1665.7104	-4423.5000	0.0000	0.4444	0.2520	32	-36.5420	-366.3816	572.8388	0.5514	0.1869	-13922.5000
E8_GATE_2025H1	preday_forecaster	q0.0	-1039.7200	381	top_0.05%	86	5	81	0.0000	0.0000	0.0000	-332.5000	-1457.0924	792.0924	0.0394	0.1852	-13.0906	-38.5357	12.3546	-554.1667	-61.5741	-185.8221	0.0000	0.0000	0.0741	0.0236	3	-4.3635	-554.1667	192.5000	0.4000	0.0000	-1662.5000
E8_GATE_2025H1	preday_forecaster	q0.0	-1039.7200	381	top_0.1%	172	5	167	0.0000	0.0000	0.0000	-132.5000	-990.7816	725.7816	0.0394	0.1852	-5.2165	-24.7232	14.2901	-165.6250	-24.5370	-120.8734	0.0000	0.0000	0.0741	0.0315	4	-1.7388	-165.6250	416.2500	0.4000	0.2000	-662.5000
E8_GATE_2025H1	preday_forecaster	q0.0	-1039.7200	381	top_0.2%	345	12	333	0.0000	0.0000	0.0000	-378.9583	-905.9301	148.0134	0.0945	0.4444	-35.8071	-87.4643	15.8501	-649.6429	-168.4259	-345.7593	-733.5000	0.0000	0.1852	0.0551	7	-11.9357	-454.7500	759.3750	0.5000	0.0833	-4547.5000
E8_GATE_2025H1	preday_forecaster	q0.0	-1039.7200	381	top_0.5%	862	30	832	0.1000	-0.0049	0.2049	241.2500	-461.6455	944.1455	0.2362	1.1111	56.9882	-94.4394	208.4158	402.0833	268.0556	-407.0728	-930.0000	0.0000	0.2963	0.1417	18	18.9961	314.6739	541.2500	0.5000	0.2667	7237.5000
E8_GATE_2025H1	preday_forecaster	q0.0	-1039.7200	381	top_1%	1723	50	1673	0.1000	0.0184	0.1816	292.5000	-205.0661	790.0661	0.3937	1.8519	115.1575	-71.5531	301.8681	457.0312	541.6667	-305.6203	-1548.0000	0.0000	0.2963	0.2520	32	38.3858	384.8684	497.7500	0.4800	0.3000	14625.0000
E8_GATE_2025H1	preday_forecaster	q0.0	-1039.7200	381	top_2%	3447	92	3355	0.0978	0.0315	0.1641	86.7799	-301.0426	474.6024	0.7244	3.4074	62.8642	-208.6162	334.3445	169.8670	295.6944	-877.0757	-2625.5000	0.0000	0.4815	0.3701	47	20.9547	128.7702	655.4348	0.5761	0.2717	7983.7500
E8_GATE_2025H1	preday_forecaster	q0.0	-1039.7200	381	top_5%	8616	170	8446	0.0824	0.0464	0.1183	143.2353	-163.9775	450.4481	1.3386	6.2963	191.7323	-232.1523	615.6168	380.4687	901.8519	-973.0804	-2785.2500	107.5000	0.4074	0.5039	64	63.9108	238.7255	677.6103	0.5765	0.2529	24350.0000
E8_GATE_2025H1	preday_forecaster	q0.0	-1039.7200	381	top_100%	172328	2030	170298	0.0665	0.0550	0.0780	-60.2863	-106.3059	-14.2668	15.9843	75.1852	-963.6319	-1734.4289	-192.8349	-963.6319	-4532.6389	-9962.3094	-16457.7500	-3746.2500	0.6667	1.0000	127	-321.2106	-321.2106	608.9994	0.5847	0.2172	-122381.2500
E8_GATE_2025H1	preday_forecaster	q50.0	-150.5200	191	top_0.05%	39	2	37	0.0000	.	.	-336.2500	.	.	0.0157	0.0741	-5.2953	-15.7745	5.1839	-672.5000	-24.9074	-76.1053	0.0000	0.0000	0.0370	0.0079	1	-1.7651	-672.5000	681.2500	0.5000	0.0000	-672.5000
E8_GATE_2025H1	preday_forecaster	q50.0	-150.5200	191	top_0.1%	77	1	76	0.0000	.	.	195.0000	.	.	0.0079	0.0370	1.5354	-1.5031	4.5740	195.0000	7.2222	-7.6233	0.0000	0.0000	0.0000	0.0079	1	0.5118	195.0000	168.7500	0.0000	0.0000	195.0000
E8_GATE_2025H1	preday_forecaster	q50.0	-150.5200	191	top_0.2%	155	1	154	0.0000	.	.	195.0000	.	.	0.0079	0.0370	1.5354	-1.5031	4.5740	195.0000	7.2222	-7.6233	0.0000	0.0000	0.0000	0.0079	1	0.5118	195.0000	168.7500	0.0000	0.0000	195.0000
E8_GATE_2025H1	preday_forecaster	q50.0	-150.5200	191	top_0.5%	387	11	376	0.1818	-0.0522	0.4158	201.8182	-445.1700	848.8064	0.0866	0.4074	17.4803	-32.3433	67.3039	246.6667	82.2222	-143.6179	-128.0000	0.0000	0.1481	0.0709	9	5.8268	222.0000	338.6364	0.3636	0.2727	2220.0000
E8_GATE_2025H1	preday_forecaster	q50.0	-150.5200	191	top_1%	774	20	754	0.1500	-0.0123	0.3123	215.0000	-198.0331	628.0331	0.1575	0.7407	33.8583	-28.9282	96.6447	268.7500	159.2593	-131.8983	-727.5000	0.0000	0.2222	0.1260	16	11.2861	252.9412	342.5000	0.3500	0.3500	4300.0000
E8_GATE_2025H1	preday_forecaster	q50.0	-150.5200	191	top_2%	1549	43	1506	0.0930	0.0043	0.1817	2.5581	-340.8500	345.9663	0.3386	1.5926	0.8661	-109.3508	111.0831	4.0741	4.0741	-642.2950	-2090.0000	0.0000	0.3704	0.2126	27	0.2887	3.6667	427.0349	0.5349	0.2791	110.0000
E8_GATE_2025H1	preday_forecaster	q50.0	-150.5200	191	top_5%	3872	81	3791	0.0864	0.0243	0.1485	2.9475	-321.2669	327.1620	0.6378	3.0000	1.8799	-198.9204	202.6803	5.6845	8.8426	-776.2782	-2062.0000	0.0000	0.3704	0.3307	42	0.6266	4.7750	660.8796	0.6173	0.2593	238.7500
E8_GATE_2025H1	preday_forecaster	q50.0	-150.5200	191	top_100%	77446	1003	76443	0.0698	0.0531	0.0864	-67.9798	-130.0671	-5.8925	7.8976	37.1481	-536.8799	-1054.3656	-19.3942	-614.2680	-2525.3241	-5672.0321	-11915.5000	-765.0000	0.5556	0.8740	111	-178.9600	-356.9830	593.7188	0.5833	0.2233	-68183.7500
E8_GATE_2025H1	preday_forecaster	q70.0	-96.5500	115	top_0.05%	22	2	20	0.0000	.	.	-336.2500	.	.	0.0157	0.0741	-5.2953	-15.7745	5.1839	-672.5000	-24.9074	-76.1053	0.0000	0.0000	0.0370	0.0079	1	-1.7651	-672.5000	681.2500	0.5000	0.0000	-672.5000
E8_GATE_2025H1	preday_forecaster	q70.0	-96.5500	115	top_0.1%	45	2	43	0.0000	.	.	-336.2500	.	.	0.0157	0.0741	-5.2953	-15.7745	5.1839	-672.5000	-24.9074	-76.1053	0.0000	0.0000	0.0370	0.0079	1	-1.7651	-672.5000	681.2500	0.5000	0.0000	-672.5000
E8_GATE_2025H1	preday_forecaster	q70.0	-96.5500	115	top_0.2%	89	1	88	0.0000	.	.	195.0000	.	.	0.0079	0.0370	1.5354	-1.5031	4.5740	195.0000	7.2222	-7.6233	0.0000	0.0000	0.0000	0.0079	1	0.5118	195.0000	168.7500	0.0000	0.0000	195.0000
E8_GATE_2025H1	preday_forecaster	q70.0	-96.5500	115	top_0.5%	223	4	219	0.0000	0.0000	0.0000	23.1250	-1180.0183	1226.2683	0.0315	0.1481	0.7283	-19.7720	21.2287	23.1250	3.4259	-98.2300	0.0000	0.0000	0.0741	0.0315	4	0.2428	23.1250	156.2500	0.2500	0.2500	92.5000
E8_GATE_2025H1	preday_forecaster	q70.0	-96.5500	115	top_1%	445	11	434	0.1818	-0.1010	0.4647	429.0909	-186.8712	1045.0530	0.0866	0.4074	37.1654	-11.5513	85.8820	472.0000	174.8148	-58.5424	-32.0000	0.0000	0.1111	0.0787	10	12.3885	472.0000	256.8182	0.1818	0.4545	4720.0000
E8_GATE_2025H1	preday_forecaster	q70.0	-96.5500	115	top_2%	890	26	864	0.1154	-0.0289	0.2597	-20.1442	-524.3807	484.0922	0.2047	0.9630	-4.1240	-98.3998	90.1518	-30.8088	-19.3981	-592.3653	-1302.0000	0.0000	0.2963	0.1339	17	-1.3747	-29.0972	519.4712	0.5385	0.2692	-523.7500
E8_GATE_2025H1	preday_forecaster	q70.0	-96.5500	115	top_5%	2226	46	2180	0.1304	0.0334	0.2274	254.3750	-217.8623	726.6123	0.3622	1.7037	92.1358	-71.7915	256.0632	433.3796	433.3796	-316.1714	-930.0000	0.0000	0.2963	0.2126	27	30.7119	403.4914	631.9293	0.5652	0.3261	11701.2500
E8_GATE_2025H1	preday_forecaster	q70.0	-96.5500	115	top_100%	44523	597	43926	0.0838	0.0612	0.1063	-24.1792	-100.6132	52.2547	4.7008	22.1111	-113.6614	-474.7868	247.4640	-180.4375	-534.6296	-2570.8700	-4552.5000	0.0000	0.4444	0.6299	80	-37.8871	-125.5217	611.8405	0.5930	0.2462	-14435.0000
E8_GATE_2025H1	preday_forecaster	q80.0	-66.4600	77	top_0.05%	13	2	11	0.0000	0.0000	0.0000	370.0000	-5347.7921	6087.7921	0.0157	0.0741	5.8268	-7.0213	18.6749	370.0000	27.4074	-35.5489	0.0000	0.0000	0.0370	0.0157	2	1.9423	370.0000	93.7500	0.0000	0.5000	740.0000
E8_GATE_2025H1	preday_forecaster	q80.0	-66.4600	77	top_0.1%	26	3	23	0.3333	-1.1009	1.7676	824.1667	-1427.1010	3075.4343	0.0236	0.1111	19.4685	-10.3467	49.2837	824.1667	91.5741	-52.6084	0.0000	0.0000	0.0370	0.0236	3	6.4895	824.1667	116.6667	0.0000	0.6667	2472.5000
E8_GATE_2025H1	preday_forecaster	q80.0	-66.4600	77	top_0.2%	52	4	48	0.2500	-0.5456	1.0456	732.5000	-480.5359	1945.5359	0.0315	0.1481	23.0709	-7.5136	53.6554	732.5000	108.5185	-38.1014	0.0000	0.0000	0.0370	0.0315	4	7.6903	732.5000	96.8750	0.0000	0.5000	2930.0000
E8_GATE_2025H1	preday_forecaster	q80.0	-66.4600	77	top_0.5%	129	4	125	0.2500	-0.5456	1.0456	804.3750	-613.0436	2221.7936	0.0315	0.1481	25.3346	-9.2492	59.9185	804.3750	119.1667	-46.9560	0.0000	0.0000	0.0370	0.0315	4	8.4449	804.3750	62.5000	0.0000	0.5000	3217.5000
E8_GATE_2025H1	preday_forecaster	q80.0	-66.4600	77	top_1%	258	7	251	0.2857	-0.1656	0.7370	695.0000	-225.1857	1615.1857	0.0551	0.2593	38.3071	-8.9748	85.5889	695.0000	180.1852	-45.2574	0.0000	0.0000	0.0741	0.0551	7	12.7690	695.0000	267.8571	0.1429	0.5714	4865.0000
E8_GATE_2025H1	preday_forecaster	q80.0	-66.4600	77	top_2%	515	19	496	0.1053	-0.0692	0.2797	-175.7237	-713.0414	361.5940	0.1496	0.7037	-26.2894	-100.3303	47.7516	-303.5227	-123.6574	-546.8824	-1332.0000	0.0000	0.2593	0.0866	11	-8.7631	-278.2292	441.4474	0.5789	0.2632	-3338.7500
E8_GATE_2025H1	preday_forecaster	q80.0	-66.4600	77	top_5%	1288	27	1261	0.1481	0.0078	0.2885	304.9537	-328.0829	937.9903	0.2126	1.0000	64.8327	-58.6011	188.2664	457.4306	304.9537	-310.4969	-824.2500	0.0000	0.2593	0.1417	18	21.6109	433.3553	509.9537	0.4815	0.3704	8233.7500
E8_GATE_2025H1	preday_forecaster	q80.0	-66.4600	77	top_100%	25760	388	25372	0.0747	0.0484	0.1011	-25.6991	-113.6989	62.3007	3.0551	14.3704	-78.5138	-346.4760	189.4485	-184.6528	-369.3056	-1381.1102	-4155.2500	0.0000	0.3704	0.4252	54	-26.1713	-129.4968	559.6488	0.5851	0.2526	-9971.2500
E8_GATE_2025H1	preday_forecaster	q90.0	29.5500	39	top_0.05%	6	2	4	0.0000	.	.	-930.0000	.	.	0.0157	0.0741	-14.6457	-43.6290	14.3377	-1860.0000	-68.8889	-210.4920	0.0000	0.0000	0.0370	0.0079	1	-4.8819	-1860.0000	165.6250	1.0000	0.0000	-1860.0000
E8_GATE_2025H1	preday_forecaster	q90.0	29.5500	39	top_0.1%	12	3	9	0.3333	-5.3139	5.9805	-109.1667	-14015.4019	13797.0685	0.0236	0.1111	-2.5787	-40.2786	35.1211	-163.7500	-12.1296	-199.0367	0.0000	0.0000	0.0370	0.0157	2	-0.8596	-163.7500	122.9167	0.6667	0.3333	-327.5000
E8_GATE_2025H1	preday_forecaster	q90.0	29.5500	39	top_0.2%	24	3	21	0.3333	-5.3139	5.9805	-109.1667	-14015.4019	13797.0685	0.0236	0.1111	-2.5787	-40.2786	35.1211	-163.7500	-12.1296	-199.0367	0.0000	0.0000	0.0370	0.0157	2	-0.8596	-163.7500	29.1667	0.6667	0.3333	-327.5000
E8_GATE_2025H1	preday_forecaster	q90.0	29.5500	39	top_0.5%	59	4	55	0.0000	0.0000	0.0000	-333.1250	-2500.5393	1834.2893	0.0315	0.1481	-10.4921	-41.2044	20.2202	-444.1667	-49.3519	-200.6306	0.0000	0.0000	0.0741	0.0236	3	-3.4974	-444.1667	348.4375	0.5000	0.2500	-1332.5000
E8_GATE_2025H1	preday_forecaster	q90.0	29.5500	39	top_1%	118	6	112	0.0000	0.0000	0.0000	-521.6667	-1459.8594	416.5260	0.0472	0.2222	-24.6457	-63.6789	14.3876	-782.5000	-115.9259	-305.0016	-232.0000	0.0000	0.1111	0.0315	4	-8.2152	-782.5000	228.1250	0.6667	0.1667	-3130.0000
E8_GATE_2025H1	preday_forecaster	q90.0	29.5500	39	top_2%	236	7	229	0.1429	-0.1719	0.4576	-85.3571	-931.5135	760.7992	0.0551	0.2593	-4.7047	-37.3925	27.9830	-99.5833	-22.1296	-184.0381	-372.0000	0.0000	0.1111	0.0472	6	-1.5682	-99.5833	421.4286	0.5714	0.4286	-597.5000
E8_GATE_2025H1	preday_forecaster	q90.0	29.5500	39	top_5%	591	20	571	0.2000	0.0073	0.3927	-13.1250	-616.2876	590.0376	0.1575	0.7407	-2.0669	-83.0873	78.9534	-23.8636	-9.7222	-528.5125	-693.0000	0.0000	0.1481	0.0866	11	-0.6890	-20.1923	874.0625	0.6500	0.3000	-262.5000
E8_GATE_2025H1	preday_forecaster	q90.0	29.5500	39	top_100%	11813	200	11613	0.0650	0.0252	0.1048	-66.3125	-188.4471	55.8221	1.5748	7.4074	-104.4291	-301.2612	92.4029	-427.8226	-491.2037	-1089.3090	-2659.2500	0.0000	0.2963	0.2441	31	-34.8097	-340.0641	637.2188	0.6400	0.2350	-13262.5000
E8_GATE_2025H1	preday_forecaster	q95.0	144.6800	20	top_0.05%	3	1	2	0.0000	.	.	720.0000	.	.	0.0079	0.0370	5.6693	-5.5501	16.8887	720.0000	26.6667	-28.1475	0.0000	0.0000	0.0000	0.0079	1	1.8898	720.0000	687.5000	0.0000	1.0000	720.0000
E8_GATE_2025H1	preday_forecaster	q95.0	144.6800	20	top_0.1%	5	1	4	0.0000	.	.	720.0000	.	.	0.0079	0.0370	5.6693	-5.5501	16.8887	720.0000	26.6667	-28.1475	0.0000	0.0000	0.0000	0.0079	1	1.8898	720.0000	687.5000	0.0000	1.0000	720.0000
E8_GATE_2025H1	preday_forecaster	q95.0	144.6800	20	top_0.2%	11	1	10	0.0000	.	.	720.0000	.	.	0.0079	0.0370	5.6693	-5.5501	16.8887	720.0000	26.6667	-28.1475	0.0000	0.0000	0.0000	0.0079	1	1.8898	720.0000	687.5000	0.0000	1.0000	720.0000
E8_GATE_2025H1	preday_forecaster	q95.0	144.6800	20	top_0.5%	26	1	25	0.0000	.	.	720.0000	.	.	0.0079	0.0370	5.6693	-5.5501	16.8887	720.0000	26.6667	-28.1475	0.0000	0.0000	0.0000	0.0079	1	1.8898	720.0000	687.5000	0.0000	1.0000	720.0000
E8_GATE_2025H1	preday_forecaster	q95.0	144.6800	20	top_1%	53	2	51	0.0000	0.0000	0.0000	-942.5000	-1101.3276	-783.6724	0.0157	0.0741	-14.8425	-35.5316	5.8465	-942.5000	-69.8148	-169.3281	0.0000	0.0000	0.0741	0.0157	2	-4.9475	-942.5000	496.8750	1.0000	0.0000	-1885.0000
E8_GATE_2025H1	preday_forecaster	q95.0	144.6800	20	top_2%	106	4	102	0.2500	-0.5456	1.0456	213.7500	-2480.2647	2907.7647	0.0315	0.1481	6.7323	-39.6130	53.0776	213.7500	31.6667	-197.8852	0.0000	0.0000	0.0741	0.0315	4	2.2441	213.7500	282.8125	0.5000	0.2500	855.0000
E8_GATE_2025H1	preday_forecaster	q95.0	144.6800	20	top_5%	264	12	252	0.1667	-0.2354	0.5688	20.0000	-997.1989	1037.1989	0.0945	0.4444	1.8898	-70.6478	74.4273	34.2857	8.8889	-417.3203	-891.0000	0.0000	0.1481	0.0551	7	0.6299	30.0000	254.1667	0.5833	0.3333	240.0000
E8_GATE_2025H1	preday_forecaster	q95.0	144.6800	20	top_100%	5282	99	5183	0.0202	-0.0065	0.0469	-71.7298	-234.6034	91.1438	0.7795	3.6667	-55.9154	-174.6644	62.8337	-443.8281	-263.0093	-705.4204	-1758.5000	0.0000	0.2222	0.1260	16	-18.6385	-355.0625	593.3081	0.6263	0.2323	-7101.2500
