# PORT M2 THE PRECISION FRONTIER (threshold x day-abstention x agreement) (PORT-M2-PRECISION-FRONTIER-V1)
# THE DAY-ABSTENTION FRONTIER.  causal_top3_running: an (asset, day) qualifies the instant its RUNNING top-3 mean of arrived candidate scores crosses the gate — no day-end quantity is read anywhere
# preday_forecaster: the oracle-free variant — a walk-forward day-value model on the forecaster + overnight state as of the day's FIRST candidate second, no candidate score in it at all
era	gate	gate_pct	gate_value	n_sessions_qualified	tier	n_candidates	n_seated	n_forfeited	precision	precision_lo	precision_hi	usd_per_trade	usd_per_trade_lo	usd_per_trade_hi	takes_per_day	takes_per_week	usd_per_day	usd_per_day_lo	usd_per_day_hi	usd_per_traded_day	usd_per_week	usd_per_week_lo	usd_week_p10	usd_week_median	frac_losing_weeks	frac_days_traded	n_days_traded	usd_per_session_all	usd_per_session_traded	mean_mae_usd	walled_rate	frac_ge_600	usd_total
E3	preday_forecaster	q70.0	-158.2800	145	top_0.1%	52	6	46	0.0000	0.0000	0.0000	-115.4167	-533.6716	302.8382	0.0462	0.2222	-5.3269	-18.7747	8.1208	-138.5000	-25.6481	-93.3109	-179.5000	0.0000	0.1481	0.0385	5	-1.7756	-138.5000	325.0000	0.3333	0.1667	-692.5000
E3	preday_forecaster	q70.0	-158.2800	145	top_0.2%	105	11	94	0.0000	0.0000	0.0000	55.2273	-548.7714	659.2259	0.0846	0.4074	4.6731	-36.9319	46.2780	67.5000	22.5000	-232.5512	-207.5000	0.0000	0.1481	0.0692	9	1.5577	67.5000	336.3636	0.4545	0.0909	607.5000
E3	preday_forecaster	q70.0	-158.2800	145	top_0.5%	262	17	245	0.0588	-0.0458	0.1635	-25.5882	-357.3032	306.1268	0.1308	0.6296	-3.3462	-41.1623	34.4700	-31.0714	-16.1111	-228.3850	-375.5000	0.0000	0.2593	0.1077	14	-1.1154	-31.0714	454.4118	0.4118	0.1176	-435.0000
E3	preday_forecaster	q70.0	-158.2800	145	top_1%	524	28	496	0.1071	-0.0011	0.2154	200.8036	-58.5129	460.1201	0.2154	1.0370	43.2500	-12.1548	98.6548	255.5682	208.2407	-83.6209	-299.5000	0.0000	0.1481	0.1692	22	14.4167	255.5682	331.0268	0.2857	0.2500	5622.5000
E3	preday_forecaster	q70.0	-158.2800	145	top_2%	1047	59	988	0.0847	0.0179	0.1516	185.8898	-6.6282	378.4078	0.4538	2.1852	84.3654	-1.7092	170.4400	296.4189	406.2037	16.1287	-515.5000	0.0000	0.2222	0.2846	37	28.1218	274.1875	323.6229	0.2373	0.2034	10967.5000
E3	preday_forecaster	q70.0	-158.2800	145	top_5%	2619	107	2512	0.0654	0.0212	0.1096	0.7827	-149.1711	150.7366	0.8231	3.9630	0.6442	-120.7836	122.0721	1.4195	3.1019	-612.6621	-1167.2500	0.0000	0.4074	0.4538	59	0.2147	1.2316	346.4953	0.2710	0.1776	83.7500
E3	preday_forecaster	q70.0	-158.2800	145	top_100%	52373	580	51793	0.0483	0.0307	0.0658	-91.9612	-144.4106	-39.5118	4.4615	21.4815	-410.2885	-663.7423	-156.8346	-533.3750	-1975.4630	-3323.0481	-6078.0000	-2322.5000	0.6296	0.7692	100	-136.7628	-367.8448	335.5603	0.4328	0.1655	-53337.5000
E3	preday_forecaster	q80.0	-137.0900	87	top_0.05%	15	1	14	0.0000	.	.	645.0000	.	.	0.0077	0.0370	4.9615	-4.8550	14.7781	645.0000	23.8889	-25.2154	0.0000	0.0000	0.0000	0.0077	1	1.6538	645.0000	100.0000	0.0000	1.0000	645.0000
E3	preday_forecaster	q80.0	-137.0900	87	top_0.1%	30	2	28	0.0000	0.0000	0.0000	138.7500	-2799.5598	3077.0598	0.0154	0.0741	2.1346	-3.6805	7.9497	138.7500	10.2778	-19.0191	0.0000	0.0000	0.0370	0.0154	2	0.7115	138.7500	618.7500	0.0000	0.0000	277.5000
E3	preday_forecaster	q80.0	-137.0900	87	top_0.2%	60	4	56	0.0000	0.0000	0.0000	-17.5000	-493.9827	458.9827	0.0308	0.1481	-0.5385	-1.9899	0.9130	-35.0000	-2.5926	-9.9038	0.0000	0.0000	0.0370	0.0154	2	-0.1795	-35.0000	384.3750	0.5000	0.0000	-70.0000
E3	preday_forecaster	q80.0	-137.0900	87	top_0.5%	151	9	142	0.1111	-0.0793	0.3015	93.6111	-374.7163	561.9385	0.0692	0.3333	6.4808	-19.7549	32.7164	140.4167	31.2037	-132.6560	-7.0000	0.0000	0.1111	0.0462	6	2.1603	140.4167	522.2222	0.3333	0.1111	842.5000
E3	preday_forecaster	q80.0	-137.0900	87	top_1%	301	11	290	0.1818	-0.0412	0.4049	448.4091	-42.3909	939.2091	0.0846	0.4074	37.9423	-4.5018	80.3864	616.5625	182.6852	-23.0077	0.0000	0.0000	0.0370	0.0615	8	12.6474	616.5625	447.1591	0.1818	0.2727	4932.5000
E3	preday_forecaster	q80.0	-137.0900	87	top_2%	603	31	572	0.0968	0.0008	0.1927	251.0484	-31.8313	533.9281	0.2385	1.1481	59.8654	-13.1944	132.9251	338.3696	288.2407	-85.7258	-515.5000	0.0000	0.1852	0.1769	23	19.9551	324.2708	341.7339	0.1935	0.2258	7782.5000
E3	preday_forecaster	q80.0	-137.0900	87	top_5%	1506	53	1453	0.0755	0.0074	0.1435	90.0472	-145.7585	325.8529	0.4077	1.9630	36.7115	-59.3005	132.7235	128.9865	176.7593	-261.2992	-921.0000	0.0000	0.3333	0.2846	37	12.2372	122.3718	362.1462	0.2453	0.2264	4772.5000
E3	preday_forecaster	q80.0	-137.0900	87	top_100%	30127	357	29770	0.0336	0.0166	0.0507	-132.2234	-193.6866	-70.7601	2.7462	13.2222	-363.1058	-556.8220	-169.3895	-684.1123	-1748.2870	-3013.6517	-6078.0000	-1327.5000	0.5185	0.5308	69	-121.0353	-542.5718	318.2073	0.4342	0.1457	-47203.7500
E3	preday_forecaster	q90.0	-137.0900	87	top_0.05%	15	1	14	0.0000	.	.	645.0000	.	.	0.0077	0.0370	4.9615	-4.8550	14.7781	645.0000	23.8889	-25.2154	0.0000	0.0000	0.0000	0.0077	1	1.6538	645.0000	100.0000	0.0000	1.0000	645.0000
E3	preday_forecaster	q90.0	-137.0900	87	top_0.1%	30	2	28	0.0000	0.0000	0.0000	138.7500	-2799.5598	3077.0598	0.0154	0.0741	2.1346	-3.6805	7.9497	138.7500	10.2778	-19.0191	0.0000	0.0000	0.0370	0.0154	2	0.7115	138.7500	618.7500	0.0000	0.0000	277.5000
E3	preday_forecaster	q90.0	-137.0900	87	top_0.2%	60	4	56	0.0000	0.0000	0.0000	-17.5000	-493.9827	458.9827	0.0308	0.1481	-0.5385	-1.9899	0.9130	-35.0000	-2.5926	-9.9038	0.0000	0.0000	0.0370	0.0154	2	-0.1795	-35.0000	384.3750	0.5000	0.0000	-70.0000
E3	preday_forecaster	q90.0	-137.0900	87	top_0.5%	151	9	142	0.1111	-0.0793	0.3015	93.6111	-374.7163	561.9385	0.0692	0.3333	6.4808	-19.7549	32.7164	140.4167	31.2037	-132.6560	-7.0000	0.0000	0.1111	0.0462	6	2.1603	140.4167	522.2222	0.3333	0.1111	842.5000
E3	preday_forecaster	q90.0	-137.0900	87	top_1%	301	11	290	0.1818	-0.0412	0.4049	448.4091	-42.3909	939.2091	0.0846	0.4074	37.9423	-4.5018	80.3864	616.5625	182.6852	-23.0077	0.0000	0.0000	0.0370	0.0615	8	12.6474	616.5625	447.1591	0.1818	0.2727	4932.5000
E3	preday_forecaster	q90.0	-137.0900	87	top_2%	603	31	572	0.0968	0.0008	0.1927	251.0484	-31.8313	533.9281	0.2385	1.1481	59.8654	-13.1944	132.9251	338.3696	288.2407	-85.7258	-515.5000	0.0000	0.1852	0.1769	23	19.9551	324.2708	341.7339	0.1935	0.2258	7782.5000
E3	preday_forecaster	q90.0	-137.0900	87	top_5%	1506	53	1453	0.0755	0.0074	0.1435	90.0472	-145.7585	325.8529	0.4077	1.9630	36.7115	-59.3005	132.7235	128.9865	176.7593	-261.2992	-921.0000	0.0000	0.3333	0.2846	37	12.2372	122.3718	362.1462	0.2453	0.2264	4772.5000
E3	preday_forecaster	q90.0	-137.0900	87	top_100%	30127	357	29770	0.0336	0.0166	0.0507	-132.2234	-193.6866	-70.7601	2.7462	13.2222	-363.1058	-556.8220	-169.3895	-684.1123	-1748.2870	-3013.6517	-6078.0000	-1327.5000	0.5185	0.5308	69	-121.0353	-542.5718	318.2073	0.4342	0.1457	-47203.7500
E3	preday_forecaster	q95.0	-137.0900	87	top_0.05%	15	1	14	0.0000	.	.	645.0000	.	.	0.0077	0.0370	4.9615	-4.8550	14.7781	645.0000	23.8889	-25.2154	0.0000	0.0000	0.0000	0.0077	1	1.6538	645.0000	100.0000	0.0000	1.0000	645.0000
E3	preday_forecaster	q95.0	-137.0900	87	top_0.1%	30	2	28	0.0000	0.0000	0.0000	138.7500	-2799.5598	3077.0598	0.0154	0.0741	2.1346	-3.6805	7.9497	138.7500	10.2778	-19.0191	0.0000	0.0000	0.0370	0.0154	2	0.7115	138.7500	618.7500	0.0000	0.0000	277.5000
E3	preday_forecaster	q95.0	-137.0900	87	top_0.2%	60	4	56	0.0000	0.0000	0.0000	-17.5000	-493.9827	458.9827	0.0308	0.1481	-0.5385	-1.9899	0.9130	-35.0000	-2.5926	-9.9038	0.0000	0.0000	0.0370	0.0154	2	-0.1795	-35.0000	384.3750	0.5000	0.0000	-70.0000
E3	preday_forecaster	q95.0	-137.0900	87	top_0.5%	151	9	142	0.1111	-0.0793	0.3015	93.6111	-374.7163	561.9385	0.0692	0.3333	6.4808	-19.7549	32.7164	140.4167	31.2037	-132.6560	-7.0000	0.0000	0.1111	0.0462	6	2.1603	140.4167	522.2222	0.3333	0.1111	842.5000
E3	preday_forecaster	q95.0	-137.0900	87	top_1%	301	11	290	0.1818	-0.0412	0.4049	448.4091	-42.3909	939.2091	0.0846	0.4074	37.9423	-4.5018	80.3864	616.5625	182.6852	-23.0077	0.0000	0.0000	0.0370	0.0615	8	12.6474	616.5625	447.1591	0.1818	0.2727	4932.5000
E3	preday_forecaster	q95.0	-137.0900	87	top_2%	603	31	572	0.0968	0.0008	0.1927	251.0484	-31.8313	533.9281	0.2385	1.1481	59.8654	-13.1944	132.9251	338.3696	288.2407	-85.7258	-515.5000	0.0000	0.1852	0.1769	23	19.9551	324.2708	341.7339	0.1935	0.2258	7782.5000
E3	preday_forecaster	q95.0	-137.0900	87	top_5%	1506	53	1453	0.0755	0.0074	0.1435	90.0472	-145.7585	325.8529	0.4077	1.9630	36.7115	-59.3005	132.7235	128.9865	176.7593	-261.2992	-921.0000	0.0000	0.3333	0.2846	37	12.2372	122.3718	362.1462	0.2453	0.2264	4772.5000
E3	preday_forecaster	q95.0	-137.0900	87	top_100%	30127	357	29770	0.0336	0.0166	0.0507	-132.2234	-193.6866	-70.7601	2.7462	13.2222	-363.1058	-556.8220	-169.3895	-684.1123	-1748.2870	-3013.6517	-6078.0000	-1327.5000	0.5185	0.5308	69	-121.0353	-542.5718	318.2073	0.4342	0.1457	-47203.7500
E4	causal_top3_running	q0.0	0.0207	385	top_0.05%	74	8	66	0.1250	-0.2158	0.4658	-159.6875	-837.8948	518.5198	0.0620	0.3077	-9.9031	-40.7144	20.9082	-212.9167	-49.1346	-209.7601	-376.2500	0.0000	0.1538	0.0465	6	-3.3182	-212.9167	409.3750	0.5000	0.2500	-1277.5000
E4	causal_top3_running	q0.0	0.0207	385	top_0.1%	148	12	136	0.0833	-0.1057	0.2724	-431.0417	-963.0847	101.0013	0.0930	0.4615	-40.0969	-86.2415	6.0477	-646.5625	-198.9423	-429.6833	-942.5000	0.0000	0.2308	0.0620	8	-13.4351	-574.7222	456.2500	0.5833	0.0833	-5172.5000
E4	causal_top3_running	q0.0	0.0207	385	top_0.2%	295	24	271	0.0833	-0.0399	0.2066	-443.5417	-788.5195	-98.5638	0.1860	0.9231	-82.5194	-158.3910	-6.6478	-665.3125	-409.4231	-774.8910	-1793.7500	0.0000	0.3846	0.1240	16	-27.6494	-626.1765	564.8437	0.6250	0.1250	-10645.0000
E4	causal_top3_running	q0.0	0.0207	385	top_0.5%	738	41	697	0.0732	-0.0097	0.1561	-237.9268	-535.2912	59.4375	0.3178	1.5769	-75.6202	-171.3202	20.0799	-336.3793	-375.1923	-842.6451	-2112.5000	-58.7500	0.5000	0.2248	29	-25.3377	-304.8437	355.1829	0.4878	0.2195	-9755.0000
E4	causal_top3_running	q0.0	0.0207	385	top_1%	1476	59	1417	0.1525	0.0652	0.2399	41.3983	-187.2221	270.0187	0.4574	2.2692	18.9341	-82.1798	120.0480	66.0135	93.9423	-459.2523	-1395.0000	0.0000	0.4615	0.2868	37	6.3442	53.0978	391.7373	0.4068	0.2881	2442.5000
E4	causal_top3_running	q0.0	0.0207	385	top_2%	2953	98	2855	0.1020	0.0451	0.1590	57.5000	-175.4604	290.4604	0.7597	3.7692	43.6822	-130.1769	217.5413	97.1552	216.7308	-658.7394	-1840.0000	-250.0000	0.5385	0.4496	58	14.6364	72.2436	368.0485	0.3980	0.2755	5635.0000
E4	causal_top3_running	q0.0	0.0207	385	top_5%	7382	180	7202	0.1111	0.0616	0.1606	110.7986	-72.6762	294.2734	1.3953	6.9231	154.6027	-98.0958	407.3013	224.0871	767.0673	-983.7801	-2378.7500	62.5000	0.5000	0.6899	89	51.8019	133.8507	344.5139	0.3722	0.2778	19943.7500
E4	causal_top3_running	q0.0	0.0207	385	top_100%	147648	1557	146091	0.0482	0.0374	0.0589	-43.7404	-85.2112	-2.2695	12.0698	59.8846	-527.9360	-1039.5596	-16.3125	-527.9360	-2619.3750	-5838.0435	-10221.2500	-4603.7500	0.6923	1.0000	129	-176.8929	-176.8929	406.8923	0.4470	0.1779	-68103.7500
E4	causal_top3_running	q50.0	0.0605	385	top_0.05%	67	6	61	0.0000	0.0000	0.0000	-282.0833	-1086.3492	522.1826	0.0465	0.2308	-13.1202	-40.1355	13.8951	-338.5000	-65.0962	-204.7822	-376.2500	0.0000	0.1538	0.0388	5	-4.3961	-338.5000	260.4167	0.5000	0.1667	-1692.5000
E4	causal_top3_running	q50.0	0.0605	385	top_0.1%	135	10	125	0.1000	-0.1304	0.3304	-407.5000	-1068.7993	253.7993	0.0775	0.3846	-31.5891	-74.7444	11.5661	-582.1429	-156.7308	-375.6565	-930.0000	0.0000	0.1923	0.0543	7	-10.5844	-509.3750	480.0000	0.6000	0.1000	-4075.0000
E4	causal_top3_running	q50.0	0.0605	385	top_0.2%	270	23	247	0.0870	-0.0427	0.2166	-422.3913	-783.8116	-60.9710	0.1783	0.8846	-75.3101	-150.0511	-0.5690	-647.6667	-373.6538	-737.8999	-1793.7500	0.0000	0.3462	0.1163	15	-25.2338	-607.1875	587.2283	0.6087	0.1304	-9715.0000
E4	causal_top3_running	q50.0	0.0605	385	top_0.5%	674	36	638	0.0833	-0.0144	0.1811	-198.4028	-533.5560	136.7504	0.2791	1.3846	-55.3682	-148.7612	38.0248	-285.7000	-274.7115	-730.2984	-1860.0000	0.0000	0.4231	0.1938	25	-18.5519	-264.5370	384.7222	0.4722	0.2222	-7142.5000
E4	causal_top3_running	q50.0	0.0605	385	top_1%	1349	56	1293	0.1429	0.0550	0.2307	23.0134	-220.4703	266.4971	0.4341	2.1538	9.9903	-92.0691	112.0497	35.7986	49.5673	-459.4262	-1395.0000	0.0000	0.4615	0.2791	36	3.3474	28.6389	408.7054	0.4286	0.2857	1288.7500
E4	causal_top3_running	q50.0	0.0605	385	top_2%	2698	95	2603	0.1053	0.0466	0.1639	73.0921	-157.9527	304.1369	0.7364	3.6538	53.8275	-112.8907	220.5457	123.9955	267.0673	-587.2142	-1680.0000	-71.2500	0.5000	0.4341	56	18.0357	91.3651	373.8158	0.3789	0.2842	6943.7500
E4	causal_top3_running	q50.0	0.0605	385	top_5%	6745	172	6573	0.1279	0.0729	0.1830	130.4651	-55.0316	315.9618	1.3333	6.6154	173.9535	-69.5428	417.4498	257.9310	863.0769	-744.6366	-2197.5000	327.5000	0.4615	0.6744	87	58.2857	159.1489	342.3692	0.3488	0.2733	22440.0000
E4	causal_top3_running	q50.0	0.0605	385	top_100%	134893	1337	133556	0.0531	0.0404	0.0658	-44.8700	-90.3078	0.5677	10.3643	51.4231	-465.0484	-946.9851	16.8882	-465.0484	-2307.3558	-5189.4835	-9025.0000	-2640.6250	0.6538	1.0000	129	-155.8214	-155.8214	398.3171	0.4286	0.1758	-59991.2500
E4	causal_top3_running	q70.0	0.0744	364	top_0.05%	45	4	41	0.0000	0.0000	0.0000	-317.5000	-1733.4875	1098.4875	0.0310	0.1538	-9.8450	-35.4560	15.7661	-317.5000	-48.8462	-181.9968	-165.0000	0.0000	0.1154	0.0310	4	-3.2987	-317.5000	212.5000	0.5000	0.2500	-1270.0000
E4	causal_top3_running	q70.0	0.0744	364	top_0.1%	90	8	82	0.1250	-0.2158	0.4658	-159.6875	-837.8948	518.5198	0.0620	0.3077	-9.9031	-40.7144	20.9082	-212.9167	-49.1346	-209.7601	-376.2500	0.0000	0.1538	0.0465	6	-3.3182	-212.9167	409.3750	0.5000	0.2500	-1277.5000
E4	causal_top3_running	q70.0	0.0744	364	top_0.2%	181	16	165	0.0625	-0.0811	0.2061	-489.3750	-911.0145	-67.7355	0.1240	0.6154	-60.6977	-122.3319	0.9366	-870.0000	-301.1538	-604.9028	-1026.2500	0.0000	0.2692	0.0698	9	-20.3377	-783.0000	670.3125	0.6250	0.0625	-7830.0000
E4	causal_top3_running	q70.0	0.0744	364	top_0.5%	452	26	426	0.1154	-0.0258	0.2566	-237.4519	-615.5759	140.6720	0.2016	1.0000	-47.8585	-128.9957	33.2787	-363.1618	-237.4519	-648.9512	-1478.7500	0.0000	0.3462	0.1318	17	-16.0357	-342.9861	437.2596	0.5000	0.1923	-6173.7500
E4	causal_top3_running	q70.0	0.0744	364	top_1%	903	45	858	0.0667	-0.0080	0.1413	-116.2500	-384.9680	152.4680	0.3488	1.7308	-40.5523	-132.5129	51.4082	-180.3879	-201.2019	-651.8253	-1478.7500	0.0000	0.4615	0.2248	29	-13.5877	-149.4643	388.7500	0.4444	0.2667	-5231.2500
E4	causal_top3_running	q70.0	0.0744	364	top_2%	1807	66	1741	0.1212	0.0465	0.1959	-29.4318	-262.8158	203.9521	0.5116	2.5385	-15.0581	-130.9568	100.8405	-46.2500	-74.7115	-764.0997	-2112.5000	-27.5000	0.5000	0.3256	42	-5.0455	-38.0882	383.8068	0.4091	0.2424	-1942.5000
E4	causal_top3_running	q70.0	0.0744	364	top_5%	4517	141	4376	0.1064	0.0583	0.1545	80.3723	-97.1794	257.9241	1.0930	5.4231	87.8488	-102.8723	278.5700	149.1118	435.8654	-356.5310	-1797.5000	-15.0000	0.5000	0.5891	76	29.4351	96.8590	345.0355	0.3617	0.2837	11332.5000
E4	causal_top3_running	q70.0	0.0744	364	top_100%	90335	727	89608	0.0660	0.0475	0.0846	-44.4945	-107.7663	18.7773	5.6357	27.9615	-250.7558	-615.4540	113.9424	-250.7558	-1244.1346	-3124.8068	-6634.3750	-2083.1250	0.6154	1.0000	129	-84.0195	-88.8668	345.9078	0.3796	0.1967	-32347.5000
E4	causal_top3_running	q80.0	0.0804	315	top_0.05%	38	3	35	0.0000	0.0000	0.0000	-113.3333	-2518.8566	2292.1899	0.0233	0.1154	-2.6357	-23.9336	18.6623	-113.3333	-13.0769	-124.7050	0.0000	0.0000	0.0769	0.0233	3	-0.8831	-113.3333	108.3333	0.3333	0.3333	-340.0000
E4	causal_top3_running	q80.0	0.0804	315	top_0.1%	76	8	68	0.1250	-0.2158	0.4658	-159.6875	-837.8948	518.5198	0.0620	0.3077	-9.9031	-40.7144	20.9082	-212.9167	-49.1346	-209.7601	-376.2500	0.0000	0.1538	0.0465	6	-3.3182	-212.9167	409.3750	0.5000	0.2500	-1277.5000
E4	causal_top3_running	q80.0	0.0804	315	top_0.2%	151	13	138	0.0769	-0.1013	0.2552	-387.6923	-842.3701	66.9854	0.1008	0.5000	-39.0698	-84.0042	5.8646	-630.0000	-193.8462	-418.5216	-942.5000	0.0000	0.2308	0.0620	8	-13.0909	-560.0000	448.0769	0.5385	0.0769	-5040.0000
E4	causal_top3_running	q80.0	0.0804	315	top_0.5%	378	23	355	0.1304	-0.0245	0.2854	-237.0652	-616.5851	142.4546	0.1783	0.8846	-42.2674	-108.9464	24.4115	-340.7813	-209.7115	-547.7241	-1412.5000	0.0000	0.3462	0.1240	16	-14.1623	-320.7353	401.9022	0.5217	0.2174	-5452.5000
E4	causal_top3_running	q80.0	0.0804	315	top_1%	756	43	713	0.0698	-0.0078	0.1473	-202.9651	-490.4284	84.4982	0.3333	1.6538	-67.6550	-162.8262	27.5161	-300.9483	-335.6731	-830.4267	-2112.5000	-58.7500	0.5000	0.2248	29	-22.6688	-264.4697	396.2209	0.4884	0.2326	-8727.5000
E4	causal_top3_running	q80.0	0.0804	315	top_2%	1513	60	1453	0.1500	0.0634	0.2366	42.5000	-188.0025	273.0025	0.4651	2.3077	19.7674	-83.6466	123.1814	68.9189	98.0769	-444.4878	-1395.0000	0.0000	0.4231	0.2868	37	6.6234	55.4348	399.7917	0.4000	0.2833	2550.0000
E4	causal_top3_running	q80.0	0.0804	315	top_5%	3782	120	3662	0.1250	0.0678	0.1822	105.6250	-94.3047	305.5547	0.9302	4.6154	98.2558	-83.7680	280.2797	189.1791	487.5000	-269.4744	-1558.7500	135.0000	0.4231	0.5194	67	32.9221	129.3367	340.4688	0.3500	0.2833	12675.0000
E4	causal_top3_running	q80.0	0.0804	315	top_100%	75639	610	75029	0.0672	0.0475	0.0870	-90.4918	-161.4786	-19.5050	4.7287	23.4615	-427.9070	-779.3186	-76.4954	-445.1613	-2123.0769	-4204.5385	-7190.0000	-3256.2500	0.7308	0.9612	124	-143.3766	-175.2381	350.7889	0.4049	0.1869	-55200.0000
E4	causal_top3_running	q90.0	0.0870	204	top_0.05%	23	2	21	0.0000	0.0000	0.0000	-642.5000	-4613.1890	3328.1890	0.0155	0.0769	-9.9612	-25.4220	5.4995	-642.5000	-49.4231	-128.4661	0.0000	0.0000	0.0769	0.0155	2	-3.3377	-642.5000	68.7500	0.5000	0.0000	-1285.0000
E4	causal_top3_running	q90.0	0.0870	204	top_0.1%	46	4	42	0.0000	0.0000	0.0000	-317.5000	-1733.4875	1098.4875	0.0310	0.1538	-9.8450	-35.4560	15.7661	-317.5000	-48.8462	-181.9968	-165.0000	0.0000	0.1154	0.0310	4	-3.2987	-317.5000	212.5000	0.5000	0.2500	-1270.0000
E4	causal_top3_running	q90.0	0.0870	204	top_0.2%	92	8	84	0.1250	-0.2158	0.4658	-159.6875	-837.8948	518.5198	0.0620	0.3077	-9.9031	-40.7144	20.9082	-212.9167	-49.1346	-209.7601	-376.2500	0.0000	0.1538	0.0465	6	-3.3182	-212.9167	409.3750	0.5000	0.2500	-1277.5000
E4	causal_top3_running	q90.0	0.0870	204	top_0.5%	231	21	210	0.0952	-0.0473	0.2378	-374.0476	-761.6506	13.5553	0.1628	0.8077	-60.8915	-130.3608	8.5779	-561.0714	-302.1154	-646.0648	-1412.5000	0.0000	0.3077	0.1085	14	-20.4026	-523.6667	616.9643	0.5714	0.1429	-7855.0000
E4	causal_top3_running	q90.0	0.0870	204	top_1%	461	26	435	0.1154	-0.0258	0.2566	-237.4519	-615.5759	140.6720	0.2016	1.0000	-47.8585	-128.9957	33.2787	-363.1618	-237.4519	-648.9512	-1478.7500	0.0000	0.3462	0.1318	17	-16.0357	-342.9861	437.2596	0.5000	0.1923	-6173.7500
E4	causal_top3_running	q90.0	0.0870	204	top_2%	923	45	878	0.0667	-0.0080	0.1413	-160.4167	-424.2418	103.4084	0.3488	1.7308	-55.9593	-147.2065	35.2879	-248.9224	-277.6442	-726.9103	-1527.5000	-58.7500	0.5000	0.2248	29	-18.7500	-206.2500	385.4167	0.4667	0.2444	-7218.7500
E4	causal_top3_running	q90.0	0.0870	204	top_5%	2306	80	2226	0.1125	0.0460	0.1790	131.0156	-114.1741	376.2053	0.6202	3.0769	81.2500	-66.9615	229.4615	223.0053	403.1250	-387.5221	-930.0000	30.0000	0.3846	0.3643	47	27.2240	169.0524	377.2656	0.3375	0.2625	10481.2500
E4	causal_top3_running	q90.0	0.0870	204	top_100%	46127	372	45755	0.0806	0.0504	0.1109	14.8085	-101.1074	130.7243	2.8837	14.3077	42.7035	-288.6780	374.0850	50.5390	211.8750	-1663.1514	-6128.1250	682.5000	0.4615	0.8450	109	14.3084	27.0037	348.1351	0.3844	0.2527	5508.7500
E4	causal_top3_running	q95.0	0.0917	143	top_0.05%	14	2	12	0.0000	0.0000	0.0000	-642.5000	-4613.1890	3328.1890	0.0155	0.0769	-9.9612	-25.4220	5.4995	-642.5000	-49.4231	-128.4661	0.0000	0.0000	0.0769	0.0155	2	-3.3377	-642.5000	43.7500	0.5000	0.0000	-1285.0000
E4	causal_top3_running	q95.0	0.0917	143	top_0.1%	28	2	26	0.0000	0.0000	0.0000	-642.5000	-4613.1890	3328.1890	0.0155	0.0769	-9.9612	-25.4220	5.4995	-642.5000	-49.4231	-128.4661	0.0000	0.0000	0.0769	0.0155	2	-3.3377	-642.5000	68.7500	0.5000	0.0000	-1285.0000
E4	causal_top3_running	q95.0	0.0917	143	top_0.2%	57	5	52	0.0000	0.0000	0.0000	-275.0000	-1239.1403	689.1403	0.0388	0.1923	-10.6589	-36.3110	14.9932	-275.0000	-52.8846	-186.0437	-217.5000	0.0000	0.1538	0.0388	5	-3.5714	-275.0000	200.0000	0.4000	0.2000	-1375.0000
E4	causal_top3_running	q95.0	0.0917	143	top_0.5%	142	11	131	0.0909	-0.1231	0.3049	-385.6818	-975.6031	204.2395	0.0853	0.4231	-32.8876	-76.9369	11.1617	-606.0714	-163.1731	-386.3209	-942.5000	0.0000	0.1923	0.0543	7	-11.0195	-530.3125	497.7273	0.5455	0.0909	-4242.5000
E4	causal_top3_running	q95.0	0.0917	143	top_1%	284	23	261	0.0870	-0.0427	0.2166	-422.3913	-783.8116	-60.9710	0.1783	0.8846	-75.3101	-150.0511	-0.5690	-647.6667	-373.6538	-737.8999	-1793.7500	0.0000	0.3462	0.1163	15	-25.2338	-607.1875	587.2283	0.6087	0.1304	-9715.0000
E4	causal_top3_running	q95.0	0.0917	143	top_2%	569	32	537	0.1250	0.0006	0.2494	-174.1406	-515.8177	167.5364	0.2481	1.2308	-43.1977	-125.7369	39.3415	-265.3571	-214.3269	-667.0294	-1860.0000	0.0000	0.3846	0.1628	21	-14.4740	-242.2826	402.7344	0.4688	0.2188	-5572.5000
E4	causal_top3_running	q95.0	0.0917	143	top_5%	1422	59	1363	0.1525	0.0652	0.2399	55.9110	-170.8705	282.6925	0.4574	2.2692	25.5717	-74.7288	125.8722	89.1554	126.8750	-421.7816	-1395.0000	0.0000	0.4231	0.2868	37	8.5682	71.7120	393.5381	0.3898	0.2881	3298.7500
E4	causal_top3_running	q95.0	0.0917	143	top_100%	28449	242	28207	0.0909	0.0518	0.1300	51.0692	-99.4907	201.6291	1.8760	9.3077	95.8043	-179.8624	371.4709	143.7064	475.3365	-1372.5637	-3405.6250	-90.6250	0.5000	0.6667	86	32.1006	86.4248	299.9742	0.3430	0.2397	12358.7500
E4	causal_top3_running	q97.5	0.0966	92	top_0.05%	8	2	6	0.0000	0.0000	0.0000	-642.5000	-4613.1890	3328.1890	0.0155	0.0769	-9.9612	-25.4220	5.4995	-642.5000	-49.4231	-128.4661	0.0000	0.0000	0.0769	0.0155	2	-3.3377	-642.5000	43.7500	0.5000	0.0000	-1285.0000
