refs/remotes/origin/HEAD	12aa0acb1f5e87db2a547037fbca71a9813cccdb	commit		
refs/remotes/origin/correction/select3-frontier-one-sweep	b7a7bdf08670a4a2cdf2fee03cf952869aa33ed1	commit		
refs/remotes/origin/entries-oracle-v1	2e07d84b7c9ba8cd5c2230b4862e34d93909da36	commit		
refs/remotes/origin/entries-oracle-v1-cleanpush	00e5ccc10b67371cbdd6141ac895ac3f1ab55a5f	commit		
refs/remotes/origin/handoff/select3-carrier-source-core-v3	fb7bbe7f2a50c84c0bd209acb1969db98252fb03	commit		
refs/remotes/origin/handoff/select3-frontier-registry-v1	28e0315f1acd244d2bfbff6542d308c78b8cc863	commit		
refs/remotes/origin/handoff/select3-native-frontier-core-v2	80f61d4ee8102970564d5827b64b0fa9e879dae4	commit		
refs/remotes/origin/handoff/select3-option-stores-v1	6c2eda06c751219684a3374e2999af93f60915c9	commit		
refs/remotes/origin/handoff/select3-stock-stores-v1	5e45967cdb77842a388e4c6c9961c27465cc0dd7	commit		
refs/remotes/origin/handoff/select3-universal-entry-executor-v5	ed35472eca7c9f14e9e63a2887c7bf2c354b3c83	commit		
refs/remotes/origin/handoff/select3-universal-executor-v1	21bfe8fc7cf577f6e6549e728604dc558535e9f0	commit		
refs/remotes/origin/main	12aa0acb1f5e87db2a547037fbca71a9813cccdb	commit		
refs/remotes/origin/select3-universal-entry-executor-v5	21adebe1b1689018c3e46f626ddce9da8492d77d	commit		
refs/remotes/origin/task/select3-carrier-source-core-r1	6af2ba1955ed106a819d23b8ee6ffafb9b4eaf1a	commit		
refs/remotes/origin/task/select3-carrier-source-core-r2	5f0fa4dcc4c0f0fbc46966a6fcd466edce1c42b0	commit		
refs/remotes/origin/task/select3-frontier-registry-correction	72d159fb24f7b7da936ca66d599abe9ed7ae3d44	commit		
refs/remotes/origin/task/select3-native-carrier-v1	7662404e75765614c00fce2a6065482c2d615e17	commit		
refs/remotes/origin/task/select3-resolved-registry-r1	d1ec90bfd8b06d61c60c5b6a2a472ae8d5fa3fbd	commit		
refs/remotes/origin/task/select3-source-adapters-r1	1e96e0750d5ac8af8775ea23f9c47ae932acb141	commit		
refs/remotes/origin/task/select3-universal-cpu-executor	83f9786a42cf3e71fb135de3fcff04f99752d33d	commit		
refs/remotes/origin/task/select3-universal-entry-executor-r1	09ae0655a7fdf9cbb8da1437c3b61596759e3105	commit		
refs/remotes/origin/task/select3-universal-entry-executor-r2	135e4e06e14eec360a3f1c3955248da61fe3fd81	commit		
refs/remotes/origin/task/select3-universal-entry-executor-r3	57cca479d6bb26634825d0dbf10b88dc00cc17b8	commit		
refs/stash	76150dea53def4f83cc21b3aa01d03c28b7947e5	commit		
